1.1;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
0;296.51;296.89;298.03;299.92;302.59;306.03;310.27;315.33;321.28;328.17;336.04;343.2;344.77;346.49;348.33;350.28;352.35;354.54;356.84;359.25
500;295.93;296.31;297.45;299.34;301.99;305.41;309.64;314.69;320.6;327.45;335.17;341.53;343.1;344.81;346.65;348.6;350.66;352.83;355.12;357.52
1000;295.31;295.69;296.82;298.71;301.36;304.77;308.99;314.02;319.91;326.71;334.44;339.85;341.41;343.11;344.94;346.9;348.95;351.12;353.39;355.78
1500;294.64;295.02;296.15;298.04;300.69;304.1;308.31;313.33;319.2;326.01;333.76;338.19;339.71;341.41;343.23;345.17;347.23;349.39;351.65;354.03
2000;293.93;294.3;295.44;297.33;299.97;303.38;307.59;312.61;318.47;325.25;333.52;336.52;338.04;339.7;341.51;343.44;345.48;347.65;349.9;352.27
2500;293.16;293.54;294.67;296.57;299.21;302.64;306.83;311.86;317.72;324.48;332.91;334.83;336.35;338.01;339.77;341.69;343.73;345.88;348.14;350.49
3000;292.34;292.72;293.85;295.76;298.4;301.83;306.04;311.06;316.94;323.69;331.73;333.13;334.65;336.29;338.06;339.93;341.96;344.1;346.35;348.7
3500;291.46;291.84;292.98;294.88;297.55;300.98;305.2;310.23;316.11;322.86;330.06;331.43;332.93;334.57;336.32;338.2;340.18;342.31;344.55;346.9
4000;290.53;290.91;292.05;293.95;296.63;300.07;304.3;309.34;315.24;322;328.35;329.71;331.21;332.83;334.58;336.44;338.42;340.51;342.73;345.07
4500;289.53;289.91;291.05;292.96;295.65;299.11;303.35;308.4;314.32;321.1;326.62;327.97;329.47;331.09;332.82;334.67;336.64;338.71;340.91;343.22
5000;288.46;288.84;289.99;291.91;294.6;298.08;302.34;307.41;313.34;320.16;324.87;326.23;327.72;329.33;331.06;332.9;334.85;336.91;339.07;341.37
5500;287.32;287.7;288.86;290.78;293.49;296.98;301.26;306.36;312.31;319.22;323.12;324.47;325.95;327.56;329.28;331.11;333.05;335.1;337.26;339.51
6000;286.11;286.49;287.65;289.59;292.3;295.81;300.12;305.24;311.22;318.59;321.34;322.69;324.17;325.77;327.48;329.3;331.23;333.27;335.42;337.66
6500;284.81;285.2;286.37;288.31;291.04;294.57;298.9;304.05;310.05;317.63;319.55;320.9;322.37;323.97;325.67;327.48;329.41;331.43;333.57;335.8
7000;283.91;284.28;285.38;287.23;289.84;293.25;297.6;302.78;308.81;316.31;317.74;319.08;320.56;322.14;323.84;325.65;327.56;329.58;331.7;333.92
7500;283.07;283.43;284.53;286.37;288.97;292.33;296.49;301.46;307.49;314.68;315.91;317.25;318.72;320.3;322;323.8;325.7;327.71;329.82;332.03
8000;282.23;282.59;283.68;285.51;288.09;291.44;295.59;300.54;306.34;312.84;314.05;315.39;316.87;318.44;320.13;321.93;323.82;325.82;327.92;330.12
8500;281.38;281.75;282.83;284.66;287.22;290.55;294.67;299.61;305.4;311.01;312.19;313.52;314.99;316.56;318.25;320.03;321.93;323.92;326.01;328.2
9000;280.55;280.91;281.99;283.8;286.35;289.67;293.76;298.68;304.46;309.17;310.35;311.63;313.09;314.66;316.34;318.12;320.01;322;324.08;326.26
9500;279.7;280.06;281.14;282.94;285.48;288.78;292.86;297.76;303.52;307.32;308.49;309.79;311.21;312.74;314.41;316.19;318.07;320.05;322.13;324.3
10000;278.86;279.22;280.29;282.07;284.61;287.89;291.95;296.82;303.07;305.45;306.61;307.91;309.32;310.83;312.46;314.23;316.11;318.09;320.16;322.32
10500;278.03;278.38;279.45;281.23;283.75;287.01;291.05;295.91;302.22;303.57;304.73;306.01;307.41;308.92;310.54;312.26;314.13;316.1;318.16;320.31
11000;277.18;277.53;278.59;280.36;282.88;286.13;290.16;294.99;300.65;301.67;302.83;304.1;305.48;306.99;308.6;310.31;312.13;314.08;316.14;318.29
11500;277.2;277.55;278.61;280.38;282.9;286.15;290.18;295.01;300.66;301.68;302.83;304.11;305.48;306.99;308.6;310.31;312.13;314.09;316.14;318.29
12000;277.22;277.57;278.63;280.39;282.92;286.17;290.2;295.03;300.66;301.68;302.83;304.11;305.48;307;308.6;310.32;312.14;314.09;316.15;318.3
12500;277.24;277.59;278.65;280.41;282.94;286.19;290.22;295.06;300.66;301.68;302.84;304.11;305.49;307;308.61;310.32;312.14;314.09;316.15;318.3
13000;277.25;277.61;278.67;280.43;282.96;286.21;290.24;295.08;300.67;301.69;302.84;304.12;305.49;307;308.61;310.32;312.14;314.09;316.15;318.3
13500;277.27;277.63;278.69;280.45;282.98;286.23;290.26;295.1;300.67;301.69;302.84;304.12;305.49;307;308.61;310.33;312.15;314.1;316.16;318.31
14000;277.29;277.65;278.71;280.47;283;286.25;290.28;295.12;300.67;301.69;302.85;304.12;305.5;307.01;308.61;310.33;312.15;314.1;316.16;318.31
1.05;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95
