# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_design_600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-18.263;-0.5000;0.071138;-0.086780;-7.028593;6.000000;
-18.152;-0.4900;0.070398;-0.089033;-6.960399;6.000000;
-18.042;-0.4800;0.069668;-0.091287;-6.889778;6.000000;
-17.931;-0.4700;0.068948;-0.093540;-6.816682;6.000000;
-17.820;-0.4600;0.068238;-0.095794;-6.741066;6.000000;
-17.710;-0.4500;0.067538;-0.098047;-6.662882;6.000000;
-17.599;-0.4400;0.066848;-0.100300;-6.582085;6.000000;
-17.489;-0.4300;0.066168;-0.102554;-6.498629;6.000000;
-17.378;-0.4200;0.065497;-0.104807;-6.412470;6.000000;
-17.268;-0.4100;0.064837;-0.107060;-6.323562;6.000000;
-17.157;-0.4000;0.064186;-0.109314;-6.231863;6.000000;
-17.047;-0.3900;0.063546;-0.111567;-6.137330;6.000000;
-16.936;-0.3800;0.062915;-0.113821;-6.039920;6.000000;
-16.826;-0.3700;0.062294;-0.116074;-5.939592;6.000000;
-16.715;-0.3600;0.061683;-0.118327;-5.836307;6.000000;
-16.604;-0.3500;0.061082;-0.120581;-5.730026;6.000000;
-16.494;-0.3400;0.060491;-0.122834;-5.620713;6.000000;
-16.383;-0.3300;0.059909;-0.125087;-5.508331;6.000000;
-16.273;-0.3200;0.059338;-0.127341;-5.392846;6.000000;
-16.162;-0.3100;0.058776;-0.129594;-5.274228;6.000000;
-16.052;-0.3000;0.058225;-0.131848;-5.152444;6.000000;
-15.941;-0.2900;0.057683;-0.134101;-5.027468;6.000000;
-15.831;-0.2800;0.057151;-0.136354;-4.899273;6.000000;
-15.720;-0.2700;0.056629;-0.138608;-4.767837;6.000000;
-15.610;-0.2600;0.056117;-0.140861;-4.633137;6.000000;
-15.499;-0.2500;0.055615;-0.143114;-4.495157;6.000000;
-15.389;-0.2400;0.055123;-0.145368;-4.353880;6.000000;
-15.278;-0.2300;0.054641;-0.147621;-4.209295;6.000000;
-15.167;-0.2200;0.054169;-0.149875;-4.061392;6.000000;
-15.057;-0.2100;0.053706;-0.152128;-3.910166;6.000000;
-14.946;-0.2000;0.053254;-0.154381;-3.755615;6.000000;
-14.836;-0.1900;0.052811;-0.156635;-3.597739;6.000000;
-14.725;-0.1800;0.052378;-0.158888;-3.436545;6.000000;
-14.615;-0.1700;0.051955;-0.161141;-3.272041;6.000000;
-14.504;-0.1600;0.051542;-0.163395;-3.104241;6.000000;
-14.394;-0.1500;0.051139;-0.165648;-2.933162;6.000000;
-14.283;-0.1400;0.050746;-0.167902;-2.758827;6.000000;
-14.173;-0.1300;0.050363;-0.170155;-2.581262;6.000000;
-14.062;-0.1200;0.049990;-0.172408;-2.400498;6.000000;
-13.951;-0.1100;0.049626;-0.174662;-2.216571;6.000000;
-13.841;-0.1000;0.049273;-0.176915;-2.029523;6.000000;
-13.730;-0.0900;0.048929;-0.179168;-1.839398;6.000000;
-13.620;-0.0800;0.048595;-0.181422;-1.646249;6.000000;
-13.509;-0.0700;0.048271;-0.183675;-1.450131;6.000000;
-13.399;-0.0600;0.047958;-0.185929;-1.251106;6.000000;
-13.288;-0.0500;0.047654;-0.188182;-1.049240;6.000000;
-13.178;-0.0400;0.047359;-0.190435;-0.844604;6.000000;
-13.067;-0.0300;0.047075;-0.192689;-0.637278;6.000000;
-12.957;-0.0200;0.046801;-0.194942;-0.427342;6.000000;
-12.846;-0.0100;0.046537;-0.197195;-0.214885;6.000000;
-12.736;0.0000;0.046282;-0.199449;0.000000;6.000000;
-12.625;0.0100;0.046037;-0.201702;0.217215;6.000000;
-12.514;0.0200;0.045803;-0.203956;0.436655;6.000000;
-12.404;0.0300;0.045578;-0.206209;0.658213;6.000000;
-12.293;0.0400;0.045363;-0.208462;0.881775;6.000000;
-12.183;0.0500;0.045158;-0.210716;1.107223;6.000000;
-12.072;0.0600;0.044963;-0.212969;1.334432;6.000000;
-11.962;0.0700;0.044778;-0.215222;1.563276;6.000000;
-11.851;0.0800;0.044602;-0.217476;1.793622;6.000000;
-11.741;0.0900;0.044437;-0.219729;2.025334;6.000000;
-11.630;0.1000;0.044282;-0.221983;2.258273;6.000000;
-11.520;0.1100;0.044136;-0.224236;2.492293;6.000000;
-11.409;0.1200;0.044000;-0.226489;2.727249;6.000000;
-11.298;0.1300;0.043875;-0.228743;2.962989;6.000000;
-11.188;0.1400;0.043759;-0.230996;3.199360;6.000000;
-11.077;0.1500;0.043653;-0.233249;3.436207;6.000000;
-10.967;0.1600;0.043557;-0.235503;3.673371;6.000000;
-10.856;0.1700;0.043471;-0.237756;3.910692;6.000000;
-10.746;0.1800;0.043394;-0.240010;4.148009;6.000000;
-10.635;0.1900;0.043328;-0.242263;4.385159;6.000000;
-10.525;0.2000;0.043272;-0.244516;4.621979;6.000000;
-10.414;0.2100;0.043225;-0.246770;4.858304;6.000000;
-10.304;0.2200;0.043188;-0.249023;5.093970;6.000000;
-10.193;0.2300;0.043162;-0.251276;5.328813;6.000000;
-10.083;0.2400;0.043145;-0.253530;5.562671;6.000000;
-9.972;0.2500;0.043138;-0.255783;5.795381;6.000000;
-9.861;0.2600;0.043141;-0.258037;6.026782;6.000000;
-9.751;0.2700;0.043154;-0.260290;6.256715;6.000000;
-9.640;0.2800;0.043176;-0.262543;6.485023;6.000000;
-9.530;0.2900;0.043209;-0.264797;6.711551;6.000000;
-9.419;0.3000;0.043252;-0.267050;6.936149;6.000000;
-9.309;0.3100;0.043304;-0.269303;7.158668;6.000000;
-9.198;0.3200;0.043367;-0.271557;7.378963;6.000000;
-9.088;0.3300;0.043439;-0.273810;7.596893;6.000000;
-8.977;0.3400;0.043521;-0.276064;7.812321;6.000000;
-8.867;0.3500;0.043613;-0.278317;8.025113;6.000000;
-8.756;0.3600;0.043715;-0.280570;8.235144;6.000000;
-8.645;0.3700;0.043827;-0.282824;8.442288;6.000000;
-8.535;0.3800;0.043949;-0.285077;8.646429;6.000000;
-8.424;0.3900;0.044080;-0.287330;8.847453;6.000000;
-8.314;0.4000;0.044222;-0.289584;9.045254;6.000000;
-8.203;0.4100;0.044374;-0.291837;9.239730;6.000000;
-8.093;0.4200;0.044535;-0.294091;9.430784;6.000000;
-7.982;0.4300;0.044706;-0.296344;9.618328;6.000000;
-7.872;0.4400;0.044888;-0.298597;9.802277;6.000000;
-7.761;0.4500;0.045079;-0.300851;9.982553;6.000000;
-7.651;0.4600;0.045280;-0.303104;10.159085;6.000000;
-7.540;0.4700;0.045491;-0.305357;10.331807;6.000000;
-7.430;0.4800;0.045711;-0.307611;10.500659;6.000000;
-7.319;0.4900;0.045942;-0.309864;10.665588;6.000000;
-7.208;0.5000;0.046183;-0.312118;10.826547;6.000000;
-7.098;0.5100;0.046433;-0.314371;10.983494;6.000000;
-6.987;0.5200;0.046694;-0.316624;11.136394;6.000000;
-6.877;0.5300;0.046964;-0.318878;11.285219;6.000000;
-6.766;0.5400;0.047244;-0.321131;11.429943;6.000000;
-6.656;0.5500;0.047534;-0.323384;11.570550;6.000000;
-6.545;0.5600;0.047835;-0.325638;11.707026;6.000000;
-6.435;0.5700;0.048144;-0.327891;11.839365;6.000000;
-6.324;0.5800;0.048464;-0.330145;11.967566;6.000000;
-6.214;0.5900;0.048794;-0.332398;12.091630;6.000000;
-6.103;0.6000;0.049134;-0.334651;12.211568;6.000000;
-5.992;0.6100;0.049483;-0.336905;12.327391;6.000000;
-5.882;0.6200;0.049843;-0.339158;12.439117;6.000000;
-5.771;0.6300;0.050212;-0.341411;12.546769;6.000000;
-5.661;0.6400;0.050591;-0.343665;12.650371;6.000000;
