# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/systems_design_study_mission_power_ATA-XX_plot.csv
# (1) MissionsStep; (2) BleedAir [kg/s]; (3) Electric [W]; (4) Hydraulic [W]; (5) Altitude [ft]; (6) Mach [-]; (7) Heat load [W]
1; 0;4065.67;236.177;0;0.24188;4065.67;
2; 0;4065.67;236.124;228.6;0.24517;4065.67;
3; 0;4065.67;235.928;685.8;0.251873;4065.67;
4; 0;4065.67;315.017;914.4;0.295077;4065.67;
5; 0;4065.67;486.366;914.4;0.366648;4065.67;
6; 0;3909.67;573.333;1981.2;0.425349;3909.67;
7; 0;4184.65;684.789;3048;0.496658;4184.65;
8; 0;4587.6;732.59;6858;0.650523;4587.6;
9; 0;4587.6;679.85;10668;0.77;4587.6;
10; 0;4587.6;707.879;10668;0.78;4587.6;
11; 0;4587.6;760.38;6858;0.660523;4587.6;
12; 0;3988.92;684.789;3048;0.496658;3988.92;
13; 0;3988.92;573.333;1981.2;0.425349;3988.92;
14; 0;3988.92;405.591;914.4;0.334821;3988.92;
15; 0;3988.92;266.124;914.4;0.271213;3988.92;
16; 0;3988.92;216.33;914.4;0.244527;3988.92;
17; 0;3988.92;171.774;685.8;0.214917;3988.92;
18; 0;3988.92;165.565;457.2;0.208112;3988.92;
19; 0;3988.92;159.466;381;0.203315;3988.92;
20; 0;3988.92;159.516;160.02;0.200686;3988.92;
21; 0;3988.92;39.9123;7.62;0.0994874;3988.92;
