# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M078_design_-600_plot.csv
# Clean Polar
# Mach Number 0.780000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.568;-0.4000;0.033843;0.016439;0.017405;0.000000;0.559676;-11.81921;-6.000000;0.005148;0.000000;0.001086;0.000000;0.013938;-0.171812;
-4.485;-0.3900;0.033442;0.016062;0.017380;0.000000;0.556995;-11.66182;-6.000000;0.005123;0.000000;0.001086;0.000000;0.013710;-0.170988;
-4.402;-0.3800;0.033051;0.015694;0.017357;0.000000;0.554313;-11.49744;-6.000000;0.005101;0.000000;0.001086;0.000000;0.013483;-0.170165;
-4.319;-0.3700;0.032668;0.015332;0.017336;0.000000;0.551632;-11.32596;-6.000000;0.005080;0.000000;0.001086;0.000000;0.013258;-0.169341;
-4.236;-0.3600;0.032295;0.014978;0.017317;0.000000;0.548951;-11.14732;-6.000000;0.005060;0.000000;0.001086;0.000000;0.013035;-0.168518;
-4.153;-0.3500;0.031930;0.014631;0.017299;0.000000;0.546269;-10.96145;-6.000000;0.005042;0.000000;0.001086;0.000000;0.012813;-0.167695;
-4.070;-0.3400;0.031574;0.014292;0.017282;0.000000;0.543588;-10.76828;-6.000000;0.005026;0.000000;0.001086;0.000000;0.012592;-0.166871;
-3.988;-0.3300;0.031227;0.013960;0.017267;0.000000;0.540906;-10.56774;-6.000000;0.005011;0.000000;0.001086;0.000000;0.012372;-0.166044;
-3.905;-0.3200;0.030889;0.013635;0.017253;0.000000;0.538225;-10.35980;-6.000000;0.004997;0.000000;0.001086;0.000000;0.012150;-0.165199;
-3.822;-0.3100;0.030559;0.013318;0.017241;0.000000;0.535543;-10.14439;-6.000000;0.004984;0.000000;0.001086;0.000000;0.011928;-0.164355;
-3.739;-0.3000;0.030237;0.013008;0.017230;0.000000;0.532862;-9.92150;-6.000000;0.004973;0.000000;0.001086;0.000000;0.011709;-0.163510;
-3.656;-0.2900;0.029924;0.012705;0.017219;0.000000;0.530180;-9.69108;-6.000000;0.004963;0.000000;0.001086;0.000000;0.011491;-0.162665;
-3.573;-0.2800;0.029620;0.012410;0.017210;0.000000;0.527499;-9.45313;-6.000000;0.004954;0.000000;0.001086;0.000000;0.011274;-0.161821;
-3.490;-0.2700;0.029324;0.012122;0.017202;0.000000;0.524818;-9.20762;-6.000000;0.004945;0.000000;0.001086;0.000000;0.011060;-0.160976;
-3.407;-0.2600;0.029035;0.011841;0.017194;0.000000;0.522136;-8.95456;-6.000000;0.004938;0.000000;0.001086;0.000000;0.010847;-0.160131;
-3.324;-0.2500;0.028756;0.011568;0.017188;0.000000;0.519455;-8.69396;-6.000000;0.004931;0.000000;0.001086;0.000000;0.010635;-0.159287;
-3.241;-0.2400;0.028484;0.011302;0.017182;0.000000;0.516773;-8.42583;-6.000000;0.004925;0.000000;0.001086;0.000000;0.010426;-0.158442;
-3.158;-0.2300;0.028220;0.011044;0.017177;0.000000;0.514092;-8.15022;-6.000000;0.004920;0.000000;0.001086;0.000000;0.010217;-0.157597;
