# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_landing_design_600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-23.683;-0.5000;0.151002;0.003220;-3.311225;6.000000;
-23.572;-0.4900;0.150064;0.000967;-3.265279;6.000000;
-23.462;-0.4800;0.149136;-0.001287;-3.218542;6.000000;
-23.351;-0.4700;0.148218;-0.003540;-3.171008;6.000000;
-23.241;-0.4600;0.147310;-0.005794;-3.122671;6.000000;
-23.130;-0.4500;0.146412;-0.008047;-3.073527;6.000000;
-23.020;-0.4400;0.145523;-0.010300;-3.023570;6.000000;
-22.909;-0.4300;0.144645;-0.012554;-2.972796;6.000000;
-22.798;-0.4200;0.143776;-0.014807;-2.921201;6.000000;
-22.688;-0.4100;0.142918;-0.017060;-2.868779;6.000000;
-22.577;-0.4000;0.142069;-0.019314;-2.815528;6.000000;
-22.467;-0.3900;0.141230;-0.021567;-2.761443;6.000000;
-22.356;-0.3800;0.140402;-0.023821;-2.706521;6.000000;
-22.246;-0.3700;0.139583;-0.026074;-2.650759;6.000000;
-22.135;-0.3600;0.138774;-0.028327;-2.594153;6.000000;
-22.025;-0.3500;0.137974;-0.030581;-2.536701;6.000000;
-21.914;-0.3400;0.137185;-0.032834;-2.478401;6.000000;
-21.804;-0.3300;0.136406;-0.035087;-2.419251;6.000000;
-21.693;-0.3200;0.135636;-0.037341;-2.359248;6.000000;
-21.582;-0.3100;0.134877;-0.039594;-2.298392;6.000000;
-21.472;-0.3000;0.134127;-0.041848;-2.236682;6.000000;
-21.361;-0.2900;0.133388;-0.044101;-2.174117;6.000000;
-21.251;-0.2800;0.132658;-0.046354;-2.110696;6.000000;
-21.140;-0.2700;0.131938;-0.048608;-2.046420;6.000000;
-21.030;-0.2600;0.131228;-0.050861;-1.981289;6.000000;
-20.919;-0.2500;0.130528;-0.053114;-1.915304;6.000000;
-20.809;-0.2400;0.129837;-0.055368;-1.848466;6.000000;
-20.698;-0.2300;0.129157;-0.057621;-1.780778;6.000000;
-20.588;-0.2200;0.128487;-0.059875;-1.712240;6.000000;
-20.477;-0.2100;0.127826;-0.062128;-1.642857;6.000000;
-20.367;-0.2000;0.127176;-0.064381;-1.572630;6.000000;
-20.256;-0.1900;0.126535;-0.066635;-1.501563;6.000000;
-20.145;-0.1800;0.125904;-0.068888;-1.429661;6.000000;
