# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M020_design_-600_plot.csv
# Clean Polar
# Mach Number 0.2
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-5.485;-0.4000;0.031092;0.013786;0.017306;0.000000;0.452618;-12.86501;-6.000000;0.004433;0.000000;0.000944;0.000000;0.010788;-0.146079;
-5.375;-0.3900;0.030687;0.013397;0.017291;0.000000;0.450263;-12.70885;-6.000000;0.004417;0.000000;0.000944;0.000000;0.010569;-0.145118;
-5.265;-0.3800;0.030291;0.013015;0.017275;0.000000;0.447908;-12.54516;-6.000000;0.004402;0.000000;0.000944;0.000000;0.010352;-0.144157;
-5.155;-0.3700;0.029902;0.012642;0.017260;0.000000;0.445553;-12.37377;-6.000000;0.004387;0.000000;0.000944;0.000000;0.010137;-0.143196;
-5.045;-0.3600;0.029521;0.012276;0.017246;0.000000;0.443199;-12.19453;-6.000000;0.004372;0.000000;0.000944;0.000000;0.009923;-0.142236;
-4.934;-0.3500;0.029149;0.011918;0.017231;0.000000;0.440844;-12.00726;-6.000000;0.004358;0.000000;0.000944;0.000000;0.009712;-0.141275;
-4.824;-0.3400;0.028785;0.011567;0.017218;0.000000;0.438489;-11.81181;-6.000000;0.004344;0.000000;0.000944;0.000000;0.009503;-0.140314;
-4.714;-0.3300;0.028429;0.011224;0.017204;0.000000;0.436134;-11.60804;-6.000000;0.004331;0.000000;0.000944;0.000000;0.009295;-0.139354;
-4.604;-0.3200;0.028081;0.010889;0.017191;0.000000;0.433780;-11.39581;-6.000000;0.004318;0.000000;0.000944;0.000000;0.009090;-0.138393;
-4.494;-0.3100;0.027741;0.010562;0.017179;0.000000;0.431425;-11.17497;-6.000000;0.004305;0.000000;0.000944;0.000000;0.008886;-0.137432;
