# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_approach_landing_gear_out_design_000_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-19.001;-0.5000;0.142568;0.326808;-3.507096;0.000000;
-18.890;-0.4900;0.141686;0.324558;-3.458341;0.000000;
-18.780;-0.4800;0.140815;0.322308;-3.408732;0.000000;
-18.669;-0.4700;0.139953;0.320058;-3.358265;0.000000;
-18.559;-0.4600;0.139102;0.317807;-3.306934;0.000000;
-18.449;-0.4500;0.138260;0.315557;-3.254735;0.000000;
-18.338;-0.4400;0.137429;0.313307;-3.201662;0.000000;
-18.228;-0.4300;0.136607;0.311057;-3.147713;0.000000;
-18.117;-0.4200;0.135796;0.308807;-3.092882;0.000000;
-18.007;-0.4100;0.134994;0.306557;-3.037166;0.000000;
-17.897;-0.4000;0.134203;0.304306;-2.980562;0.000000;
-17.786;-0.3900;0.133422;0.302056;-2.923067;0.000000;
-17.676;-0.3800;0.132650;0.299806;-2.864678;0.000000;
-17.565;-0.3700;0.131889;0.297556;-2.805392;0.000000;
-17.455;-0.3600;0.131138;0.295306;-2.745208;0.000000;
-17.344;-0.3500;0.130396;0.293056;-2.684124;0.000000;
-17.234;-0.3400;0.129665;0.290806;-2.622138;0.000000;
-17.124;-0.3300;0.128944;0.288555;-2.559251;0.000000;
-17.013;-0.3200;0.128233;0.286305;-2.495461;0.000000;
-16.903;-0.3100;0.127532;0.284055;-2.430768;0.000000;
-16.792;-0.3000;0.126841;0.281805;-2.365173;0.000000;
-16.682;-0.2900;0.126160;0.279555;-2.298676;0.000000;
-16.572;-0.2800;0.125489;0.277305;-2.231280;0.000000;
-16.461;-0.2700;0.124828;0.275054;-2.162984;0.000000;
-16.351;-0.2600;0.124177;0.272804;-2.093793;0.000000;
-16.240;-0.2500;0.123536;0.270554;-2.023708;0.000000;
-16.130;-0.2400;0.122905;0.268304;-1.952732;0.000000;
-16.019;-0.2300;0.122284;0.266054;-1.880870;0.000000;
-15.909;-0.2200;0.121673;0.263804;-1.808125;0.000000;
-15.799;-0.2100;0.121072;0.261553;-1.734503;0.000000;
-15.688;-0.2000;0.120481;0.259303;-1.660008;0.000000;
-15.578;-0.1900;0.119901;0.257053;-1.584646;0.000000;
-15.467;-0.1800;0.119330;0.254803;-1.508424;0.000000;
-15.357;-0.1700;0.118769;0.252553;-1.431348;0.000000;
-15.247;-0.1600;0.118219;0.250303;-1.353426;0.000000;
-15.136;-0.1500;0.117678;0.248053;-1.274666;0.000000;
-15.026;-0.1400;0.117147;0.245802;-1.195077;0.000000;
-14.915;-0.1300;0.116627;0.243552;-1.114668;0.000000;
-14.805;-0.1200;0.116116;0.241302;-1.033448;0.000000;
-14.694;-0.1100;0.115616;0.239052;-0.951429;0.000000;
-14.584;-0.1000;0.115125;0.236802;-0.868620;0.000000;
-14.474;-0.0900;0.114645;0.234552;-0.785034;0.000000;
-14.363;-0.0800;0.114174;0.232301;-0.700684;0.000000;
-14.253;-0.0700;0.113714;0.230051;-0.615580;0.000000;
-14.142;-0.0600;0.113263;0.227801;-0.529738;0.000000;
-14.032;-0.0500;0.112823;0.225551;-0.443172;0.000000;
-13.922;-0.0400;0.112393;0.223301;-0.355895;0.000000;
-13.811;-0.0300;0.111973;0.221051;-0.267923;0.000000;
-13.701;-0.0200;0.111562;0.218800;-0.179272;0.000000;
-13.590;-0.0100;0.111162;0.216550;-0.089959;0.000000;
-13.480;0.0000;0.110772;0.214300;0.000000;0.000000;
-13.369;0.0100;0.110392;0.212050;0.090587;0.000000;
-13.259;0.0200;0.110022;0.209800;0.181783;0.000000;
-13.149;0.0300;0.109661;0.207550;0.273569;0.000000;
-13.038;0.0400;0.109311;0.205299;0.365927;0.000000;
-12.928;0.0500;0.108971;0.203049;0.458836;0.000000;
-12.817;0.0600;0.108641;0.200799;0.552276;0.000000;
-12.707;0.0700;0.108321;0.198549;0.646225;0.000000;
-12.597;0.0800;0.108011;0.196299;0.740662;0.000000;
-12.486;0.0900;0.107711;0.194049;0.835565;0.000000;
-12.376;0.1000;0.107422;0.191799;0.930911;0.000000;
-12.265;0.1100;0.107142;0.189548;1.026677;0.000000;
-12.155;0.1200;0.106872;0.187298;1.122840;0.000000;
-12.044;0.1300;0.106612;0.185048;1.219374;0.000000;
-11.934;0.1400;0.106362;0.182798;1.316255;0.000000;
-11.824;0.1500;0.106123;0.180548;1.413460;0.000000;
-11.713;0.1600;0.105893;0.178298;1.510961;0.000000;
-11.603;0.1700;0.105673;0.176047;1.608733;0.000000;
-11.492;0.1800;0.105464;0.173797;1.706751;0.000000;
-11.382;0.1900;0.105264;0.171547;1.804987;0.000000;
-11.272;0.2000;0.105074;0.169297;1.903414;0.000000;
-11.161;0.2100;0.104895;0.167047;2.002006;0.000000;
-11.051;0.2200;0.104725;0.164797;2.100735;0.000000;
-10.940;0.2300;0.104566;0.162546;2.199573;0.000000;
-10.830;0.2400;0.104416;0.160296;2.298492;0.000000;
-10.719;0.2500;0.104277;0.158046;2.397465;0.000000;
-10.609;0.2600;0.104147;0.155796;2.496461;0.000000;
-10.499;0.2700;0.104028;0.153546;2.595454;0.000000;
-10.388;0.2800;0.103919;0.151296;2.694415;0.000000;
-10.278;0.2900;0.103819;0.149046;2.793313;0.000000;
-10.167;0.3000;0.103730;0.146795;2.892122;0.000000;
-10.057;0.3100;0.103651;0.144545;2.990811;0.000000;
-9.947;0.3200;0.103582;0.142295;3.089353;0.000000;
-9.836;0.3300;0.103522;0.140045;3.187717;0.000000;
-9.726;0.3400;0.103473;0.137795;3.285875;0.000000;
-9.615;0.3500;0.103434;0.135545;3.383798;0.000000;
-9.505;0.3600;0.103405;0.133294;3.481458;0.000000;
-9.394;0.3700;0.103386;0.131044;3.578826;0.000000;
-9.284;0.3800;0.103377;0.128794;3.675873;0.000000;
-9.174;0.3900;0.103378;0.126544;3.772571;0.000000;
-9.063;0.4000;0.103389;0.124294;3.868891;0.000000;
-8.953;0.4100;0.103410;0.122044;3.964807;0.000000;
-8.842;0.4200;0.103441;0.119793;4.060289;0.000000;
-8.732;0.4300;0.103482;0.117543;4.155312;0.000000;
-8.622;0.4400;0.103533;0.115293;4.249847;0.000000;
-8.511;0.4500;0.103594;0.113043;4.343869;0.000000;
-8.401;0.4600;0.103665;0.110793;4.437350;0.000000;
-8.290;0.4700;0.103747;0.108543;4.530265;0.000000;
-8.180;0.4800;0.103838;0.106293;4.622588;0.000000;
-8.069;0.4900;0.103939;0.104042;4.714294;0.000000;
-7.959;0.5000;0.104051;0.101792;4.805358;0.000000;
-7.849;0.5100;0.104172;0.099542;4.895756;0.000000;
-7.738;0.5200;0.104303;0.097292;4.985464;0.000000;
-7.628;0.5300;0.104445;0.095042;5.074459;0.000000;
-7.517;0.5400;0.104596;0.092792;5.162719;0.000000;
-7.407;0.5500;0.104758;0.090541;5.250220;0.000000;
-7.297;0.5600;0.104929;0.088291;5.336942;0.000000;
-7.186;0.5700;0.105111;0.086041;5.422864;0.000000;
-7.076;0.5800;0.105302;0.083791;5.507964;0.000000;
-6.965;0.5900;0.105504;0.081541;5.592224;0.000000;
-6.855;0.6000;0.105715;0.079291;5.675624;0.000000;
-6.744;0.6100;0.105937;0.077040;5.758146;0.000000;
-6.634;0.6200;0.106169;0.074790;5.839771;0.000000;
-6.524;0.6300;0.106410;0.072540;5.920483;0.000000;
-6.413;0.6400;0.106662;0.070290;6.000264;0.000000;
-6.303;0.6500;0.106924;0.068040;6.079100;0.000000;
-6.192;0.6600;0.107196;0.065790;6.156974;0.000000;
-6.082;0.6700;0.107477;0.063540;6.233873;0.000000;
-5.972;0.6800;0.107769;0.061289;6.309782;0.000000;
-5.861;0.6900;0.108071;0.059039;6.384688;0.000000;
-5.751;0.7000;0.108383;0.056789;6.458580;0.000000;
-5.640;0.7100;0.108705;0.054539;6.531444;0.000000;
-5.530;0.7200;0.109037;0.052289;6.603271;0.000000;
-5.419;0.7300;0.109379;0.050039;6.674050;0.000000;
-5.309;0.7400;0.109731;0.047788;6.743771;0.000000;
-5.199;0.7500;0.110093;0.045538;6.812425;0.000000;
-5.088;0.7600;0.110465;0.043288;6.880005;0.000000;
-4.978;0.7700;0.110847;0.041038;6.946502;0.000000;
-4.867;0.7800;0.111239;0.038788;7.011911;0.000000;
-4.757;0.7900;0.111641;0.036538;7.076223;0.000000;
-4.647;0.8000;0.112054;0.034287;7.139435;0.000000;
-4.536;0.8100;0.112476;0.032037;7.201542;0.000000;
-4.426;0.8200;0.112908;0.029787;7.262538;0.000000;
-4.315;0.8300;0.113350;0.027537;7.322422;0.000000;
-4.205;0.8400;0.113803;0.025287;7.381189;0.000000;
-4.094;0.8500;0.114265;0.023037;7.438838;0.000000;
-3.984;0.8600;0.114738;0.020787;7.495367;0.000000;
-3.874;0.8700;0.115220;0.018536;7.550775;0.000000;
-3.763;0.8800;0.115712;0.016286;7.605062;0.000000;
-3.653;0.8900;0.116215;0.014036;7.658227;0.000000;
-3.542;0.9000;0.116727;0.011786;7.710272;0.000000;
-3.432;0.9100;0.117250;0.009536;7.761199;0.000000;
-3.321;0.9200;0.117782;0.007286;7.811008;0.000000;
-3.211;0.9300;0.118325;0.005035;7.859702;0.000000;
-3.101;0.9400;0.118878;0.002785;7.907285;0.000000;
-2.990;0.9500;0.119440;0.000535;7.953759;0.000000;
-2.880;0.9600;0.120013;-0.001715;7.999130;0.000000;
-2.769;0.9700;0.120596;-0.003965;8.043400;0.000000;
-2.659;0.9800;0.121189;-0.006215;8.086574;0.000000;
-2.549;0.9900;0.121791;-0.008466;8.128660;0.000000;
-2.438;1.0000;0.122404;-0.010716;8.169661;0.000000;
-2.328;1.0100;0.123027;-0.012966;8.209584;0.000000;
-2.217;1.0200;0.123660;-0.015216;8.248436;0.000000;
-2.107;1.0300;0.124303;-0.017466;8.286224;0.000000;
-1.996;1.0400;0.124956;-0.019716;8.322955;0.000000;
-1.886;1.0500;0.125619;-0.021966;8.358636;0.000000;
-1.776;1.0600;0.126292;-0.024217;8.393276;0.000000;
-1.665;1.0700;0.126975;-0.026467;8.426883;0.000000;
-1.555;1.0800;0.127668;-0.028717;8.459466;0.000000;
-1.444;1.0900;0.128371;-0.030967;8.491034;0.000000;
-1.334;1.1000;0.129084;-0.033217;8.521596;0.000000;
-1.224;1.1100;0.129807;-0.035467;8.551160;0.000000;
-1.113;1.1200;0.130540;-0.037718;8.579739;0.000000;
-1.003;1.1300;0.131283;-0.039968;8.607340;0.000000;
-0.892;1.1400;0.132037;-0.042218;8.633974;0.000000;
-0.782;1.1500;0.132800;-0.044468;8.659653;0.000000;
-0.671;1.1600;0.133573;-0.046718;8.684385;0.000000;
-0.561;1.1700;0.134356;-0.048968;8.708183;0.000000;
-0.451;1.1800;0.135150;-0.051219;8.731057;0.000000;
-0.340;1.1900;0.135953;-0.053469;8.753018;0.000000;
-0.230;1.2000;0.136767;-0.055719;8.774078;0.000000;
-0.119;1.2100;0.137590;-0.057969;8.794247;0.000000;
-0.009;1.2200;0.138423;-0.060219;8.813538;0.000000;
0.101;1.2300;0.139267;-0.062469;8.831962;0.000000;
0.212;1.2400;0.140120;-0.064719;8.849530;0.000000;
0.322;1.2500;0.140984;-0.066970;8.866255;0.000000;
0.433;1.2600;0.141858;-0.069220;8.882148;0.000000;
0.543;1.2700;0.142741;-0.071470;8.897222;0.000000;
0.654;1.2800;0.143635;-0.073720;8.911488;0.000000;
0.764;1.2900;0.144539;-0.075970;8.924957;0.000000;
0.874;1.3000;0.145452;-0.078220;8.937644;0.000000;
0.985;1.3100;0.146376;-0.080471;8.949558;0.000000;
1.095;1.3200;0.147310;-0.082721;8.960713;0.000000;
1.206;1.3300;0.148254;-0.084971;8.971120;0.000000;
1.316;1.3400;0.149207;-0.087221;8.980792;0.000000;
1.426;1.3500;0.150171;-0.089471;8.989741;0.000000;
1.537;1.3600;0.151145;-0.091721;8.997978;0.000000;
1.647;1.3700;0.152129;-0.093972;9.005516;0.000000;
1.758;1.3800;0.153123;-0.096222;9.012367;0.000000;
1.868;1.3900;0.154127;-0.098472;9.018542;0.000000;
1.979;1.4000;0.155141;-0.100722;9.024055;0.000000;
2.089;1.4100;0.156165;-0.102972;9.028915;0.000000;
2.199;1.4200;0.157199;-0.105222;9.033136;0.000000;
2.310;1.4300;0.158243;-0.107472;9.036729;0.000000;
2.420;1.4400;0.159297;-0.109723;9.039706;0.000000;
2.531;1.4500;0.160361;-0.111973;9.042077;0.000000;
2.641;1.4600;0.161436;-0.114223;9.043856;0.000000;
2.751;1.4700;0.162520;-0.116473;9.045053;0.000000;
2.862;1.4800;0.163614;-0.118723;9.045680;0.000000;
2.972;1.4900;0.164718;-0.120973;9.045747;0.000000;
3.083;1.5000;0.165833;-0.123224;9.045266;0.000000;
3.193;1.5100;0.166957;-0.125474;9.044249;0.000000;
3.304;1.5200;0.168091;-0.127724;9.042705;0.000000;
3.414;1.5300;0.169236;-0.129974;9.040646;0.000000;
3.524;1.5400;0.170390;-0.132224;9.038083;0.000000;
3.635;1.5500;0.171555;-0.134474;9.035026;0.000000;
3.745;1.5600;0.172729;-0.136725;9.031486;0.000000;
3.856;1.5700;0.173914;-0.138975;9.027473;0.000000;
3.966;1.5800;0.175108;-0.141225;9.022997;0.000000;
4.076;1.5900;0.176313;-0.143475;9.018069;0.000000;
4.187;1.6000;0.177527;-0.145725;9.012699;0.000000;
4.297;1.6100;0.178752;-0.147975;9.006896;0.000000;
4.408;1.6200;0.179987;-0.150226;9.000671;0.000000;
4.518;1.6300;0.181231;-0.152476;8.994032;0.000000;
4.629;1.6400;0.182486;-0.154726;8.986991;0.000000;
4.739;1.6500;0.183751;-0.156976;8.979555;0.000000;
4.849;1.6600;0.185026;-0.159226;8.971734;0.000000;
4.960;1.6700;0.186310;-0.161476;8.963538;0.000000;
5.070;1.6800;0.187605;-0.163726;8.954976;0.000000;
5.181;1.6900;0.188910;-0.165977;8.946056;0.000000;
