# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M076_design_000_plot.csv
# Clean Polar
# Mach Number 0.760000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.767;-0.3000;0.022921;0.005625;0.017296;0.000000;0.041279;-13.08852;0.000000;0.004984;0.000000;0.001079;0.000000;0.002707;-0.056921;
-4.682;-0.2900;0.022657;0.005371;0.017286;0.000000;0.038710;-12.79979;0.000000;0.004974;0.000000;0.001079;0.000000;0.002610;-0.056064;
-4.598;-0.2800;0.022401;0.005125;0.017276;0.000000;0.036142;-12.49956;0.000000;0.004965;0.000000;0.001079;0.000000;0.002515;-0.055208;
-4.513;-0.2700;0.022153;0.004885;0.017268;0.000000;0.033574;-12.18782;0.000000;0.004956;0.000000;0.001079;0.000000;0.002421;-0.054351;
-4.429;-0.2600;0.021914;0.004654;0.017260;0.000000;0.031006;-11.86456;0.000000;0.004949;0.000000;0.001079;0.000000;0.002329;-0.053495;
-4.344;-0.2500;0.021683;0.004429;0.017254;0.000000;0.028438;-11.52981;0.000000;0.004942;0.000000;0.001079;0.000000;0.002239;-0.052638;
-4.260;-0.2400;0.021460;0.004212;0.017248;0.000000;0.025870;-11.18361;0.000000;0.004936;0.000000;0.001079;0.000000;0.002150;-0.051782;
-4.175;-0.2300;0.021245;0.004002;0.017243;0.000000;0.023301;-10.82601;0.000000;0.004931;0.000000;0.001079;0.000000;0.002063;-0.050925;
-4.091;-0.2200;0.021038;0.003800;0.017238;0.000000;0.020733;-10.45713;0.000000;0.004927;0.000000;0.001079;0.000000;0.001978;-0.050069;
-4.006;-0.2100;0.020839;0.003605;0.017234;0.000000;0.018165;-10.07706;0.000000;0.004923;0.000000;0.001079;0.000000;0.001895;-0.049212;
-3.921;-0.2000;0.020648;0.003418;0.017231;0.000000;0.015597;-9.68595;0.000000;0.004919;0.000000;0.001079;0.000000;0.001812;-0.048346;
-3.837;-0.1900;0.020465;0.003238;0.017228;0.000000;0.013029;-9.28396;0.000000;0.004916;0.000000;0.001079;0.000000;0.001731;-0.047481;
-3.752;-0.1800;0.020290;0.003065;0.017225;0.000000;0.010460;-8.87129;0.000000;0.004914;0.000000;0.001079;0.000000;0.001652;-0.046615;
-3.668;-0.1700;0.020123;0.002900;0.017223;0.000000;0.007892;-8.44816;0.000000;0.004912;0.000000;0.001079;0.000000;0.001574;-0.045750;
-3.583;-0.1600;0.019963;0.002742;0.017221;0.000000;0.005324;-8.01482;0.000000;0.004910;0.000000;0.001079;0.000000;0.001498;-0.044884;
-3.499;-0.1500;0.019811;0.002591;0.017220;0.000000;0.002756;-7.57154;0.000000;0.004908;0.000000;0.001079;0.000000;0.001424;-0.044018;
-3.414;-0.1400;0.019667;0.002448;0.017219;0.000000;0.000188;-7.11863;0.000000;0.004907;0.000000;0.001079;0.000000;0.001351;-0.043153;
-3.330;-0.1300;0.019530;0.002312;0.017218;0.000000;-0.002380;-6.65641;0.000000;0.004906;0.000000;0.001079;0.000000;0.001280;-0.042287;
-3.245;-0.1200;0.019401;0.002184;0.017217;0.000000;-0.004949;-6.18525;0.000000;0.004905;0.000000;0.001079;0.000000;0.001211;-0.041422;
-3.161;-0.1100;0.019280;0.002063;0.017216;0.000000;-0.007517;-5.70553;0.000000;0.004905;0.000000;0.001079;0.000000;0.001144;-0.040556;
-3.076;-0.1000;0.019166;0.001950;0.017216;0.000000;-0.010085;-5.21768;0.000000;0.004904;0.000000;0.001079;0.000000;0.001078;-0.039690;
-2.992;-0.0900;0.019059;0.001844;0.017215;0.000000;-0.012653;-4.72212;0.000000;0.004904;0.000000;0.001079;0.000000;0.001014;-0.038825;
-2.907;-0.0800;0.018960;0.001745;0.017215;0.000000;-0.015221;-4.21932;0.000000;0.004904;0.000000;0.001079;0.000000;0.000952;-0.037959;
-2.823;-0.0700;0.018869;0.001654;0.017215;0.000000;-0.017790;-3.70978;0.000000;0.004904;0.000000;0.001079;0.000000;0.000891;-0.037094;
-2.738;-0.0600;0.018785;0.001570;0.017215;0.000000;-0.020358;-3.19401;0.000000;0.004903;0.000000;0.001079;0.000000;0.000832;-0.036228;
-2.654;-0.0500;0.018709;0.001494;0.017215;0.000000;-0.022926;-2.67254;0.000000;0.004903;0.000000;0.001079;0.000000;0.000775;-0.035362;
-2.569;-0.0400;0.018640;0.001425;0.017215;0.000000;-0.025494;-2.14594;0.000000;0.004903;0.000000;0.001079;0.000000;0.000720;-0.034497;
-2.485;-0.0300;0.018578;0.001364;0.017215;0.000000;-0.028062;-1.61478;0.000000;0.004903;0.000000;0.001079;0.000000;0.000666;-0.033631;
-2.400;-0.0200;0.018524;0.001310;0.017215;0.000000;-0.030630;-1.07966;0.000000;0.004903;0.000000;0.001079;0.000000;0.000614;-0.032766;
-2.316;-0.0100;0.018478;0.001263;0.017215;0.000000;-0.033199;-0.54119;0.000000;0.004903;0.000000;0.001079;0.000000;0.000563;-0.031900;
-2.231;0.0000;0.018439;0.001224;0.017215;0.000000;-0.035767;0.00000;0.000000;0.004903;0.000000;0.001079;0.000000;0.000515;-0.031034;
-2.147;0.0100;0.018407;0.001192;0.017215;0.000000;-0.038335;0.54328;0.000000;0.004903;0.000000;0.001079;0.000000;0.000468;-0.030169;
-2.062;0.0200;0.018383;0.001168;0.017215;0.000000;-0.040903;1.08799;0.000000;0.004903;0.000000;0.001079;0.000000;0.000422;-0.029303;
-1.978;0.0300;0.018366;0.001151;0.017215;0.000000;-0.043471;1.63348;0.000000;0.004903;0.000000;0.001079;0.000000;0.000379;-0.028436;
-1.893;0.0400;0.018356;0.001142;0.017215;0.000000;-0.046040;2.17909;0.000000;0.004903;0.000000;0.001079;0.000000;0.000336;-0.027563;
-1.809;0.0500;0.018354;0.001140;0.017215;0.000000;-0.048608;2.72414;0.000000;0.004903;0.000000;0.001079;0.000000;0.000296;-0.026691;
-1.724;0.0600;0.018360;0.001145;0.017215;0.000000;-0.051176;3.26798;0.000000;0.004903;0.000000;0.001079;0.000000;0.000257;-0.025819;
-1.640;0.0700;0.018373;0.001158;0.017215;0.000000;-0.053744;3.80990;0.000000;0.004904;0.000000;0.001079;0.000000;0.000220;-0.024947;
-1.555;0.0800;0.018395;0.001180;0.017215;0.000000;-0.056312;4.34897;0.000000;0.004904;0.000000;0.001079;0.000000;0.000185;-0.024075;
-1.471;0.0900;0.018424;0.001209;0.017215;0.000000;-0.058881;4.88483;0.000000;0.004904;0.000000;0.001079;0.000000;0.000151;-0.023203;
-1.386;0.1000;0.018461;0.001245;0.017216;0.000000;-0.061449;5.41686;0.000000;0.004904;0.000000;0.001079;0.000000;0.000119;-0.022331;
-1.302;0.1100;0.018505;0.001288;0.017216;0.000000;-0.064017;5.94443;0.000000;0.004905;0.000000;0.001079;0.000000;0.000089;-0.021458;
-1.217;0.1200;0.018556;0.001339;0.017217;0.000000;-0.066585;6.46693;0.000000;0.004905;0.000000;0.001079;0.000000;0.000061;-0.020586;
-1.133;0.1300;0.018615;0.001397;0.017218;0.000000;-0.069153;6.98376;0.000000;0.004906;0.000000;0.001079;0.000000;0.000034;-0.019714;
-1.048;0.1400;0.018681;0.001462;0.017219;0.000000;-0.071721;7.49434;0.000000;0.004907;0.000000;0.001079;0.000000;0.000009;-0.018842;
-0.964;0.1500;0.018754;0.001535;0.017220;0.000000;-0.074290;7.99809;0.000000;0.004908;0.000000;0.001079;0.000000;-0.000014;-0.017970;
-0.879;0.1600;0.018836;0.001615;0.017221;0.000000;-0.076858;8.49445;0.000000;0.004910;0.000000;0.001079;0.000000;-0.000035;-0.017098;
-0.795;0.1700;0.018925;0.001702;0.017223;0.000000;-0.079426;8.98289;0.000000;0.004912;0.000000;0.001079;0.000000;-0.000055;-0.016226;
-0.710;0.1800;0.019022;0.001796;0.017225;0.000000;-0.081994;9.46291;0.000000;0.004914;0.000000;0.001079;0.000000;-0.000073;-0.015353;
-0.626;0.1900;0.019126;0.001898;0.017228;0.000000;-0.084562;9.93399;0.000000;0.004916;0.000000;0.001079;0.000000;-0.000089;-0.014481;
-0.541;0.2000;0.019239;0.002008;0.017231;0.000000;-0.087131;10.39569;0.000000;0.004919;0.000000;0.001079;0.000000;-0.000104;-0.013609;
-0.457;0.2100;0.019359;0.002125;0.017234;0.000000;-0.089699;10.84755;0.000000;0.004923;0.000000;0.001079;0.000000;-0.000117;-0.012737;
-0.372;0.2200;0.019488;0.002250;0.017238;0.000000;-0.092267;11.28917;0.000000;0.004927;0.000000;0.001079;0.000000;-0.000128;-0.011865;
-0.288;0.2300;0.019624;0.002382;0.017243;0.000000;-0.094835;11.72014;0.000000;0.004931;0.000000;0.001079;0.000000;-0.000137;-0.010993;
-0.203;0.2400;0.019769;0.002521;0.017248;0.000000;-0.097403;12.14012;0.000000;0.004936;0.000000;0.001079;0.000000;-0.000145;-0.010121;
-0.118;0.2500;0.019922;0.002668;0.017254;0.000000;-0.099971;12.54876;0.000000;0.004942;0.000000;0.001079;0.000000;-0.000151;-0.009248;
-0.034;0.2600;0.020084;0.002823;0.017260;0.000000;-0.102540;12.94577;0.000000;0.004949;0.000000;0.001079;0.000000;-0.000155;-0.008376;
0.051;0.2700;0.020254;0.002986;0.017268;0.000000;-0.105108;13.33088;0.000000;0.004956;0.000000;0.001079;0.000000;-0.000157;-0.007502;
0.135;0.2800;0.020432;0.003156;0.017276;0.000000;-0.107676;13.70383;0.000000;0.004965;0.000000;0.001079;0.000000;-0.000158;-0.006626;
0.220;0.2900;0.020619;0.003334;0.017286;0.000000;-0.110244;14.06443;0.000000;0.004974;0.000000;0.001079;0.000000;-0.000157;-0.005750;
0.304;0.3000;0.020815;0.003519;0.017296;0.000000;-0.112812;14.41249;0.000000;0.004984;0.000000;0.001079;0.000000;-0.000154;-0.004873;
0.389;0.3100;0.021020;0.003713;0.017307;0.000000;-0.115381;14.74786;0.000000;0.004996;0.000000;0.001079;0.000000;-0.000150;-0.003997;
0.473;0.3200;0.021234;0.003914;0.017320;0.000000;-0.117949;15.07040;0.000000;0.005008;0.000000;0.001079;0.000000;-0.000144;-0.003121;
0.558;0.3300;0.021456;0.004123;0.017333;0.000000;-0.120517;15.38004;0.000000;0.005022;0.000000;0.001079;0.000000;-0.000136;-0.002245;
0.642;0.3400;0.021688;0.004340;0.017348;0.000000;-0.123085;15.67670;0.000000;0.005037;0.000000;0.001079;0.000000;-0.000126;-0.001369;
0.727;0.3500;0.021929;0.004565;0.017365;0.000000;-0.125653;15.96035;0.000000;0.005053;0.000000;0.001079;0.000000;-0.000114;-0.000493;
0.811;0.3600;0.022180;0.004797;0.017383;0.000000;-0.128222;16.23097;0.000000;0.005071;0.000000;0.001079;0.000000;-0.000101;0.000383;
0.896;0.3700;0.022440;0.005038;0.017402;0.000000;-0.130790;16.48858;0.000000;0.005091;0.000000;0.001079;0.000000;-0.000086;0.001260;
0.980;0.3800;0.022709;0.005286;0.017423;0.000000;-0.133358;16.73322;0.000000;0.005112;0.000000;0.001079;0.000000;-0.000069;0.002136;
1.065;0.3900;0.022989;0.005542;0.017446;0.000000;-0.135926;16.96495;0.000000;0.005135;0.000000;0.001079;0.000000;-0.000051;0.003012;
1.149;0.4000;0.023278;0.005807;0.017471;0.000000;-0.138494;17.18386;0.000000;0.005159;0.000000;0.001079;0.000000;-0.000031;0.003888;
