# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M060_design_000_plot.csv
# Clean Polar
# Mach Number 0.600000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-5.010;-0.3000;0.022343;0.005564;0.016779;0.000000;0.042026;-13.42677;0.000000;0.004682;0.000000;0.001022;0.000000;0.002626;-0.055820;
-4.916;-0.2900;0.022072;0.005304;0.016769;0.000000;0.039574;-13.13864;0.000000;0.004672;0.000000;0.001022;0.000000;0.002526;-0.054913;
-4.822;-0.2800;0.021810;0.005050;0.016759;0.000000;0.037122;-12.83827;0.000000;0.004662;0.000000;0.001022;0.000000;0.002429;-0.054006;
-4.728;-0.2700;0.021556;0.004805;0.016751;0.000000;0.034670;-12.52561;0.000000;0.004654;0.000000;0.001022;0.000000;0.002333;-0.053099;
-4.634;-0.2600;0.021310;0.004567;0.016744;0.000000;0.032218;-12.20063;0.000000;0.004647;0.000000;0.001022;0.000000;0.002239;-0.052192;
-4.540;-0.2500;0.021073;0.004336;0.016737;0.000000;0.029765;-11.86334;0.000000;0.004640;0.000000;0.001022;0.000000;0.002147;-0.051286;
-4.446;-0.2400;0.020845;0.004113;0.016731;0.000000;0.027313;-11.51375;0.000000;0.004634;0.000000;0.001022;0.000000;0.002057;-0.050379;
-4.352;-0.2300;0.020624;0.003898;0.016726;0.000000;0.024861;-11.15191;0.000000;0.004629;0.000000;0.001022;0.000000;0.001968;-0.049472;
-4.258;-0.2200;0.020412;0.003691;0.016721;0.000000;0.022409;-10.77790;0.000000;0.004624;0.000000;0.001022;0.000000;0.001882;-0.048565;
-4.164;-0.2100;0.020208;0.003491;0.016717;0.000000;0.019957;-10.39181;0.000000;0.004620;0.000000;0.001022;0.000000;0.001797;-0.047658;
-4.070;-0.2000;0.020012;0.003298;0.016714;0.000000;0.017505;-9.99377;0.000000;0.004617;0.000000;0.001022;0.000000;0.001714;-0.046751;
-3.976;-0.1900;0.019825;0.003114;0.016711;0.000000;0.015053;-9.58395;0.000000;0.004614;0.000000;0.001022;0.000000;0.001632;-0.045840;
-3.882;-0.1800;0.019645;0.002937;0.016708;0.000000;0.012600;-9.16253;0.000000;0.004611;0.000000;0.001022;0.000000;0.001552;-0.044924;
-3.788;-0.1700;0.019474;0.002767;0.016706;0.000000;0.010148;-8.72974;0.000000;0.004609;0.000000;0.001022;0.000000;0.001474;-0.044008;
-3.694;-0.1600;0.019310;0.002606;0.016705;0.000000;0.007696;-8.28583;0.000000;0.004607;0.000000;0.001022;0.000000;0.001397;-0.043091;
-3.600;-0.1500;0.019154;0.002451;0.016703;0.000000;0.005244;-7.83109;0.000000;0.004606;0.000000;0.001022;0.000000;0.001323;-0.042175;
-3.506;-0.1400;0.019007;0.002305;0.016702;0.000000;0.002792;-7.36582;0.000000;0.004605;0.000000;0.001022;0.000000;0.001250;-0.041259;
-3.412;-0.1300;0.018867;0.002166;0.016701;0.000000;0.000340;-6.89039;0.000000;0.004604;0.000000;0.001022;0.000000;0.001179;-0.040342;
-3.318;-0.1200;0.018735;0.002035;0.016700;0.000000;-0.002113;-6.40517;0.000000;0.004603;0.000000;0.001022;0.000000;0.001110;-0.039426;
-3.224;-0.1100;0.018611;0.001911;0.016699;0.000000;-0.004565;-5.91058;0.000000;0.004602;0.000000;0.001022;0.000000;0.001043;-0.038510;
-3.130;-0.1000;0.018494;0.001795;0.016699;0.000000;-0.007017;-5.40707;0.000000;0.004602;0.000000;0.001022;0.000000;0.000978;-0.037593;
-3.036;-0.0900;0.018386;0.001687;0.016699;0.000000;-0.009469;-4.89511;0.000000;0.004601;0.000000;0.001022;0.000000;0.000915;-0.036677;
-2.943;-0.0800;0.018285;0.001586;0.016698;0.000000;-0.011921;-4.37520;0.000000;0.004601;0.000000;0.001022;0.000000;0.000853;-0.035760;
