# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_design_-600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-1.924;0.7900;0.056602;0.382404;13.957154;-6.000000;
-1.814;0.8000;0.057092;0.380049;14.012440;-6.000000;
-1.704;0.8100;0.057593;0.377695;14.064296;-6.000000;
-1.594;0.8200;0.058103;0.375340;14.112783;-6.000000;
-1.484;0.8300;0.058624;0.372985;14.157965;-6.000000;
-1.374;0.8400;0.059155;0.370630;14.199905;-6.000000;
-1.264;0.8500;0.059697;0.368276;14.238669;-6.000000;
-1.154;0.8600;0.060248;0.365921;14.274321;-6.000000;
-1.043;0.8700;0.060810;0.363566;14.306930;-6.000000;
-0.933;0.8800;0.061382;0.361211;14.336562;-6.000000;
-0.823;0.8900;0.061964;0.358857;14.363285;-6.000000;
-0.713;0.9000;0.062556;0.356502;14.387167;-6.000000;
-0.603;0.9100;0.063158;0.354147;14.408277;-6.000000;
-0.493;0.9200;0.063771;0.351792;14.426682;-6.000000;
-0.383;0.9300;0.064393;0.349438;14.442453;-6.000000;
-0.273;0.9400;0.065026;0.347083;14.455655;-6.000000;
-0.163;0.9500;0.065670;0.344728;14.466359;-6.000000;
-0.052;0.9600;0.066323;0.342373;14.474632;-6.000000;
0.058;0.9700;0.066986;0.340019;14.480540;-6.000000;
0.168;0.9800;0.067660;0.337664;14.484151;-6.000000;
0.278;0.9900;0.068344;0.335309;14.485532;-6.000000;
0.388;1.0000;0.069038;0.332955;14.484747;-6.000000;
0.498;1.0100;0.069742;0.330600;14.481862;-6.000000;
0.608;1.0200;0.070457;0.328245;14.476942;-6.000000;
0.718;1.0300;0.071182;0.325890;14.470048;-6.000000;
0.828;1.0400;0.071916;0.323536;14.461245;-6.000000;
0.939;1.0500;0.072661;0.321181;14.450594;-6.000000;
1.049;1.0600;0.073417;0.318826;14.438155;-6.000000;
1.159;1.0700;0.074182;0.316471;14.423988;-6.000000;
1.269;1.0800;0.074958;0.314117;14.408152;-6.000000;
1.379;1.0900;0.075743;0.311762;14.390704;-6.000000;
1.489;1.1000;0.076539;0.309407;14.371701;-6.000000;
1.599;1.1100;0.077345;0.307052;14.351200;-6.000000;
1.709;1.1200;0.078162;0.304698;14.329253;-6.000000;
1.819;1.1300;0.078988;0.302343;14.305914;-6.000000;
1.930;1.1400;0.079825;0.299988;14.281236;-6.000000;
2.040;1.1500;0.080672;0.297633;14.255270;-6.000000;
2.150;1.1600;0.081529;0.295279;14.228064;-6.000000;
2.260;1.1700;0.082396;0.292924;14.199670;-6.000000;
2.370;1.1800;0.083274;0.290569;14.170132;-6.000000;
2.480;1.1900;0.084161;0.288215;14.139499;-6.000000;
2.590;1.2000;0.085059;0.285860;14.107816;-6.000000;
2.700;1.2100;0.085967;0.283505;14.075126;-6.000000;
2.810;1.2200;0.086885;0.281150;14.041473;-6.000000;
2.921;1.2300;0.087814;0.278796;14.006898;-6.000000;
3.031;1.2400;0.088752;0.276441;13.971443;-6.000000;
3.141;1.2500;0.089701;0.274086;13.935147;-6.000000;
3.251;1.2600;0.090660;0.271731;13.898049;-6.000000;
3.361;1.2700;0.091629;0.269377;13.860187;-6.000000;
3.471;1.2800;0.092609;0.267022;13.821596;-6.000000;
3.581;1.2900;0.093598;0.264667;13.782313;-6.000000;
3.691;1.3000;0.094598;0.262312;13.742372;-6.000000;
3.802;1.3100;0.095608;0.259958;13.701805;-6.000000;
3.912;1.3200;0.096628;0.257603;13.660647;-6.000000;
4.022;1.3300;0.097658;0.255248;13.618927;-6.000000;
4.132;1.3400;0.098699;0.252894;13.576677;-6.000000;
4.242;1.3500;0.099749;0.250539;13.533926;-6.000000;
4.352;1.3600;0.100810;0.248184;13.490703;-6.000000;
4.462;1.3700;0.101881;0.245829;13.447035;-6.000000;
4.572;1.3800;0.102962;0.243475;13.402949;-6.000000;
4.682;1.3900;0.104054;0.241120;13.358472;-6.000000;
4.793;1.4000;0.105155;0.238765;13.313628;-6.000000;
4.903;1.4100;0.106267;0.236410;13.268441;-6.000000;
5.013;1.4200;0.107389;0.234056;13.222936;-6.000000;
5.123;1.4300;0.108521;0.231701;13.177135;-6.000000;
5.233;1.4400;0.109664;0.229346;13.131060;-6.000000;
5.343;1.4500;0.110816;0.226991;13.084731;-6.000000;
5.453;1.4600;0.111979;0.224637;13.038170;-6.000000;
5.563;1.4700;0.113152;0.222282;12.991396;-6.000000;
5.673;1.4800;0.114335;0.219927;12.944429;-6.000000;
5.784;1.4900;0.115528;0.217572;12.897286;-6.000000;
5.894;1.5000;0.116732;0.215218;12.849985;-6.000000;
6.004;1.5100;0.117945;0.212863;12.802544;-6.000000;
6.114;1.5200;0.119169;0.210508;12.754978;-6.000000;
6.224;1.5300;0.120403;0.208154;12.707305;-6.000000;
6.334;1.5400;0.121647;0.205799;12.659538;-6.000000;
6.444;1.5500;0.122902;0.203444;12.611693;-6.000000;
6.554;1.5600;0.124166;0.201089;12.563784;-6.000000;
6.664;1.5700;0.125441;0.198735;12.515825;-6.000000;
6.775;1.5800;0.126726;0.196380;12.467828;-6.000000;
6.885;1.5900;0.128021;0.194025;12.419806;-6.000000;
6.995;1.6000;0.129327;0.191670;12.371772;-6.000000;
7.105;1.6100;0.130642;0.189316;12.323736;-6.000000;
7.215;1.6200;0.131968;0.186961;12.275710;-6.000000;
7.325;1.6300;0.133304;0.184606;12.227705;-6.000000;
7.435;1.6400;0.134650;0.182251;12.179731;-6.000000;
7.545;1.6500;0.136006;0.179897;12.131799;-6.000000;
7.655;1.6600;0.137373;0.177542;12.083916;-6.000000;
7.766;1.6700;0.138749;0.175187;12.036093;-6.000000;
7.876;1.6800;0.140136;0.172832;11.988337;-6.000000;
7.986;1.6900;0.141533;0.170478;11.940659;-6.000000;
8.096;1.7000;0.142940;0.168123;11.893064;-6.000000;
8.206;1.7100;0.144358;0.165768;11.845562;-6.000000;
8.316;1.7200;0.145785;0.163414;11.798158;-6.000000;
8.426;1.7300;0.147223;0.161059;11.750861;-6.000000;
8.536;1.7400;0.148671;0.158704;11.703677;-6.000000;
8.646;1.7500;0.150129;0.156349;11.656612;-6.000000;
8.757;1.7600;0.151598;0.153995;11.609672;-6.000000;
8.867;1.7700;0.153076;0.151640;11.562863;-6.000000;
8.977;1.7800;0.154565;0.149285;11.516191;-6.000000;
9.087;1.7900;0.156064;0.146930;11.469660;-6.000000;
9.197;1.8000;0.157573;0.144576;11.423276;-6.000000;
9.307;1.8100;0.159092;0.142221;11.377044;-6.000000;
9.417;1.8200;0.160622;0.139866;11.330967;-6.000000;
9.527;1.8300;0.162161;0.137511;11.285051;-6.000000;
9.637;1.8400;0.163711;0.135157;11.239298;-6.000000;
9.748;1.8500;0.165271;0.132802;11.193714;-6.000000;
9.858;1.8600;0.166842;0.130447;11.148302;-6.000000;
9.968;1.8700;0.168422;0.128093;11.103065;-6.000000;
10.078;1.8800;0.170013;0.125738;11.058006;-6.000000;
10.188;1.8900;0.171613;0.123383;11.013129;-6.000000;
10.298;1.9000;0.173224;0.121028;10.968436;-6.000000;
10.408;1.9100;0.174846;0.118674;10.923930;-6.000000;
10.518;1.9200;0.176477;0.116319;10.879614;-6.000000;
10.628;1.9300;0.178118;0.113964;10.835490;-6.000000;
10.739;1.9400;0.179770;0.111609;10.791560;-6.000000;
10.849;1.9500;0.181432;0.109255;10.747826;-6.000000;
10.959;1.9600;0.183104;0.106900;10.704291;-6.000000;
11.069;1.9700;0.184786;0.104545;10.660956;-6.000000;
11.179;1.9800;0.186479;0.102190;10.617823;-6.000000;
11.289;1.9900;0.188182;0.099836;10.574893;-6.000000;
11.399;2.0000;0.189894;0.097481;10.532168;-6.000000;
11.509;2.0100;0.191617;0.095126;10.489649;-6.000000;
11.619;2.0200;0.193351;0.092771;10.447337;-6.000000;
11.730;2.0300;0.195094;0.090417;10.405234;-6.000000;
11.840;2.0400;0.196848;0.088062;10.363340;-6.000000;
11.950;2.0500;0.198612;0.085707;10.321657;-6.000000;
12.060;2.0600;0.200385;0.083353;10.280185;-6.000000;
12.170;2.0700;0.202170;0.080998;10.238925;-6.000000;
12.280;2.0800;0.203964;0.078643;10.197877;-6.000000;
12.390;2.0900;0.205769;0.076288;10.157042;-6.000000;
12.500;2.1000;0.207583;0.073934;10.116421;-6.000000;
12.610;2.1100;0.209408;0.071579;10.076013;-6.000000;
12.721;2.1200;0.211243;0.069224;10.035820;-6.000000;
12.831;2.1300;0.213089;0.066869;9.995841;-6.000000;
12.941;2.1400;0.214944;0.064515;9.956077;-6.000000;
13.051;2.1500;0.216810;0.062160;9.916527;-6.000000;
13.161;2.1600;0.218686;0.059805;9.877192;-6.000000;
13.271;2.1700;0.220572;0.057450;9.838072;-6.000000;
13.381;2.1800;0.222468;0.055096;9.799166;-6.000000;
13.491;2.1900;0.224374;0.052741;9.760475;-6.000000;
13.601;2.2000;0.226291;0.050386;9.721998;-6.000000;
13.712;2.2100;0.228218;0.048031;9.683735;-6.000000;
13.822;2.2200;0.230155;0.045677;9.645685;-6.000000;
13.932;2.2300;0.232102;0.043322;9.607849;-6.000000;
14.042;2.2400;0.234059;0.040967;9.570226;-6.000000;
14.152;2.2500;0.236027;0.038613;9.532816;-6.000000;
14.262;2.2600;0.238005;0.036258;9.495618;-6.000000;
14.372;2.2700;0.239992;0.033903;9.458631;-6.000000;
14.482;2.2800;0.241991;0.031548;9.421855;-6.000000;
14.593;2.2900;0.243999;0.029194;9.385290;-6.000000;
14.703;2.3000;0.246017;0.026839;9.348934;-6.000000;
14.813;2.3100;0.248046;0.024484;9.312788;-6.000000;
14.923;2.3200;0.250085;0.022129;9.276850;-6.000000;
15.033;2.3300;0.252134;0.019775;9.241121;-6.000000;
15.143;2.3400;0.254193;0.017420;9.205598;-6.000000;
15.253;2.3500;0.256263;0.015065;9.170281;-6.000000;
15.363;2.3600;0.258342;0.012710;9.135170;-6.000000;
15.473;2.3700;0.260432;0.010356;9.100264;-6.000000;
15.584;2.3800;0.262532;0.008001;9.065562;-6.000000;
15.694;2.3900;0.264642;0.005646;9.031063;-6.000000;
15.804;2.4000;0.266763;0.003292;8.996766;-6.000000;
15.914;2.4100;0.268893;0.000937;8.962670;-6.000000;
16.024;2.4200;0.271034;-0.001418;8.928775;-6.000000;
16.134;2.4300;0.273185;-0.003773;8.895080;-6.000000;
16.244;2.4400;0.275346;-0.006127;8.861583;-6.000000;
16.354;2.4500;0.277517;-0.008482;8.828283;-6.000000;
16.464;2.4600;0.279699;-0.010837;8.795180;-6.000000;
16.575;2.4700;0.281890;-0.013192;8.762273;-6.000000;
16.685;2.4800;0.284092;-0.015546;8.729561;-6.000000;
