# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_landing_gear_retracted_design_-600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-6.109;0.4100;0.015518;0.471884;26.420320;-6.000000;
-5.998;0.4200;0.015622;0.469529;26.885927;-6.000000;
-5.888;0.4300;0.015735;0.467174;27.327718;-6.000000;
-5.778;0.4400;0.015859;0.464820;27.745351;-6.000000;
-5.668;0.4500;0.015992;0.462465;28.138590;-6.000000;
-5.558;0.4600;0.016136;0.460110;28.507296;-6.000000;
-5.448;0.4700;0.016290;0.457756;28.851427;-6.000000;
-5.338;0.4800;0.016455;0.455401;29.171034;-6.000000;
-5.228;0.4900;0.016629;0.453046;29.466258;-6.000000;
-5.118;0.5000;0.016814;0.450691;29.737322;-6.000000;
-5.007;0.5100;0.017009;0.448337;29.984524;-6.000000;
-4.897;0.5200;0.017214;0.445982;30.208236;-6.000000;
-4.787;0.5300;0.017429;0.443627;30.408896;-6.000000;
-4.677;0.5400;0.017655;0.441272;30.586999;-6.000000;
-4.567;0.5500;0.017890;0.438918;30.743094;-6.000000;
-4.457;0.5600;0.018136;0.436563;30.877776;-6.000000;
-4.347;0.5700;0.018392;0.434208;30.991678;-6.000000;
-4.237;0.5800;0.018658;0.431853;31.085471;-6.000000;
-4.127;0.5900;0.018935;0.429499;31.159851;-6.000000;
-4.016;0.6000;0.019221;0.427144;31.215537;-6.000000;
-3.906;0.6100;0.019518;0.424789;31.253265;-6.000000;
-3.796;0.6200;0.019825;0.422434;31.273783;-6.000000;
-3.686;0.6300;0.020142;0.420080;31.277848;-6.000000;
-3.576;0.6400;0.020469;0.417725;31.266218;-6.000000;
-3.466;0.6500;0.020807;0.415370;31.239650;-6.000000;
-3.356;0.6600;0.021155;0.413016;31.198898;-6.000000;
-3.246;0.6700;0.021512;0.410661;31.144708;-6.000000;
-3.136;0.6800;0.021881;0.408306;31.077815;-6.000000;
-3.025;0.6900;0.022259;0.405951;30.998941;-6.000000;
-2.915;0.7000;0.022647;0.403597;30.908792;-6.000000;
-2.805;0.7100;0.023046;0.401242;30.808059;-6.000000;
-2.695;0.7200;0.023455;0.398887;30.697412;-6.000000;
-2.585;0.7300;0.023874;0.396532;30.577502;-6.000000;
-2.475;0.7400;0.024303;0.394178;30.448959;-6.000000;
-2.365;0.7500;0.024742;0.391823;30.312392;-6.000000;
-2.255;0.7600;0.025192;0.389468;30.168385;-6.000000;
-2.145;0.7700;0.025652;0.387113;30.017501;-6.000000;
-2.034;0.7800;0.026122;0.384759;29.860281;-6.000000;
-1.924;0.7900;0.026602;0.382404;29.697241;-6.000000;
-1.814;0.8000;0.027092;0.380049;29.528873;-6.000000;
-1.704;0.8100;0.027593;0.377695;29.355649;-6.000000;
-1.594;0.8200;0.028103;0.375340;29.178016;-6.000000;
-1.484;0.8300;0.028624;0.372985;28.996400;-6.000000;
-1.374;0.8400;0.029155;0.370630;28.811205;-6.000000;
-1.264;0.8500;0.029697;0.368276;28.622813;-6.000000;
-1.154;0.8600;0.030248;0.365921;28.431587;-6.000000;
-1.043;0.8700;0.030810;0.363566;28.237868;-6.000000;
-0.933;0.8800;0.031382;0.361211;28.041979;-6.000000;
-0.823;0.8900;0.031964;0.358857;27.844223;-6.000000;
-0.713;0.9000;0.032556;0.356502;27.644887;-6.000000;
-0.603;0.9100;0.033158;0.354147;27.444239;-6.000000;
-0.493;0.9200;0.033771;0.351792;27.242530;-6.000000;
-0.383;0.9300;0.034393;0.349438;27.039997;-6.000000;
-0.273;0.9400;0.035026;0.347083;26.836860;-6.000000;
-0.163;0.9500;0.035670;0.344728;26.633325;-6.000000;
-0.052;0.9600;0.036323;0.342373;26.429585;-6.000000;
0.058;0.9700;0.036986;0.340019;26.225819;-6.000000;
0.168;0.9800;0.037660;0.337664;26.022194;-6.000000;
0.278;0.9900;0.038344;0.335309;25.818865;-6.000000;
0.388;1.0000;0.039038;0.332955;25.615974;-6.000000;
0.498;1.0100;0.039742;0.330600;25.413656;-6.000000;
0.608;1.0200;0.040457;0.328245;25.212034;-6.000000;
0.718;1.0300;0.041182;0.325890;25.011220;-6.000000;
0.828;1.0400;0.041916;0.323536;24.811319;-6.000000;
0.939;1.0500;0.042661;0.321181;24.612428;-6.000000;
1.049;1.0600;0.043417;0.318826;24.414633;-6.000000;
