# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M078_design_000_plot.csv
# Clean Polar
# Mach Number 0.780000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.732;-0.3000;0.022854;0.005634;0.017220;0.000000;0.041103;-13.12671;0.000000;0.004973;0.000000;0.001077;0.000000;0.002720;-0.057121;
-4.649;-0.2900;0.022591;0.005381;0.017210;0.000000;0.038519;-12.83688;0.000000;0.004963;0.000000;0.001077;0.000000;0.002623;-0.056272;
-4.566;-0.2800;0.022337;0.005136;0.017201;0.000000;0.035934;-12.53553;0.000000;0.004954;0.000000;0.001077;0.000000;0.002528;-0.055422;
-4.482;-0.2700;0.022090;0.004898;0.017192;0.000000;0.033349;-12.22265;0.000000;0.004945;0.000000;0.001077;0.000000;0.002435;-0.054573;
-4.399;-0.2600;0.021852;0.004667;0.017185;0.000000;0.030764;-11.89824;0.000000;0.004938;0.000000;0.001077;0.000000;0.002344;-0.053724;
-4.316;-0.2500;0.021622;0.004444;0.017178;0.000000;0.028180;-11.56232;0.000000;0.004931;0.000000;0.001077;0.000000;0.002254;-0.052874;
-4.233;-0.2400;0.021400;0.004228;0.017172;0.000000;0.025595;-11.21494;0.000000;0.004925;0.000000;0.001077;0.000000;0.002165;-0.052025;
-4.150;-0.2300;0.021186;0.004019;0.017167;0.000000;0.023010;-10.85615;0.000000;0.004920;0.000000;0.001077;0.000000;0.002079;-0.051176;
-4.067;-0.2200;0.020980;0.003818;0.017163;0.000000;0.020426;-10.48605;0.000000;0.004916;0.000000;0.001077;0.000000;0.001994;-0.050326;
-3.984;-0.2100;0.020782;0.003624;0.017159;0.000000;0.017841;-10.10477;0.000000;0.004912;0.000000;0.001077;0.000000;0.001910;-0.049475;
-3.900;-0.2000;0.020592;0.003437;0.017155;0.000000;0.015256;-9.71243;0.000000;0.004908;0.000000;0.001077;0.000000;0.001828;-0.048616;
-3.817;-0.1900;0.020410;0.003258;0.017152;0.000000;0.012672;-9.30920;0.000000;0.004905;0.000000;0.001077;0.000000;0.001747;-0.047758;
-3.734;-0.1800;0.020235;0.003086;0.017150;0.000000;0.010087;-8.89528;0.000000;0.004903;0.000000;0.001077;0.000000;0.001668;-0.046899;
-3.651;-0.1700;0.020069;0.002921;0.017147;0.000000;0.007502;-8.47090;0.000000;0.004900;0.000000;0.001077;0.000000;0.001590;-0.046041;
-3.568;-0.1600;0.019910;0.002764;0.017146;0.000000;0.004917;-8.03629;0.000000;0.004899;0.000000;0.001077;0.000000;0.001514;-0.045183;
-3.485;-0.1500;0.019758;0.002614;0.017144;0.000000;0.002333;-7.59173;0.000000;0.004897;0.000000;0.001077;0.000000;0.001440;-0.044324;
-3.401;-0.1400;0.019615;0.002472;0.017143;0.000000;-0.000252;-7.13753;0.000000;0.004896;0.000000;0.001077;0.000000;0.001367;-0.043466;
-3.318;-0.1300;0.019479;0.002337;0.017142;0.000000;-0.002837;-6.67402;0.000000;0.004895;0.000000;0.001077;0.000000;0.001297;-0.042608;
-3.235;-0.1200;0.019350;0.002209;0.017141;0.000000;-0.005421;-6.20156;0.000000;0.004894;0.000000;0.001077;0.000000;0.001227;-0.041749;
-3.152;-0.1100;0.019229;0.002088;0.017141;0.000000;-0.008006;-5.72054;0.000000;0.004894;0.000000;0.001077;0.000000;0.001160;-0.040891;
-3.069;-0.1000;0.019115;0.001975;0.017140;0.000000;-0.010591;-5.23136;0.000000;0.004893;0.000000;0.001077;0.000000;0.001094;-0.040033;
-2.986;-0.0900;0.019009;0.001870;0.017140;0.000000;-0.013176;-4.73448;0.000000;0.004893;0.000000;0.001077;0.000000;0.001030;-0.039174;
-2.902;-0.0800;0.018911;0.001771;0.017140;0.000000;-0.015760;-4.23035;0.000000;0.004893;0.000000;0.001077;0.000000;0.000968;-0.038316;
-2.819;-0.0700;0.018820;0.001681;0.017139;0.000000;-0.018345;-3.71947;0.000000;0.004892;0.000000;0.001077;0.000000;0.000907;-0.037458;
-2.736;-0.0600;0.018736;0.001597;0.017139;0.000000;-0.020930;-3.20234;0.000000;0.004892;0.000000;0.001077;0.000000;0.000848;-0.036599;
-2.653;-0.0500;0.018660;0.001521;0.017139;0.000000;-0.023514;-2.67952;0.000000;0.004892;0.000000;0.001077;0.000000;0.000790;-0.035741;
-2.570;-0.0400;0.018591;0.001452;0.017139;0.000000;-0.026099;-2.15154;0.000000;0.004892;0.000000;0.001077;0.000000;0.000735;-0.034883;
-2.487;-0.0300;0.018530;0.001391;0.017139;0.000000;-0.028684;-1.61900;0.000000;0.004892;0.000000;0.001077;0.000000;0.000681;-0.034024;
-2.403;-0.0200;0.018476;0.001337;0.017139;0.000000;-0.031269;-1.08249;0.000000;0.004892;0.000000;0.001077;0.000000;0.000628;-0.033166;
-2.320;-0.0100;0.018429;0.001290;0.017139;0.000000;-0.033853;-0.54261;0.000000;0.004892;0.000000;0.001077;0.000000;0.000578;-0.032307;
-2.237;0.0000;0.018390;0.001251;0.017139;0.000000;-0.036438;0.00000;0.000000;0.004892;0.000000;0.001077;0.000000;0.000529;-0.031449;
-2.154;0.0100;0.018358;0.001219;0.017139;0.000000;-0.039023;0.54471;0.000000;0.004892;0.000000;0.001077;0.000000;0.000481;-0.030591;
-2.071;0.0200;0.018334;0.001195;0.017139;0.000000;-0.041607;1.09087;0.000000;0.004892;0.000000;0.001077;0.000000;0.000436;-0.029732;
-1.988;0.0300;0.018317;0.001178;0.017139;0.000000;-0.044192;1.63782;0.000000;0.004892;0.000000;0.001077;0.000000;0.000392;-0.028873;
-1.904;0.0400;0.018307;0.001168;0.017139;0.000000;-0.046777;2.18490;0.000000;0.004892;0.000000;0.001077;0.000000;0.000349;-0.028008;
-1.821;0.0500;0.018305;0.001166;0.017139;0.000000;-0.049361;2.73144;0.000000;0.004892;0.000000;0.001077;0.000000;0.000308;-0.027143;
-1.738;0.0600;0.018311;0.001171;0.017139;0.000000;-0.051946;3.27678;0.000000;0.004892;0.000000;0.001077;0.000000;0.000269;-0.026278;
-1.655;0.0700;0.018323;0.001184;0.017139;0.000000;-0.054531;3.82025;0.000000;0.004892;0.000000;0.001077;0.000000;0.000232;-0.025413;
-1.572;0.0800;0.018345;0.001205;0.017140;0.000000;-0.057116;4.36097;0.000000;0.004893;0.000000;0.001077;0.000000;0.000196;-0.024549;
-1.489;0.0900;0.018373;0.001234;0.017140;0.000000;-0.059700;4.89837;0.000000;0.004893;0.000000;0.001077;0.000000;0.000162;-0.023684;
-1.405;0.1000;0.018410;0.001269;0.017140;0.000000;-0.062285;5.43195;0.000000;0.004893;0.000000;0.001077;0.000000;0.000129;-0.022819;
-1.322;0.1100;0.018453;0.001312;0.017141;0.000000;-0.064870;5.96109;0.000000;0.004894;0.000000;0.001077;0.000000;0.000099;-0.021954;
-1.239;0.1200;0.018504;0.001363;0.017141;0.000000;-0.067454;6.48517;0.000000;0.004894;0.000000;0.001077;0.000000;0.000070;-0.021089;
-1.156;0.1300;0.018562;0.001420;0.017142;0.000000;-0.070039;7.00359;0.000000;0.004895;0.000000;0.001077;0.000000;0.000042;-0.020224;
-1.073;0.1400;0.018628;0.001485;0.017143;0.000000;-0.072624;7.51577;0.000000;0.004896;0.000000;0.001077;0.000000;0.000017;-0.019360;
-0.990;0.1500;0.018701;0.001556;0.017144;0.000000;-0.075209;8.02113;0.000000;0.004897;0.000000;0.001077;0.000000;-0.000007;-0.018495;
-0.906;0.1600;0.018781;0.001636;0.017146;0.000000;-0.077793;8.51912;0.000000;0.004899;0.000000;0.001077;0.000000;-0.000029;-0.017630;
-0.823;0.1700;0.018870;0.001722;0.017147;0.000000;-0.080378;9.00920;0.000000;0.004900;0.000000;0.001077;0.000000;-0.000050;-0.016765;
-0.740;0.1800;0.018966;0.001816;0.017150;0.000000;-0.082963;9.49086;0.000000;0.004903;0.000000;0.001077;0.000000;-0.000068;-0.015900;
-0.657;0.1900;0.019069;0.001917;0.017152;0.000000;-0.085547;9.96362;0.000000;0.004905;0.000000;0.001077;0.000000;-0.000085;-0.015035;
-0.574;0.2000;0.019181;0.002026;0.017155;0.000000;-0.088132;10.42699;0.000000;0.004908;0.000000;0.001077;0.000000;-0.000101;-0.014171;
-0.491;0.2100;0.019301;0.002142;0.017159;0.000000;-0.090717;10.88054;0.000000;0.004912;0.000000;0.001077;0.000000;-0.000114;-0.013306;
-0.407;0.2200;0.019428;0.002265;0.017163;0.000000;-0.093301;11.32385;0.000000;0.004916;0.000000;0.001077;0.000000;-0.000126;-0.012441;
-0.324;0.2300;0.019564;0.002396;0.017167;0.000000;-0.095886;11.75654;0.000000;0.004920;0.000000;0.001077;0.000000;-0.000136;-0.011576;
-0.241;0.2400;0.019707;0.002535;0.017172;0.000000;-0.098471;12.17823;0.000000;0.004925;0.000000;0.001077;0.000000;-0.000145;-0.010711;
-0.158;0.2500;0.019859;0.002681;0.017178;0.000000;-0.101056;12.58860;0.000000;0.004931;0.000000;0.001077;0.000000;-0.000152;-0.009846;
-0.075;0.2600;0.020019;0.002835;0.017185;0.000000;-0.103640;12.98735;0.000000;0.004938;0.000000;0.001077;0.000000;-0.000157;-0.008982;
0.008;0.2700;0.020188;0.002996;0.017192;0.000000;-0.106225;13.37420;0.000000;0.004945;0.000000;0.001077;0.000000;-0.000160;-0.008116;
0.092;0.2800;0.020365;0.003165;0.017201;0.000000;-0.108810;13.74890;0.000000;0.004954;0.000000;0.001077;0.000000;-0.000162;-0.007248;
0.175;0.2900;0.020551;0.003341;0.017210;0.000000;-0.111394;14.11125;0.000000;0.004963;0.000000;0.001077;0.000000;-0.000162;-0.006379;
0.258;0.3000;0.020745;0.003525;0.017220;0.000000;-0.113979;14.46106;0.000000;0.004973;0.000000;0.001077;0.000000;-0.000160;-0.005510;
0.341;0.3100;0.020949;0.003717;0.017231;0.000000;-0.116564;14.79817;0.000000;0.004984;0.000000;0.001077;0.000000;-0.000157;-0.004641;
0.424;0.3200;0.021161;0.003917;0.017244;0.000000;-0.119149;15.12247;0.000000;0.004997;0.000000;0.001077;0.000000;-0.000152;-0.003772;
0.507;0.3300;0.021382;0.004124;0.017258;0.000000;-0.121733;15.43385;0.000000;0.005011;0.000000;0.001077;0.000000;-0.000145;-0.002904;
0.591;0.3400;0.021612;0.004339;0.017273;0.000000;-0.124318;15.73225;0.000000;0.005026;0.000000;0.001077;0.000000;-0.000136;-0.002035;
0.674;0.3500;0.021851;0.004562;0.017289;0.000000;-0.126903;16.01762;0.000000;0.005042;0.000000;0.001077;0.000000;-0.000126;-0.001166;
0.757;0.3600;0.022099;0.004792;0.017307;0.000000;-0.129487;16.28996;0.000000;0.005060;0.000000;0.001077;0.000000;-0.000114;-0.000297;
0.840;0.3700;0.022357;0.005031;0.017327;0.000000;-0.132072;16.54928;0.000000;0.005080;0.000000;0.001077;0.000000;-0.000100;0.000571;
0.923;0.3800;0.022625;0.005277;0.017348;0.000000;-0.134657;16.79562;0.000000;0.005101;0.000000;0.001077;0.000000;-0.000084;0.001440;
