# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M060_design_-600_plot.csv
# Clean Polar
# Mach Number 0.600000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
6.502;0.8200;0.051394;0.027232;0.021228;0.002933;0.199257;15.95517;-6.000000;0.009122;0.002933;0.001031;0.000000;-0.002259;-0.045782;
6.596;0.8300;0.052616;0.027880;0.021453;0.003283;0.196705;15.77481;-6.000000;0.009347;0.003283;0.001031;0.000000;-0.002261;-0.044808;
6.689;0.8400;0.053886;0.028537;0.021686;0.003663;0.194153;15.58837;-6.000000;0.009580;0.003663;0.001031;0.000000;-0.002260;-0.043833;
6.783;0.8500;0.055209;0.029205;0.021927;0.004077;0.191601;15.39609;-6.000000;0.009821;0.004077;0.001031;0.000000;-0.002257;-0.042859;
6.877;0.8600;0.056586;0.029883;0.022177;0.004526;0.189049;15.19816;-6.000000;0.010071;0.004526;0.001031;0.000000;-0.002253;-0.041885;
6.971;0.8700;0.058020;0.030571;0.022436;0.005013;0.186497;14.99484;-6.000000;0.010330;0.005013;0.001031;0.000000;-0.002246;-0.040911;
7.064;0.8800;0.059514;0.031270;0.022704;0.005540;0.183945;14.78635;-6.000000;0.010598;0.005540;0.001031;0.000000;-0.002237;-0.039936;
7.158;0.8900;0.061072;0.031979;0.022981;0.006112;0.181393;14.57294;-6.000000;0.010875;0.006112;0.001031;0.000000;-0.002225;-0.038962;
7.252;0.9000;0.062697;0.032698;0.023268;0.006730;0.178841;14.35487;-6.000000;0.011162;0.006730;0.001031;0.000000;-0.002212;-0.037988;
7.345;0.9100;0.064391;0.033428;0.023564;0.007398;0.176289;14.13240;-6.000000;0.011458;0.007398;0.001031;0.000000;-0.002197;-0.037014;
7.439;0.9200;0.066159;0.034168;0.023871;0.008120;0.173737;13.90580;-6.000000;0.011765;0.008120;0.001031;0.000000;-0.002179;-0.036039;
7.533;0.9300;0.068006;0.034919;0.024188;0.008899;0.171185;13.67536;-6.000000;0.012081;0.008899;0.001031;0.000000;-0.002159;-0.035065;
7.627;0.9400;0.069933;0.035680;0.024514;0.009738;0.168633;13.44137;-6.000000;0.012408;0.009738;0.001031;0.000000;-0.002138;-0.034091;
7.720;0.9500;0.071947;0.036452;0.024852;0.010643;0.166081;13.20412;-6.000000;0.012746;0.010643;0.001031;0.000000;-0.002114;-0.033117;
7.814;0.9600;0.074052;0.037235;0.025200;0.011617;0.163529;12.96391;-6.000000;0.013094;0.011617;0.001031;0.000000;-0.002088;-0.032143;
7.908;0.9700;0.076252;0.038028;0.025560;0.012664;0.160977;12.72106;-6.000000;0.013454;0.012664;0.001031;0.000000;-0.002059;-0.031168;
8.001;0.9800;0.078552;0.038831;0.025931;0.013790;0.158425;12.47587;-6.000000;0.013825;0.013790;0.001031;0.000000;-0.002029;-0.030194;
8.095;0.9900;0.080957;0.039646;0.026313;0.014999;0.155873;12.22867;-6.000000;0.014207;0.014999;0.001031;0.000000;-0.001996;-0.029214;
8.189;1.0000;0.083474;0.040471;0.026707;0.016296;0.153321;11.97978;-6.000000;0.014601;0.016296;0.001031;0.000000;-0.001962;-0.028233;
8.283;1.0100;0.086108;0.041307;0.027113;0.017688;0.150769;11.72952;-6.000000;0.015007;0.017688;0.001031;0.000000;-0.001925;-0.027252;
8.376;1.0200;0.088864;0.042153;0.027531;0.019179;0.148217;11.47821;-6.000000;0.015425;0.019179;0.001031;0.000000;-0.001886;-0.026271;
8.470;1.0300;0.091750;0.043011;0.027962;0.020777;0.145665;11.22620;-6.000000;0.015856;0.020777;0.001031;0.000000;-0.001844;-0.025289;
8.564;1.0400;0.094771;0.043879;0.028406;0.022487;0.143113;10.97379;-6.000000;0.016299;0.022487;0.001031;0.000000;-0.001801;-0.024308;
8.657;1.0500;0.097936;0.044758;0.028862;0.024316;0.140561;10.72132;-6.000000;0.016756;0.024316;0.001031;0.000000;-0.001755;-0.023327;
8.751;1.0600;0.101250;0.045648;0.029332;0.026271;0.138009;10.46909;-6.000000;0.017226;0.026271;0.001031;0.000000;-0.001708;-0.022346;
8.845;1.0700;0.104723;0.046549;0.029815;0.028359;0.135457;10.21743;-6.000000;0.017709;0.028359;0.001031;0.000000;-0.001658;-0.021365;
8.939;1.0800;0.108361;0.047461;0.030312;0.030589;0.132905;9.96664;-6.000000;0.018206;0.030589;0.001031;0.000000;-0.001606;-0.020384;
9.032;1.0900;0.112174;0.048384;0.030823;0.032967;0.130353;9.71703;-6.000000;0.018717;0.032967;0.001031;0.000000;-0.001552;-0.019403;
9.126;1.1000;0.116170;0.049318;0.031348;0.035504;0.127801;9.46887;-6.000000;0.019242;0.035504;0.001031;0.000000;-0.001495;-0.018422;
9.220;1.1100;0.120358;0.050263;0.031888;0.038207;0.125249;9.22247;-6.000000;0.019782;0.038207;0.001031;0.000000;-0.001437;-0.017441;
9.313;1.1200;0.124748;0.051219;0.032442;0.041087;0.122697;8.97809;-6.000000;0.020336;0.041087;0.001031;0.000000;-0.001376;-0.016460;
9.407;1.1300;0.129350;0.052187;0.033012;0.044152;0.120145;8.73599;-6.000000;0.020906;0.044152;0.001031;0.000000;-0.001313;-0.015479;
9.501;1.1400;0.134174;0.053165;0.033597;0.047412;0.117593;8.49642;-6.000000;0.021490;0.047412;0.001031;0.000000;-0.001248;-0.014498;
9.595;1.1500;0.139232;0.054155;0.034197;0.050880;0.115041;8.25962;-6.000000;0.022091;0.050880;0.001031;0.000000;-0.001181;-0.013516;
9.688;1.1600;0.144534;0.055156;0.034813;0.054565;0.112489;8.02581;-6.000000;0.022707;0.054565;0.001031;0.000000;-0.001112;-0.012535;
9.782;1.1700;0.150092;0.056168;0.035446;0.058479;0.109937;7.79519;-6.000000;0.023340;0.058479;0.001031;0.000000;-0.001041;-0.011554;
9.876;1.1800;0.155920;0.057191;0.036095;0.062634;0.107385;7.56797;-6.000000;0.023989;0.062634;0.001031;0.000000;-0.000967;-0.010573;
9.969;1.1900;0.162030;0.058226;0.036760;0.067044;0.104833;7.34431;-6.000000;0.024654;0.067044;0.001031;0.000000;-0.000891;-0.009592;
10.063;1.2000;0.168436;0.059272;0.037443;0.071721;0.102281;7.12439;-6.000000;0.025337;0.071721;0.001031;0.000000;-0.000813;-0.008608;
10.157;1.2100;0.175150;0.060329;0.038143;0.076678;0.099729;6.90835;-6.000000;0.026037;0.076678;0.001031;0.000000;-0.000733;-0.007623;
10.251;1.2200;0.182190;0.061398;0.038860;0.081931;0.097177;6.69632;-6.000000;0.026754;0.081931;0.001031;0.000000;-0.000651;-0.006638;
10.344;1.2300;0.189568;0.062479;0.039596;0.087494;0.094625;6.48842;-6.000000;0.027490;0.087494;0.001031;0.000000;-0.000566;-0.005653;
10.438;1.2400;0.197303;0.063571;0.040349;0.093383;0.092073;6.28476;-6.000000;0.028243;0.093383;0.001031;0.000000;-0.000479;-0.004667;
10.532;1.2500;0.205409;0.064674;0.041121;0.099614;0.089521;6.08542;-6.000000;0.029015;0.099614;0.001031;0.000000;-0.000390;-0.003682;
10.625;1.2600;0.213904;0.065789;0.041912;0.106204;0.086969;5.89048;-6.000000;0.029806;0.106204;0.001031;0.000000;-0.000299;-0.002697;
10.719;1.2700;0.222807;0.066915;0.042721;0.113170;0.084417;5.70000;-6.000000;0.030615;0.113170;0.001031;0.000000;-0.000205;-0.001712;
10.813;1.2800;0.232135;0.068054;0.043551;0.120531;0.081865;5.51403;-6.000000;0.031444;0.120531;0.001031;0.000000;-0.000110;-0.000727;
10.907;1.2900;0.241909;0.069203;0.044399;0.128306;0.079313;5.33259;-6.000000;0.032293;0.128306;0.001031;0.000000;-0.000012;0.000258;
11.000;1.3000;0.252147;0.070365;0.045268;0.136515;0.076761;5.15571;-6.000000;0.033162;0.136515;0.001031;0.000000;0.000088;0.001244;
11.094;1.3100;0.262872;0.071538;0.046157;0.145177;0.074209;4.98341;-6.000000;0.034051;0.145177;0.001031;0.000000;0.000190;0.002229;
