# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M083_design_-600_plot.csv
# Clean Polar
# Mach Number 0.830000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.448;-0.4000;0.034113;0.016893;0.017216;0.000004;0.578576;-11.72589;-6.000000;0.005118;0.000000;0.001080;0.000004;0.014482;-0.176719;
-4.369;-0.3900;0.033716;0.016521;0.017191;0.000004;0.575851;-11.56718;-6.000000;0.005094;0.000000;0.001080;0.000004;0.014253;-0.175914;
-4.289;-0.3800;0.033329;0.016156;0.017169;0.000004;0.573127;-11.40160;-6.000000;0.005071;0.000000;0.001080;0.000004;0.014025;-0.175108;
-4.210;-0.3700;0.032950;0.015799;0.017147;0.000004;0.570403;-11.22908;-6.000000;0.005050;0.000000;0.001080;0.000004;0.013799;-0.174303;
-4.130;-0.3600;0.032581;0.015449;0.017128;0.000004;0.567679;-11.04954;-6.000000;0.005030;0.000000;0.001080;0.000004;0.013574;-0.173497;
-4.051;-0.3500;0.032220;0.015105;0.017110;0.000004;0.564954;-10.86292;-6.000000;0.005013;0.000000;0.001080;0.000004;0.013351;-0.172692;
-3.972;-0.3400;0.031868;0.014770;0.017094;0.000004;0.562230;-10.66916;-6.000000;0.004996;0.000000;0.001080;0.000004;0.013127;-0.171879;
-3.892;-0.3300;0.031524;0.014441;0.017079;0.000004;0.559506;-10.46822;-6.000000;0.004981;0.000000;0.001080;0.000004;0.012901;-0.171053;
-3.813;-0.3200;0.031189;0.014120;0.017065;0.000004;0.556782;-10.26003;-6.000000;0.004967;0.000000;0.001080;0.000004;0.012677;-0.170227;
-3.733;-0.3100;0.030862;0.013806;0.017052;0.000004;0.554057;-10.04458;-6.000000;0.004955;0.000000;0.001080;0.000004;0.012454;-0.169401;
-3.654;-0.3000;0.030544;0.013499;0.017041;0.000004;0.551333;-9.82181;-6.000000;0.004943;0.000000;0.001080;0.000004;0.012233;-0.168575;
-3.575;-0.2900;0.030234;0.013199;0.017031;0.000005;0.548609;-9.59172;-6.000000;0.004933;0.000000;0.001080;0.000005;0.012013;-0.167748;
-3.495;-0.2800;0.029933;0.012907;0.017022;0.000005;0.545885;-9.35429;-6.000000;0.004924;0.000000;0.001080;0.000005;0.011795;-0.166922;
-3.416;-0.2700;0.029639;0.012621;0.017013;0.000005;0.543160;-9.10952;-6.000000;0.004916;0.000000;0.001080;0.000005;0.011579;-0.166096;
-3.336;-0.2600;0.029354;0.012343;0.017006;0.000005;0.540436;-8.85739;-6.000000;0.004908;0.000000;0.001080;0.000005;0.011364;-0.165270;
-3.257;-0.2500;0.029077;0.012073;0.016999;0.000005;0.537712;-8.59794;-6.000000;0.004902;0.000000;0.001080;0.000005;0.011151;-0.164444;
-3.178;-0.2400;0.028807;0.011809;0.016993;0.000005;0.534987;-8.33118;-6.000000;0.004896;0.000000;0.001080;0.000005;0.010939;-0.163617;
-3.098;-0.2300;0.028546;0.011553;0.016988;0.000005;0.532263;-8.05715;-6.000000;0.004890;0.000000;0.001080;0.000005;0.010729;-0.162791;
-3.019;-0.2200;0.028293;0.011304;0.016983;0.000005;0.529539;-7.77588;-6.000000;0.004886;0.000000;0.001080;0.000005;0.010520;-0.161965;
-2.939;-0.2100;0.028047;0.011062;0.016979;0.000005;0.526815;-7.48744;-6.000000;0.004882;0.000000;0.001080;0.000005;0.010313;-0.161139;
-2.860;-0.2000;0.027809;0.010828;0.016976;0.000005;0.524090;-7.19190;-6.000000;0.004878;0.000000;0.001080;0.000005;0.010108;-0.160313;
-2.781;-0.1900;0.027579;0.010600;0.016973;0.000005;0.521366;-6.88931;-6.000000;0.004876;0.000000;0.001080;0.000005;0.009904;-0.159487;
-2.701;-0.1800;0.027356;0.010380;0.016971;0.000006;0.518642;-6.57979;-6.000000;0.004873;0.000000;0.001080;0.000006;0.009702;-0.158660;
-2.622;-0.1700;0.027142;0.010168;0.016968;0.000006;0.515918;-6.26343;-6.000000;0.004871;0.000000;0.001080;0.000006;0.009501;-0.157834;
-2.542;-0.1600;0.026934;0.009962;0.016967;0.000006;0.513193;-5.94034;-6.000000;0.004869;0.000000;0.001080;0.000006;0.009302;-0.157008;
-2.463;-0.1500;0.026735;0.009764;0.016965;0.000006;0.510469;-5.61066;-6.000000;0.004868;0.000000;0.001080;0.000006;0.009105;-0.156182;
-2.384;-0.1400;0.026543;0.009573;0.016964;0.000006;0.507745;-5.27452;-6.000000;0.004866;0.000000;0.001080;0.000006;0.008909;-0.155356;
-2.304;-0.1300;0.026358;0.009389;0.016963;0.000006;0.505021;-4.93207;-6.000000;0.004865;0.000000;0.001080;0.000006;0.008714;-0.154529;
-2.225;-0.1200;0.026181;0.009213;0.016962;0.000006;0.502296;-4.58349;-6.000000;0.004865;0.000000;0.001080;0.000006;0.008522;-0.153703;
-2.146;-0.1100;0.026011;0.009044;0.016962;0.000006;0.499572;-4.22894;-6.000000;0.004864;0.000000;0.001080;0.000006;0.008330;-0.152877;
-2.066;-0.1000;0.025849;0.008882;0.016961;0.000006;0.496848;-3.86863;-6.000000;0.004863;0.000000;0.001080;0.000006;0.008141;-0.152051;
-1.987;-0.0900;0.025694;0.008727;0.016961;0.000006;0.494123;-3.50276;-6.000000;0.004863;0.000000;0.001080;0.000006;0.007952;-0.151220;
-1.907;-0.0800;0.025546;0.008580;0.016960;0.000007;0.491399;-3.13155;-6.000000;0.004863;0.000000;0.001080;0.000007;0.007761;-0.150376;
-1.828;-0.0700;0.025406;0.008439;0.016960;0.000007;0.488675;-2.75522;-6.000000;0.004863;0.000000;0.001080;0.000007;0.007573;-0.149532;
-1.749;-0.0600;0.025273;0.008307;0.016960;0.000007;0.485951;-2.37403;-6.000000;0.004863;0.000000;0.001080;0.000007;0.007385;-0.148687;
-1.669;-0.0500;0.025148;0.008181;0.016960;0.000007;0.483226;-1.98824;-6.000000;0.004863;0.000000;0.001080;0.000007;0.007200;-0.147843;
-1.590;-0.0400;0.025030;0.008063;0.016960;0.000007;0.480502;-1.59810;-6.000000;0.004863;0.000000;0.001080;0.000007;0.007016;-0.146999;
-1.510;-0.0300;0.024920;0.007953;0.016960;0.000007;0.477778;-1.20385;-6.000000;0.004863;0.000000;0.001080;0.000007;0.006834;-0.146154;
-1.431;-0.0200;0.024817;0.007850;0.016960;0.000007;0.475054;-0.80589;-6.000000;0.004862;0.000000;0.001080;0.000007;0.006653;-0.145310;
-1.352;-0.0100;0.024722;0.007754;0.016960;0.000007;0.472329;-0.40450;-6.000000;0.004862;0.000000;0.001080;0.000007;0.006474;-0.144465;
-1.272;0.0000;0.024650;0.007666;0.016960;0.000024;0.469605;0.00000;-6.000000;0.004862;0.000016;0.001080;0.000007;0.006297;-0.143621;
-1.193;0.0100;0.024600;0.007584;0.016960;0.000055;0.466881;0.40651;-6.000000;0.004862;0.000048;0.001080;0.000008;0.006121;-0.142777;
-1.113;0.0200;0.024558;0.007510;0.016960;0.000088;0.464157;0.81440;-6.000000;0.004862;0.000080;0.001080;0.000008;0.005947;-0.141932;
-1.034;0.0300;0.024525;0.007443;0.016960;0.000122;0.461432;1.22323;-6.000000;0.004863;0.000115;0.001080;0.000008;0.005775;-0.141088;
-0.955;0.0400;0.024501;0.007383;0.016960;0.000158;0.458708;1.63259;-6.000000;0.004863;0.000150;0.001080;0.000008;0.005604;-0.140243;
-0.875;0.0500;0.024486;0.007330;0.016960;0.000196;0.455984;2.04201;-6.000000;0.004863;0.000188;0.001080;0.000008;0.005435;-0.139399;
-0.796;0.0600;0.024479;0.007284;0.016960;0.000235;0.453260;2.45105;-6.000000;0.004863;0.000227;0.001080;0.000008;0.005268;-0.138555;
-0.716;0.0700;0.024482;0.007245;0.016960;0.000276;0.450535;2.85924;-6.000000;0.004863;0.000268;0.001080;0.000008;0.005102;-0.137710;
-0.637;0.0800;0.024494;0.007214;0.016960;0.000319;0.447811;3.26614;-6.000000;0.004863;0.000311;0.001080;0.000008;0.004938;-0.136866;
-0.558;0.0900;0.024515;0.007190;0.016961;0.000364;0.445087;3.67126;-6.000000;0.004863;0.000355;0.001080;0.000009;0.004775;-0.136021;
-0.478;0.1000;0.024545;0.007174;0.016961;0.000410;0.442362;4.07414;-6.000000;0.004863;0.000402;0.001080;0.000009;0.004615;-0.135177;
-0.399;0.1100;0.024585;0.007164;0.016962;0.000459;0.439638;4.47431;-6.000000;0.004864;0.000450;0.001080;0.000009;0.004455;-0.134333;
-0.319;0.1200;0.024634;0.007162;0.016962;0.000510;0.436914;4.87131;-6.000000;0.004865;0.000501;0.001080;0.000009;0.004298;-0.133488;
