# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/mission_analysis_design_mission_SAR.csv
# Diagram about specific air range
# Ma-Number [-]; Altitude [FL]; AC mass [kg]; SAR [m/kg];
0.76; 365; 54.9184; 537.82; 
0.76; 370; 54.9184; 538.669; 
0.76; 375; 54.9184; 538.746; 
0.76; 380; 54.9184; 538.032; 
0.76; 385; 54.9184; 536.534; 
0.76; 390; 54.9184; 534.136; 
0.76; 395; 54.9184; 530.76; 
0.76; 400; 54.9184; 525.343; 
0.76; 405; 54.9184; 517.49; 
0.76; 260; 56.1955; 414.379; 
0.76; 265; 56.1955; 420.85; 
0.76; 270; 56.1955; 427.309; 
0.76; 275; 56.1955; 433.82; 
0.76; 280; 56.1955; 440.337; 
0.76; 285; 56.1955; 446.736; 
0.76; 290; 56.1955; 453.156; 
0.76; 295; 56.1955; 459.587; 
0.76; 300; 56.1955; 465.855; 
0.76; 305; 56.1955; 472.094; 
0.76; 310; 56.1955; 478.303; 
0.76; 315; 56.1955; 484.339; 
0.76; 320; 56.1955; 490.238; 
0.76; 325; 56.1955; 496.064; 
0.76; 330; 56.1955; 501.731; 
0.76; 335; 56.1955; 507.083; 
0.76; 340; 56.1955; 512.174; 
0.76; 345; 56.1955; 516.69; 
0.76; 350; 56.1955; 520.651; 
0.76; 355; 56.1955; 523.75; 
0.76; 360; 56.1955; 525.887; 
0.76; 365; 56.1955; 526.866; 
0.76; 370; 56.1955; 526.998; 
0.76; 375; 56.1955; 526.356; 
0.76; 380; 56.1955; 524.926; 
0.76; 385; 56.1955; 522.625; 
0.76; 390; 56.1955; 519.354; 
0.76; 395; 56.1955; 514.167; 
0.76; 400; 56.1955; 506.565; 
0.76; 405; 56.1955; 497.927; 
0.76; 260; 57.4727; 411.593; 
0.76; 265; 57.4727; 417.913; 
0.76; 270; 57.4727; 424.212; 
0.76; 275; 57.4727; 430.549; 
0.76; 280; 57.4727; 436.856; 
0.76; 285; 57.4727; 443.065; 
0.76; 290; 57.4727; 449.283; 
0.76; 295; 57.4727; 455.501; 
0.76; 300; 57.4727; 461.544; 
0.76; 305; 57.4727; 467.545; 
0.76; 310; 57.4727; 473.498; 
0.76; 315; 57.4727; 479.244; 
0.76; 320; 57.4727; 484.817; 
0.76; 325; 57.4727; 490.278; 
0.76; 330; 57.4727; 495.532; 
0.76; 335; 57.4727; 500.466; 
0.76; 340; 57.4727; 504.842; 
0.76; 345; 57.4727; 508.853; 
0.76; 350; 57.4727; 511.889; 
0.76; 355; 57.4727; 513.959; 
0.76; 360; 57.4727; 515.445; 
0.76; 365; 57.4727; 515.76; 
0.76; 370; 57.4727; 515.177; 
0.76; 375; 57.4727; 513.837; 
0.76; 380; 57.4727; 511.671; 
0.76; 385; 57.4727; 508.497; 
0.76; 390; 57.4727; 503.608; 
0.76; 395; 57.4727; 496.249; 
0.76; 400; 57.4727; 487.844; 
0.76; 405; 57.4727; 478.213; 
0.76; 260; 58.7499; 408.791; 
0.76; 265; 58.7499; 414.953; 
0.76; 270; 58.7499; 421.082; 
0.76; 275; 58.7499; 427.216; 
0.76; 280; 58.7499; 433.339; 
0.76; 285; 58.7499; 439.354; 
0.76; 290; 58.7499; 445.362; 
0.76; 295; 58.7499; 451.351; 
0.76; 300; 58.7499; 457.147; 
0.76; 305; 58.7499; 462.867; 
0.76; 310; 58.7499; 468.516; 
0.76; 315; 58.7499; 473.957; 
0.76; 320; 58.7499; 479.228; 
0.76; 325; 58.7499; 484.367; 
0.76; 330; 58.7499; 489.253; 
0.76; 335; 58.7499; 493.509; 
0.76; 340; 58.7499; 497.423; 
0.76; 345; 58.7499; 500.584; 
0.76; 350; 58.7499; 502.601; 
0.76; 355; 58.7499; 504.056; 
0.76; 360; 58.7499; 504.889; 
0.76; 365; 58.7499; 504.486; 
0.76; 370; 58.7499; 503.232; 
0.76; 375; 58.7499; 501.195; 
0.76; 380; 58.7499; 498.17; 
0.76; 385; 58.7499; 493.599; 
0.76; 390; 58.7499; 486.548; 
0.76; 395; 58.7499; 478.331; 
0.76; 400; 58.7499; 469.056; 
0.76; 405; 58.7499; 458.553; 
0.76; 260; 60.027; 405.978; 
0.76; 265; 60.027; 411.97; 
0.76; 270; 60.027; 417.9; 
0.76; 275; 60.027; 423.85; 
0.76; 280; 60.027; 429.778; 
0.76; 285; 60.027; 435.586; 
0.76; 290; 60.027; 441.372; 
0.76; 295; 60.027; 447.119; 
0.76; 300; 60.027; 452.654; 
0.76; 305; 60.027; 458.112; 
0.76; 310; 60.027; 463.487; 
0.76; 315; 60.027; 468.642; 
0.76; 320; 60.027; 473.61; 
0.76; 325; 60.027; 478.402; 
0.76; 330; 60.027; 482.662; 
0.76; 335; 60.027; 486.487; 
0.76; 340; 60.027; 489.638; 
0.76; 345; 60.027; 491.772; 
0.76; 350; 60.027; 493.206; 
0.76; 355; 60.027; 494.043; 
0.76; 360; 60.027; 494.166; 
0.76; 365; 60.027; 493.092; 
0.76; 370; 60.027; 491.167; 
0.76; 375; 60.027; 488.345; 
0.76; 380; 60.027; 484.091; 
0.76; 385; 60.027; 477.386; 
0.76; 390; 60.027; 469.41; 
0.76; 395; 60.027; 460.454; 
0.76; 400; 60.027; 450.223; 
0.76; 405; 60.027; 434.471; 
0.76; 260; 61.3042; 403.128; 
0.76; 265; 61.3042; 408.934; 
0.76; 270; 61.3042; 414.691; 
0.76; 275; 61.3042; 420.457; 
0.76; 280; 61.3042; 426.189; 
0.76; 285; 61.3042; 431.787; 
0.76; 290; 61.3042; 437.336; 
0.76; 295; 61.3042; 442.84; 
0.76; 300; 61.3042; 448.129; 
0.76; 305; 61.3042; 453.328; 
0.76; 310; 61.3042; 458.432; 
0.76; 315; 61.3042; 463.3; 
0.76; 320; 61.3042; 467.943; 
0.76; 325; 61.3042; 472.162; 
0.76; 330; 61.3042; 476.008; 
0.76; 335; 61.3042; 479.171; 
0.76; 340; 61.3042; 481.281; 
0.76; 345; 61.3042; 482.857; 
0.76; 350; 61.3042; 483.705; 
0.76; 355; 61.3042; 483.918; 
0.76; 360; 61.3042; 483.312; 
0.76; 365; 61.3042; 481.579; 
0.76; 370; 61.3042; 478.982; 
0.76; 375; 61.3042; 475.115; 
0.76; 380; 61.3042; 468.606; 
0.76; 385; 61.3042; 460.998; 
0.76; 390; 61.3042; 452.319; 
0.76; 395; 61.3042; 442.414; 
0.76; 400; 61.3042; 427.854; 
0.76; 405; 61.3042; 410.353; 
0.76; 260; 62.5814; 400.232; 
0.76; 265; 62.5814; 405.875; 
0.76; 270; 62.5814; 411.458; 
0.76; 275; 62.5814; 417.039; 
0.76; 280; 62.5814; 422.564; 
0.76; 285; 62.5814; 427.935; 
0.76; 290; 62.5814; 433.263; 
0.76; 295; 62.5814; 438.533; 
0.76; 300; 62.5814; 443.578; 
0.76; 305; 62.5814; 448.521; 
0.76; 310; 62.5814; 453.352; 
0.76; 315; 62.5814; 457.914; 
0.76; 320; 62.5814; 462.04; 
0.76; 325; 62.5814; 465.841; 
0.76; 330; 62.5814; 469.12; 
0.76; 335; 62.5814; 471.245; 
0.76; 340; 62.5814; 472.827; 
0.76; 345; 62.5814; 473.84; 
0.76; 350; 62.5814; 474.097; 
0.76; 355; 62.5814; 473.646; 
0.76; 360; 62.5814; 472.343; 
0.76; 365; 62.5814; 469.951; 
0.76; 370; 62.5814; 466.578; 
0.76; 375; 62.5814; 460.309; 
0.76; 380; 62.5814; 453.045; 
0.76; 385; 62.5814; 444.643; 
0.76; 390; 62.5814; 435.167; 
0.76; 395; 62.5814; 421.544; 
0.76; 400; 62.5814; 404.677; 
0.76; 405; 62.5814; 387.036; 
0.76; 260; 63.8586; 397.314; 
0.76; 265; 63.8586; 402.793; 
0.76; 270; 63.8586; 408.202; 
0.76; 275; 63.8586; 413.576; 
0.76; 280; 63.8586; 418.893; 
0.76; 285; 63.8586; 424.056; 
0.76; 290; 63.8586; 429.164; 
0.76; 295; 63.8586; 434.202; 
0.76; 300; 63.8586; 439.004; 
0.76; 305; 63.8586; 443.69; 
0.76; 310; 63.8586; 448.233; 
0.76; 315; 63.8586; 452.335; 
0.76; 320; 63.8586; 456.034; 
0.76; 325; 63.8586; 459.321; 
0.76; 330; 63.8586; 461.63; 
0.76; 335; 63.8586; 463.227; 
0.76; 340; 63.8586; 464.275; 
0.76; 345; 63.8586; 464.721; 
0.76; 350; 63.8586; 464.382; 
0.76; 355; 63.8586; 463.244; 
0.76; 360; 63.8586; 461.263; 
0.76; 365; 63.8586; 458.212; 
0.76; 370; 63.8586; 452.492; 
0.76; 375; 63.8586; 445.496; 
0.76; 380; 63.8586; 437.397; 
0.76; 385; 63.8586; 428.337; 
0.76; 390; 63.8586; 415.931; 
0.76; 395; 63.8586; 399.483; 
0.76; 400; 63.8586; 382.258; 
0.76; 405; 63.8586; -nan(ind); 
0.76; 260; 65.1357; 394.377; 
0.76; 265; 65.1357; 399.68; 
0.76; 270; 65.1357; 404.891; 
0.76; 275; 65.1357; 410.079; 
0.76; 280; 65.1357; 415.199; 
0.76; 285; 65.1357; 420.155; 
0.76; 290; 65.1357; 425.043; 
0.76; 295; 65.1357; 429.85; 
0.76; 300; 65.1357; 434.41; 
0.76; 305; 65.1357; 438.827; 
0.76; 310; 65.1357; 442.964; 
0.76; 315; 65.1357; 446.628; 
0.76; 320; 65.1357; 449.868; 
0.76; 325; 65.1357; 452.289; 
0.76; 330; 65.1357; 454.025; 
0.76; 335; 65.1357; 455.117; 
0.76; 340; 65.1357; 455.626; 
0.76; 345; 65.1357; 455.499; 
0.76; 350; 65.1357; 454.561; 
0.76; 355; 65.1357; 452.733; 
0.76; 360; 65.1357; 450.072; 
0.76; 365; 65.1357; 445.055; 
0.76; 370; 65.1357; 438.322; 
0.76; 375; 65.1357; 430.612; 
0.76; 380; 65.1357; 421.784; 
0.76; 385; 65.1357; 410.828; 
0.76; 390; 65.1357; 394.792; 
0.76; 395; 65.1357; 377.884; 
0.76; 400; 65.1357; -nan(ind); 
0.76; 405; 65.1357; -nan(ind); 
0.76; 260; 66.4129; 391.399; 
0.76; 265; 66.4129; 396.525; 
0.76; 270; 66.4129; 401.561; 
0.76; 275; 66.4129; 406.562; 
0.76; 280; 66.4129; 411.485; 
0.76; 285; 66.4129; 416.233; 
0.76; 290; 66.4129; 420.903; 
0.76; 295; 66.4129; 425.48; 
0.76; 300; 66.4129; 429.789; 
0.76; 305; 66.4129; 433.858; 
0.76; 310; 66.4129; 437.542; 
0.76; 315; 66.4129; 440.8; 
0.76; 320; 66.4129; 443.28; 
0.76; 325; 66.4129; 445.071; 
0.76; 330; 66.4129; 446.334; 
0.76; 335; 66.4129; 446.916; 
0.76; 340; 66.4129; 446.88; 
0.76; 345; 66.4129; 446.175; 
0.76; 350; 66.4129; 444.599; 
0.76; 355; 66.4129; 442.113; 
0.76; 360; 66.4129; 437.813; 
0.76; 365; 66.4129; 431.509; 
0.76; 370; 66.4129; 424.149; 
0.76; 375; 66.4129; 415.666; 
0.76; 380; 66.4129; 406.056; 
0.76; 385; 66.4129; 390.46; 
0.76; 390; 66.4129; 374.124; 
0.76; 395; 66.4129; -nan(ind); 
0.76; 400; 66.4129; -nan(ind); 
0.76; 405; 66.4129; -nan(ind); 
0.76; 260; 67.6901; 388.392; 
0.76; 265; 67.6901; 393.352; 
0.76; 270; 67.6901; 398.212; 
0.76; 275; 67.6901; 403.027; 
0.76; 280; 67.6901; 407.753; 
0.76; 285; 67.6901; 412.294; 
0.76; 290; 67.6901; 416.746; 
0.76; 295; 67.6901; 421.089; 
0.76; 300; 67.6901; 425.108; 
0.76; 305; 67.6901; 428.708; 
0.76; 310; 67.6901; 432.037; 
0.76; 315; 67.6901; 434.64; 
0.76; 320; 67.6901; 436.43; 
0.76; 325; 67.6901; 437.771; 
0.76; 330; 67.6901; 438.557; 
0.76; 335; 67.6901; 438.621; 
0.76; 340; 67.6901; 438.035; 
0.76; 345; 67.6901; 436.751; 
0.76; 350; 67.6901; 434.523; 
0.76; 355; 67.6901; 430.425; 
0.76; 360; 67.6901; 424.968; 
0.76; 365; 67.6901; 417.951; 
0.76; 370; 67.6901; 409.966; 
0.76; 375; 67.6901; 400.757; 
0.76; 380; 67.6901; 386.515; 
0.76; 385; 67.6901; 370.662; 
0.76; 390; 67.6901; 352.992; 
0.76; 395; 67.6901; -nan(ind); 
0.76; 400; 67.6901; -nan(ind); 
0.76; 405; 67.6901; -nan(ind); 
0.76; 260; 68.9672; 385.371; 
0.76; 265; 68.9672; 390.165; 
0.76; 270; 68.9672; 394.849; 
0.76; 275; 68.9672; 399.472; 
0.76; 280; 68.9672; 403.993; 
0.76; 285; 68.9672; 408.325; 
0.76; 290; 68.9672; 412.557; 
0.76; 295; 68.9672; 416.649; 
0.76; 300; 68.9672; 420.21; 
0.76; 305; 68.9672; 423.515; 
0.76; 310; 68.9672; 426.294; 
0.76; 315; 68.9672; 428.142; 
0.76; 320; 68.9672; 429.505; 
0.76; 325; 68.9672; 430.391; 
0.76; 330; 68.9672; 430.692; 
0.76; 335; 68.9672; 430.234; 
0.76; 340; 68.9672; 429.094; 
0.76; 345; 68.9672; 427.226; 
0.76; 350; 68.9672; 423.39; 
0.76; 355; 68.9672; 418.259; 
0.76; 360; 68.9672; 412.026; 
0.76; 365; 68.9672; 404.395; 
0.76; 370; 68.9672; 395.687; 
0.76; 375; 68.9672; 382.916; 
0.76; 380; 68.9672; 367.414; 
0.76; 385; 68.9672; 351.338; 
0.76; 390; 68.9672; -nan(ind); 
0.76; 395; 68.9672; -nan(ind); 
0.76; 400; 68.9672; -nan(ind); 
0.76; 405; 68.9672; -nan(ind); 
0.76; 260; 70.2444; 382.336; 
0.76; 265; 70.2444; 386.948; 
0.76; 270; 70.2444; 391.443; 
0.76; 275; 70.2444; 395.876; 
0.76; 280; 70.2444; 400.204; 
0.76; 285; 70.2444; 404.33; 
0.76; 290; 70.2444; 408.325; 
0.76; 295; 70.2444; 411.992; 
0.76; 300; 70.2444; 415.261; 
0.76; 305; 70.2444; 418.133; 
0.76; 310; 70.2444; 420.131; 
0.76; 315; 70.2444; 421.573; 
0.76; 320; 70.2444; 422.504; 
0.76; 325; 70.2444; 422.928; 
0.76; 330; 70.2444; 422.74; 
0.76; 335; 70.2444; 421.754; 
0.76; 340; 70.2444; 420.056; 
0.76; 345; 70.2444; 416.664; 
0.76; 350; 70.2444; 411.856; 
0.76; 355; 70.2444; 406.065; 
0.76; 360; 70.2444; 399.076; 
0.76; 365; 70.2444; 390.852; 
0.76; 370; 70.2444; 379.636; 
0.76; 375; 70.2444; 364.643; 
0.76; 380; 70.2444; 348.844; 
0.76; 385; 70.2444; -nan(ind); 
0.76; 390; 70.2444; -nan(ind); 
0.76; 395; 70.2444; -nan(ind); 
0.76; 400; 70.2444; -nan(ind); 
0.76; 405; 70.2444; -nan(ind); 
0.76; 260; 71.5216; 379.253; 
0.76; 265; 71.5216; 383.699; 
0.76; 270; 71.5216; 388.02; 
0.76; 275; 71.5216; 392.268; 
0.76; 280; 71.5216; 396.401; 
0.76; 285; 71.5216; 400.308; 
0.76; 290; 71.5216; 403.943; 
0.76; 295; 71.5216; 407.288; 
0.76; 300; 71.5216; 410.162; 
0.76; 305; 71.5216; 412.286; 
0.76; 310; 71.5216; 413.9; 
0.76; 315; 71.5216; 414.934; 
0.76; 320; 71.5216; 415.428; 
0.76; 325; 71.5216; 415.384; 
0.76; 330; 71.5216; 414.701; 
0.76; 335; 71.5216; 413.184; 
0.76; 340; 71.5216; 410.005; 
0.76; 345; 71.5216; 405.757; 
0.76; 350; 71.5216; 400.287; 
0.76; 355; 71.5216; 393.852; 
0.76; 360; 71.5216; 386.13; 
0.76; 365; 71.5216; 376.674; 
0.76; 370; 71.5216; 362.048; 
0.76; 375; 71.5216; 346.697; 
0.76; 380; 71.5216; -nan(ind); 
0.76; 385; 71.5216; -nan(ind); 
0.76; 390; 71.5216; -nan(ind); 
0.76; 395; 71.5216; -nan(ind); 
0.76; 400; 71.5216; -nan(ind); 
0.76; 405; 71.5216; -nan(ind); 
0.76; 260; 72.7988; 376.16; 
0.76; 265; 72.7988; 380.441; 
0.76; 270; 72.7988; 384.586; 
0.76; 275; 72.7988; 388.651; 
0.76; 280; 72.7988; 392.58; 
0.76; 285; 72.7988; 396.189; 
0.76; 290; 72.7988; 399.474; 
0.76; 295; 72.7988; 402.48; 
0.76; 300; 72.7988; 404.719; 
0.76; 305; 72.7988; 406.351; 
0.76; 310; 72.7988; 407.58; 
0.76; 315; 72.7988; 408.226; 
0.76; 320; 72.7988; 408.275; 
0.76; 325; 72.7988; 407.758; 
0.76; 330; 72.7988; 406.576; 
0.76; 335; 72.7988; 403.63; 
0.76; 340; 72.7988; 399.676; 
0.76; 345; 72.7988; 394.787; 
0.76; 350; 72.7988; 388.691; 
0.76; 355; 72.7988; 381.583; 
0.76; 360; 72.7988; 373.199; 
0.76; 365; 72.7988; 359.704; 
0.76; 370; 72.7988; 344.892; 
0.76; 375; 72.7988; 328.191; 
0.76; 380; 72.7988; -nan(ind); 
0.76; 385; 72.7988; -nan(ind); 
0.76; 390; 72.7988; -nan(ind); 
0.76; 395; 72.7988; -nan(ind); 
0.76; 400; 72.7988; -nan(ind); 
0.76; 405; 72.7988; -nan(ind); 
0.76; 260; 74.0759; 373.058; 
0.76; 265; 74.0759; 377.173; 
0.76; 270; 74.0759; 381.145; 
0.76; 275; 74.0759; 385.021; 
0.76; 280; 74.0759; 388.714; 
0.76; 285; 74.0759; 391.943; 
0.76; 290; 74.0759; 394.945; 
0.76; 295; 74.0759; 397.428; 
0.76; 300; 74.0759; 399.09; 
0.76; 305; 74.0759; 400.357; 
0.76; 310; 74.0759; 401.194; 
0.76; 315; 74.0759; 401.448; 
0.76; 320; 74.0759; 401.046; 
0.76; 325; 74.0759; 400.051; 
0.76; 330; 74.0759; 397.502; 
0.76; 335; 74.0759; 393.841; 
0.76; 340; 74.0759; 389.306; 
0.76; 345; 74.0759; 383.782; 
0.76; 350; 74.0759; 377.077; 
0.76; 355; 74.0759; 369.286; 
0.76; 360; 74.0759; 357.412; 
0.76; 365; 74.0759; 343.128; 
0.76; 370; 74.0759; 328.118; 
0.76; 375; 74.0759; -nan(ind); 
0.76; 380; 74.0759; -nan(ind); 
0.76; 385; 74.0759; -nan(ind); 
0.76; 390; 74.0759; -nan(ind); 
0.76; 395; 74.0759; -nan(ind); 
0.76; 400; 74.0759; -nan(ind); 
0.76; 405; 74.0759; -nan(ind); 
0.76; 260; 75.3531; 369.937; 
0.76; 265; 75.3531; 373.881; 
0.76; 270; 75.3531; 377.674; 
0.76; 275; 75.3531; 381.346; 
0.76; 280; 75.3531; 384.662; 
0.76; 285; 75.3531; 387.668; 
0.76; 290; 75.3531; 390.275; 
0.76; 295; 75.3531; 392.092; 
0.76; 300; 75.3531; 393.407; 
0.76; 305; 75.3531; 394.303; 
0.76; 310; 75.3531; 394.743; 
0.76; 315; 75.3531; 394.588; 
0.76; 320; 75.3531; 393.74; 
0.76; 325; 75.3531; 391.422; 
0.76; 330; 75.3531; 388.23; 
0.76; 335; 75.3531; 384.008; 
0.76; 340; 75.3531; 378.897; 
0.76; 345; 75.3531; 372.752; 
0.76; 350; 75.3531; 365.453; 
0.76; 355; 75.3531; 354.849; 
0.76; 360; 75.3531; 341.57; 
0.76; 365; 75.3531; 326.956; 
0.76; 370; 75.3531; -nan(ind); 
0.76; 375; 75.3531; -nan(ind); 
0.76; 380; 75.3531; -nan(ind); 
0.76; 385; 75.3531; -nan(ind); 
0.76; 390; 75.3531; -nan(ind); 
0.76; 395; 75.3531; -nan(ind); 
0.76; 400; 75.3531; -nan(ind); 
0.76; 405; 75.3531; -nan(ind); 
0.76; 260; 76.6303; 366.788; 
0.76; 265; 76.6303; 370.566; 
0.76; 270; 76.6303; 374.169; 
0.76; 275; 76.6303; 377.509; 
0.76; 280; 76.6303; 380.574; 
0.76; 285; 76.6303; 383.225; 
0.76; 290; 76.6303; 385.187; 
0.76; 295; 76.6303; 386.708; 
0.76; 300; 76.6303; 387.671; 
0.76; 305; 76.6303; 388.189; 
0.76; 310; 76.6303; 388.226; 
0.76; 315; 76.6303; 387.644; 
0.76; 320; 76.6303; 385.548; 
0.76; 325; 76.6303; 382.633; 
0.76; 330; 76.6303; 378.912; 
0.76; 335; 76.6303; 374.134; 
0.76; 340; 76.6303; 368.458; 
0.76; 345; 76.6303; 361.704; 
0.76; 350; 76.6303; 352.375; 
0.76; 355; 76.6303; 339.724; 
0.76; 360; 76.6303; 326.019; 
0.76; 365; 76.6303; 309.7; 
0.76; 370; 76.6303; -nan(ind); 
0.76; 375; 76.6303; -nan(ind); 
0.76; 380; 76.6303; -nan(ind); 
0.76; 385; 76.6303; -nan(ind); 
0.76; 390; 76.6303; -nan(ind); 
0.76; 395; 76.6303; -nan(ind); 
0.76; 400; 76.6303; -nan(ind); 
0.76; 405; 76.6303; -nan(ind); 
0.78; 260; 38.3151; 436.773; 
0.78; 265; 38.3151; 445.267; 
0.78; 270; 38.3151; 453.86; 
0.78; 275; 38.3151; 462.652; 
0.78; 280; 38.3151; 471.577; 
0.78; 285; 38.3151; 480.571; 
0.78; 290; 38.3151; 489.731; 
0.78; 295; 38.3151; 499.087; 
0.78; 300; 38.3151; 508.445; 
0.78; 305; 38.3151; 517.961; 
0.78; 310; 38.3151; 527.669; 
0.78; 315; 38.3151; 537.376; 
0.78; 320; 38.3151; 547.197; 
0.78; 325; 38.3151; 557.164; 
0.78; 330; 38.3151; 567.197; 
0.78; 335; 38.3151; 577.26; 
0.78; 340; 38.3151; 587.442; 
0.78; 345; 38.3151; 597.723; 
0.78; 350; 38.3151; 607.923; 
0.78; 355; 38.3151; 618.24; 
0.78; 360; 38.3151; 628.62; 
0.78; 365; 38.3151; 638.517; 
0.78; 370; 38.3151; 648.265; 
0.78; 375; 38.3151; 657.963; 
0.78; 380; 38.3151; 667.493; 
0.78; 385; 38.3151; 676.834; 
0.78; 390; 38.3151; 685.828; 
0.78; 395; 38.3151; 694.555; 
0.78; 400; 38.3151; 702.954; 
0.78; 405; 38.3151; 711.089; 
0.78; 260; 39.5923; 434.93; 
0.78; 265; 39.5923; 443.311; 
0.78; 270; 39.5923; 451.774; 
0.78; 275; 39.5923; 460.432; 
0.78; 280; 39.5923; 469.214; 
0.78; 285; 39.5923; 478.061; 
0.78; 290; 39.5923; 487.053; 
0.78; 295; 39.5923; 496.251; 
0.78; 300; 39.5923; 505.408; 
0.78; 305; 39.5923; 514.74; 
0.78; 310; 39.5923; 524.226; 
0.78; 315; 39.5923; 533.723; 
0.78; 320; 39.5923; 543.318; 
0.78; 325; 39.5923; 553.025; 
0.78; 330; 39.5923; 562.798; 
0.78; 335; 39.5923; 572.582; 
0.78; 340; 39.5923; 582.462; 
0.78; 345; 39.5923; 592.428; 
0.78; 350; 39.5923; 602.29; 
0.78; 355; 39.5923; 612.246; 
0.78; 360; 39.5923; 622.258; 
0.78; 365; 39.5923; 631.763; 
0.78; 370; 39.5923; 641.098; 
0.78; 375; 39.5923; 650.359; 
0.78; 380; 39.5923; 659.363; 
0.78; 385; 39.5923; 668.003; 
0.78; 390; 39.5923; 676.414; 
0.78; 395; 39.5923; 684.57; 
0.78; 400; 39.5923; 692.361; 
0.78; 405; 39.5923; 699.852; 
0.78; 260; 40.8695; 433.05; 
0.78; 265; 40.8695; 441.287; 
0.78; 270; 40.8695; 449.642; 
0.78; 275; 40.8695; 458.143; 
0.78; 280; 40.8695; 466.796; 
0.78; 285; 40.8695; 475.47; 
0.78; 290; 40.8695; 484.313; 
0.78; 295; 40.8695; 493.319; 
0.78; 300; 40.8695; 502.299; 
0.78; 305; 40.8695; 511.443; 
0.78; 310; 40.8695; 520.703; 
0.78; 315; 40.8695; 529.985; 
0.78; 320; 40.8695; 539.342; 
0.78; 325; 40.8695; 548.791; 
0.78; 330; 40.8695; 558.3; 
0.78; 335; 40.8695; 567.8; 
0.78; 340; 40.8695; 577.377; 
0.78; 345; 40.8695; 587.023; 
0.78; 350; 40.8695; 596.544; 
0.78; 355; 40.8695; 606.134; 
0.78; 360; 40.8695; 615.781; 
0.78; 365; 40.8695; 624.89; 
0.78; 370; 40.8695; 633.812; 
0.78; 375; 40.8695; 642.512; 
0.78; 380; 40.8695; 650.883; 
0.78; 385; 40.8695; 658.959; 
0.78; 390; 40.8695; 666.813; 
0.78; 395; 40.8695; 674.38; 
0.78; 400; 40.8695; 681.549; 
0.78; 405; 40.8695; 688.245; 
0.78; 260; 42.1467; 431.1; 
0.78; 265; 42.1467; 439.222; 
0.78; 270; 42.1467; 447.438; 
0.78; 275; 42.1467; 455.805; 
0.78; 280; 42.1467; 464.312; 
0.78; 285; 42.1467; 472.821; 
0.78; 290; 42.1467; 481.51; 
0.78; 295; 42.1467; 490.318; 
0.78; 300; 42.1467; 499.12; 
0.78; 305; 42.1467; 508.053; 
0.78; 310; 42.1467; 517.103; 
0.78; 315; 42.1467; 526.164; 
0.78; 320; 42.1467; 535.268; 
0.78; 325; 42.1467; 544.467; 
0.78; 330; 42.1467; 553.708; 
0.78; 335; 42.1467; 562.923; 
0.78; 340; 42.1467; 572.191; 
0.78; 345; 42.1467; 581.513; 
0.78; 350; 42.1467; 590.691; 
0.78; 355; 42.1467; 599.917; 
0.78; 360; 42.1467; 609.178; 
0.78; 365; 42.1467; 617.908; 
0.78; 370; 42.1467; 626.241; 
0.78; 375; 42.1467; 634.377; 
0.78; 380; 42.1467; 642.229; 
0.78; 385; 42.1467; 649.775; 
0.78; 390; 42.1467; 657.072; 
0.78; 395; 42.1467; 664.052; 
0.78; 400; 42.1467; 670.371; 
0.78; 405; 42.1467; 675.363; 
0.78; 260; 43.4238; 429.101; 
0.78; 265; 43.4238; 437.117; 
0.78; 270; 43.4238; 445.178; 
0.78; 275; 43.4238; 453.42; 
0.78; 280; 43.4238; 461.753; 
0.78; 285; 43.4238; 470.117; 
0.78; 290; 43.4238; 478.621; 
0.78; 295; 43.4238; 487.254; 
0.78; 300; 43.4238; 495.876; 
0.78; 305; 43.4238; 504.586; 
0.78; 310; 43.4238; 513.427; 
0.78; 315; 43.4238; 522.265; 
0.78; 320; 43.4238; 531.111; 
0.78; 325; 43.4238; 540.057; 
0.78; 330; 43.4238; 549.027; 
0.78; 335; 43.4238; 557.952; 
0.78; 340; 43.4238; 566.908; 
0.78; 345; 43.4238; 575.906; 
0.78; 350; 43.4238; 584.739; 
0.78; 355; 43.4238; 593.599; 
0.78; 360; 43.4238; 602.437; 
0.78; 365; 43.4238; 610.59; 
0.78; 370; 43.4238; 618.437; 
0.78; 375; 43.4238; 626.094; 
0.78; 380; 43.4238; 633.443; 
0.78; 385; 43.4238; 640.461; 
0.78; 390; 43.4238; 647.201; 
0.78; 395; 43.4238; 653.292; 
0.78; 400; 43.4238; 657.682; 
0.78; 405; 43.4238; 661.376; 
0.78; 260; 44.701; 427.067; 
0.78; 265; 44.701; 434.933; 
0.78; 270; 44.701; 442.875; 
0.78; 275; 44.701; 450.962; 
0.78; 280; 44.701; 459.144; 
0.78; 285; 44.701; 467.359; 
0.78; 290; 44.701; 475.669; 
0.78; 295; 44.701; 484.13; 
0.78; 300; 44.701; 492.55; 
0.78; 305; 44.701; 501.051; 
0.78; 310; 44.701; 509.679; 
0.78; 315; 44.701; 518.282; 
0.78; 320; 44.701; 526.877; 
0.78; 325; 44.701; 535.566; 
0.78; 330; 44.701; 544.261; 
0.78; 335; 44.701; 552.888; 
0.78; 340; 44.701; 561.537; 
0.78; 345; 44.701; 570.207; 
0.78; 350; 44.701; 578.695; 
0.78; 355; 44.701; 587.118; 
