# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/mission_analysis_design_mission_SAR.csv
# Diagram about specific air range
# Ma-Number [-]; Altitude [FL]; AC mass [kg]; SAR [m/kg];
0.74; 370; 65.1357; 427.518; 
0.74; 375; 65.1357; 418.17; 
0.74; 380; 65.1357; 407.9; 
0.74; 385; 65.1357; 392.931; 
0.74; 390; 65.1357; 375.323; 
0.74; 395; 65.1357; -nan(ind); 
0.74; 400; 65.1357; -nan(ind); 
0.74; 405; 65.1357; -nan(ind); 
0.74; 260; 66.4129; 395.932; 
0.74; 265; 66.4129; 400.771; 
0.74; 270; 66.4129; 405.494; 
0.74; 275; 66.4129; 410.156; 
0.74; 280; 66.4129; 414.712; 
0.74; 285; 66.4129; 419.063; 
0.74; 290; 66.4129; 423.298; 
0.74; 295; 66.4129; 427.349; 
0.74; 300; 66.4129; 431.061; 
0.74; 305; 66.4129; 434.531; 
0.74; 310; 66.4129; 437.603; 
0.74; 315; 66.4129; 440.251; 
0.74; 320; 66.4129; 442.409; 
0.74; 325; 66.4129; 443.655; 
0.74; 330; 66.4129; 444.087; 
0.74; 335; 66.4129; 443.814; 
0.74; 340; 66.4129; 442.812; 
0.74; 345; 66.4129; 441.09; 
0.74; 350; 66.4129; 438.395; 
0.74; 355; 66.4129; 434.776; 
0.74; 360; 66.4129; 428.878; 
0.74; 365; 66.4129; 421.117; 
0.74; 370; 66.4129; 412.251; 
0.74; 375; 66.4129; 402.339; 
0.74; 380; 66.4129; 388.688; 
0.74; 385; 66.4129; 371.705; 
0.74; 390; 66.4129; 353.928; 
0.74; 395; 66.4129; -nan(ind); 
0.74; 400; 66.4129; -nan(ind); 
0.74; 405; 66.4129; -nan(ind); 
0.74; 260; 67.6901; 392.575; 
0.74; 265; 67.6901; 397.23; 
0.74; 270; 67.6901; 401.76; 
0.74; 275; 67.6901; 406.218; 
0.74; 280; 67.6901; 410.559; 
0.74; 285; 67.6901; 414.681; 
0.74; 290; 67.6901; 418.636; 
0.74; 295; 67.6901; 422.397; 
0.74; 300; 67.6901; 425.801; 
0.74; 305; 67.6901; 428.836; 
0.74; 310; 67.6901; 431.555; 
0.74; 315; 67.6901; 433.836; 
0.74; 320; 67.6901; 435.172; 
0.74; 325; 67.6901; 435.71; 
0.74; 330; 67.6901; 435.638; 
0.74; 335; 67.6901; 434.804; 
0.74; 340; 67.6901; 433.23; 
0.74; 345; 67.6901; 430.911; 
0.74; 350; 67.6901; 427.527; 
0.74; 355; 67.6901; 421.998; 
0.74; 360; 67.6901; 414.998; 
0.74; 365; 67.6901; 406.649; 
0.74; 370; 67.6901; 397.066; 
0.74; 375; 67.6901; 384.981; 
0.74; 380; 67.6901; 368.376; 
0.74; 385; 67.6901; 351.112; 
0.74; 390; 67.6901; -nan(ind); 
0.74; 395; 67.6901; -nan(ind); 
0.74; 400; 67.6901; -nan(ind); 
0.74; 405; 67.6901; -nan(ind); 
0.74; 260; 68.9672; 389.201; 
0.74; 265; 68.9672; 393.673; 
0.74; 270; 68.9672; 398.01; 
0.74; 275; 68.9672; 402.265; 
0.74; 280; 68.9672; 406.388; 
0.74; 285; 68.9672; 410.257; 
0.74; 290; 68.9672; 413.924; 
0.74; 295; 68.9672; 417.402; 
0.74; 300; 68.9672; 420.414; 
0.74; 305; 68.9672; 423.085; 
0.74; 310; 68.9672; 425.481; 
0.74; 315; 68.9672; 427.044; 
0.74; 320; 68.9672; 427.632; 
0.74; 325; 68.9672; 427.688; 
0.74; 330; 68.9672; 427.107; 
0.74; 335; 68.9672; 425.708; 
0.74; 340; 68.9672; 423.562; 
0.74; 345; 68.9672; 420.622; 
0.74; 350; 68.9672; 415.373; 
0.74; 355; 68.9672; 408.92; 
0.74; 360; 68.9672; 401.158; 
0.74; 365; 68.9672; 392.134; 
0.74; 370; 68.9672; 381.648; 
0.74; 375; 68.9672; 365.352; 
0.74; 380; 68.9672; 348.576; 
0.74; 385; 68.9672; -nan(ind); 
0.74; 390; 68.9672; -nan(ind); 
0.74; 395; 68.9672; -nan(ind); 
0.74; 400; 68.9672; -nan(ind); 
0.74; 405; 68.9672; -nan(ind); 
0.74; 260; 70.2444; 385.813; 
0.74; 265; 70.2444; 390.103; 
0.74; 270; 70.2444; 394.247; 
0.74; 275; 70.2444; 398.296; 
0.74; 280; 70.2444; 402.192; 
0.74; 285; 70.2444; 405.774; 
0.74; 290; 70.2444; 409.184; 
0.74; 295; 70.2444; 412.31; 
0.74; 300; 70.2444; 414.945; 
0.74; 305; 70.2444; 417.308; 
0.74; 310; 70.2444; 419.089; 
0.74; 315; 70.2444; 419.89; 
0.74; 320; 70.2444; 420.019; 
0.74; 325; 70.2444; 419.588; 
0.74; 330; 70.2444; 418.497; 
0.74; 335; 70.2444; 416.529; 
0.74; 340; 70.2444; 413.811; 
0.74; 345; 70.2444; 409.074; 
0.74; 350; 70.2444; 402.972; 
0.74; 355; 70.2444; 395.772; 
0.74; 360; 70.2444; 387.372; 
0.74; 365; 70.2444; 377.664; 
0.74; 370; 70.2444; 362.835; 
0.74; 375; 70.2444; 346.355; 
0.74; 380; 70.2444; 327.835; 
0.74; 385; 70.2444; -nan(ind); 
0.74; 390; 70.2444; -nan(ind); 
0.74; 395; 70.2444; -nan(ind); 
0.74; 400; 70.2444; -nan(ind); 
0.74; 405; 70.2444; -nan(ind); 
0.74; 260; 71.5216; 382.407; 
0.74; 265; 71.5216; 386.508; 
0.74; 270; 71.5216; 390.456; 
0.74; 275; 71.5216; 394.298; 
0.74; 280; 71.5216; 397.918; 
0.74; 285; 71.5216; 401.276; 
0.74; 290; 71.5216; 404.377; 
0.74; 295; 71.5216; 407.109; 
0.74; 300; 71.5216; 409.452; 
0.74; 305; 71.5216; 411.312; 
0.74; 310; 71.5216; 412.344; 
0.74; 315; 71.5216; 412.667; 
0.74; 320; 71.5216; 412.332; 
0.74; 325; 71.5216; 411.412; 
0.74; 330; 71.5216; 409.805; 
0.74; 335; 71.5216; 407.268; 
0.74; 340; 71.5216; 402.913; 
0.74; 345; 71.5216; 397.301; 
0.74; 350; 71.5216; 390.579; 
0.74; 355; 71.5216; 382.659; 
0.74; 360; 71.5216; 373.644; 
0.74; 365; 71.5216; 360.377; 
0.74; 370; 71.5216; 344.437; 
0.74; 375; 71.5216; 327.398; 
0.74; 380; 71.5216; -nan(ind); 
0.74; 385; 71.5216; -nan(ind); 
0.74; 390; 71.5216; -nan(ind); 
0.74; 395; 71.5216; -nan(ind); 
0.74; 400; 71.5216; -nan(ind); 
0.74; 405; 71.5216; -nan(ind); 
0.74; 260; 72.7988; 378.965; 
0.74; 265; 72.7988; 382.884; 
0.74; 270; 72.7988; 386.637; 
0.74; 275; 72.7988; 390.22; 
0.74; 280; 72.7988; 393.614; 
0.74; 285; 72.7988; 396.698; 
0.74; 290; 72.7988; 399.429; 
0.74; 295; 72.7988; 401.887; 
0.74; 300; 72.7988; 403.837; 
0.74; 305; 72.7988; 404.988; 
0.74; 310; 72.7988; 405.48; 
0.74; 315; 72.7988; 405.375; 
0.74; 320; 72.7988; 404.573; 
0.74; 325; 72.7988; 403.159; 
0.74; 330; 72.7988; 401.014; 
0.74; 335; 72.7988; 396.933; 
0.74; 340; 72.7988; 391.797; 
0.74; 345; 72.7988; 385.525; 
0.74; 350; 72.7988; 378.205; 
0.74; 355; 72.7988; 369.591; 
0.74; 360; 72.7988; 358.086; 
0.74; 365; 72.7988; 342.782; 
0.74; 370; 72.7988; 326.626; 
0.74; 375; 72.7988; -nan(ind); 
0.74; 380; 72.7988; -nan(ind); 
0.74; 385; 72.7988; -nan(ind); 
0.74; 390; 72.7988; -nan(ind); 
0.74; 395; 72.7988; -nan(ind); 
0.74; 400; 72.7988; -nan(ind); 
0.74; 405; 72.7988; -nan(ind); 
0.74; 260; 74.0759; 375.514; 
0.74; 265; 74.0759; 379.249; 
0.74; 270; 74.0759; 382.77; 
0.74; 275; 74.0759; 386.124; 
0.74; 280; 74.0759; 389.266; 
0.74; 285; 74.0759; 391.991; 
0.74; 290; 74.0759; 394.442; 
0.74; 295; 74.0759; 396.638; 
0.74; 300; 74.0759; 397.919; 
0.74; 305; 74.0759; 398.473; 
0.74; 310; 74.0759; 398.551; 
0.74; 315; 74.0759; 398.014; 
0.74; 320; 74.0759; 396.741; 
0.74; 325; 74.0759; 394.83; 
0.74; 330; 74.0759; 391.225; 
0.74; 335; 74.0759; 386.378; 
0.74; 340; 74.0759; 380.646; 
0.74; 345; 74.0759; 373.755; 
0.74; 350; 74.0759; 365.769; 
0.74; 355; 74.0759; 355.534; 
0.74; 360; 74.0759; 341.093; 
0.74; 365; 74.0759; 325.587; 
0.74; 370; 74.0759; -nan(ind); 
0.74; 375; 74.0759; -nan(ind); 
0.74; 380; 74.0759; -nan(ind); 
0.74; 385; 74.0759; -nan(ind); 
0.74; 390; 74.0759; -nan(ind); 
0.74; 395; 74.0759; -nan(ind); 
0.74; 400; 74.0759; -nan(ind); 
0.74; 405; 74.0759; -nan(ind); 
0.74; 260; 75.3531; 372.054; 
0.74; 265; 75.3531; 375.583; 
0.74; 270; 75.3531; 378.871; 
0.74; 275; 75.3531; 381.998; 
0.74; 280; 75.3531; 384.824; 
0.74; 285; 75.3531; 387.248; 
0.74; 290; 75.3531; 389.436; 
0.74; 295; 75.3531; 391.064; 
0.74; 300; 75.3531; 391.739; 
0.74; 305; 75.3531; 391.898; 
0.74; 310; 75.3531; 391.557; 
0.74; 315; 75.3531; 390.58; 
0.74; 320; 75.3531; 388.836; 
0.74; 325; 75.3531; 385.575; 
0.74; 330; 75.3531; 381.207; 
0.74; 335; 75.3531; 375.805; 
0.74; 340; 75.3531; 369.458; 
0.74; 345; 75.3531; 361.999; 
0.74; 350; 75.3531; 353.011; 
0.74; 355; 75.3531; 339.426; 
0.74; 360; 75.3531; 324.579; 
0.74; 365; 75.3531; 307.697; 
0.74; 370; 75.3531; -nan(ind); 
0.74; 375; 75.3531; -nan(ind); 
0.74; 380; 75.3531; -nan(ind); 
0.74; 385; 75.3531; -nan(ind); 
0.74; 390; 75.3531; -nan(ind); 
0.74; 395; 75.3531; -nan(ind); 
0.74; 400; 75.3531; -nan(ind); 
0.74; 405; 75.3531; -nan(ind); 
0.74; 260; 76.6303; 368.582; 
0.74; 265; 76.6303; 371.874; 
0.74; 270; 76.6303; 374.959; 
0.74; 275; 76.6303; 377.812; 
0.74; 280; 76.6303; 380.313; 
0.74; 285; 76.6303; 382.488; 
0.74; 290; 76.6303; 384.216; 
0.74; 295; 76.6303; 385.197; 
0.74; 300; 76.6303; 385.504; 
0.74; 305; 76.6303; 385.264; 
0.74; 310; 76.6303; 384.499; 
0.74; 315; 76.6303; 383.076; 
0.74; 320; 76.6303; 380.076; 
0.74; 325; 76.6303; 376.089; 
0.74; 330; 76.6303; 371.167; 
0.74; 335; 76.6303; 365.22; 
0.74; 340; 76.6303; 358.273; 
0.74; 345; 76.6303; 350.27; 
0.74; 350; 76.6303; 337.603; 
0.74; 355; 76.6303; 323.618; 
0.74; 360; 76.6303; 308.427; 
0.74; 365; 76.6303; -nan(ind); 
0.74; 370; 76.6303; -nan(ind); 
0.74; 375; 76.6303; -nan(ind); 
0.74; 380; 76.6303; -nan(ind); 
0.74; 385; 76.6303; -nan(ind); 
0.74; 390; 76.6303; -nan(ind); 
0.74; 395; 76.6303; -nan(ind); 
0.74; 400; 76.6303; -nan(ind); 
0.74; 405; 76.6303; -nan(ind); 
0.76; 260; 38.3151; 448.427; 
0.76; 265; 38.3151; 456.988; 
0.76; 270; 38.3151; 465.653; 
0.76; 275; 38.3151; 474.484; 
0.76; 280; 38.3151; 483.465; 
0.76; 285; 38.3151; 492.467; 
0.76; 290; 38.3151; 501.661; 
0.76; 295; 38.3151; 510.992; 
0.76; 300; 38.3151; 520.339; 
0.76; 305; 38.3151; 529.807; 
0.76; 310; 38.3151; 539.442; 
0.76; 315; 38.3151; 549.101; 
0.76; 320; 38.3151; 558.794; 
0.76; 325; 38.3151; 568.644; 
0.76; 330; 38.3151; 578.556; 
0.76; 335; 38.3151; 588.416; 
0.76; 340; 38.3151; 598.402; 
0.76; 345; 38.3151; 608.483; 
0.76; 350; 38.3151; 618.451; 
0.76; 355; 38.3151; 628.468; 
0.76; 360; 38.3151; 638.559; 
0.76; 365; 38.3151; 648.102; 
0.76; 370; 38.3151; 657.451; 
0.76; 375; 38.3151; 666.709; 
0.76; 380; 38.3151; 675.771; 
0.76; 385; 38.3151; 684.596; 
0.76; 390; 38.3151; 693.242; 
0.76; 395; 38.3151; 701.667; 
0.76; 400; 38.3151; 709.796; 
0.76; 405; 38.3151; 717.672; 
0.76; 260; 39.5923; 446.327; 
0.76; 265; 39.5923; 454.775; 
0.76; 270; 39.5923; 463.277; 
0.76; 275; 39.5923; 471.975; 
0.76; 280; 39.5923; 480.779; 
0.76; 285; 39.5923; 489.626; 
0.76; 290; 39.5923; 498.621; 
0.76; 295; 39.5923; 507.772; 
0.76; 300; 39.5923; 516.918; 
0.76; 305; 39.5923; 526.162; 
0.76; 310; 39.5923; 535.573; 
0.76; 315; 39.5923; 544.979; 
0.76; 320; 39.5923; 554.417; 
0.76; 325; 39.5923; 563.994; 
0.76; 330; 39.5923; 573.612; 
0.76; 335; 39.5923; 583.165; 
0.76; 340; 39.5923; 592.822; 
0.76; 345; 39.5923; 602.55; 
0.76; 350; 39.5923; 612.153; 
0.76; 355; 39.5923; 621.783; 
0.76; 360; 39.5923; 631.455; 
0.76; 365; 39.5923; 640.566; 
0.76; 370; 39.5923; 649.464; 
0.76; 375; 39.5923; 658.252; 
0.76; 380; 39.5923; 666.813; 
0.76; 385; 39.5923; 675.12; 
0.76; 390; 39.5923; 683.227; 
0.76; 395; 39.5923; 691.083; 
0.76; 400; 39.5923; 698.617; 
0.76; 405; 39.5923; 705.869; 
0.76; 260; 40.8695; 444.18; 
0.76; 265; 40.8695; 452.477; 
0.76; 270; 40.8695; 460.848; 
0.76; 275; 40.8695; 469.388; 
0.76; 280; 40.8695; 478.028; 
0.76; 285; 40.8695; 486.714; 
0.76; 290; 40.8695; 495.509; 
0.76; 295; 40.8695; 504.475; 
0.76; 300; 40.8695; 513.4; 
0.76; 305; 40.8695; 522.432; 
0.76; 310; 40.8695; 531.615; 
0.76; 315; 40.8695; 540.764; 
0.76; 320; 40.8695; 549.943; 
0.76; 325; 40.8695; 559.241; 
0.76; 330; 40.8695; 568.563; 
0.76; 335; 40.8695; 577.805; 
0.76; 340; 40.8695; 587.129; 
0.76; 345; 40.8695; 596.501; 
0.76; 350; 40.8695; 605.727; 
0.76; 355; 40.8695; 614.981; 
0.76; 360; 40.8695; 624.231; 
0.76; 365; 40.8695; 632.914; 
0.76; 370; 40.8695; 641.365; 
0.76; 375; 40.8695; 649.682; 
0.76; 380; 40.8695; 657.748; 
0.76; 385; 40.8695; 665.533; 
0.76; 390; 40.8695; 673.096; 
0.76; 395; 40.8695; 680.39; 
0.76; 400; 40.8695; 687.336; 
0.76; 405; 40.8695; 693.942; 
0.76; 260; 42.1467; 441.985; 
0.76; 265; 42.1467; 450.125; 
0.76; 270; 42.1467; 458.366; 
0.76; 275; 42.1467; 466.728; 
0.76; 280; 42.1467; 475.216; 
0.76; 285; 42.1467; 483.709; 
0.76; 290; 42.1467; 492.328; 
0.76; 295; 42.1467; 501.105; 
0.76; 300; 42.1467; 509.803; 
0.76; 305; 42.1467; 518.62; 
0.76; 310; 42.1467; 527.57; 
0.76; 315; 42.1467; 536.457; 
0.76; 320; 42.1467; 545.375; 
0.76; 325; 42.1467; 554.393; 
0.76; 330; 42.1467; 563.416; 
0.76; 335; 42.1467; 572.342; 
0.76; 340; 42.1467; 581.33; 
0.76; 345; 42.1467; 590.346; 
0.76; 350; 42.1467; 599.193; 
0.76; 355; 42.1467; 608.049; 
0.76; 360; 42.1467; 616.903; 
0.76; 365; 42.1467; 625.156; 
0.76; 370; 42.1467; 633.161; 
0.76; 375; 42.1467; 641.013; 
0.76; 380; 42.1467; 648.588; 
0.76; 385; 42.1467; 655.859; 
0.76; 390; 42.1467; 662.891; 
0.76; 395; 42.1467; 669.629; 
0.76; 400; 42.1467; 675.916; 
0.76; 405; 42.1467; 681.413; 
0.76; 260; 43.4238; 439.709; 
0.76; 265; 43.4238; 447.724; 
0.76; 270; 43.4238; 455.806; 
0.76; 275; 43.4238; 464.012; 
0.76; 280; 43.4238; 472.344; 
0.76; 285; 43.4238; 480.64; 
0.76; 290; 43.4238; 489.08; 
0.76; 295; 43.4238; 497.647; 
0.76; 300; 43.4238; 506.132; 
0.76; 305; 43.4238; 514.729; 
0.76; 310; 43.4238; 523.434; 
0.76; 315; 43.4238; 532.066; 
0.76; 320; 43.4238; 540.718; 
0.76; 325; 43.4238; 549.453; 
0.76; 330; 43.4238; 558.171; 
0.76; 335; 43.4238; 566.781; 
0.76; 340; 43.4238; 575.433; 
0.76; 345; 43.4238; 584.091; 
0.76; 350; 43.4238; 592.558; 
0.76; 355; 43.4238; 601.015; 
0.76; 360; 43.4238; 609.444; 
0.76; 365; 43.4238; 617.281; 
0.76; 370; 43.4238; 624.848; 
0.76; 375; 43.4238; 632.239; 
0.76; 380; 43.4238; 639.326; 
0.76; 385; 43.4238; 646.083; 
0.76; 390; 43.4238; 652.56; 
0.76; 395; 43.4238; 658.553; 
0.76; 400; 43.4238; 663.803; 
0.76; 405; 43.4238; 668.332; 
0.76; 260; 44.701; 437.389; 
0.76; 265; 44.701; 445.276; 
0.76; 270; 44.701; 453.184; 
0.76; 275; 44.701; 461.243; 
0.76; 280; 44.701; 469.387; 
0.76; 285; 44.701; 477.51; 
0.76; 290; 44.701; 485.766; 
0.76; 295; 44.701; 494.112; 
0.76; 300; 44.701; 502.388; 
0.76; 305; 44.701; 510.762; 
0.76; 310; 44.701; 519.213; 
0.76; 315; 44.701; 527.593; 
0.76; 320; 44.701; 535.977; 
0.76; 325; 44.701; 544.424; 
0.76; 330; 44.701; 552.838; 
0.76; 335; 44.701; 561.13; 
0.76; 340; 44.701; 569.443; 
0.76; 345; 44.701; 577.743; 
0.76; 350; 44.701; 585.833; 
0.76; 355; 44.701; 593.889; 
0.76; 360; 44.701; 601.896; 
0.76; 365; 44.701; 609.303; 
0.76; 370; 44.701; 616.426; 
0.76; 375; 44.701; 623.357; 
0.76; 380; 44.701; 629.962; 
0.76; 385; 44.701; 636.191; 
0.76; 390; 44.701; 641.894; 
0.76; 395; 44.701; 646.996; 
0.76; 400; 44.701; 651.074; 
0.76; 405; 44.701; 653.225; 
0.76; 260; 45.9782; 435.027; 
0.76; 265; 45.9782; 442.749; 
0.76; 270; 45.9782; 450.514; 
0.76; 275; 45.9782; 458.419; 
0.76; 280; 45.9782; 466.37; 
0.76; 285; 45.9782; 474.32; 
0.76; 290; 45.9782; 482.378; 
0.76; 295; 45.9782; 490.51; 
0.76; 300; 45.9782; 498.576; 
0.76; 305; 45.9782; 506.723; 
0.76; 310; 45.9782; 514.917; 
0.76; 315; 45.9782; 523.042; 
0.76; 320; 45.9782; 531.154; 
0.76; 325; 45.9782; 539.314; 
0.76; 330; 45.9782; 547.422; 
0.76; 335; 45.9782; 555.393; 
0.76; 340; 45.9782; 563.369; 
0.76; 345; 45.9782; 571.312; 
0.76; 350; 45.9782; 579.023; 
0.76; 355; 45.9782; 586.681; 
0.76; 360; 45.9782; 594.268; 
0.76; 365; 45.9782; 601.25; 
0.76; 370; 45.9782; 607.936; 
0.76; 375; 45.9782; 614.413; 
0.76; 380; 45.9782; 620.513; 
0.76; 385; 45.9782; 625.938; 
0.76; 390; 45.9782; 630.862; 
0.76; 395; 45.9782; 634.549; 
0.76; 400; 45.9782; 636.362; 
0.76; 405; 45.9782; 637.47; 
0.76; 260; 47.2553; 432.612; 
0.76; 265; 47.2553; 440.175; 
0.76; 270; 47.2553; 447.798; 
0.76; 275; 47.2553; 455.513; 
0.76; 280; 47.2553; 463.3; 
0.76; 285; 47.2553; 471.074; 
0.76; 290; 47.2553; 478.914; 
0.76; 295; 47.2553; 486.846; 
0.76; 300; 47.2553; 494.698; 
0.76; 305; 47.2553; 502.604; 
0.76; 310; 47.2553; 510.549; 
0.76; 315; 47.2553; 518.417; 
0.76; 320; 47.2553; 526.257; 
0.76; 325; 47.2553; 534.127; 
0.76; 330; 47.2553; 541.926; 
0.76; 335; 47.2553; 549.579; 
0.76; 340; 47.2553; 557.217; 
0.76; 345; 47.2553; 564.802; 
0.76; 350; 47.2553; 572.137; 
0.76; 355; 47.2553; 579.398; 
0.76; 360; 47.2553; 586.57; 
0.76; 365; 47.2553; 593.134; 
0.76; 370; 47.2553; 599.387; 
0.76; 375; 47.2553; 605.38; 
0.76; 380; 47.2553; 610.662; 
0.76; 385; 47.2553; 615.38; 
0.76; 390; 47.2553; 618.607; 
0.76; 395; 47.2553; 620.313; 
0.76; 400; 47.2553; 621.309; 
0.76; 405; 47.2553; 621.565; 
0.76; 260; 48.5325; 430.132; 
0.76; 265; 48.5325; 437.56; 
0.76; 270; 48.5325; 445.019; 
0.76; 275; 48.5325; 452.56; 
0.76; 280; 48.5325; 460.179; 
0.76; 285; 48.5325; 467.755; 
0.76; 290; 48.5325; 475.394; 
0.76; 295; 48.5325; 483.123; 
0.76; 300; 48.5325; 490.758; 
0.76; 305; 48.5325; 498.412; 
0.76; 310; 48.5325; 506.114; 
0.76; 315; 48.5325; 513.724; 
0.76; 320; 48.5325; 521.289; 
0.76; 325; 48.5325; 528.866; 
0.76; 330; 48.5325; 536.359; 
0.76; 335; 48.5325; 543.692; 
0.76; 340; 48.5325; 550.991; 
0.76; 345; 48.5325; 558.221; 
0.76; 350; 48.5325; 565.181; 
0.76; 355; 48.5325; 572.05; 
0.76; 360; 48.5325; 578.814; 
0.76; 365; 48.5325; 584.961; 
0.76; 370; 48.5325; 590.749; 
0.76; 375; 48.5325; 595.914; 
0.76; 380; 48.5325; 600.513; 
0.76; 385; 48.5325; 603.393; 
0.76; 390; 48.5325; 604.996; 
0.76; 395; 48.5325; 605.927; 
0.76; 400; 48.5325; 606.093; 
0.76; 405; 48.5325; 605.343; 
0.76; 260; 49.8097; 427.615; 
0.76; 265; 49.8097; 434.903; 
0.76; 270; 49.8097; 442.178; 
0.76; 275; 49.8097; 449.56; 
0.76; 280; 49.8097; 457.007; 
0.76; 285; 49.8097; 464.373; 
0.76; 290; 49.8097; 471.82; 
0.76; 295; 49.8097; 479.342; 
0.76; 300; 49.8097; 486.744; 
0.76; 305; 49.8097; 494.159; 
0.76; 310; 49.8097; 501.615; 
0.76; 315; 49.8097; 508.965; 
0.76; 320; 49.8097; 516.254; 
0.76; 325; 49.8097; 523.541; 
0.76; 330; 49.8097; 530.725; 
0.76; 335; 49.8097; 537.738; 
0.76; 340; 49.8097; 544.7; 
0.76; 345; 49.8097; 551.574; 
0.76; 350; 49.8097; 558.165; 
0.76; 355; 49.8097; 564.648; 
0.76; 360; 49.8097; 571.003; 
0.76; 365; 49.8097; 576.7; 
0.76; 370; 49.8097; 581.638; 
0.76; 375; 49.8097; 586.173; 
0.76; 380; 49.8097; 588.862; 
0.76; 385; 49.8097; 590.377; 
0.76; 390; 49.8097; 591.24; 
0.76; 395; 49.8097; 591.331; 
0.76; 400; 49.8097; 590.543; 
0.76; 405; 49.8097; 588.919; 
0.76; 260; 51.0868; 425.062; 
0.76; 265; 51.0868; 432.171; 
0.76; 270; 51.0868; 439.296; 
0.76; 275; 51.0868; 446.516; 
0.76; 280; 51.0868; 453.759; 
0.76; 285; 51.0868; 460.943; 
0.76; 290; 51.0868; 468.194; 
0.76; 295; 51.0868; 475.506; 
0.76; 300; 51.0868; 482.666; 
0.76; 305; 51.0868; 489.849; 
0.76; 310; 51.0868; 497.056; 
0.76; 315; 51.0868; 504.144; 
0.76; 320; 51.0868; 511.159; 
0.76; 325; 51.0868; 518.153; 
0.76; 330; 51.0868; 525.028; 
0.76; 335; 51.0868; 531.722; 
0.76; 340; 51.0868; 538.349; 
0.76; 345; 51.0868; 544.872; 
0.76; 350; 51.0868; 551.097; 
0.76; 355; 51.0868; 557.193; 
0.76; 360; 51.0868; 563.074; 
0.76; 365; 51.0868; 567.946; 
0.76; 370; 51.0868; 572.277; 
0.76; 375; 51.0868; 574.91; 
0.76; 380; 51.0868; 576.414; 
0.76; 385; 51.0868; 577.221; 
0.76; 390; 51.0868; 577.246; 
0.76; 395; 51.0868; 576.475; 
0.76; 400; 51.0868; 574.85; 
0.76; 405; 51.0868; 572.256; 
0.76; 260; 52.364; 422.449; 
0.76; 265; 52.364; 429.402; 
0.76; 270; 52.364; 436.374; 
0.76; 275; 52.364; 443.41; 
0.76; 280; 52.364; 450.466; 
0.76; 285; 52.364; 457.465; 
0.76; 290; 52.364; 464.518; 
0.76; 295; 52.364; 471.598; 
0.76; 300; 52.364; 478.535; 
0.76; 305; 52.364; 485.483; 
0.76; 310; 52.364; 492.442; 
0.76; 315; 52.364; 499.268; 
0.76; 320; 52.364; 506.005; 
0.76; 325; 52.364; 512.707; 
0.76; 330; 52.364; 519.275; 
0.76; 335; 52.364; 525.651; 
0.76; 340; 52.364; 531.945; 
0.76; 345; 52.364; 538.122; 
0.76; 350; 52.364; 543.979; 
0.76; 355; 52.364; 549.606; 
0.76; 360; 52.364; 554.712; 
0.76; 365; 52.364; 558.952; 
0.76; 370; 52.364; 561.497; 
0.76; 375; 52.364; 563.017; 
0.76; 380; 52.364; 563.832; 
0.76; 385; 52.364; 563.816; 
0.76; 390; 52.364; 563.047; 
0.76; 395; 52.364; 561.478; 
0.76; 400; 52.364; 558.899; 
0.76; 405; 52.364; 555.315; 
0.76; 260; 53.6412; 419.789; 
0.76; 265; 53.6412; 426.598; 
0.76; 270; 53.6412; 433.404; 
0.76; 275; 53.6412; 440.252; 
0.76; 280; 53.6412; 447.131; 
0.76; 285; 53.6412; 453.942; 
0.76; 290; 53.6412; 460.782; 
0.76; 295; 53.6412; 467.639; 
0.76; 300; 53.6412; 474.353; 
0.76; 305; 53.6412; 481.066; 
0.76; 310; 53.6412; 487.776; 
0.76; 315; 53.6412; 494.339; 
0.76; 320; 53.6412; 500.799; 
0.76; 325; 53.6412; 507.207; 
0.76; 330; 53.6412; 513.47; 
0.76; 335; 53.6412; 519.531; 
0.76; 340; 53.6412; 525.496; 
0.76; 345; 53.6412; 531.32; 
0.76; 350; 53.6412; 536.728; 
0.76; 355; 53.6412; 541.631; 
0.76; 360; 53.6412; 546.02; 
0.76; 365; 53.6412; 548.654; 
0.76; 370; 53.6412; 550.146; 
0.76; 375; 53.6412; 550.994; 
0.76; 380; 53.6412; 551.006; 
0.76; 385; 53.6412; 550.243; 
0.76; 390; 53.6412; 548.71; 
0.76; 395; 53.6412; 546.225; 
0.76; 400; 53.6412; 542.714; 
0.76; 405; 53.6412; 537.126; 
0.76; 260; 54.9184; 417.099; 
0.76; 265; 54.9184; 423.755; 
0.76; 270; 54.9184; 430.374; 
0.76; 275; 54.9184; 437.054; 
0.76; 280; 54.9184; 443.755; 
0.76; 285; 54.9184; 450.369; 
0.76; 290; 54.9184; 456.99; 
0.76; 295; 54.9184; 463.634; 
0.76; 300; 54.9184; 470.126; 
0.76; 305; 54.9184; 476.602; 
0.76; 310; 54.9184; 483.062; 
0.76; 315; 54.9184; 489.362; 
0.76; 320; 54.9184; 495.545; 
0.76; 325; 54.9184; 501.656; 
0.76; 330; 54.9184; 507.62; 
0.76; 335; 54.9184; 513.369; 
0.76; 340; 54.9184; 519.001; 
0.76; 345; 54.9184; 524.404; 
0.76; 350; 54.9184; 528.922; 
0.76; 355; 54.9184; 533.025; 
0.76; 360; 54.9184; 536.213; 
