# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M079_design_600_plot.csv
# Clean Polar
# Mach Number 0.790000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.879;-0.2000;0.019700;0.002587;0.017112;0.000001;-0.473773;-10.15210;6.000000;0.004902;0.000000;0.001070;0.000001;-0.000937;0.057677;
-4.797;-0.1900;0.019564;0.002454;0.017109;0.000001;-0.476403;-9.71166;6.000000;0.004899;0.000000;0.001070;0.000001;-0.000905;0.058564;
-4.714;-0.1800;0.019436;0.002328;0.017107;0.000001;-0.479034;-9.26133;6.000000;0.004897;0.000000;0.001070;0.000001;-0.000871;0.059451;
-4.632;-0.1700;0.019315;0.002209;0.017105;0.000001;-0.481665;-8.80146;6.000000;0.004895;0.000000;0.001070;0.000001;-0.000835;0.060338;
-4.549;-0.1600;0.019202;0.002098;0.017103;0.000001;-0.484296;-8.33246;6.000000;0.004893;0.000000;0.001070;0.000001;-0.000797;0.061225;
-4.467;-0.1500;0.019097;0.001994;0.017101;0.000001;-0.486927;-7.85474;6.000000;0.004891;0.000000;0.001070;0.000001;-0.000758;0.062112;
-4.384;-0.1400;0.018999;0.001898;0.017100;0.000001;-0.489558;-7.36876;6.000000;0.004890;0.000000;0.001070;0.000001;-0.000716;0.062999;
-4.302;-0.1300;0.018909;0.001809;0.017099;0.000001;-0.492189;-6.87498;6.000000;0.004889;0.000000;0.001070;0.000001;-0.000672;0.063887;
-4.219;-0.1200;0.018827;0.001727;0.017098;0.000001;-0.494819;-6.37391;6.000000;0.004888;0.000000;0.001070;0.000001;-0.000626;0.064774;
-4.137;-0.1100;0.018752;0.001653;0.017098;0.000001;-0.497450;-5.86607;6.000000;0.004888;0.000000;0.001070;0.000001;-0.000579;0.065661;
-4.054;-0.1000;0.018685;0.001586;0.017097;0.000002;-0.500081;-5.35200;6.000000;0.004887;0.000000;0.001070;0.000002;-0.000529;0.066548;
-3.972;-0.0900;0.018625;0.001526;0.017097;0.000002;-0.502712;-4.83227;6.000000;0.004887;0.000000;0.001070;0.000002;-0.000478;0.067434;
-3.889;-0.0800;0.018573;0.001474;0.017097;0.000002;-0.505343;-4.30744;6.000000;0.004887;0.000000;0.001070;0.000002;-0.000425;0.068318;
-3.807;-0.0700;0.018528;0.001430;0.017096;0.000002;-0.507974;-3.77813;6.000000;0.004887;0.000000;0.001070;0.000002;-0.000369;0.069202;
