# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M068_design_000_plot.csv
# Clean Polar
# Mach Number 0.680000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.895;-0.3000;0.023194;0.005593;0.017601;0.000000;0.041772;-12.93460;0.000000;0.005025;0.000000;0.001087;0.000000;0.002662;-0.056277;
-4.806;-0.2900;0.022925;0.005335;0.017590;0.000000;0.039265;-12.64975;0.000000;0.005015;0.000000;0.001087;0.000000;0.002563;-0.055394;
-4.716;-0.2800;0.022666;0.005085;0.017581;0.000000;0.036758;-12.35351;0.000000;0.005005;0.000000;0.001087;0.000000;0.002467;-0.054510;
-4.627;-0.2700;0.022414;0.004842;0.017573;0.000000;0.034251;-12.04586;0.000000;0.004997;0.000000;0.001087;0.000000;0.002372;-0.053627;
-4.537;-0.2600;0.022171;0.004606;0.017565;0.000000;0.031745;-11.72679;0.000000;0.004990;0.000000;0.001087;0.000000;0.002279;-0.052744;
-4.448;-0.2500;0.021937;0.004378;0.017559;0.000000;0.029238;-11.39633;0.000000;0.004983;0.000000;0.001087;0.000000;0.002188;-0.051861;
-4.358;-0.2400;0.021711;0.004158;0.017553;0.000000;0.026731;-11.05451;0.000000;0.004977;0.000000;0.001087;0.000000;0.002098;-0.050978;
-4.269;-0.2300;0.021493;0.003945;0.017548;0.000000;0.024224;-10.70139;0.000000;0.004972;0.000000;0.001087;0.000000;0.002011;-0.050095;
-4.179;-0.2200;0.021283;0.003740;0.017543;0.000000;0.021717;-10.33707;0.000000;0.004967;0.000000;0.001087;0.000000;0.001925;-0.049212;
-4.090;-0.2100;0.021081;0.003542;0.017539;0.000000;0.019210;-9.96166;0.000000;0.004963;0.000000;0.001087;0.000000;0.001840;-0.048328;
-4.000;-0.2000;0.020887;0.003351;0.017536;0.000000;0.016704;-9.57530;0.000000;0.004960;0.000000;0.001087;0.000000;0.001758;-0.047444;
