# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_approach_design_600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-21.819;-0.5000;0.108069;-0.026780;-4.626663;6.000000;
-21.709;-0.4900;0.107230;-0.029033;-4.569596;6.000000;
-21.598;-0.4800;0.106402;-0.031287;-4.511209;6.000000;
-21.487;-0.4700;0.105583;-0.033540;-4.451488;6.000000;
-21.377;-0.4600;0.104774;-0.035794;-4.390418;6.000000;
-21.266;-0.4500;0.103974;-0.038047;-4.327986;6.000000;
-21.156;-0.4400;0.103185;-0.040300;-4.264177;6.000000;
-21.045;-0.4300;0.102406;-0.042554;-4.198978;6.000000;
-20.935;-0.4200;0.101636;-0.044807;-4.132377;6.000000;
-20.824;-0.4100;0.100877;-0.047060;-4.064360;6.000000;
-20.714;-0.4000;0.100127;-0.049314;-3.994916;6.000000;
-20.603;-0.3900;0.099388;-0.051567;-3.924034;6.000000;
-20.493;-0.3800;0.098658;-0.053821;-3.851702;6.000000;
-20.382;-0.3700;0.097938;-0.056074;-3.777910;6.000000;
-20.271;-0.3600;0.097228;-0.058327;-3.702648;6.000000;
-20.161;-0.3500;0.096528;-0.060581;-3.625906;6.000000;
-20.050;-0.3400;0.095837;-0.062834;-3.547676;6.000000;
-19.940;-0.3300;0.095157;-0.065087;-3.467951;6.000000;
-19.829;-0.3200;0.094487;-0.067341;-3.386722;6.000000;
-19.719;-0.3100;0.093826;-0.069594;-3.303984;6.000000;
-19.608;-0.3000;0.093176;-0.071848;-3.219730;6.000000;
-19.498;-0.2900;0.092535;-0.074101;-3.133956;6.000000;
-19.387;-0.2800;0.091904;-0.076354;-3.046657;6.000000;
-19.277;-0.2700;0.091283;-0.078608;-2.957831;6.000000;
-19.166;-0.2600;0.090672;-0.080861;-2.867475;6.000000;
-19.056;-0.2500;0.090071;-0.083114;-2.775588;6.000000;
-18.945;-0.2400;0.089480;-0.085368;-2.682170;6.000000;
-18.834;-0.2300;0.088899;-0.087621;-2.587220;6.000000;
-18.724;-0.2200;0.088327;-0.089875;-2.490741;6.000000;
-18.613;-0.2100;0.087766;-0.092128;-2.392736;6.000000;
-18.503;-0.2000;0.087214;-0.094381;-2.293209;6.000000;
-18.392;-0.1900;0.086672;-0.096635;-2.192164;6.000000;
-18.282;-0.1800;0.086141;-0.098888;-2.089607;6.000000;
-18.171;-0.1700;0.085619;-0.101141;-1.985547;6.000000;
-18.061;-0.1600;0.085107;-0.103395;-1.879992;6.000000;
-17.950;-0.1500;0.084605;-0.105648;-1.772952;6.000000;
-17.840;-0.1400;0.084112;-0.107902;-1.664438;6.000000;
-17.729;-0.1300;0.083630;-0.110155;-1.554462;6.000000;
-17.618;-0.1200;0.083158;-0.112408;-1.443038;6.000000;
-17.508;-0.1100;0.082695;-0.114662;-1.330183;6.000000;
-17.397;-0.1000;0.082243;-0.116915;-1.215911;6.000000;
-17.287;-0.0900;0.081800;-0.119168;-1.100242;6.000000;
-17.176;-0.0800;0.081367;-0.121422;-0.983194;6.000000;
-17.066;-0.0700;0.080945;-0.123675;-0.864789;6.000000;
-16.955;-0.0600;0.080532;-0.125929;-0.745049;6.000000;
-16.845;-0.0500;0.080129;-0.128182;-0.623997;6.000000;
-16.734;-0.0400;0.079735;-0.130435;-0.501659;6.000000;
-16.624;-0.0300;0.079352;-0.132689;-0.378061;6.000000;
-16.513;-0.0200;0.078979;-0.134942;-0.253232;6.000000;
-16.403;-0.0100;0.078615;-0.137195;-0.127201;6.000000;
-16.292;0.0000;0.078262;-0.139449;0.000000;6.000000;
-16.181;0.0100;0.077918;-0.141702;0.128340;6.000000;
-16.071;0.0200;0.077585;-0.143956;0.257783;6.000000;
-15.960;0.0300;0.077261;-0.146209;0.388295;6.000000;
-15.850;0.0400;0.076947;-0.148462;0.519839;6.000000;
-15.739;0.0500;0.076643;-0.150716;0.652377;6.000000;
-15.629;0.0600;0.076349;-0.152969;0.785868;6.000000;
-15.518;0.0700;0.076064;-0.155222;0.920272;6.000000;
-15.408;0.0800;0.075790;-0.157476;1.055546;6.000000;
-15.297;0.0900;0.075526;-0.159729;1.191646;6.000000;
-15.187;0.1000;0.075271;-0.161983;1.328528;6.000000;
-15.076;0.1100;0.075027;-0.164236;1.466145;6.000000;
-14.965;0.1200;0.074792;-0.166489;1.604450;6.000000;
-14.855;0.1300;0.074567;-0.168743;1.743395;6.000000;
-14.744;0.1400;0.074352;-0.170996;1.882928;6.000000;
-14.634;0.1500;0.074147;-0.173249;2.023000;6.000000;
-14.523;0.1600;0.073952;-0.175503;2.163560;6.000000;
-14.413;0.1700;0.073767;-0.177756;2.304553;6.000000;
-14.302;0.1800;0.073592;-0.180010;2.445927;6.000000;
-14.192;0.1900;0.073426;-0.182263;2.587627;6.000000;
-14.081;0.2000;0.073271;-0.184516;2.729597;6.000000;
-13.971;0.2100;0.073125;-0.186770;2.871783;6.000000;
-13.860;0.2200;0.072990;-0.189023;3.014127;6.000000;
-13.749;0.2300;0.072864;-0.191276;3.156571;6.000000;
-13.639;0.2400;0.072748;-0.193530;3.299060;6.000000;
-13.528;0.2500;0.072642;-0.195783;3.441533;6.000000;
-13.418;0.2600;0.072546;-0.198037;3.583934;6.000000;
-13.307;0.2700;0.072460;-0.200290;3.726203;6.000000;
-13.197;0.2800;0.072384;-0.202543;3.868281;6.000000;
-13.086;0.2900;0.072317;-0.204797;4.010110;6.000000;
-12.976;0.3000;0.072261;-0.207050;4.151631;6.000000;
-12.865;0.3100;0.072214;-0.209303;4.292784;6.000000;
-12.755;0.3200;0.072178;-0.211557;4.433510;6.000000;
-12.644;0.3300;0.072151;-0.213810;4.573752;6.000000;
-12.534;0.3400;0.072134;-0.216064;4.713450;6.000000;
-12.423;0.3500;0.072127;-0.218317;4.852548;6.000000;
-12.312;0.3600;0.072130;-0.220570;4.990987;6.000000;
-12.202;0.3700;0.072143;-0.222824;5.128710;6.000000;
-12.091;0.3800;0.072166;-0.225077;5.265662;6.000000;
-11.981;0.3900;0.072198;-0.227330;5.401786;6.000000;
-11.870;0.4000;0.072241;-0.229584;5.537028;6.000000;
-11.760;0.4100;0.072293;-0.231837;5.671334;6.000000;
-11.649;0.4200;0.072356;-0.234091;5.804650;6.000000;
-11.539;0.4300;0.072428;-0.236344;5.936925;6.000000;
-11.428;0.4400;0.072510;-0.238597;6.068107;6.000000;
-11.318;0.4500;0.072602;-0.240851;6.198147;6.000000;
-11.207;0.4600;0.072704;-0.243104;6.326995;6.000000;
-11.096;0.4700;0.072816;-0.245357;6.454605;6.000000;
-10.986;0.4800;0.072938;-0.247611;6.580929;6.000000;
-10.875;0.4900;0.073070;-0.249864;6.705923;6.000000;
-10.765;0.5000;0.073211;-0.252118;6.829543;6.000000;
-10.654;0.5100;0.073363;-0.254371;6.951748;6.000000;
-10.544;0.5200;0.073524;-0.256624;7.072496;6.000000;
-10.433;0.5300;0.073696;-0.258878;7.191749;6.000000;
-10.323;0.5400;0.073877;-0.261131;7.309468;6.000000;
-10.212;0.5500;0.074068;-0.263384;7.425619;6.000000;
-10.102;0.5600;0.074269;-0.265638;7.540166;6.000000;
-9.991;0.5700;0.074480;-0.267891;7.653077;6.000000;
-9.881;0.5800;0.074701;-0.270145;7.764321;6.000000;
-9.770;0.5900;0.074931;-0.272398;7.873869;6.000000;
-9.659;0.6000;0.075172;-0.274651;7.981692;6.000000;
-9.549;0.6100;0.075423;-0.276905;8.087765;6.000000;
-9.438;0.6200;0.075683;-0.279158;8.192064;6.000000;
-9.328;0.6300;0.075953;-0.281411;8.294566;6.000000;
-9.217;0.6400;0.076234;-0.283665;8.395250;6.000000;
-9.107;0.6500;0.076524;-0.285918;8.494097;6.000000;
-8.996;0.6600;0.076824;-0.288172;8.591090;6.000000;
-8.886;0.6700;0.077134;-0.290425;8.686213;6.000000;
-8.775;0.6800;0.077454;-0.292678;8.779452;6.000000;
-8.665;0.6900;0.077783;-0.294932;8.870795;6.000000;
-8.554;0.7000;0.078123;-0.297185;8.960230;6.000000;
-8.443;0.7100;0.078473;-0.299438;9.047749;6.000000;
-8.333;0.7200;0.078832;-0.301692;9.133345;6.000000;
-8.222;0.7300;0.079201;-0.303945;9.217011;6.000000;
-8.112;0.7400;0.079581;-0.306199;9.298742;6.000000;
-8.001;0.7500;0.079970;-0.308452;9.378537;6.000000;
-7.891;0.7600;0.080369;-0.310705;9.456394;6.000000;
-7.780;0.7700;0.080778;-0.312959;9.532313;6.000000;
-7.670;0.7800;0.081197;-0.315212;9.606295;6.000000;
-7.559;0.7900;0.081626;-0.317465;9.678343;6.000000;
-7.449;0.8000;0.082064;-0.319719;9.748462;6.000000;
-7.338;0.8100;0.082513;-0.321972;9.816657;6.000000;
-7.228;0.8200;0.082971;-0.324226;9.882935;6.000000;
-7.117;0.8300;0.083440;-0.326479;9.947304;6.000000;
-7.006;0.8400;0.083918;-0.328732;10.009772;6.000000;
