# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M063_design_-600_plot.csv
# Clean Polar
# Mach Number 0.630000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.877;-0.4000;0.033396;0.015417;0.017979;0.000000;0.517257;-11.97748;-6.000000;0.005222;0.000000;0.001100;0.000000;0.012706;-0.161142;
-4.785;-0.3900;0.032987;0.015033;0.017954;0.000000;0.514685;-11.82286;-6.000000;0.005197;0.000000;0.001100;0.000000;0.012480;-0.160272;
-4.693;-0.3800;0.032587;0.014656;0.017931;0.000000;0.512114;-11.66099;-6.000000;0.005174;0.000000;0.001100;0.000000;0.012257;-0.159402;
-4.601;-0.3700;0.032197;0.014287;0.017910;0.000000;0.509543;-11.49178;-6.000000;0.005153;0.000000;0.001100;0.000000;0.012035;-0.158533;
-4.509;-0.3600;0.031816;0.013925;0.017891;0.000000;0.506971;-11.31514;-6.000000;0.005133;0.000000;0.001100;0.000000;0.011815;-0.157663;
-4.417;-0.3500;0.031444;0.013571;0.017873;0.000000;0.504400;-11.13098;-6.000000;0.005116;0.000000;0.001100;0.000000;0.011596;-0.156793;
-4.325;-0.3400;0.031081;0.013225;0.017856;0.000000;0.501829;-10.93922;-6.000000;0.005099;0.000000;0.001100;0.000000;0.011379;-0.155923;
-4.233;-0.3300;0.030727;0.012886;0.017841;0.000000;0.499258;-10.73980;-6.000000;0.005084;0.000000;0.001100;0.000000;0.011164;-0.155054;
-4.140;-0.3200;0.030382;0.012554;0.017828;0.000000;0.496686;-10.53264;-6.000000;0.005070;0.000000;0.001100;0.000000;0.010951;-0.154184;
-4.048;-0.3100;0.030045;0.012230;0.017815;0.000000;0.494115;-10.31770;-6.000000;0.005058;0.000000;0.001100;0.000000;0.010739;-0.153314;
-3.956;-0.3000;0.029718;0.011914;0.017804;0.000000;0.491544;-10.09491;-6.000000;0.005047;0.000000;0.001100;0.000000;0.010526;-0.152432;
-3.864;-0.2900;0.029399;0.011606;0.017793;0.000000;0.488972;-9.86425;-6.000000;0.005036;0.000000;0.001100;0.000000;0.010312;-0.151540;
-3.772;-0.2800;0.029089;0.011305;0.017784;0.000000;0.486401;-9.62569;-6.000000;0.005027;0.000000;0.001100;0.000000;0.010101;-0.150647;
-3.680;-0.2700;0.028787;0.011011;0.017776;0.000000;0.483830;-9.37919;-6.000000;0.005019;0.000000;0.001100;0.000000;0.009891;-0.149755;
-3.588;-0.2600;0.028494;0.010726;0.017768;0.000000;0.481259;-9.12476;-6.000000;0.005011;0.000000;0.001100;0.000000;0.009682;-0.148863;
-3.496;-0.2500;0.028209;0.010447;0.017762;0.000000;0.478687;-8.86239;-6.000000;0.005005;0.000000;0.001100;0.000000;0.009476;-0.147971;
-3.403;-0.2400;0.027933;0.010177;0.017756;0.000000;0.476116;-8.59211;-6.000000;0.004999;0.000000;0.001100;0.000000;0.009271;-0.147079;
-3.311;-0.2300;0.027664;0.009914;0.017751;0.000000;0.473545;-8.31392;-6.000000;0.004993;0.000000;0.001100;0.000000;0.009068;-0.146187;
-3.219;-0.2200;0.027405;0.009658;0.017746;0.000000;0.470973;-8.02786;-6.000000;0.004989;0.000000;0.001100;0.000000;0.008867;-0.145294;
-3.127;-0.2100;0.027153;0.009411;0.017742;0.000000;0.468402;-7.73400;-6.000000;0.004985;0.000000;0.001100;0.000000;0.008668;-0.144402;
-3.035;-0.2000;0.026909;0.009171;0.017739;0.000000;0.465831;-7.43239;-6.000000;0.004982;0.000000;0.001100;0.000000;0.008470;-0.143510;
-2.943;-0.1900;0.026674;0.008938;0.017736;0.000000;0.463259;-7.12310;-6.000000;0.004979;0.000000;0.001100;0.000000;0.008274;-0.142618;
-2.851;-0.1800;0.026446;0.008713;0.017733;0.000000;0.460688;-6.80623;-6.000000;0.004976;0.000000;0.001100;0.000000;0.008080;-0.141726;
-2.759;-0.1700;0.026227;0.008496;0.017731;0.000000;0.458117;-6.48188;-6.000000;0.004974;0.000000;0.001100;0.000000;0.007888;-0.140834;
-2.667;-0.1600;0.026016;0.008286;0.017729;0.000000;0.455546;-6.15017;-6.000000;0.004972;0.000000;0.001100;0.000000;0.007698;-0.139941;
-2.574;-0.1500;0.025812;0.008084;0.017728;0.000000;0.452974;-5.81124;-6.000000;0.004971;0.000000;0.001100;0.000000;0.007509;-0.139049;
-2.482;-0.1400;0.025616;0.007890;0.017726;0.000000;0.450403;-5.46524;-6.000000;0.004969;0.000000;0.001100;0.000000;0.007322;-0.138157;
-2.390;-0.1300;0.025429;0.007703;0.017726;0.000000;0.447832;-5.11233;-6.000000;0.004968;0.000000;0.001100;0.000000;0.007137;-0.137265;
-2.298;-0.1200;0.025249;0.007524;0.017725;0.000000;0.445260;-4.75269;-6.000000;0.004968;0.000000;0.001100;0.000000;0.006954;-0.136373;
-2.206;-0.1100;0.025077;0.007353;0.017724;0.000000;0.442689;-4.38653;-6.000000;0.004967;0.000000;0.001100;0.000000;0.006773;-0.135481;
-2.114;-0.1000;0.024913;0.007189;0.017724;0.000000;0.440118;-4.01405;-6.000000;0.004967;0.000000;0.001100;0.000000;0.006593;-0.134588;
-2.022;-0.0900;0.024756;0.007033;0.017723;0.000000;0.437547;-3.63548;-6.000000;0.004966;0.000000;0.001100;0.000000;0.006415;-0.133696;
-1.930;-0.0800;0.024607;0.006884;0.017723;0.000000;0.434975;-3.25108;-6.000000;0.004966;0.000000;0.001100;0.000000;0.006236;-0.132787;
-1.838;-0.0700;0.024466;0.006743;0.017723;0.000000;0.432404;-2.86107;-6.000000;0.004966;0.000000;0.001100;0.000000;0.006058;-0.131875;
-1.745;-0.0600;0.024335;0.006612;0.017723;0.000000;0.429833;-2.46561;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005881;-0.130963;
-1.653;-0.0500;0.024210;0.006488;0.017723;0.000000;0.427261;-2.06522;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005707;-0.130051;
-1.561;-0.0400;0.024094;0.006371;0.017723;0.000000;0.424690;-1.66020;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005535;-0.129139;
-1.469;-0.0300;0.023984;0.006261;0.017723;0.000000;0.422119;-1.25083;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005364;-0.128227;
-1.377;-0.0200;0.023882;0.006159;0.017723;0.000000;0.419547;-0.83745;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005195;-0.127316;
-1.285;-0.0100;0.023787;0.006065;0.017723;0.000000;0.416976;-0.42039;-6.000000;0.004966;0.000000;0.001100;0.000000;0.005028;-0.126404;
-1.193;0.0000;0.023700;0.005977;0.017723;0.000000;0.414405;0.00000;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004863;-0.125492;
-1.101;0.0100;0.023620;0.005898;0.017723;0.000000;0.411834;0.42337;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004700;-0.124580;
-1.009;0.0200;0.023548;0.005825;0.017723;0.000000;0.409262;0.84933;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004539;-0.123668;
-0.916;0.0300;0.023483;0.005761;0.017723;0.000000;0.406691;1.27750;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004379;-0.122756;
-0.824;0.0400;0.023426;0.005704;0.017723;0.000000;0.404120;1.70748;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004222;-0.121844;
-0.732;0.0500;0.023377;0.005654;0.017723;0.000000;0.401548;2.13886;-6.000000;0.004966;0.000000;0.001100;0.000000;0.004066;-0.120932;
-0.640;0.0600;0.023335;0.005612;0.017723;0.000000;0.398977;2.57123;-6.000000;0.004966;0.000000;0.001100;0.000000;0.003912;-0.120020;
-0.548;0.0700;0.023301;0.005578;0.017723;0.000000;0.396406;3.00414;-6.000000;0.004966;0.000000;0.001100;0.000000;0.003760;-0.119108;
-0.456;0.0800;0.023275;0.005552;0.017723;0.000000;0.393835;3.43718;-6.000000;0.004966;0.000000;0.001100;0.000000;0.003610;-0.118196;
-0.364;0.0900;0.023256;0.005533;0.017723;0.000000;0.391263;3.86989;-6.000000;0.004966;0.000000;0.001100;0.000000;0.003462;-0.117284;
-0.272;0.1000;0.023246;0.005522;0.017724;0.000000;0.388692;4.30183;-6.000000;0.004967;0.000000;0.001100;0.000000;0.003316;-0.116372;
-0.180;0.1100;0.023243;0.005519;0.017724;0.000000;0.386121;4.73256;-6.000000;0.004967;0.000000;0.001100;0.000000;0.003171;-0.115460;
-0.087;0.1200;0.023249;0.005524;0.017725;0.000000;0.383549;5.16160;-6.000000;0.004968;0.000000;0.001100;0.000000;0.003029;-0.114548;
0.005;0.1300;0.023262;0.005536;0.017726;0.000000;0.380978;5.58852;-6.000000;0.004968;0.000000;0.001100;0.000000;0.002888;-0.113635;
0.097;0.1400;0.023283;0.005557;0.017726;0.000000;0.378407;6.01285;-6.000000;0.004969;0.000000;0.001100;0.000000;0.002746;-0.112706;
0.189;0.1500;0.023313;0.005585;0.017728;0.000000;0.375835;6.43415;-6.000000;0.004971;0.000000;0.001100;0.000000;0.002607;-0.111777;
0.281;0.1600;0.023351;0.005622;0.017729;0.000000;0.373264;6.85196;-6.000000;0.004972;0.000000;0.001100;0.000000;0.002469;-0.110847;
0.373;0.1700;0.023397;0.005666;0.017731;0.000000;0.370693;7.26584;-6.000000;0.004974;0.000000;0.001100;0.000000;0.002333;-0.109918;
0.465;0.1800;0.023452;0.005719;0.017733;0.000000;0.368122;7.67535;-6.000000;0.004976;0.000000;0.001100;0.000000;0.002200;-0.108989;
0.557;0.1900;0.023515;0.005779;0.017736;0.000000;0.365550;8.08006;-6.000000;0.004979;0.000000;0.001100;0.000000;0.002068;-0.108060;
0.649;0.2000;0.023586;0.005848;0.017739;0.000000;0.362979;8.47953;-6.000000;0.004982;0.000000;0.001100;0.000000;0.001938;-0.107131;
0.742;0.2100;0.023666;0.005924;0.017742;0.000000;0.360408;8.87337;-6.000000;0.004985;0.000000;0.001100;0.000000;0.001810;-0.106202;
0.834;0.2200;0.023755;0.006009;0.017746;0.000000;0.357836;9.26117;-6.000000;0.004989;0.000000;0.001100;0.000000;0.001684;-0.105273;
0.926;0.2300;0.023853;0.006102;0.017751;0.000000;0.355265;9.64253;-6.000000;0.004993;0.000000;0.001100;0.000000;0.001560;-0.104344;
1.018;0.2400;0.023959;0.006203;0.017756;0.000000;0.352694;10.01709;-6.000000;0.004999;0.000000;0.001100;0.000000;0.001438;-0.103414;
1.110;0.2500;0.024074;0.006313;0.017762;0.000000;0.350123;10.38447;-6.000000;0.005005;0.000000;0.001100;0.000000;0.001318;-0.102485;
1.202;0.2600;0.024199;0.006430;0.017768;0.000000;0.347551;10.74435;-6.000000;0.005011;0.000000;0.001100;0.000000;0.001200;-0.101556;
1.294;0.2700;0.024332;0.006556;0.017776;0.000000;0.344980;11.09639;-6.000000;0.005019;0.000000;0.001100;0.000000;0.001083;-0.100627;
1.386;0.2800;0.024475;0.006691;0.017784;0.000000;0.342409;11.44027;-6.000000;0.005027;0.000000;0.001100;0.000000;0.000969;-0.099698;
1.478;0.2900;0.024627;0.006834;0.017793;0.000000;0.339837;11.77572;-6.000000;0.005036;0.000000;0.001100;0.000000;0.000857;-0.098769;
1.571;0.3000;0.024788;0.006985;0.017804;0.000000;0.337266;12.10245;-6.000000;0.005047;0.000000;0.001100;0.000000;0.000746;-0.097840;
1.663;0.3100;0.024959;0.007144;0.017815;0.000000;0.334695;12.42022;-6.000000;0.005058;0.000000;0.001100;0.000000;0.000638;-0.096911;
1.755;0.3200;0.025140;0.007312;0.017828;0.000000;0.332123;12.72880;-6.000000;0.005070;0.000000;0.001100;0.000000;0.000531;-0.095981;
1.847;0.3300;0.025330;0.007489;0.017841;0.000000;0.329552;13.02797;-6.000000;0.005084;0.000000;0.001100;0.000000;0.000427;-0.095052;
1.939;0.3400;0.025530;0.007674;0.017856;0.000000;0.326981;13.31755;-6.000000;0.005099;0.000000;0.001100;0.000000;0.000324;-0.094123;
2.031;0.3500;0.025740;0.007868;0.017873;0.000000;0.324410;13.59736;-6.000000;0.005116;0.000000;0.001100;0.000000;0.000223;-0.093190;
2.123;0.3600;0.025960;0.008070;0.017891;0.000000;0.321838;13.86728;-6.000000;0.005133;0.000000;0.001100;0.000000;0.000122;-0.092246;
2.215;0.3700;0.026191;0.008281;0.017910;0.000000;0.319267;14.12716;-6.000000;0.005153;0.000000;0.001100;0.000000;0.000024;-0.091302;
2.307;0.3800;0.026431;0.008500;0.017931;0.000000;0.316696;14.37691;-6.000000;0.005174;0.000000;0.001100;0.000000;-0.000072;-0.090359;
2.400;0.3900;0.026682;0.008728;0.017954;0.000000;0.314124;14.61644;-6.000000;0.005197;0.000000;0.001100;0.000000;-0.000167;-0.089415;
2.492;0.4000;0.026944;0.008965;0.017979;0.000000;0.311553;14.84570;-6.000000;0.005222;0.000000;0.001100;0.000000;-0.000259;-0.088471;
2.584;0.4100;0.027216;0.009211;0.018005;0.000000;0.308982;15.06465;-6.000000;0.005248;0.000000;0.001100;0.000000;-0.000349;-0.087528;
2.676;0.4200;0.027499;0.009465;0.018034;0.000000;0.306410;15.27326;-6.000000;0.005277;0.000000;0.001100;0.000000;-0.000438;-0.086584;
2.768;0.4300;0.027793;0.009728;0.018065;0.000000;0.303839;15.47153;-6.000000;0.005307;0.000000;0.001100;0.000000;-0.000524;-0.085640;
2.860;0.4400;0.028098;0.010001;0.018097;0.000000;0.301268;15.65949;-6.000000;0.005340;0.000000;0.001100;0.000000;-0.000608;-0.084697;
2.952;0.4500;0.028414;0.010281;0.018133;0.000000;0.298697;15.83717;-6.000000;0.005376;0.000000;0.001100;0.000000;-0.000691;-0.083753;
