# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_takeoff_landing_gear_retracted_design_000_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-17.203;-0.5000;0.043214;0.296808;-11.570428;0.000000;
-17.092;-0.4900;0.042432;0.294558;-11.547819;0.000000;
-16.982;-0.4800;0.041661;0.292308;-11.521588;0.000000;
-16.871;-0.4700;0.040900;0.290058;-11.491548;0.000000;
-16.761;-0.4600;0.040148;0.287807;-11.457505;0.000000;
-16.651;-0.4500;0.039407;0.285557;-11.419257;0.000000;
-16.540;-0.4400;0.038676;0.283307;-11.376592;0.000000;
-16.430;-0.4300;0.037955;0.281057;-11.329287;0.000000;
-16.319;-0.4200;0.037244;0.278807;-11.277112;0.000000;
-16.209;-0.4100;0.036542;0.276557;-11.219826;0.000000;
-16.098;-0.4000;0.035851;0.274306;-11.157176;0.000000;
-15.988;-0.3900;0.035170;0.272056;-11.088899;0.000000;
-15.878;-0.3800;0.034499;0.269806;-11.014724;0.000000;
-15.767;-0.3700;0.033838;0.267556;-10.934363;0.000000;
-15.657;-0.3600;0.033187;0.265306;-10.847521;0.000000;
-15.546;-0.3500;0.032546;0.263056;-10.753888;0.000000;
-15.436;-0.3400;0.031915;0.260806;-10.653145;0.000000;
-15.326;-0.3300;0.031295;0.258555;-10.544958;0.000000;
-15.215;-0.3200;0.030684;0.256305;-10.428981;0.000000;
-15.105;-0.3100;0.030083;0.254055;-10.304855;0.000000;
-14.994;-0.3000;0.029492;0.251805;-10.172210;0.000000;
-14.884;-0.2900;0.028911;0.249555;-10.030661;0.000000;
-14.773;-0.2800;0.028341;0.247305;-9.879810;0.000000;
-14.663;-0.2700;0.027780;0.245054;-9.719248;0.000000;
-14.553;-0.2600;0.027229;0.242804;-9.548553;0.000000;
-14.442;-0.2500;0.026689;0.240554;-9.367290;0.000000;
-14.332;-0.2400;0.026158;0.238304;-9.175012;0.000000;
-14.221;-0.2300;0.025637;0.236054;-8.971260;0.000000;
-14.111;-0.2200;0.025127;0.233804;-8.755566;0.000000;
-14.001;-0.2100;0.024626;0.231553;-8.527450;0.000000;
-13.890;-0.2000;0.024136;0.229303;-8.286424;0.000000;
-13.780;-0.1900;0.023655;0.227053;-8.031992;0.000000;
-13.669;-0.1800;0.023185;0.224803;-7.763650;0.000000;
-13.559;-0.1700;0.022725;0.222553;-7.480889;0.000000;
-13.448;-0.1600;0.022274;0.220303;-7.183198;0.000000;
-13.338;-0.1500;0.021834;0.218053;-6.870063;0.000000;
-13.228;-0.1400;0.021404;0.215802;-6.540971;0.000000;
-13.117;-0.1300;0.020983;0.213552;-6.195412;0.000000;
-13.007;-0.1200;0.020573;0.211302;-5.832883;0.000000;
-12.896;-0.1100;0.020173;0.209052;-5.452888;0.000000;
-12.786;-0.1000;0.019783;0.206802;-5.054946;0.000000;
-12.676;-0.0900;0.019402;0.204552;-4.638591;0.000000;
-12.565;-0.0800;0.019032;0.202301;-4.203378;0.000000;
-12.455;-0.0700;0.018672;0.200051;-3.748886;0.000000;
-12.344;-0.0600;0.018322;0.197801;-3.274726;0.000000;
-12.234;-0.0500;0.017982;0.195551;-2.780543;0.000000;
-12.123;-0.0400;0.017652;0.193301;-2.266021;0.000000;
-12.013;-0.0300;0.017332;0.191051;-1.730892;0.000000;
-11.903;-0.0200;0.017022;0.188800;-1.174939;0.000000;
-11.792;-0.0100;0.016722;0.186550;-0.598006;0.000000;
-11.682;0.0000;0.016432;0.184300;0.000000;0.000000;
-11.571;0.0100;0.016152;0.182050;0.619100;0.000000;
