# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M020_design_600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-5.377;-0.2000;0.019300;0.002247;0.017054;0.000000;-0.364381;-10.36258;6.000000;0.004193;0.000000;0.000931;0.000000;-0.000698;0.036184;
-5.267;-0.1900;0.019149;0.002104;0.017046;0.000000;-0.366635;-9.92194;6.000000;0.004185;0.000000;0.000931;0.000000;-0.000687;0.037224;
-5.156;-0.1800;0.019007;0.001968;0.017038;0.000000;-0.368888;-9.47025;6.000000;0.004178;0.000000;0.000931;0.000000;-0.000674;0.038265;
-5.046;-0.1700;0.018872;0.001841;0.017031;0.000000;-0.371141;-9.00783;6.000000;0.004171;0.000000;0.000931;0.000000;-0.000658;0.039305;
-4.935;-0.1600;0.018746;0.001721;0.017025;0.000000;-0.373395;-8.53506;6.000000;0.004164;0.000000;0.000931;0.000000;-0.000640;0.040345;
-4.825;-0.1500;0.018628;0.001609;0.017019;0.000000;-0.375648;-8.05235;6.000000;0.004158;0.000000;0.000931;0.000000;-0.000620;0.041386;
-4.714;-0.1400;0.018518;0.001505;0.017013;0.000000;-0.377902;-7.56015;6.000000;0.004152;0.000000;0.000931;0.000000;-0.000597;0.042426;
-4.604;-0.1300;0.018416;0.001409;0.017007;0.000000;-0.380155;-7.05893;6.000000;0.004147;0.000000;0.000931;0.000000;-0.000571;0.043466;
-4.493;-0.1200;0.018323;0.001320;0.017002;0.000000;-0.382408;-6.54922;6.000000;0.004142;0.000000;0.000931;0.000000;-0.000544;0.044507;
-4.382;-0.1100;0.018237;0.001240;0.016998;0.000000;-0.384662;-6.03156;6.000000;0.004137;0.000000;0.000931;0.000000;-0.000513;0.045547;
-4.272;-0.1000;0.018160;0.001167;0.016994;0.000000;-0.386915;-5.50656;6.000000;0.004133;0.000000;0.000931;0.000000;-0.000481;0.046587;
-4.161;-0.0900;0.018091;0.001101;0.016990;0.000000;-0.389168;-4.97482;6.000000;0.004129;0.000000;0.000931;0.000000;-0.000446;0.047628;
-4.051;-0.0800;0.018030;0.001044;0.016986;0.000000;-0.391422;-4.43699;6.000000;0.004126;0.000000;0.000931;0.000000;-0.000408;0.048668;
-3.940;-0.0700;0.017978;0.000994;0.016983;0.000000;-0.393675;-3.89374;6.000000;0.004123;0.000000;0.000931;0.000000;-0.000368;0.049705;
-3.830;-0.0600;0.017933;0.000952;0.016981;0.000000;-0.395929;-3.34577;6.000000;0.004120;0.000000;0.000931;0.000000;-0.000326;0.050741;
-3.719;-0.0500;0.017897;0.000918;0.016979;0.000000;-0.398182;-2.79379;6.000000;0.004118;0.000000;0.000931;0.000000;-0.000282;0.051777;
-3.609;-0.0400;0.017869;0.000892;0.016977;0.000000;-0.400435;-2.23854;6.000000;0.004116;0.000000;0.000931;0.000000;-0.000235;0.052813;
-3.498;-0.0300;0.017849;0.000873;0.016975;0.000000;-0.402689;-1.68078;6.000000;0.004115;0.000000;0.000931;0.000000;-0.000185;0.053850;
-3.388;-0.0200;0.017837;0.000863;0.016974;0.000000;-0.404942;-1.12125;6.000000;0.004114;0.000000;0.000931;0.000000;-0.000133;0.054886;
-3.277;-0.0100;0.017834;0.000860;0.016974;0.000000;-0.407195;-0.56073;6.000000;0.004113;0.000000;0.000931;0.000000;-0.000079;0.055922;
-3.167;0.0000;0.017839;0.000865;0.016974;0.000000;-0.409449;0.00000;6.000000;0.004113;0.000000;0.000931;0.000000;-0.000023;0.056958;
-3.056;0.0100;0.017852;0.000878;0.016974;0.000000;-0.411702;0.56018;6.000000;0.004113;0.000000;0.000931;0.000000;0.000037;0.057994;
-2.945;0.0200;0.017873;0.000898;0.016974;0.000000;-0.413956;1.11902;6.000000;0.004114;0.000000;0.000931;0.000000;0.000098;0.059030;
-2.835;0.0300;0.017902;0.000927;0.016975;0.000000;-0.416209;1.67577;6.000000;0.004115;0.000000;0.000931;0.000000;0.000162;0.060067;
-2.724;0.0400;0.017940;0.000963;0.016977;0.000000;-0.418462;2.22967;6.000000;0.004116;0.000000;0.000931;0.000000;0.000228;0.061103;
-2.614;0.0500;0.017986;0.001007;0.016979;0.000000;-0.420716;2.77998;6.000000;0.004118;0.000000;0.000931;0.000000;0.000297;0.062139;
-2.503;0.0600;0.018040;0.001059;0.016981;0.000000;-0.422969;3.32596;6.000000;0.004120;0.000000;0.000931;0.000000;0.000368;0.063175;
-2.393;0.0700;0.018102;0.001119;0.016983;0.000000;-0.425222;3.86692;6.000000;0.004123;0.000000;0.000931;0.000000;0.000442;0.064211;
-2.282;0.0800;0.018175;0.001189;0.016986;0.000000;-0.427476;4.40155;6.000000;0.004126;0.000000;0.000931;0.000000;0.000518;0.065248;
