# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M068_design_600_plot.csv
# Clean Polar
# Mach Number 0.680000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-5.005;-0.2000;0.020021;0.002491;0.017530;0.000000;-0.439420;-9.98930;6.000000;0.004960;0.000000;0.001082;0.000000;-0.000879;0.051157;
-4.915;-0.1900;0.019881;0.002353;0.017527;0.000000;-0.441956;-9.55702;6.000000;0.004957;0.000000;0.001082;0.000000;-0.000852;0.052083;
-4.826;-0.1800;0.019748;0.002223;0.017525;0.000000;-0.444492;-9.11488;6.000000;0.004954;0.000000;0.001082;0.000000;-0.000824;0.053009;
-4.736;-0.1700;0.019623;0.002100;0.017523;0.000000;-0.447028;-8.66323;6.000000;0.004952;0.000000;0.001082;0.000000;-0.000793;0.053934;
-4.646;-0.1600;0.019506;0.001985;0.017521;0.000000;-0.449563;-8.20248;6.000000;0.004950;0.000000;0.001082;0.000000;-0.000760;0.054860;
-4.557;-0.1500;0.019397;0.001878;0.017519;0.000000;-0.452099;-7.73302;6.000000;0.004949;0.000000;0.001082;0.000000;-0.000726;0.055786;
-4.467;-0.1400;0.019296;0.001778;0.017518;0.000000;-0.454635;-7.25530;6.000000;0.004948;0.000000;0.001082;0.000000;-0.000689;0.056712;
-4.378;-0.1300;0.019203;0.001686;0.017517;0.000000;-0.457171;-6.76980;6.000000;0.004947;0.000000;0.001082;0.000000;-0.000650;0.057637;
-4.288;-0.1200;0.019117;0.001601;0.017516;0.000000;-0.459707;-6.27699;6.000000;0.004946;0.000000;0.001082;0.000000;-0.000609;0.058563;
-4.199;-0.1100;0.019040;0.001524;0.017516;0.000000;-0.462243;-5.77740;6.000000;0.004945;0.000000;0.001082;0.000000;-0.000566;0.059489;
-4.109;-0.1000;0.018970;0.001454;0.017515;0.000000;-0.464779;-5.27156;6.000000;0.004945;0.000000;0.001082;0.000000;-0.000521;0.060415;
-4.019;-0.0900;0.018907;0.001392;0.017515;0.000000;-0.467315;-4.76003;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000474;0.061341;
-3.930;-0.0800;0.018853;0.001338;0.017515;0.000000;-0.469850;-4.24339;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000424;0.062263;
-3.840;-0.0700;0.018806;0.001291;0.017515;0.000000;-0.472386;-3.72223;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000373;0.063186;
-3.751;-0.0600;0.018767;0.001252;0.017515;0.000000;-0.474922;-3.19715;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000320;0.064109;
-3.661;-0.0500;0.018735;0.001221;0.017514;0.000000;-0.477458;-2.66879;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000265;0.065032;
-3.572;-0.0400;0.018711;0.001197;0.017514;0.000000;-0.479994;-2.13776;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000207;0.065954;
-3.482;-0.0300;0.018695;0.001180;0.017514;0.000000;-0.482530;-1.60472;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000148;0.066877;
-3.392;-0.0200;0.018686;0.001172;0.017514;0.000000;-0.485066;-1.07031;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000086;0.067800;
-3.303;-0.0100;0.018685;0.001171;0.017514;0.000000;-0.487602;-0.53519;6.000000;0.004944;0.000000;0.001082;0.000000;-0.000023;0.068723;
-3.213;0.0000;0.018692;0.001177;0.017514;0.000000;-0.490138;0.00000;6.000000;0.004944;0.000000;0.001082;0.000000;0.000043;0.069646;
-3.124;0.0100;0.018706;0.001191;0.017514;0.000000;-0.492673;0.53460;6.000000;0.004944;0.000000;0.001082;0.000000;0.000110;0.070568;
-3.034;0.0200;0.018727;0.001213;0.017514;0.000000;-0.495209;1.06795;6.000000;0.004944;0.000000;0.001082;0.000000;0.000180;0.071491;
-2.945;0.0300;0.018757;0.001242;0.017514;0.000000;-0.497745;1.59941;6.000000;0.004944;0.000000;0.001082;0.000000;0.000252;0.072414;
-2.855;0.0400;0.018794;0.001280;0.017514;0.000000;-0.500281;2.12835;6.000000;0.004944;0.000000;0.001082;0.000000;0.000326;0.073337;
-2.765;0.0500;0.018839;0.001324;0.017514;0.000000;-0.502817;2.65412;6.000000;0.004944;0.000000;0.001082;0.000000;0.000402;0.074259;
-2.676;0.0600;0.018891;0.001376;0.017515;0.000000;-0.505353;3.17612;6.000000;0.004944;0.000000;0.001082;0.000000;0.000480;0.075182;
-2.586;0.0700;0.018951;0.001436;0.017515;0.000000;-0.507889;3.69373;6.000000;0.004944;0.000000;0.001082;0.000000;0.000560;0.076105;
-2.497;0.0800;0.019019;0.001504;0.017515;0.000000;-0.510425;4.20638;6.000000;0.004944;0.000000;0.001082;0.000000;0.000642;0.077028;
-2.407;0.0900;0.019094;0.001579;0.017515;0.000000;-0.512960;4.71348;6.000000;0.004944;0.000000;0.001082;0.000000;0.000726;0.077950;
-2.318;0.1000;0.019177;0.001662;0.017515;0.000000;-0.515496;5.21448;6.000000;0.004945;0.000000;0.001082;0.000000;0.000812;0.078873;
-2.228;0.1100;0.019268;0.001752;0.017516;0.000000;-0.518032;5.70885;6.000000;0.004945;0.000000;0.001082;0.000000;0.000900;0.079796;
-2.138;0.1200;0.019367;0.001851;0.017516;0.000000;-0.520568;6.19608;6.000000;0.004946;0.000000;0.001082;0.000000;0.000991;0.080719;
-2.049;0.1300;0.019474;0.001956;0.017517;0.000000;-0.523104;6.67569;6.000000;0.004947;0.000000;0.001082;0.000000;0.001083;0.081642;
-1.959;0.1400;0.019588;0.002070;0.017518;0.000000;-0.525640;7.14721;6.000000;0.004948;0.000000;0.001082;0.000000;0.001177;0.082562;
-1.870;0.1500;0.019710;0.002191;0.017519;0.000000;-0.528176;7.61020;6.000000;0.004949;0.000000;0.001082;0.000000;0.001273;0.083479;
-1.780;0.1600;0.019841;0.002320;0.017521;0.000000;-0.530712;8.06426;6.000000;0.004950;0.000000;0.001082;0.000000;0.001371;0.084396;
-1.691;0.1700;0.019980;0.002457;0.017523;0.000000;-0.533247;8.50846;6.000000;0.004952;0.000000;0.001082;0.000000;0.001471;0.085313;
-1.601;0.1800;0.020128;0.002603;0.017525;0.000000;-0.535783;8.94291;6.000000;0.004954;0.000000;0.001082;0.000000;0.001573;0.086230;
-1.511;0.1900;0.020283;0.002756;0.017527;0.000000;-0.538319;9.36745;6.000000;0.004957;0.000000;0.001082;0.000000;0.001677;0.087147;
