# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M083_design_600_plot.csv
# Clean Polar
# Mach Number 0.830000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.828;-0.2000;0.019706;0.002632;0.016962;0.000113;-0.489688;-10.14909;6.000000;0.004878;0.000000;0.001066;0.000113;-0.000961;0.060648;
-4.749;-0.1900;0.019573;0.002500;0.016959;0.000114;-0.492358;-9.70721;6.000000;0.004876;0.000000;0.001066;0.000114;-0.000927;0.061519;
-4.669;-0.1800;0.019448;0.002377;0.016956;0.000115;-0.495028;-9.25561;6.000000;0.004873;0.000000;0.001066;0.000115;-0.000890;0.062390;
-4.589;-0.1700;0.019330;0.002260;0.016954;0.000116;-0.497697;-8.79466;6.000000;0.004871;0.000000;0.001066;0.000116;-0.000852;0.063261;
-4.510;-0.1600;0.019220;0.002151;0.016952;0.000117;-0.500367;-8.32475;6.000000;0.004869;0.000000;0.001066;0.000117;-0.000812;0.064133;
-4.430;-0.1500;0.019117;0.002049;0.016951;0.000118;-0.503037;-7.84631;6.000000;0.004868;0.000000;0.001066;0.000118;-0.000770;0.065004;
-4.350;-0.1400;0.019022;0.001954;0.016949;0.000119;-0.505707;-7.35978;6.000000;0.004866;0.000000;0.001066;0.000119;-0.000726;0.065875;
-4.271;-0.1300;0.018935;0.001866;0.016948;0.000120;-0.508376;-6.86564;6.000000;0.004865;0.000000;0.001066;0.000120;-0.000680;0.066746;
-4.191;-0.1200;0.018855;0.001786;0.016948;0.000121;-0.511046;-6.36438;6.000000;0.004865;0.000000;0.001066;0.000121;-0.000633;0.067618;
-4.111;-0.1100;0.018782;0.001713;0.016947;0.000122;-0.513716;-5.85653;6.000000;0.004864;0.000000;0.001066;0.000122;-0.000583;0.068489;
-4.032;-0.1000;0.018717;0.001648;0.016947;0.000123;-0.516386;-5.34261;6.000000;0.004863;0.000000;0.001066;0.000123;-0.000532;0.069360;
-3.952;-0.0900;0.018660;0.001589;0.016946;0.000124;-0.519055;-4.82320;6.000000;0.004863;0.000000;0.001066;0.000124;-0.000479;0.070229;
-3.873;-0.0800;0.018610;0.001538;0.016946;0.000125;-0.521725;-4.29886;6.000000;0.004863;0.000000;0.001066;0.000125;-0.000424;0.071098;
