# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_climb_design_600_plot.csv
# Clean Polar
# Mach Number 0.200000
AoA; C_L; C_Dtotal; C_M; L/D; i_stab;
-16.441;-0.5000;0.034186;-0.116780;-14.625759;6.000000;
-16.331;-0.4900;0.033546;-0.119033;-14.607004;6.000000;
-16.220;-0.4800;0.032915;-0.121287;-14.583129;6.000000;
-16.110;-0.4700;0.032294;-0.123540;-14.553858;6.000000;
-15.999;-0.4600;0.031683;-0.125794;-14.518900;6.000000;
-15.889;-0.4500;0.031082;-0.128047;-14.477952;6.000000;
-15.778;-0.4400;0.030491;-0.130300;-14.430701;6.000000;
-15.668;-0.4300;0.029909;-0.132554;-14.376820;6.000000;
-15.557;-0.4200;0.029338;-0.134807;-14.315970;6.000000;
-15.447;-0.4100;0.028776;-0.137060;-14.247797;6.000000;
-15.336;-0.4000;0.028225;-0.139314;-14.171937;6.000000;
-15.226;-0.3900;0.027683;-0.141567;-14.088011;6.000000;
-15.115;-0.3800;0.027151;-0.143821;-13.995629;6.000000;
-15.004;-0.3700;0.026629;-0.146074;-13.894388;6.000000;
-14.894;-0.3600;0.026117;-0.148327;-13.783870;6.000000;
-14.783;-0.3500;0.025615;-0.150581;-13.663649;6.000000;
-14.673;-0.3400;0.025123;-0.152834;-13.533284;6.000000;
-14.562;-0.3300;0.024641;-0.155087;-13.392325;6.000000;
-14.452;-0.3200;0.024169;-0.157341;-13.240311;6.000000;
-14.341;-0.3100;0.023706;-0.159594;-13.076772;6.000000;
-14.231;-0.3000;0.023254;-0.161848;-12.901229;6.000000;
-14.120;-0.2900;0.022811;-0.164101;-12.713196;6.000000;
-14.010;-0.2800;0.022378;-0.166354;-12.512182;6.000000;
-13.899;-0.2700;0.021955;-0.168608;-12.297691;6.000000;
-13.788;-0.2600;0.021542;-0.170861;-12.069224;6.000000;
-13.678;-0.2500;0.021139;-0.173114;-11.826285;6.000000;
-13.567;-0.2400;0.020746;-0.175368;-11.568378;6.000000;
-13.457;-0.2300;0.020363;-0.177621;-11.295012;6.000000;
-13.346;-0.2200;0.019990;-0.179875;-11.005704;6.000000;
-13.236;-0.2100;0.019626;-0.182128;-10.699982;6.000000;
-13.125;-0.2000;0.019273;-0.184381;-10.377389;6.000000;
-13.015;-0.1900;0.018929;-0.186635;-10.037485;6.000000;
-12.904;-0.1800;0.018595;-0.188888;-9.679856;6.000000;
-12.794;-0.1700;0.018271;-0.191141;-9.304109;6.000000;
-12.683;-0.1600;0.017958;-0.193395;-8.909888;6.000000;
-12.573;-0.1500;0.017654;-0.195648;-8.496870;6.000000;
-12.462;-0.1400;0.017359;-0.197902;-8.064774;6.000000;
-12.351;-0.1300;0.017075;-0.200155;-7.613366;6.000000;
-12.241;-0.1200;0.016801;-0.202408;-7.142464;6.000000;
-12.130;-0.1100;0.016537;-0.204662;-6.651944;6.000000;
-12.020;-0.1000;0.016282;-0.206915;-6.141746;6.000000;
-11.909;-0.0900;0.016037;-0.209168;-5.611877;6.000000;
-11.799;-0.0800;0.015803;-0.211422;-5.062421;6.000000;
-11.688;-0.0700;0.015578;-0.213675;-4.493539;6.000000;
-11.578;-0.0600;0.015363;-0.215929;-3.905480;6.000000;
-11.467;-0.0500;0.015158;-0.218182;-3.298580;6.000000;
-11.357;-0.0400;0.014963;-0.220435;-2.673270;6.000000;
-11.246;-0.0300;0.014778;-0.222689;-2.030077;6.000000;
-11.135;-0.0200;0.014602;-0.224942;-1.369630;6.000000;
-11.025;-0.0100;0.014437;-0.227195;-0.692660;6.000000;
-10.914;0.0000;0.014282;-0.229449;0.000000;6.000000;
-10.804;0.0100;0.014136;-0.231702;0.707411;6.000000;
-10.693;0.0200;0.014000;-0.233956;1.428532;6.000000;
-10.583;0.0300;0.013875;-0.236209;2.162222;6.000000;
-10.472;0.0400;0.013759;-0.238462;2.907241;6.000000;
-10.362;0.0500;0.013653;-0.240716;3.662256;6.000000;
-10.251;0.0600;0.013557;-0.242969;4.425848;6.000000;
-10.141;0.0700;0.013471;-0.245222;5.196515;6.000000;
-10.030;0.0800;0.013394;-0.247476;5.972684;6.000000;
-9.920;0.0900;0.013328;-0.249729;6.752721;6.000000;
-9.809;0.1000;0.013272;-0.251983;7.534937;6.000000;
-9.698;0.1100;0.013225;-0.254236;8.317603;6.000000;
-9.588;0.1200;0.013188;-0.256489;9.098961;6.000000;
-9.477;0.1300;0.013162;-0.258743;9.877235;6.000000;
