# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/systems_design_design_mission_power_ATA-29_plot.csv
# (1) MissionsStep; (2) BleedAir [kg/s]; (3) Electric [W]; (4) Hydraulic [W]; (5) Altitude [ft]; (6) Mach [-]; (7) Heat load [W]
1; 0;1476.88;0;0;0.24188;443.063;
2; 0;1476.54;0;228.6;0.24517;442.962;
3; 0;1475.32;0;685.8;0.251873;442.596;
4; 0;1969.88;0;914.4;0.295077;590.965;
5; 0;3041.37;0;914.4;0.366648;912.411;
6; 0;3585.2;0;1981.2;0.425349;1075.56;
7; 0;4282.16;0;3048;0.496658;1284.65;
8; 0;4789.69;0;6553.2;0.650523;1436.91;
9; 0;4671.8;0;10058.4;0.77;1401.54;
10; 0;4864.41;0;10058.4;0.78;1459.32;
11; 0;4836.09;0;10363.2;0.78;1450.83;
12; 0;4803.83;0;10668;0.78;1441.15;
13; 0;4982.02;0;6858;0.660523;1494.61;
14; 0;4282.16;0;3048;0.496658;1284.65;
15; 0;3585.2;0;1981.2;0.425349;1075.56;
16; 0;2536.26;0;914.4;0.334821;760.879;
17; 0;1664.14;0;914.4;0.271213;499.242;
18; 0;1352.77;0;914.4;0.244527;405.83;
19; 0;1074.14;0;685.8;0.214917;322.243;
20; 0;1035.32;0;457.2;0.208112;310.596;
21; 0;997.183;0;381;0.203315;299.155;
22; 0;997.497;0;160.02;0.200686;299.249;
23; 0;249.582;0;7.62;0.0994874;74.8746;
