# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M050_design_-600_plot.csv
# Clean Polar
# Mach Number 0.500000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-5.095;-0.4000;0.031426;0.014792;0.016634;0.000000;0.491688;-12.72839;-6.000000;0.004696;0.000000;0.000989;0.000000;0.011954;-0.154986;
-4.996;-0.3900;0.031022;0.014404;0.016618;0.000000;0.489194;-12.57171;-6.000000;0.004680;0.000000;0.000989;0.000000;0.011731;-0.154083;
-4.898;-0.3800;0.030626;0.014023;0.016603;0.000000;0.486701;-12.40762;-6.000000;0.004665;0.000000;0.000989;0.000000;0.011509;-0.153181;
-4.799;-0.3700;0.030239;0.013651;0.016588;0.000000;0.484207;-12.23597;-6.000000;0.004650;0.000000;0.000989;0.000000;0.011290;-0.152279;
-4.701;-0.3600;0.029859;0.013286;0.016573;0.000000;0.481713;-12.05659;-6.000000;0.004635;0.000000;0.000989;0.000000;0.011072;-0.151376;
-4.602;-0.3500;0.029488;0.012929;0.016559;0.000000;0.479220;-11.86935;-6.000000;0.004621;0.000000;0.000989;0.000000;0.010856;-0.150474;
-4.504;-0.3400;0.029124;0.012579;0.016545;0.000000;0.476726;-11.67408;-6.000000;0.004607;0.000000;0.000989;0.000000;0.010642;-0.149572;
-4.405;-0.3300;0.028769;0.012237;0.016532;0.000000;0.474232;-11.47066;-6.000000;0.004594;0.000000;0.000989;0.000000;0.010429;-0.148669;
-4.307;-0.3200;0.028422;0.011903;0.016519;0.000000;0.471739;-11.25895;-6.000000;0.004581;0.000000;0.000989;0.000000;0.010219;-0.147767;
-4.208;-0.3100;0.028083;0.011576;0.016506;0.000000;0.469245;-11.03881;-6.000000;0.004568;0.000000;0.000989;0.000000;0.010010;-0.146864;
-4.109;-0.3000;0.027752;0.011258;0.016494;0.000000;0.466751;-10.81014;-6.000000;0.004556;0.000000;0.000989;0.000000;0.009803;-0.145962;
-4.011;-0.2900;0.027429;0.010947;0.016482;0.000000;0.464257;-10.57283;-6.000000;0.004544;0.000000;0.000989;0.000000;0.009598;-0.145060;
-3.912;-0.2800;0.027114;0.010643;0.016471;0.000000;0.461764;-10.32677;-6.000000;0.004533;0.000000;0.000989;0.000000;0.009389;-0.144134;
-3.814;-0.2700;0.026807;0.010347;0.016460;0.000000;0.459270;-10.07189;-6.000000;0.004522;0.000000;0.000989;0.000000;0.009182;-0.143208;
-3.715;-0.2600;0.026509;0.010059;0.016449;0.000000;0.456776;-9.80811;-6.000000;0.004511;0.000000;0.000989;0.000000;0.008977;-0.142283;
-3.617;-0.2500;0.026218;0.009779;0.016439;0.000000;0.454283;-9.53537;-6.000000;0.004501;0.000000;0.000989;0.000000;0.008774;-0.141357;
-3.518;-0.2400;0.025936;0.009507;0.016429;0.000000;0.451789;-9.25363;-6.000000;0.004491;0.000000;0.000989;0.000000;0.008573;-0.140432;
-3.419;-0.2300;0.025662;0.009242;0.016420;0.000000;0.449295;-8.96284;-6.000000;0.004482;0.000000;0.000989;0.000000;0.008374;-0.139506;
-3.321;-0.2200;0.025395;0.008984;0.016411;0.000000;0.446802;-8.66300;-6.000000;0.004473;0.000000;0.000989;0.000000;0.008177;-0.138581;
-3.222;-0.2100;0.025137;0.008735;0.016402;0.000000;0.444308;-8.35412;-6.000000;0.004464;0.000000;0.000989;0.000000;0.007981;-0.137655;
-3.124;-0.2000;0.024887;0.008493;0.016394;0.000000;0.441814;-8.03620;-6.000000;0.004456;0.000000;0.000989;0.000000;0.007788;-0.136730;
-3.025;-0.1900;0.024646;0.008259;0.016386;0.000000;0.439321;-7.70928;-6.000000;0.004448;0.000000;0.000989;0.000000;0.007596;-0.135804;
-2.927;-0.1800;0.024412;0.008033;0.016379;0.000000;0.436827;-7.37344;-6.000000;0.004441;0.000000;0.000989;0.000000;0.007407;-0.134879;
-2.828;-0.1700;0.024186;0.007815;0.016372;0.000000;0.434333;-7.02874;-6.000000;0.004434;0.000000;0.000989;0.000000;0.007219;-0.133953;
-2.730;-0.1600;0.023969;0.007604;0.016365;0.000000;0.431839;-6.67528;-6.000000;0.004427;0.000000;0.000989;0.000000;0.007033;-0.133028;
-2.631;-0.1500;0.023760;0.007401;0.016359;0.000000;0.429346;-6.31319;-6.000000;0.004421;0.000000;0.000989;0.000000;0.006849;-0.132102;
-2.532;-0.1400;0.023559;0.007205;0.016353;0.000000;0.426852;-5.94262;-6.000000;0.004415;0.000000;0.000989;0.000000;0.006667;-0.131177;
-2.434;-0.1300;0.023366;0.007018;0.016348;0.000000;0.424358;-5.56372;-6.000000;0.004410;0.000000;0.000989;0.000000;0.006486;-0.130251;
-2.335;-0.1200;0.023181;0.006838;0.016343;0.000000;0.421865;-5.17669;-6.000000;0.004405;0.000000;0.000989;0.000000;0.006308;-0.129326;
-2.237;-0.1100;0.023004;0.006666;0.016338;0.000000;0.419371;-4.78174;-6.000000;0.004400;0.000000;0.000989;0.000000;0.006131;-0.128400;
-2.138;-0.1000;0.022836;0.006502;0.016334;0.000000;0.416877;-4.37912;-6.000000;0.004396;0.000000;0.000989;0.000000;0.005957;-0.127475;
-2.040;-0.0900;0.022676;0.006346;0.016330;0.000000;0.414384;-3.96890;-6.000000;0.004392;0.000000;0.000989;0.000000;0.005784;-0.126549;
-1.941;-0.0800;0.022526;0.006199;0.016327;0.000000;0.411890;-3.55145;-6.000000;0.004389;0.000000;0.000989;0.000000;0.005610;-0.125609;
-1.843;-0.0700;0.022383;0.006060;0.016324;0.000000;0.409396;-3.12731;-6.000000;0.004386;0.000000;0.000989;0.000000;0.005438;-0.124663;
-1.744;-0.0600;0.022249;0.005927;0.016321;0.000000;0.406902;-2.69678;-6.000000;0.004383;0.000000;0.000989;0.000000;0.005267;-0.123717;
-1.645;-0.0500;0.022122;0.005803;0.016319;0.000000;0.404409;-2.26021;-6.000000;0.004381;0.000000;0.000989;0.000000;0.005098;-0.122771;
-1.547;-0.0400;0.022003;0.005685;0.016317;0.000000;0.401915;-1.81795;-6.000000;0.004379;0.000000;0.000989;0.000000;0.004932;-0.121825;
-1.448;-0.0300;0.021892;0.005576;0.016316;0.000000;0.399421;-1.37039;-6.000000;0.004378;0.000000;0.000989;0.000000;0.004767;-0.120879;
-1.350;-0.0200;0.021788;0.005474;0.016315;0.000000;0.396928;-0.91792;-6.000000;0.004377;0.000000;0.000989;0.000000;0.004604;-0.119933;
-1.251;-0.0100;0.021693;0.005379;0.016314;0.000000;0.394434;-0.46097;-6.000000;0.004376;0.000000;0.000989;0.000000;0.004443;-0.118987;
-1.153;0.0000;0.021606;0.005292;0.016314;0.000000;0.391940;0.00000;-6.000000;0.004376;0.000000;0.000989;0.000000;0.004284;-0.118041;
-1.054;0.0100;0.021527;0.005212;0.016314;0.000000;0.389447;0.46454;-6.000000;0.004376;0.000000;0.000989;0.000000;0.004128;-0.117095;
-0.955;0.0200;0.021456;0.005141;0.016315;0.000000;0.386953;0.93216;-6.000000;0.004377;0.000000;0.000989;0.000000;0.003973;-0.116149;
-0.857;0.0300;0.021393;0.005077;0.016316;0.000000;0.384459;1.40236;-6.000000;0.004378;0.000000;0.000989;0.000000;0.003820;-0.115203;
-0.758;0.0400;0.021338;0.005020;0.016317;0.000000;0.381966;1.87462;-6.000000;0.004379;0.000000;0.000989;0.000000;0.003669;-0.114257;
-0.660;0.0500;0.021291;0.004972;0.016319;0.000000;0.379472;2.34841;-6.000000;0.004381;0.000000;0.000989;0.000000;0.003520;-0.113311;
-0.561;0.0600;0.021252;0.004931;0.016321;0.000000;0.376978;2.82320;-6.000000;0.004383;0.000000;0.000989;0.000000;0.003373;-0.112365;
-0.463;0.0700;0.021222;0.004898;0.016324;0.000000;0.374484;3.29843;-6.000000;0.004386;0.000000;0.000989;0.000000;0.003228;-0.111418;
-0.364;0.0800;0.021200;0.004873;0.016327;0.000000;0.371991;3.77355;-6.000000;0.004389;0.000000;0.000989;0.000000;0.003085;-0.110472;
-0.266;0.0900;0.021187;0.004856;0.016330;0.000000;0.369497;4.24799;-6.000000;0.004392;0.000000;0.000989;0.000000;0.002944;-0.109526;
-0.167;0.1000;0.021181;0.004847;0.016334;0.000000;0.367003;4.72118;-6.000000;0.004396;0.000000;0.000989;0.000000;0.002804;-0.108580;
-0.068;0.1100;0.021184;0.004846;0.016338;0.000000;0.364510;5.19255;-6.000000;0.004400;0.000000;0.000989;0.000000;0.002667;-0.107634;
0.030;0.1200;0.021196;0.004853;0.016343;0.000000;0.362016;5.66154;-6.000000;0.004405;0.000000;0.000989;0.000000;0.002531;-0.106682;
