# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/mission_analysis_study_mission_SAR.csv
# Diagram about specific air range
# Ma-Number [-]; Altitude [FL]; AC mass [kg]; SAR [m/kg];
0.76; 405; 56.2521; 497.077; 
0.76; 260; 57.5306; 411.468; 
0.76; 265; 57.5306; 417.779; 
0.76; 270; 57.5306; 424.069; 
0.76; 275; 57.5306; 430.401; 
0.76; 280; 57.5306; 436.7; 
0.76; 285; 57.5306; 442.899; 
0.76; 290; 57.5306; 449.106; 
0.76; 295; 57.5306; 455.314; 
0.76; 300; 57.5306; 461.345; 
0.76; 305; 57.5306; 467.334; 
0.76; 310; 57.5306; 473.281; 
0.76; 315; 57.5306; 479.009; 
0.76; 320; 57.5306; 484.568; 
0.76; 325; 57.5306; 490.014; 
0.76; 330; 57.5306; 495.254; 
0.76; 335; 57.5306; 500.147; 
0.76; 340; 57.5306; 504.504; 
0.76; 345; 57.5306; 508.485; 
0.76; 350; 57.5306; 511.469; 
0.76; 355; 57.5306; 513.515; 
0.76; 360; 57.5306; 514.976; 
0.76; 365; 57.5306; 515.243; 
0.76; 370; 57.5306; 514.637; 
0.76; 375; 57.5306; 513.272; 
0.76; 380; 57.5306; 511.052; 
0.76; 385; 57.5306; 507.854; 
0.76; 390; 57.5306; 502.852; 
0.76; 395; 57.5306; 495.431; 
0.76; 400; 57.5306; 487.009; 
0.76; 405; 57.5306; 477.314; 
0.76; 260; 58.809; 408.661; 
0.76; 265; 58.809; 414.813; 
0.76; 270; 58.809; 420.938; 
0.76; 275; 58.809; 427.063; 
0.76; 280; 58.809; 433.175; 
0.76; 285; 58.809; 439.179; 
0.76; 290; 58.809; 445.176; 
0.76; 295; 58.809; 451.153; 
0.76; 300; 58.809; 456.937; 
0.76; 305; 58.809; 462.651; 
0.76; 310; 58.809; 468.286; 
0.76; 315; 58.809; 473.715; 
0.76; 320; 58.809; 478.972; 
0.76; 325; 58.809; 484.096; 
0.76; 330; 58.809; 488.965; 
0.76; 335; 58.809; 493.18; 
0.76; 340; 58.809; 497.065; 
0.76; 345; 58.809; 500.176; 
0.76; 350; 58.809; 502.169; 
0.76; 355; 58.809; 503.599; 
0.76; 360; 58.809; 504.398; 
0.76; 365; 58.809; 503.956; 
0.76; 370; 58.809; 502.679; 
0.76; 375; 58.809; 500.618; 
0.76; 380; 58.809; 497.538; 
0.76; 385; 58.809; 492.857; 
0.76; 390; 58.809; 485.744; 
0.76; 395; 58.809; 477.51; 
0.76; 400; 58.809; 468.172; 
0.76; 405; 58.809; 457.657; 
0.76; 260; 60.0875; 405.842; 
0.76; 265; 60.0875; 411.83; 
0.76; 270; 60.0875; 417.751; 
0.76; 275; 60.0875; 423.691; 
0.76; 280; 60.0875; 429.608; 
0.76; 285; 60.0875; 435.404; 
0.76; 290; 60.0875; 441.179; 
0.76; 295; 60.0875; 446.921; 
0.76; 300; 60.0875; 452.444; 
0.76; 305; 60.0875; 457.888; 
0.76; 310; 60.0875; 463.251; 
0.76; 315; 60.0875; 468.393; 
0.76; 320; 60.0875; 473.346; 
0.76; 325; 60.0875; 478.122; 
0.76; 330; 60.0875; 482.353; 
0.76; 335; 60.0875; 486.14; 
0.76; 340; 60.0875; 489.241; 
0.76; 345; 60.0875; 491.351; 
0.76; 350; 60.0875; 492.761; 
0.76; 355; 60.0875; 493.573; 
0.76; 360; 60.0875; 493.647; 
0.76; 365; 60.0875; 492.549; 
0.76; 370; 60.0875; 490.6; 
0.76; 375; 60.0875; 487.724; 
0.76; 380; 60.0875; 483.362; 
0.76; 385; 60.0875; 476.596; 
0.76; 390; 60.0875; 468.602; 
0.76; 395; 60.0875; 459.583; 
0.76; 400; 60.0875; 449.34; 
0.76; 405; 60.0875; 433.297; 
0.76; 260; 61.366; 402.991; 
0.76; 265; 61.366; 408.788; 
0.76; 270; 61.366; 414.535; 
0.76; 275; 61.366; 420.291; 
0.76; 280; 61.366; 426.012; 
0.76; 285; 61.366; 431.6; 
0.76; 290; 61.366; 437.143; 
0.76; 295; 61.366; 442.635; 
0.76; 300; 61.366; 447.912; 
0.76; 305; 61.366; 453.098; 
0.76; 310; 61.366; 458.189; 
0.76; 315; 61.366; 463.044; 
0.76; 320; 61.366; 467.67; 
0.76; 325; 61.366; 471.861; 
0.76; 330; 61.366; 475.69; 
0.76; 335; 61.366; 478.783; 
0.76; 340; 61.366; 480.871; 
0.76; 345; 61.366; 482.423; 
0.76; 350; 61.366; 483.248; 
0.76; 355; 61.366; 483.43; 
0.76; 360; 61.366; 482.78; 
0.76; 365; 61.366; 481.024; 
0.76; 370; 61.366; 478.377; 
0.76; 375; 61.366; 474.398; 
0.76; 380; 61.366; 467.87; 
0.76; 385; 61.366; 460.203; 
0.76; 390; 61.366; 451.508; 
0.76; 395; 61.366; 441.543; 
0.76; 400; 61.366; 426.707; 
0.76; 405; 61.366; 409.217; 
0.76; 260; 62.6444; 400.089; 
0.76; 265; 62.6444; 405.723; 
0.76; 270; 62.6444; 411.296; 
0.76; 275; 62.6444; 416.867; 
0.76; 280; 62.6444; 422.387; 
0.76; 285; 62.6444; 427.747; 
0.76; 290; 62.6444; 433.063; 
0.76; 295; 62.6444; 438.321; 
0.76; 300; 62.6444; 443.354; 
0.76; 305; 62.6444; 448.284; 
0.76; 310; 62.6444; 453.101; 
0.76; 315; 62.6444; 457.649; 
0.76; 320; 62.6444; 461.747; 
0.76; 325; 62.6444; 465.531; 
0.76; 330; 62.6444; 468.784; 
0.76; 335; 62.6444; 470.845; 
0.76; 340; 62.6444; 472.404; 
0.76; 345; 62.6444; 473.394; 
0.76; 350; 62.6444; 473.627; 
0.76; 355; 62.6444; 473.127; 
0.76; 360; 62.6444; 471.798; 
0.76; 365; 62.6444; 469.383; 
0.76; 370; 62.6444; 465.94; 
0.76; 375; 62.6444; 459.584; 
0.76; 380; 62.6444; 452.26; 
0.76; 385; 62.6444; 443.843; 
0.76; 390; 62.6444; 434.306; 
0.76; 395; 62.6444; 420.46; 
0.76; 400; 62.6444; 403.549; 
0.76; 405; 62.6444; 385.868; 
0.76; 260; 63.9229; 397.166; 
0.76; 265; 63.9229; 402.635; 
0.76; 270; 63.9229; 408.034; 
0.76; 275; 63.9229; 413.403; 
0.76; 280; 63.9229; 418.709; 
0.76; 285; 63.9229; 423.862; 
0.76; 290; 63.9229; 428.957; 
0.76; 295; 63.9229; 433.983; 
0.76; 300; 63.9229; 438.773; 
0.76; 305; 63.9229; 443.446; 
0.76; 310; 63.9229; 447.975; 
0.76; 315; 63.9229; 452.049; 
0.76; 320; 63.9229; 455.733; 
0.76; 325; 63.9229; 458.994; 
0.76; 330; 63.9229; 461.257; 
0.76; 335; 63.9229; 462.815; 
0.76; 340; 63.9229; 463.84; 
0.76; 345; 63.9229; 464.262; 
0.76; 350; 63.9229; 463.899; 
0.76; 355; 63.9229; 462.711; 
0.76; 360; 63.9229; 460.704; 
0.76; 365; 63.9229; 457.614; 
0.76; 370; 63.9229; 451.777; 
0.76; 375; 63.9229; 444.763; 
0.76; 380; 63.9229; 436.607; 
0.76; 385; 63.9229; 427.534; 
0.76; 390; 63.9229; 414.854; 
0.76; 395; 63.9229; 398.362; 
0.76; 400; 63.9229; 381.166; 
0.76; 405; 63.9229; -nan(ind); 
0.76; 260; 65.2013; 394.223; 
0.76; 265; 65.2013; 399.522; 
0.76; 270; 65.2013; 404.723; 
0.76; 275; 65.2013; 409.9; 
0.76; 280; 65.2013; 415.009; 
0.76; 285; 65.2013; 419.954; 
0.76; 290; 65.2013; 424.83; 
0.76; 295; 65.2013; 429.625; 
0.76; 300; 65.2013; 434.172; 
0.76; 305; 65.2013; 438.575; 
0.76; 310; 65.2013; 442.686; 
0.76; 315; 65.2013; 446.334; 
0.76; 320; 65.2013; 449.549; 
0.76; 325; 65.2013; 451.926; 
0.76; 330; 65.2013; 453.64; 
0.76; 335; 65.2013; 454.692; 
0.76; 340; 65.2013; 455.178; 
0.76; 345; 65.2013; 455.027; 
0.76; 350; 65.2013; 454.048; 
0.76; 355; 65.2013; 452.187; 
0.76; 360; 65.2013; 449.501; 
0.76; 365; 65.2013; 444.35; 
0.76; 370; 65.2013; 437.599; 
0.76; 375; 65.2013; 429.831; 
0.76; 380; 65.2013; 420.99; 
0.76; 385; 65.2013; 409.757; 
0.76; 390; 65.2013; 393.741; 
0.76; 395; 65.2013; 376.796; 
0.76; 400; 65.2013; -nan(ind); 
0.76; 405; 65.2013; -nan(ind); 
0.76; 260; 66.4798; 391.244; 
0.76; 265; 66.4798; 396.36; 
0.76; 270; 66.4798; 401.386; 
0.76; 275; 66.4798; 406.377; 
0.76; 280; 66.4798; 411.289; 
0.76; 285; 66.4798; 416.026; 
0.76; 290; 66.4798; 420.684; 
0.76; 295; 66.4798; 425.248; 
0.76; 300; 66.4798; 429.544; 
0.76; 305; 66.4798; 433.587; 
0.76; 310; 66.4798; 437.256; 
0.76; 315; 66.4798; 440.488; 
0.76; 320; 66.4798; 442.925; 
0.76; 325; 66.4798; 444.695; 
0.76; 330; 66.4798; 445.937; 
0.76; 335; 66.4798; 446.478; 
0.76; 340; 66.4798; 446.418; 
0.76; 345; 66.4798; 445.69; 
0.76; 350; 66.4798; 444.065; 
0.76; 355; 66.4798; 441.554; 
0.76; 360; 66.4798; 437.154; 
0.76; 365; 66.4798; 430.795; 
0.76; 370; 66.4798; 423.419; 
0.76; 375; 66.4798; 414.88; 
0.76; 380; 66.4798; 405.05; 
0.76; 385; 66.4798; 389.413; 
0.76; 390; 66.4798; 373.037; 
0.76; 395; 66.4798; -nan(ind); 
0.76; 400; 66.4798; -nan(ind); 
0.76; 405; 66.4798; -nan(ind); 
0.76; 260; 67.7582; 388.232; 
0.76; 265; 67.7582; 393.182; 
0.76; 270; 67.7582; 398.032; 
0.76; 275; 67.7582; 402.836; 
0.76; 280; 67.7582; 407.551; 
0.76; 285; 67.7582; 412.081; 
0.76; 290; 67.7582; 416.521; 
0.76; 295; 67.7582; 420.85; 
0.76; 300; 67.7582; 424.844; 
0.76; 305; 67.7582; 428.428; 
0.76; 310; 67.7582; 431.734; 
0.76; 315; 67.7582; 434.294; 
0.76; 320; 67.7582; 436.064; 
0.76; 325; 67.7582; 437.384; 
0.76; 330; 67.7582; 438.148; 
0.76; 335; 67.7582; 438.17; 
0.76; 340; 67.7582; 437.561; 
0.76; 345; 67.7582; 436.253; 
0.76; 350; 67.7582; 433.975; 
0.76; 355; 67.7582; 429.78; 
0.76; 360; 67.7582; 424.263; 
0.76; 365; 67.7582; 417.23; 
0.76; 370; 67.7582; 409.187; 
0.76; 375; 67.7582; 399.968; 
0.76; 380; 67.7582; 385.469; 
0.76; 385; 67.7582; 369.639; 
0.76; 390; 67.7582; 351.76; 
0.76; 395; 67.7582; -nan(ind); 
0.76; 400; 67.7582; -nan(ind); 
0.76; 405; 67.7582; -nan(ind); 
0.76; 260; 69.0367; 385.204; 
0.76; 265; 69.0367; 389.988; 
0.76; 270; 69.0367; 394.662; 
0.76; 275; 69.0367; 399.279; 
0.76; 280; 69.0367; 403.791; 
0.76; 285; 69.0367; 408.111; 
0.76; 290; 69.0367; 412.331; 
0.76; 295; 69.0367; 416.41; 
0.76; 300; 69.0367; 419.943; 
0.76; 305; 69.0367; 423.219; 
0.76; 310; 69.0367; 425.955; 
0.76; 315; 69.0367; 427.783; 
0.76; 320; 69.0367; 429.127; 
0.76; 325; 69.0367; 429.991; 
0.76; 330; 69.0367; 430.271; 
0.76; 335; 69.0367; 429.77; 
0.76; 340; 69.0367; 428.606; 
0.76; 345; 69.0367; 426.715; 
0.76; 350; 69.0367; 422.758; 
0.76; 355; 69.0367; 417.604; 
0.76; 360; 69.0367; 411.312; 
0.76; 365; 69.0367; 403.666; 
0.76; 370; 69.0367; 394.903; 
0.76; 375; 69.0367; 381.931; 
0.76; 380; 69.0367; 366.39; 
0.76; 385; 69.0367; 350.106; 
0.76; 390; 69.0367; -nan(ind); 
0.76; 395; 69.0367; -nan(ind); 
0.76; 400; 69.0367; -nan(ind); 
0.76; 405; 69.0367; -nan(ind); 
0.76; 260; 70.3152; 382.164; 
0.76; 265; 70.3152; 386.772; 
0.76; 270; 70.3152; 391.256; 
0.76; 275; 70.3152; 395.678; 
0.76; 280; 70.3152; 399.995; 
0.76; 285; 70.3152; 404.11; 
0.76; 290; 70.3152; 408.092; 
0.76; 295; 70.3152; 411.736; 
0.76; 300; 70.3152; 414.99; 
0.76; 305; 70.3152; 417.839; 
0.76; 310; 70.3152; 419.781; 
0.76; 315; 70.3152; 421.203; 
0.76; 320; 70.3152; 422.114; 
0.76; 325; 70.3152; 422.517; 
0.76; 330; 70.3152; 422.307; 
0.76; 335; 70.3152; 421.277; 
0.76; 340; 70.3152; 419.556; 
0.76; 345; 70.3152; 416.067; 
0.76; 350; 70.3152; 411.214; 
0.76; 355; 70.3152; 405.401; 
0.76; 360; 70.3152; 398.355; 
0.76; 365; 70.3152; 390.118; 
0.76; 370; 70.3152; 378.651; 
0.76; 375; 70.3152; 363.616; 
0.76; 380; 70.3152; 347.845; 
0.76; 385; 70.3152; -nan(ind); 
0.76; 390; 70.3152; -nan(ind); 
0.76; 395; 70.3152; -nan(ind); 
0.76; 400; 70.3152; -nan(ind); 
0.76; 405; 70.3152; -nan(ind); 
0.76; 260; 71.5936; 379.081; 
0.76; 265; 71.5936; 383.517; 
0.76; 270; 71.5936; 387.827; 
0.76; 275; 71.5936; 392.065; 
0.76; 280; 71.5936; 396.187; 
0.76; 285; 71.5936; 400.081; 
0.76; 290; 71.5936; 403.692; 
0.76; 295; 71.5936; 407.024; 
0.76; 300; 71.5936; 409.875; 
0.76; 305; 71.5936; 411.958; 
0.76; 310; 71.5936; 413.542; 
0.76; 315; 71.5936; 414.552; 
0.76; 320; 71.5936; 415.025; 
0.76; 325; 71.5936; 414.96; 
0.76; 330; 71.5936; 414.255; 
0.76; 335; 71.5936; 412.693; 
0.76; 340; 71.5936; 409.428; 
0.76; 345; 71.5936; 405.125; 
0.76; 350; 71.5936; 399.634; 
0.76; 355; 71.5936; 393.169; 
0.76; 360; 71.5936; 385.401; 
0.76; 365; 71.5936; 375.686; 
0.76; 370; 71.5936; 361.078; 
0.76; 375; 71.5936; 345.692; 
0.76; 380; 71.5936; -nan(ind); 
0.76; 385; 71.5936; -nan(ind); 
0.76; 390; 71.5936; -nan(ind); 
0.76; 395; 71.5936; -nan(ind); 
0.76; 400; 71.5936; -nan(ind); 
0.76; 405; 71.5936; -nan(ind); 
0.76; 260; 72.8721; 375.982; 
0.76; 265; 72.8721; 380.252; 
0.76; 270; 72.8721; 384.388; 
0.76; 275; 72.8721; 388.441; 
0.76; 280; 72.8721; 392.358; 
0.76; 285; 72.8721; 395.944; 
0.76; 290; 72.8721; 399.215; 
0.76; 295; 72.8721; 402.199; 
0.76; 300; 72.8721; 404.399; 
0.76; 305; 72.8721; 406.013; 
0.76; 310; 72.8721; 407.222; 
0.76; 315; 72.8721; 407.832; 
0.76; 320; 72.8721; 407.859; 
0.76; 325; 72.8721; 407.321; 
0.76; 330; 72.8721; 406.118; 
0.76; 335; 72.8721; 403.064; 
0.76; 340; 72.8721; 399.088; 
0.76; 345; 72.8721; 394.144; 
0.76; 350; 72.8721; 388.028; 
0.76; 355; 72.8721; 380.863; 
0.76; 360; 72.8721; 372.464; 
0.76; 365; 72.8721; 358.73; 
0.76; 370; 72.8721; 343.941; 
0.76; 375; 72.8721; 327.049; 
0.76; 380; 72.8721; -nan(ind); 
0.76; 385; 72.8721; -nan(ind); 
0.76; 390; 72.8721; -nan(ind); 
0.76; 395; 72.8721; -nan(ind); 
0.76; 400; 72.8721; -nan(ind); 
0.76; 405; 72.8721; -nan(ind); 
0.76; 260; 74.1505; 372.874; 
0.76; 265; 74.1505; 376.979; 
0.76; 270; 74.1505; 380.94; 
0.76; 275; 74.1505; 384.805; 
0.76; 280; 74.1505; 388.475; 
0.76; 285; 74.1505; 391.691; 
0.76; 290; 74.1505; 394.671; 
0.76; 295; 74.1505; 397.115; 
0.76; 300; 74.1505; 398.759; 
0.76; 305; 74.1505; 400.007; 
0.76; 310; 74.1505; 400.826; 
0.76; 315; 74.1505; 401.041; 
0.76; 320; 74.1505; 400.617; 
0.76; 325; 74.1505; 399.601; 
0.76; 330; 74.1505; 396.974; 
0.76; 335; 74.1505; 393.263; 
0.76; 340; 74.1505; 388.707; 
0.76; 345; 74.1505; 383.129; 
0.76; 350; 74.1505; 376.405; 
0.76; 355; 74.1505; 368.559; 
0.76; 360; 74.1505; 356.492; 
0.76; 365; 74.1505; 342.17; 
0.76; 370; 74.1505; 327.017; 
0.76; 375; 74.1505; -nan(ind); 
0.76; 380; 74.1505; -nan(ind); 
0.76; 385; 74.1505; -nan(ind); 
0.76; 390; 74.1505; -nan(ind); 
0.76; 395; 74.1505; -nan(ind); 
0.76; 400; 74.1505; -nan(ind); 
0.76; 405; 74.1505; -nan(ind); 
0.76; 260; 75.429; 369.753; 
0.76; 265; 75.429; 373.687; 
0.76; 270; 75.429; 377.469; 
0.76; 275; 75.429; 381.13; 
0.76; 280; 75.429; 384.424; 
0.76; 285; 75.429; 387.417; 
0.76; 290; 75.429; 389.969; 
0.76; 295; 75.429; 391.769; 
0.76; 300; 75.429; 393.065; 
0.76; 305; 75.429; 393.942; 
0.76; 310; 75.429; 394.363; 
0.76; 315; 75.429; 394.179; 
0.76; 320; 75.429; 393.299; 
0.76; 325; 75.429; 390.904; 
0.76; 330; 75.429; 387.69; 
0.76; 335; 75.429; 383.418; 
0.76; 340; 75.429; 378.288; 
0.76; 345; 75.429; 372.088; 
0.76; 350; 75.429; 364.773; 
0.76; 355; 75.429; 353.935; 
0.76; 360; 75.429; 340.66; 
0.76; 365; 75.429; 326.015; 
0.76; 370; 75.429; -nan(ind); 
0.76; 375; 75.429; -nan(ind); 
0.76; 380; 75.429; -nan(ind); 
0.76; 385; 75.429; -nan(ind); 
0.76; 390; 75.429; -nan(ind); 
0.76; 395; 75.429; -nan(ind); 
0.76; 400; 75.429; -nan(ind); 
0.76; 405; 75.429; -nan(ind); 
0.78; 260; 38.3537; 436.719; 
0.78; 265; 38.3537; 445.208; 
0.78; 270; 38.3537; 453.798; 
0.78; 275; 38.3537; 462.585; 
0.78; 280; 38.3537; 471.507; 
0.78; 285; 38.3537; 480.495; 
0.78; 290; 38.3537; 489.652; 
0.78; 295; 38.3537; 499.001; 
0.78; 300; 38.3537; 508.355; 
0.78; 305; 38.3537; 517.864; 
0.78; 310; 38.3537; 527.569; 
0.78; 315; 38.3537; 537.267; 
0.78; 320; 38.3537; 547.08; 
0.78; 325; 38.3537; 557.042; 
0.78; 330; 38.3537; 567.066; 
0.78; 335; 38.3537; 577.119; 
0.78; 340; 38.3537; 587.295; 
0.78; 345; 38.3537; 597.565; 
0.78; 350; 38.3537; 607.753; 
0.78; 355; 38.3537; 618.057; 
0.78; 360; 38.3537; 628.431; 
0.78; 365; 38.3537; 638.315; 
0.78; 370; 38.3537; 648.05; 
0.78; 375; 38.3537; 657.733; 
0.78; 380; 38.3537; 667.249; 
0.78; 385; 38.3537; 676.574; 
0.78; 390; 38.3537; 685.553; 
0.78; 395; 38.3537; 694.259; 
0.78; 400; 38.3537; 702.639; 
0.78; 405; 38.3537; 710.754; 
0.78; 260; 39.6322; 434.872; 
0.78; 265; 39.6322; 443.251; 
0.78; 270; 39.6322; 451.708; 
0.78; 275; 39.6322; 460.363; 
0.78; 280; 39.6322; 469.139; 
0.78; 285; 39.6322; 477.983; 
0.78; 290; 39.6322; 486.969; 
0.78; 295; 39.6322; 496.159; 
0.78; 300; 39.6322; 505.312; 
0.78; 305; 39.6322; 514.637; 
0.78; 310; 39.6322; 524.119; 
0.78; 315; 39.6322; 533.607; 
0.78; 320; 39.6322; 543.193; 
0.78; 325; 39.6322; 552.895; 
0.78; 330; 39.6322; 562.659; 
0.78; 335; 39.6322; 572.432; 
0.78; 340; 39.6322; 582.306; 
0.78; 345; 39.6322; 592.261; 
0.78; 350; 39.6322; 602.111; 
0.78; 355; 39.6322; 612.054; 
0.78; 360; 39.6322; 622.06; 
0.78; 365; 39.6322; 631.552; 
0.78; 370; 39.6322; 640.872; 
0.78; 375; 39.6322; 650.119; 
0.78; 380; 39.6322; 659.1; 
0.78; 385; 39.6322; 667.721; 
0.78; 390; 39.6322; 676.114; 
0.78; 395; 39.6322; 684.251; 
0.78; 400; 39.6322; 692.022; 
0.78; 405; 39.6322; 699.493; 
0.78; 260; 40.9106; 432.986; 
0.78; 265; 40.9106; 441.222; 
0.78; 270; 40.9106; 449.571; 
0.78; 275; 40.9106; 458.069; 
0.78; 280; 40.9106; 466.716; 
0.78; 285; 40.9106; 475.386; 
0.78; 290; 40.9106; 484.222; 
0.78; 295; 40.9106; 493.225; 
0.78; 300; 40.9106; 502.197; 
0.78; 305; 40.9106; 511.334; 
0.78; 310; 40.9106; 520.59; 
0.78; 315; 40.9106; 529.862; 
0.78; 320; 40.9106; 539.214; 
0.78; 325; 40.9106; 548.654; 
0.78; 330; 40.9106; 558.152; 
0.78; 335; 40.9106; 567.642; 
0.78; 340; 40.9106; 577.213; 
0.78; 345; 40.9106; 586.847; 
0.78; 350; 40.9106; 596.356; 
0.78; 355; 40.9106; 605.934; 
0.78; 360; 40.9106; 615.57; 
0.78; 365; 40.9106; 624.669; 
0.78; 370; 40.9106; 633.576; 
0.78; 375; 40.9106; 642.254; 
0.78; 380; 40.9106; 650.607; 
0.78; 385; 40.9106; 658.665; 
0.78; 390; 40.9106; 666.501; 
0.78; 395; 40.9106; 674.048; 
0.78; 400; 40.9106; 681.198; 
0.78; 405; 40.9106; 687.859; 
0.78; 260; 42.1891; 431.035; 
0.78; 265; 42.1891; 439.152; 
0.78; 270; 42.1891; 447.365; 
0.78; 275; 42.1891; 455.726; 
0.78; 280; 42.1891; 464.23; 
0.78; 285; 42.1891; 472.732; 
0.78; 290; 42.1891; 481.413; 
0.78; 295; 42.1891; 490.218; 
0.78; 300; 42.1891; 499.012; 
0.78; 305; 42.1891; 507.942; 
0.78; 310; 42.1891; 516.982; 
0.78; 315; 42.1891; 526.034; 
0.78; 320; 42.1891; 535.133; 
0.78; 325; 42.1891; 544.322; 
0.78; 330; 42.1891; 553.552; 
0.78; 335; 42.1891; 562.756; 
0.78; 340; 42.1891; 572.019; 
0.78; 345; 42.1891; 581.329; 
0.78; 350; 42.1891; 590.494; 
0.78; 355; 42.1891; 599.707; 
0.78; 360; 42.1891; 608.954; 
0.78; 365; 42.1891; 617.678; 
0.78; 370; 42.1891; 625.989; 
0.78; 375; 42.1891; 634.107; 
0.78; 380; 42.1891; 641.942; 
0.78; 385; 42.1891; 649.47; 
0.78; 390; 42.1891; 656.748; 
0.78; 395; 42.1891; 663.708; 
0.78; 400; 42.1891; 669.993; 
0.78; 405; 42.1891; 674.907; 
0.78; 260; 43.4675; 429.032; 
0.78; 265; 43.4675; 437.042; 
0.78; 270; 43.4675; 445.1; 
0.78; 275; 43.4675; 453.336; 
0.78; 280; 43.4675; 461.665; 
0.78; 285; 43.4675; 470.022; 
0.78; 290; 43.4675; 478.523; 
0.78; 295; 43.4675; 487.148; 
0.78; 300; 43.4675; 495.761; 
0.78; 305; 43.4675; 504.468; 
0.78; 310; 43.4675; 513.299; 
0.78; 315; 43.4675; 522.127; 
0.78; 320; 43.4675; 530.969; 
0.78; 325; 43.4675; 539.905; 
0.78; 330; 43.4675; 548.864; 
0.78; 335; 43.4675; 557.777; 
0.78; 340; 43.4675; 566.728; 
0.78; 345; 43.4675; 575.713; 
0.78; 350; 43.4675; 584.534; 
0.78; 355; 43.4675; 593.379; 
0.78; 360; 43.4675; 602.196; 
0.78; 365; 43.4675; 610.331; 
0.78; 370; 43.4675; 618.162; 
0.78; 375; 43.4675; 625.812; 
0.78; 380; 43.4675; 633.144; 
0.78; 385; 43.4675; 640.144; 
0.78; 390; 43.4675; 646.865; 
0.78; 395; 43.4675; 652.905; 
0.78; 400; 43.4675; 657.218; 
0.78; 405; 43.4675; 660.886; 
0.78; 260; 44.746; 426.993; 
0.78; 265; 44.746; 434.856; 
0.78; 270; 44.746; 442.792; 
0.78; 275; 44.746; 450.876; 
0.78; 280; 44.746; 459.051; 
0.78; 285; 44.746; 467.258; 
0.78; 290; 44.746; 475.565; 
0.78; 295; 44.746; 484.017; 
0.78; 300; 44.746; 492.433; 
0.78; 305; 44.746; 500.925; 
0.78; 310; 44.746; 509.544; 
0.78; 315; 44.746; 518.142; 
0.78; 320; 44.746; 526.727; 
0.78; 325; 44.746; 535.406; 
0.78; 330; 44.746; 544.09; 
0.78; 335; 44.746; 552.709; 
0.78; 340; 44.746; 561.348; 
0.78; 345; 44.746; 570.005; 
0.78; 350; 44.746; 578.48; 
0.78; 355; 44.746; 586.882; 
0.78; 360; 44.746; 595.149; 
0.78; 365; 44.746; 602.808; 
0.78; 370; 44.746; 610.183; 
0.78; 375; 44.746; 617.351; 
0.78; 380; 44.746; 624.182; 
0.78; 385; 44.746; 630.586; 
0.78; 390; 44.746; 636.219; 
0.78; 395; 44.746; 640.274; 
0.78; 400; 44.746; 643.736; 
0.78; 405; 44.746; 646.608; 
0.78; 260; 46.0245; 424.904; 
0.78; 265; 46.0245; 432.628; 
0.78; 270; 46.0245; 440.443; 
0.78; 275; 46.0245; 448.355; 
0.78; 280; 46.0245; 456.389; 
0.78; 285; 46.0245; 464.414; 
0.78; 290; 46.0245; 472.552; 
0.78; 295; 46.0245; 480.828; 
0.78; 300; 46.0245; 489.026; 
0.78; 305; 46.0245; 497.317; 
0.78; 310; 46.0245; 505.719; 
0.78; 315; 46.0245; 514.069; 
0.78; 320; 46.0245; 522.41; 
0.78; 325; 46.0245; 530.828; 
0.78; 330; 46.0245; 539.234; 
0.78; 335; 46.0245; 547.557; 
0.78; 340; 46.0245; 555.883; 
0.78; 345; 46.0245; 564.212; 
0.78; 350; 46.0245; 572.235; 
0.78; 355; 46.0245; 580.137; 
0.78; 360; 46.0245; 587.951; 
0.78; 365; 46.0245; 595.173; 
0.78; 370; 46.0245; 602.087; 
0.78; 375; 46.0245; 608.772; 
0.78; 380; 46.0245; 614.983; 
0.78; 385; 46.0245; 620.162; 
0.78; 390; 46.0245; 624.045; 
0.78; 395; 46.0245; 627.379; 
0.78; 400; 46.0245; 630.081; 
0.78; 405; 46.0245; 632.157; 
0.78; 260; 47.3029; 422.755; 
0.78; 265; 47.3029; 430.364; 
0.78; 270; 47.3029; 438.014; 
0.78; 275; 47.3029; 445.792; 
0.78; 280; 47.3029; 453.673; 
0.78; 285; 47.3029; 461.515; 
0.78; 290; 47.3029; 469.486; 
0.78; 295; 47.3029; 477.565; 
0.78; 300; 47.3029; 485.559; 
0.78; 305; 47.3029; 493.646; 
0.78; 310; 47.3029; 501.83; 
0.78; 315; 47.3029; 509.926; 
0.78; 320; 47.3029; 518.021; 
0.78; 325; 47.3029; 526.176; 
0.78; 330; 47.3029; 534.303; 
0.78; 335; 47.3029; 542.323; 
0.78; 340; 47.3029; 550.34; 
0.78; 345; 47.3029; 558.212; 
0.78; 350; 47.3029; 565.778; 
0.78; 355; 47.3029; 573.259; 
0.78; 360; 47.3029; 580.648; 
0.78; 365; 47.3029; 587.429; 
0.78; 370; 47.3029; 593.882; 
0.78; 375; 47.3029; 599.936; 
0.78; 380; 47.3029; 604.799; 
0.78; 385; 47.3029; 608.517; 
0.78; 390; 47.3029; 611.71; 
0.78; 395; 47.3029; 614.318; 
0.78; 400; 47.3029; 616.227; 
0.78; 405; 47.3029; 617.402; 
0.78; 260; 48.5814; 420.573; 
0.78; 265; 48.5814; 428.042; 
0.78; 270; 48.5814; 435.546; 
