# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/mission_analysis_study_mission_SAR.csv
# Diagram about specific air range
# Ma-Number [-]; Altitude [FL]; AC mass [kg]; SAR [m/kg];
0.74; 405; 65.2013; -nan(ind); 
0.74; 260; 66.4798; 395.76; 
0.74; 265; 66.4798; 400.588; 
0.74; 270; 66.4798; 405.301; 
0.74; 275; 66.4798; 409.952; 
0.74; 280; 66.4798; 414.495; 
0.74; 285; 66.4798; 418.835; 
0.74; 290; 66.4798; 423.058; 
0.74; 295; 66.4798; 427.092; 
0.74; 300; 66.4798; 430.79; 
0.74; 305; 66.4798; 434.243; 
0.74; 310; 66.4798; 437.292; 
0.74; 315; 66.4798; 439.913; 
0.74; 320; 66.4798; 442.034; 
0.74; 325; 66.4798; 443.242; 
0.74; 330; 66.4798; 443.653; 
0.74; 335; 66.4798; 443.337; 
0.74; 340; 66.4798; 442.312; 
0.74; 345; 66.4798; 440.567; 
0.74; 350; 66.4798; 437.822; 
0.74; 355; 66.4798; 434.18; 
0.74; 360; 66.4798; 428.14; 
0.74; 365; 66.4798; 420.365; 
0.74; 370; 66.4798; 411.447; 
0.74; 375; 66.4798; 401.528; 
0.74; 380; 66.4798; 387.611; 
0.74; 385; 66.4798; 370.597; 
0.74; 390; 66.4798; 352.652; 
0.74; 395; 66.4798; -nan(ind); 
0.74; 400; 66.4798; -nan(ind); 
0.74; 405; 66.4798; -nan(ind); 
0.74; 260; 67.7582; 392.396; 
0.74; 265; 67.7582; 397.041; 
0.74; 270; 67.7582; 401.561; 
0.74; 275; 67.7582; 406.007; 
0.74; 280; 67.7582; 410.336; 
0.74; 285; 67.7582; 414.446; 
0.74; 290; 67.7582; 418.385; 
0.74; 295; 67.7582; 422.132; 
0.74; 300; 67.7582; 425.52; 
0.74; 305; 67.7582; 428.532; 
0.74; 310; 67.7582; 431.237; 
0.74; 315; 67.7582; 433.47; 
0.74; 320; 67.7582; 434.768; 
0.74; 325; 67.7582; 435.286; 
0.74; 330; 67.7582; 435.192; 
0.74; 335; 67.7582; 434.314; 
0.74; 340; 67.7582; 432.718; 
0.74; 345; 67.7582; 430.376; 
0.74; 350; 67.7582; 426.943; 
0.74; 355; 67.7582; 421.312; 
0.74; 360; 67.7582; 414.256; 
0.74; 365; 67.7582; 405.893; 
0.74; 370; 67.7582; 396.261; 
0.74; 375; 67.7582; 383.904; 
0.74; 380; 67.7582; 367.33; 
0.74; 385; 67.7582; 350.041; 
0.74; 390; 67.7582; -nan(ind); 
0.74; 395; 67.7582; -nan(ind); 
0.74; 400; 67.7582; -nan(ind); 
0.74; 405; 67.7582; -nan(ind); 
0.74; 260; 69.0367; 389.017; 
0.74; 265; 69.0367; 393.479; 
0.74; 270; 69.0367; 397.805; 
0.74; 275; 69.0367; 402.047; 
0.74; 280; 69.0367; 406.159; 
0.74; 285; 69.0367; 410.012; 
0.74; 290; 69.0367; 413.666; 
0.74; 295; 69.0367; 417.128; 
0.74; 300; 69.0367; 420.118; 
0.74; 305; 69.0367; 422.773; 
0.74; 310; 69.0367; 425.154; 
0.74; 315; 69.0367; 426.65; 
0.74; 320; 69.0367; 427.217; 
0.74; 325; 69.0367; 427.252; 
0.74; 330; 69.0367; 426.65; 
0.74; 335; 69.0367; 425.206; 
0.74; 340; 69.0367; 423.038; 
0.74; 345; 69.0367; 420.047; 
0.74; 350; 69.0367; 414.7; 
0.74; 355; 69.0367; 408.19; 
0.74; 360; 69.0367; 400.412; 
0.74; 365; 69.0367; 391.335; 
0.74; 370; 69.0367; 380.632; 
0.74; 375; 69.0367; 364.304; 
0.74; 380; 69.0367; 347.501; 
0.74; 385; 69.0367; -nan(ind); 
0.74; 390; 69.0367; -nan(ind); 
0.74; 395; 69.0367; -nan(ind); 
0.74; 400; 69.0367; -nan(ind); 
0.74; 405; 69.0367; -nan(ind); 
0.74; 260; 70.3152; 385.623; 
0.74; 265; 70.3152; 389.902; 
0.74; 270; 70.3152; 394.035; 
0.74; 275; 70.3152; 398.073; 
0.74; 280; 70.3152; 401.953; 
0.74; 285; 70.3152; 405.522; 
0.74; 290; 70.3152; 408.917; 
0.74; 295; 70.3152; 412.021; 
0.74; 300; 70.3152; 414.641; 
0.74; 305; 70.3152; 416.989; 
0.74; 310; 70.3152; 418.737; 
0.74; 315; 70.3152; 419.484; 
0.74; 320; 70.3152; 419.592; 
0.74; 325; 70.3152; 419.141; 
0.74; 330; 70.3152; 418.025; 
0.74; 335; 70.3152; 416.015; 
0.74; 340; 70.3152; 413.275; 
0.74; 345; 70.3152; 408.413; 
0.74; 350; 70.3152; 402.292; 
0.74; 355; 70.3152; 395.037; 
0.74; 360; 70.3152; 386.622; 
0.74; 365; 70.3152; 376.865; 
0.74; 370; 70.3152; 361.783; 
0.74; 375; 70.3152; 345.337; 
0.74; 380; 70.3152; -nan(ind); 
0.74; 385; 70.3152; -nan(ind); 
0.74; 390; 70.3152; -nan(ind); 
0.74; 395; 70.3152; -nan(ind); 
0.74; 400; 70.3152; -nan(ind); 
0.74; 405; 70.3152; -nan(ind); 
0.74; 260; 71.5936; 382.217; 
0.74; 265; 71.5936; 386.307; 
0.74; 270; 71.5936; 390.244; 
0.74; 275; 71.5936; 394.075; 
0.74; 280; 71.5936; 397.679; 
0.74; 285; 71.5936; 401.015; 
0.74; 290; 71.5936; 404.095; 
0.74; 295; 71.5936; 406.812; 
0.74; 300; 71.5936; 409.141; 
0.74; 305; 71.5936; 410.967; 
0.74; 310; 71.5936; 411.964; 
0.74; 315; 71.5936; 412.249; 
0.74; 320; 71.5936; 411.894; 
0.74; 325; 71.5936; 410.953; 
0.74; 330; 71.5936; 409.301; 
0.74; 335; 71.5936; 406.742; 
0.74; 340; 71.5936; 402.298; 
0.74; 345; 71.5936; 396.632; 
0.74; 350; 71.5936; 389.893; 
0.74; 355; 71.5936; 381.918; 
0.74; 360; 71.5936; 372.848; 
0.74; 365; 71.5936; 359.381; 
0.74; 370; 71.5936; 343.413; 
0.74; 375; 71.5936; 326.178; 
0.74; 380; 71.5936; -nan(ind); 
0.74; 385; 71.5936; -nan(ind); 
0.74; 390; 71.5936; -nan(ind); 
0.74; 395; 71.5936; -nan(ind); 
0.74; 400; 71.5936; -nan(ind); 
0.74; 405; 71.5936; -nan(ind); 
0.74; 260; 72.8721; 378.769; 
0.74; 265; 72.8721; 382.678; 
0.74; 270; 72.8721; 386.419; 
0.74; 275; 72.8721; 389.987; 
0.74; 280; 72.8721; 393.37; 
0.74; 285; 72.8721; 396.438; 
0.74; 290; 72.8721; 399.143; 
0.74; 295; 72.8721; 401.582; 
0.74; 300; 72.8721; 403.499; 
0.74; 305; 72.8721; 404.616; 
0.74; 310; 72.8721; 405.089; 
0.74; 315; 72.8721; 404.945; 
0.74; 320; 72.8721; 404.122; 
0.74; 325; 72.8721; 402.688; 
0.74; 330; 72.8721; 400.497; 
0.74; 335; 72.8721; 396.328; 
0.74; 340; 72.8721; 391.17; 
0.74; 345; 72.8721; 384.849; 
0.74; 350; 72.8721; 377.476; 
0.74; 355; 72.8721; 368.848; 
0.74; 360; 72.8721; 357.087; 
0.74; 365; 72.8721; 341.809; 
0.74; 370; 72.8721; 325.63; 
0.74; 375; 72.8721; -nan(ind); 
0.74; 380; 72.8721; -nan(ind); 
0.74; 385; 72.8721; -nan(ind); 
0.74; 390; 72.8721; -nan(ind); 
0.74; 395; 72.8721; -nan(ind); 
0.74; 400; 72.8721; -nan(ind); 
0.74; 405; 72.8721; -nan(ind); 
0.74; 260; 74.1505; 375.313; 
0.74; 265; 74.1505; 379.036; 
0.74; 270; 74.1505; 382.543; 
0.74; 275; 74.1505; 385.885; 
0.74; 280; 74.1505; 389.012; 
0.74; 285; 74.1505; 391.718; 
0.74; 290; 74.1505; 394.154; 
0.74; 295; 74.1505; 396.308; 
0.74; 300; 74.1505; 397.555; 
0.74; 305; 74.1505; 398.09; 
0.74; 310; 74.1505; 398.148; 
0.74; 315; 74.1505; 397.573; 
0.74; 320; 74.1505; 396.278; 
0.74; 325; 74.1505; 394.347; 
0.74; 330; 74.1505; 390.63; 
0.74; 335; 74.1505; 385.763; 
0.74; 340; 74.1505; 379.979; 
0.74; 345; 74.1505; 373.072; 
0.74; 350; 74.1505; 365.032; 
0.74; 355; 74.1505; 354.596; 
0.74; 360; 74.1505; 340.114; 
0.74; 365; 74.1505; 324.58; 
0.74; 370; 74.1505; -nan(ind); 
0.74; 375; 74.1505; -nan(ind); 
0.74; 380; 74.1505; -nan(ind); 
0.74; 385; 74.1505; -nan(ind); 
0.74; 390; 74.1505; -nan(ind); 
0.74; 395; 74.1505; -nan(ind); 
0.74; 400; 74.1505; -nan(ind); 
0.74; 405; 74.1505; -nan(ind); 
0.74; 260; 75.429; 371.846; 
0.74; 265; 75.429; 375.361; 
0.74; 270; 75.429; 378.638; 
0.74; 275; 75.429; 381.75; 
0.74; 280; 75.429; 384.556; 
0.74; 285; 75.429; 386.967; 
0.74; 290; 75.429; 389.141; 
0.74; 295; 75.429; 390.738; 
0.74; 300; 75.429; 391.363; 
0.74; 305; 75.429; 391.504; 
0.74; 310; 75.429; 391.143; 
0.74; 315; 75.429; 390.132; 
0.74; 320; 75.429; 388.361; 
0.74; 325; 75.429; 385.02; 
0.74; 330; 75.429; 380.603; 
0.74; 335; 75.429; 375.182; 
0.74; 340; 75.429; 368.782; 
0.74; 345; 75.429; 361.31; 
0.74; 350; 75.429; 352.079; 
0.74; 355; 75.429; 338.48; 
0.74; 360; 75.429; 323.623; 
0.74; 365; 75.429; 306.563; 
0.74; 370; 75.429; -nan(ind); 
0.74; 375; 75.429; -nan(ind); 
0.74; 380; 75.429; -nan(ind); 
0.74; 385; 75.429; -nan(ind); 
0.74; 390; 75.429; -nan(ind); 
0.74; 395; 75.429; -nan(ind); 
0.74; 400; 75.429; -nan(ind); 
0.74; 405; 75.429; -nan(ind); 
0.76; 260; 38.3537; 448.365; 
0.76; 265; 38.3537; 456.921; 
0.76; 270; 38.3537; 465.583; 
0.76; 275; 38.3537; 474.409; 
0.76; 280; 38.3537; 483.386; 
0.76; 285; 38.3537; 492.382; 
0.76; 290; 38.3537; 501.573; 
0.76; 295; 38.3537; 510.896; 
0.76; 300; 38.3537; 520.235; 
0.76; 305; 38.3537; 529.699; 
0.76; 310; 38.3537; 539.325; 
0.76; 315; 38.3537; 548.981; 
0.76; 320; 38.3537; 558.664; 
0.76; 325; 38.3537; 568.504; 
0.76; 330; 38.3537; 578.411; 
0.76; 335; 38.3537; 588.261; 
0.76; 340; 38.3537; 598.235; 
0.76; 345; 38.3537; 608.304; 
0.76; 350; 38.3537; 618.265; 
0.76; 355; 38.3537; 628.269; 
0.76; 360; 38.3537; 638.347; 
0.76; 365; 38.3537; 647.876; 
0.76; 370; 38.3537; 657.21; 
0.76; 375; 38.3537; 666.453; 
0.76; 380; 38.3537; 675.499; 
0.76; 385; 38.3537; 684.317; 
0.76; 390; 38.3537; 692.945; 
0.76; 395; 38.3537; 701.353; 
0.76; 400; 38.3537; 709.464; 
0.76; 405; 38.3537; 717.322; 
0.76; 260; 39.6322; 446.261; 
0.76; 265; 39.6322; 454.702; 
0.76; 270; 39.6322; 463.203; 
0.76; 275; 39.6322; 471.894; 
0.76; 280; 39.6322; 480.695; 
0.76; 285; 39.6322; 489.534; 
0.76; 290; 39.6322; 498.526; 
0.76; 295; 39.6322; 507.669; 
0.76; 300; 39.6322; 516.811; 
0.76; 305; 39.6322; 526.048; 
0.76; 310; 39.6322; 535.45; 
0.76; 315; 39.6322; 544.851; 
0.76; 320; 39.6322; 554.28; 
0.76; 325; 39.6322; 563.846; 
0.76; 330; 39.6322; 573.459; 
0.76; 335; 39.6322; 583; 
0.76; 340; 39.6322; 592.646; 
0.76; 345; 39.6322; 602.361; 
0.76; 350; 39.6322; 611.951; 
0.76; 355; 39.6322; 621.575; 
0.76; 360; 39.6322; 631.232; 
0.76; 365; 39.6322; 640.329; 
0.76; 370; 39.6322; 649.213; 
0.76; 375; 39.6322; 657.985; 
0.76; 380; 39.6322; 666.53; 
0.76; 385; 39.6322; 674.821; 
0.76; 390; 39.6322; 682.91; 
0.76; 395; 39.6322; 690.749; 
0.76; 400; 39.6322; 698.264; 
0.76; 405; 39.6322; 705.497; 
0.76; 260; 40.9106; 444.108; 
0.76; 265; 40.9106; 452.403; 
0.76; 270; 40.9106; 460.768; 
0.76; 275; 40.9106; 469.306; 
0.76; 280; 40.9106; 477.938; 
0.76; 285; 40.9106; 486.617; 
0.76; 290; 40.9106; 495.408; 
0.76; 295; 40.9106; 504.366; 
0.76; 300; 40.9106; 513.287; 
0.76; 305; 40.9106; 522.311; 
0.76; 310; 40.9106; 531.484; 
0.76; 315; 40.9106; 540.628; 
0.76; 320; 40.9106; 549.797; 
0.76; 325; 40.9106; 559.085; 
0.76; 330; 40.9106; 568.402; 
0.76; 335; 40.9106; 577.633; 
0.76; 340; 40.9106; 586.943; 
0.76; 345; 40.9106; 596.303; 
0.76; 350; 40.9106; 605.516; 
0.76; 355; 40.9106; 614.761; 
0.76; 360; 40.9106; 623.999; 
0.76; 365; 40.9106; 632.667; 
0.76; 370; 40.9106; 641.103; 
0.76; 375; 40.9106; 649.405; 
0.76; 380; 40.9106; 657.454; 
0.76; 385; 40.9106; 665.223; 
0.76; 390; 40.9106; 672.769; 
0.76; 395; 40.9106; 680.045; 
0.76; 400; 40.9106; 686.973; 
0.76; 405; 40.9106; 693.558; 
0.76; 260; 42.1891; 441.91; 
0.76; 265; 42.1891; 450.046; 
0.76; 270; 42.1891; 458.28; 
0.76; 275; 42.1891; 466.639; 
0.76; 280; 42.1891; 475.12; 
0.76; 285; 42.1891; 483.61; 
0.76; 290; 42.1891; 492.221; 
0.76; 295; 42.1891; 500.989; 
0.76; 300; 42.1891; 509.684; 
0.76; 305; 42.1891; 518.491; 
0.76; 310; 42.1891; 527.432; 
0.76; 315; 42.1891; 536.314; 
0.76; 320; 42.1891; 545.221; 
0.76; 325; 42.1891; 554.229; 
0.76; 330; 42.1891; 563.246; 
0.76; 335; 42.1891; 572.16; 
0.76; 340; 42.1891; 581.136; 
0.76; 345; 42.1891; 590.139; 
0.76; 350; 42.1891; 598.972; 
0.76; 355; 42.1891; 607.814; 
0.76; 360; 42.1891; 616.653; 
0.76; 365; 42.1891; 624.9; 
0.76; 370; 42.1891; 632.889; 
0.76; 375; 42.1891; 640.726; 
0.76; 380; 42.1891; 648.284; 
0.76; 385; 42.1891; 655.539; 
0.76; 390; 42.1891; 662.554; 
0.76; 395; 42.1891; 669.273; 
0.76; 400; 42.1891; 675.511; 
0.76; 405; 42.1891; 680.986; 
0.76; 260; 43.4675; 439.632; 
0.76; 265; 43.4675; 447.64; 
0.76; 270; 43.4675; 455.719; 
0.76; 275; 43.4675; 463.918; 
0.76; 280; 43.4675; 472.242; 
0.76; 285; 43.4675; 480.535; 
0.76; 290; 43.4675; 488.966; 
0.76; 295; 43.4675; 497.53; 
0.76; 300; 43.4675; 506.005; 
0.76; 305; 43.4675; 514.593; 
0.76; 310; 43.4675; 523.294; 
0.76; 315; 43.4675; 531.915; 
0.76; 320; 43.4675; 540.557; 
0.76; 325; 43.4675; 549.28; 
0.76; 330; 43.4675; 557.993; 
0.76; 335; 43.4675; 566.591; 
0.76; 340; 43.4675; 575.23; 
0.76; 345; 43.4675; 583.875; 
0.76; 350; 43.4675; 592.328; 
0.76; 355; 43.4675; 600.771; 
0.76; 360; 43.4675; 609.184; 
0.76; 365; 43.4675; 617.006; 
0.76; 370; 43.4675; 624.558; 
0.76; 375; 43.4675; 631.933; 
0.76; 380; 43.4675; 639.004; 
0.76; 385; 43.4675; 645.743; 
0.76; 390; 43.4675; 652.201; 
0.76; 395; 43.4675; 658.157; 
0.76; 400; 43.4675; 663.387; 
0.76; 405; 43.4675; 667.847; 
0.76; 260; 44.746; 437.306; 
0.76; 265; 44.746; 445.187; 
0.76; 270; 44.746; 453.091; 
0.76; 275; 44.746; 461.143; 
0.76; 280; 44.746; 469.283; 
0.76; 285; 44.746; 477.398; 
0.76; 290; 44.746; 485.646; 
0.76; 295; 44.746; 493.987; 
0.76; 300; 44.746; 502.255; 
0.76; 305; 44.746; 510.618; 
0.76; 310; 44.746; 519.065; 
0.76; 315; 44.746; 527.435; 
0.76; 320; 44.746; 535.807; 
0.76; 325; 44.746; 544.243; 
0.76; 330; 44.746; 552.652; 
0.76; 335; 44.746; 560.932; 
0.76; 340; 44.746; 569.231; 
0.76; 345; 44.746; 577.519; 
0.76; 350; 44.746; 585.594; 
0.76; 355; 44.746; 593.635; 
0.76; 360; 44.746; 601.627; 
0.76; 365; 44.746; 609.019; 
0.76; 370; 44.746; 616.126; 
0.76; 375; 44.746; 623.042; 
0.76; 380; 44.746; 629.63; 
0.76; 385; 44.746; 635.84; 
0.76; 390; 44.746; 641.507; 
0.76; 395; 44.746; 646.589; 
0.76; 400; 44.746; 650.6; 
0.76; 405; 44.746; 652.665; 
0.76; 260; 46.0245; 434.939; 
0.76; 265; 46.0245; 442.657; 
0.76; 270; 46.0245; 450.416; 
0.76; 275; 46.0245; 458.316; 
0.76; 280; 46.0245; 466.26; 
0.76; 285; 46.0245; 474.202; 
0.76; 290; 46.0245; 482.256; 
0.76; 295; 46.0245; 490.379; 
0.76; 300; 46.0245; 498.435; 
0.76; 305; 46.0245; 506.573; 
0.76; 310; 46.0245; 514.762; 
0.76; 315; 46.0245; 522.876; 
0.76; 320; 46.0245; 530.977; 
0.76; 325; 46.0245; 539.125; 
0.76; 330; 46.0245; 547.227; 
0.76; 335; 46.0245; 555.186; 
0.76; 340; 46.0245; 563.149; 
0.76; 345; 46.0245; 571.078; 
0.76; 350; 46.0245; 578.775; 
0.76; 355; 46.0245; 586.418; 
0.76; 360; 46.0245; 593.99; 
0.76; 365; 46.0245; 600.957; 
0.76; 370; 46.0245; 607.627; 
0.76; 375; 46.0245; 614.088; 
0.76; 380; 46.0245; 620.169; 
0.76; 385; 46.0245; 625.56; 
0.76; 390; 46.0245; 630.464; 
0.76; 395; 46.0245; 634.028; 
0.76; 400; 46.0245; 635.815; 
0.76; 405; 46.0245; 636.896; 
0.76; 260; 47.3029; 432.522; 
0.76; 265; 47.3029; 440.078; 
0.76; 270; 47.3029; 447.694; 
0.76; 275; 47.3029; 455.405; 
0.76; 280; 47.3029; 463.184; 
0.76; 285; 47.3029; 470.949; 
0.76; 290; 47.3029; 478.786; 
0.76; 295; 47.3029; 486.708; 
0.76; 300; 47.3029; 494.55; 
0.76; 305; 47.3029; 502.452; 
0.76; 310; 47.3029; 510.386; 
0.76; 315; 47.3029; 518.244; 
0.76; 320; 47.3029; 526.072; 
0.76; 325; 47.3029; 533.929; 
0.76; 330; 47.3029; 541.723; 
0.76; 335; 47.3029; 549.364; 
0.76; 340; 47.3029; 556.988; 
0.76; 345; 47.3029; 564.559; 
0.76; 350; 47.3029; 571.88; 
0.76; 355; 47.3029; 579.126; 
0.76; 360; 47.3029; 586.283; 
0.76; 365; 47.3029; 592.832; 
0.76; 370; 47.3029; 599.069; 
0.76; 375; 47.3029; 605.045; 
0.76; 380; 47.3029; 610.293; 
0.76; 385; 47.3029; 614.966; 
0.76; 390; 47.3029; 618.098; 
0.76; 395; 47.3029; 619.778; 
0.76; 400; 47.3029; 620.748; 
0.76; 405; 47.3029; 620.978; 
0.76; 260; 48.5814; 430.037; 
0.76; 265; 48.5814; 437.457; 
0.76; 270; 48.5814; 444.913; 
0.76; 275; 48.5814; 452.446; 
0.76; 280; 48.5814; 460.057; 
0.76; 285; 48.5814; 467.629; 
0.76; 290; 48.5814; 475.259; 
0.76; 295; 48.5814; 482.978; 
0.76; 300; 48.5814; 490.603; 
0.76; 305; 48.5814; 498.253; 
0.76; 310; 48.5814; 505.943; 
0.76; 315; 48.5814; 513.542; 
0.76; 320; 48.5814; 521.096; 
0.76; 325; 48.5814; 528.661; 
0.76; 330; 48.5814; 536.148; 
0.76; 335; 48.5814; 543.468; 
0.76; 340; 48.5814; 550.754; 
0.76; 345; 48.5814; 557.969; 
0.76; 350; 48.5814; 564.915; 
0.76; 355; 48.5814; 571.77; 
0.76; 360; 48.5814; 578.518; 
0.76; 365; 48.5814; 584.65; 
0.76; 370; 48.5814; 590.42; 
0.76; 375; 48.5814; 595.541; 
0.76; 380; 48.5814; 600.108; 
0.76; 385; 48.5814; 602.895; 
0.76; 390; 48.5814; 604.474; 
0.76; 395; 48.5814; 605.379; 
0.76; 400; 48.5814; 605.492; 
0.76; 405; 48.5814; 604.714; 
0.76; 260; 49.8598; 427.515; 
0.76; 265; 49.8598; 434.796; 
0.76; 270; 49.8598; 442.066; 
0.76; 275; 49.8598; 449.44; 
0.76; 280; 49.8598; 456.88; 
0.76; 285; 49.8598; 464.24; 
0.76; 290; 49.8598; 471.679; 
0.76; 295; 49.8598; 479.191; 
0.76; 300; 49.8598; 486.588; 
0.76; 305; 49.8598; 493.993; 
0.76; 310; 49.8598; 501.437; 
0.76; 315; 49.8598; 508.775; 
0.76; 320; 49.8598; 516.053; 
0.76; 325; 49.8598; 523.327; 
0.76; 330; 49.8598; 530.506; 
0.76; 335; 49.8598; 537.506; 
0.76; 340; 49.8598; 544.454; 
0.76; 345; 49.8598; 551.315; 
0.76; 350; 49.8598; 557.891; 
0.76; 355; 49.8598; 564.359; 
0.76; 360; 49.8598; 570.698; 
0.76; 365; 49.8598; 576.354; 
0.76; 370; 49.8598; 581.273; 
0.76; 375; 49.8598; 585.744; 
0.76; 380; 49.8598; 588.375; 
0.76; 385; 49.8598; 589.866; 
0.76; 390; 49.8598; 590.705; 
0.76; 395; 49.8598; 590.743; 
0.76; 400; 49.8598; 589.929; 
0.76; 405; 49.8598; 588.278; 
0.76; 260; 51.1383; 424.956; 
0.76; 265; 51.1383; 432.062; 
0.76; 270; 51.1383; 439.178; 
0.76; 275; 51.1383; 446.39; 
0.76; 280; 51.1383; 453.629; 
0.76; 285; 51.1383; 460.804; 
0.76; 290; 51.1383; 468.046; 
0.76; 295; 51.1383; 475.348; 
0.76; 300; 51.1383; 482.502; 
0.76; 305; 51.1383; 489.675; 
0.76; 310; 51.1383; 496.871; 
0.76; 315; 51.1383; 503.947; 
0.76; 320; 51.1383; 510.95; 
0.76; 325; 51.1383; 517.931; 
0.76; 330; 51.1383; 524.801; 
0.76; 335; 51.1383; 531.482; 
0.76; 340; 51.1383; 538.095; 
0.76; 345; 51.1383; 544.604; 
0.76; 350; 51.1383; 550.814; 
0.76; 355; 51.1383; 556.893; 
0.76; 360; 51.1383; 562.734; 
0.76; 365; 51.1383; 567.589; 
0.76; 370; 51.1383; 571.858; 
0.76; 375; 51.1383; 574.434; 
0.76; 380; 51.1383; 575.914; 
0.76; 385; 51.1383; 576.697; 
0.76; 390; 51.1383; 576.672; 
0.76; 395; 51.1383; 575.874; 
0.76; 400; 51.1383; 574.223; 
0.76; 405; 51.1383; 571.569; 
0.76; 260; 52.4168; 422.341; 
0.76; 265; 52.4168; 429.287; 
0.76; 270; 52.4168; 436.251; 
0.76; 275; 52.4168; 443.283; 
0.76; 280; 52.4168; 450.33; 
0.76; 285; 52.4168; 457.319; 
0.76; 290; 52.4168; 464.363; 
0.76; 295; 52.4168; 471.437; 
0.76; 300; 52.4168; 478.364; 
0.76; 305; 52.4168; 485.301; 
0.76; 310; 52.4168; 492.249; 
0.76; 315; 52.4168; 499.064; 
0.76; 320; 52.4168; 505.789; 
0.76; 325; 52.4168; 512.477; 
0.76; 330; 52.4168; 519.04; 
0.76; 335; 52.4168; 525.402; 
0.76; 340; 52.4168; 531.683; 
0.76; 345; 52.4168; 537.846; 
0.76; 350; 52.4168; 543.678; 
0.76; 355; 52.4168; 549.274; 
0.76; 360; 52.4168; 554.362; 
0.76; 365; 52.4168; 558.543; 
0.76; 370; 52.4168; 561.032; 
0.76; 375; 52.4168; 562.528; 
0.76; 380; 52.4168; 563.308; 
0.76; 385; 52.4168; 563.254; 
0.76; 390; 52.4168; 562.46; 
0.76; 395; 52.4168; 560.865; 
0.76; 400; 52.4168; 558.227; 
0.76; 405; 52.4168; 554.617; 
0.76; 260; 53.6952; 419.677; 
0.76; 265; 53.6952; 426.477; 
0.76; 270; 53.6952; 433.279; 
0.76; 275; 53.6952; 440.118; 
0.76; 280; 53.6952; 446.988; 
0.76; 285; 53.6952; 453.79; 
0.76; 290; 53.6952; 460.626; 
0.76; 295; 53.6952; 467.472; 
0.76; 300; 53.6952; 474.176; 
0.76; 305; 53.6952; 480.877; 
0.76; 310; 53.6952; 487.576; 
0.76; 315; 53.6952; 494.127; 
0.76; 320; 53.6952; 500.575; 
0.76; 325; 53.6952; 506.972; 
0.76; 330; 53.6952; 513.227; 
0.76; 335; 53.6952; 519.275; 
0.76; 340; 53.6952; 525.224; 
0.76; 345; 53.6952; 531.026; 
0.76; 350; 53.6952; 536.404; 
0.76; 355; 53.6952; 541.289; 
0.76; 360; 53.6952; 545.62; 
0.76; 365; 53.6952; 548.2; 
0.76; 370; 53.6952; 549.668; 
0.76; 375; 53.6952; 550.48; 
0.76; 380; 53.6952; 550.455; 
0.76; 385; 53.6952; 549.667; 
0.76; 390; 53.6952; 548.109; 
0.76; 395; 53.6952; 545.567; 
0.76; 400; 53.6952; 542.03; 
0.76; 405; 53.6952; 536.281; 
0.76; 260; 54.9737; 416.98; 
0.76; 265; 54.9737; 423.633; 
0.76; 270; 54.9737; 430.243; 
0.76; 275; 54.9737; 436.914; 
0.76; 280; 54.9737; 443.606; 
0.76; 285; 54.9737; 450.216; 
0.76; 290; 54.9737; 456.827; 
0.76; 295; 54.9737; 463.46; 
0.76; 300; 54.9737; 469.941; 
0.76; 305; 54.9737; 476.406; 
0.76; 310; 54.9737; 482.854; 
0.76; 315; 54.9737; 489.142; 
0.76; 320; 54.9737; 495.313; 
0.76; 325; 54.9737; 501.418; 
0.76; 330; 54.9737; 507.369; 
0.76; 335; 54.9737; 513.103; 
0.76; 340; 54.9737; 518.713; 
0.76; 345; 54.9737; 524.081; 
0.76; 350; 54.9737; 528.565; 
0.76; 355; 54.9737; 532.637; 
0.76; 360; 54.9737; 535.769; 
0.76; 365; 54.9737; 537.353; 
0.76; 370; 54.9737; 538.177; 
0.76; 375; 54.9737; 538.207; 
0.76; 380; 54.9737; 537.468; 
0.76; 385; 54.9737; 535.946; 
0.76; 390; 54.9737; 533.492; 
0.76; 395; 54.9737; 530.091; 
0.76; 400; 54.9737; 524.515; 
0.76; 405; 54.9737; 516.641; 
0.76; 260; 56.2521; 414.255; 
0.76; 265; 56.2521; 420.722; 
0.76; 270; 56.2521; 427.172; 
0.76; 275; 56.2521; 433.674; 
0.76; 280; 56.2521; 440.186; 
0.76; 285; 56.2521; 446.576; 
0.76; 290; 56.2521; 452.985; 
0.76; 295; 56.2521; 459.406; 
0.76; 300; 56.2521; 465.663; 
0.76; 305; 56.2521; 471.891; 
0.76; 310; 56.2521; 478.088; 
0.76; 315; 56.2521; 484.112; 
0.76; 320; 56.2521; 490.005; 
0.76; 325; 56.2521; 495.819; 
0.76; 330; 56.2521; 501.473; 
0.76; 335; 56.2521; 506.788; 
0.76; 340; 56.2521; 511.845; 
0.76; 345; 56.2521; 516.343; 
0.76; 350; 56.2521; 520.274; 
0.76; 355; 56.2521; 523.318; 
0.76; 360; 56.2521; 525.43; 
0.76; 365; 56.2521; 526.386; 
0.76; 370; 56.2521; 526.47; 
0.76; 375; 56.2521; 525.804; 
0.76; 380; 56.2521; 524.349; 
0.76; 385; 56.2521; 521.994; 
0.76; 390; 56.2521; 518.698; 
0.76; 395; 56.2521; 513.393; 
0.76; 400; 56.2521; 505.733; 
