# C:/Programs/UNICADOworkflow/workingDirectoryRCE/UNICADOworkflow_2025-10-16_09-20-18_13/UNICADO-SMR-01/reporting/plots/csv_files/tawCalculatePolar_M078_design_600_plot.csv
# Clean Polar
# Mach Number 0.780000
AoA; C_L; C_Dtotal; C_Dind; C_Dvisc; C_Dwave; C_M; L/D; i_stab; C_Dvisc_wing; C_Dwave_wing; C_Dvisc_stab; C_Dwave_stab; C_Dind_stab; C_L_stab
-4.892;-0.2000;0.019727;0.002577;0.017150;0.000000;-0.470135;-10.13846;6.000000;0.004908;0.000000;0.001072;0.000000;-0.000932;0.056994;
-4.809;-0.1900;0.019590;0.002443;0.017147;0.000000;-0.472757;-9.69878;6.000000;0.004905;0.000000;0.001072;0.000000;-0.000900;0.057885;
-4.725;-0.1800;0.019461;0.002317;0.017145;0.000000;-0.475378;-9.24920;6.000000;0.004903;0.000000;0.001072;0.000000;-0.000867;0.058776;
-4.642;-0.1700;0.019340;0.002198;0.017142;0.000000;-0.478000;-8.79008;6.000000;0.004900;0.000000;0.001072;0.000000;-0.000831;0.059667;
-4.559;-0.1600;0.019227;0.002086;0.017141;0.000000;-0.480622;-8.32181;6.000000;0.004899;0.000000;0.001072;0.000000;-0.000794;0.060557;
-4.476;-0.1500;0.019121;0.001982;0.017139;0.000000;-0.483243;-7.84483;6.000000;0.004897;0.000000;0.001072;0.000000;-0.000755;0.061448;
-4.392;-0.1400;0.019023;0.001885;0.017138;0.000000;-0.485865;-7.35957;6.000000;0.004896;0.000000;0.001072;0.000000;-0.000713;0.062339;
-4.309;-0.1300;0.018932;0.001796;0.017137;0.000000;-0.488486;-6.86651;6.000000;0.004895;0.000000;0.001072;0.000000;-0.000670;0.063230;
-4.226;-0.1200;0.018850;0.001714;0.017136;0.000000;-0.491108;-6.36615;6.000000;0.004894;0.000000;0.001072;0.000000;-0.000625;0.064121;
-4.143;-0.1100;0.018775;0.001639;0.017135;0.000000;-0.493729;-5.85901;6.000000;0.004894;0.000000;0.001072;0.000000;-0.000578;0.065012;
-4.060;-0.1000;0.018707;0.001572;0.017135;0.000000;-0.496351;-5.34562;6.000000;0.004893;0.000000;0.001072;0.000000;-0.000529;0.065903;
-3.976;-0.0900;0.018647;0.001512;0.017135;0.000000;-0.498972;-4.82657;6.000000;0.004893;0.000000;0.001072;0.000000;-0.000478;0.066792;
-3.893;-0.0800;0.018594;0.001460;0.017134;0.000000;-0.501594;-4.30241;6.000000;0.004893;0.000000;0.001072;0.000000;-0.000425;0.067681;
-3.810;-0.0700;0.018549;0.001415;0.017134;0.000000;-0.504215;-3.77376;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000370;0.068569;
-3.727;-0.0600;0.018512;0.001377;0.017134;0.000000;-0.506837;-3.24122;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000313;0.069457;
-3.644;-0.0500;0.018481;0.001347;0.017134;0.000000;-0.509459;-2.70542;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000255;0.070345;
-3.560;-0.0400;0.018459;0.001325;0.017134;0.000000;-0.512080;-2.16699;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000194;0.071233;
-3.477;-0.0300;0.018444;0.001309;0.017134;0.000000;-0.514702;-1.62659;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000131;0.072121;
-3.394;-0.0200;0.018436;0.001302;0.017134;0.000000;-0.517323;-1.08485;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000067;0.073009;
-3.311;-0.0100;0.018435;0.001301;0.017134;0.000000;-0.519945;-0.54243;6.000000;0.004892;0.000000;0.001072;0.000000;-0.000000;0.073898;
-3.227;0.0000;0.018442;0.001308;0.017134;0.000000;-0.522566;0.00000;6.000000;0.004892;0.000000;0.001072;0.000000;0.000068;0.074786;
-3.144;0.0100;0.018457;0.001323;0.017134;0.000000;-0.525188;0.54180;6.000000;0.004892;0.000000;0.001072;0.000000;0.000138;0.075674;
-3.061;0.0200;0.018479;0.001345;0.017134;0.000000;-0.527809;1.08231;6.000000;0.004892;0.000000;0.001072;0.000000;0.000211;0.076562;
-2.978;0.0300;0.018508;0.001374;0.017134;0.000000;-0.530431;1.62088;6.000000;0.004892;0.000000;0.001072;0.000000;0.000285;0.077450;
-2.895;0.0400;0.018545;0.001411;0.017134;0.000000;-0.533052;2.15688;6.000000;0.004892;0.000000;0.001072;0.000000;0.000361;0.078338;
-2.811;0.0500;0.018590;0.001455;0.017134;0.000000;-0.535674;2.68967;6.000000;0.004892;0.000000;0.001072;0.000000;0.000439;0.079226;
-2.728;0.0600;0.018641;0.001507;0.017134;0.000000;-0.538295;3.21864;6.000000;0.004892;0.000000;0.001072;0.000000;0.000519;0.080115;
-2.645;0.0700;0.018701;0.001566;0.017134;0.000000;-0.540917;3.74316;6.000000;0.004892;0.000000;0.001072;0.000000;0.000601;0.081003;
-2.562;0.0800;0.018768;0.001633;0.017134;0.000000;-0.543539;4.26267;6.000000;0.004893;0.000000;0.001072;0.000000;0.000685;0.081891;
-2.479;0.0900;0.018842;0.001707;0.017135;0.000000;-0.546160;4.77658;6.000000;0.004893;0.000000;0.001072;0.000000;0.000771;0.082779;
-2.395;0.1000;0.018924;0.001789;0.017135;0.000000;-0.548782;5.28434;6.000000;0.004893;0.000000;0.001072;0.000000;0.000859;0.083667;
-2.312;0.1100;0.019013;0.001878;0.017135;0.000000;-0.551403;5.78542;6.000000;0.004894;0.000000;0.001072;0.000000;0.000949;0.084555;
-2.229;0.1200;0.019110;0.001974;0.017136;0.000000;-0.554025;6.27930;6.000000;0.004894;0.000000;0.001072;0.000000;0.001040;0.085443;
-2.146;0.1300;0.019215;0.002078;0.017137;0.000000;-0.556646;6.76550;6.000000;0.004895;0.000000;0.001072;0.000000;0.001134;0.086332;
-2.062;0.1400;0.019328;0.002189;0.017138;0.000000;-0.559268;7.24355;6.000000;0.004896;0.000000;0.001072;0.000000;0.001230;0.087220;
