Time [s];Range [m];Altitude [m];mode_name;TAS m/s];Mach [-];Ambient Temperature [K];Ambient Pressure [N/m^2];(8) Consumed Fuel [kg];Fuel Flow [kg/s];N_1 [-];St3_mass_flow [kg/s];St3_total_temperature [K];St3_static_temperature [K];St3_total_pressure [kPa];St3_mach [-];St4_fuel_air [-];EI CO2 [kg/kg];EI H2O [kg/kg];EI NOx [kg/kg];EI CO [kg/kg];EI HC [kg/kg];EI soot [kg/kg];EI SO2 [kg/kg];EI SO4 [kg/kg]
0.1776830105;0.04437667858;0;takeoff;0.4995039026;0.001467846794;288.15;101325;-0.3265941287;1.838071787;0.98;30.8224349;796.1059963;790.3718788;2908.250457;0.202752822;0.03345601836;3.149;1.2;0.02602803757;0.0005551212347;4.037857214e-05;1.690995337e-05;0.00084;0.0002;
0.3556979837;0.1777554393;0;takeoff;0.9990078052;0.002935693588;288.15;101325;-0.6538023486;1.838093808;0.98;30.82326413;796.1079925;790.3737577;2908.320913;0.202753644;0.03345563672;3.149;1.2;0.02602841068;0.0005551189372;4.037847291e-05;1.691075349e-05;0.00084;0.0002;
0.5340470974;0.4004706352;0;takeoff;1.498511708;0.004403540381;288.15;101325;-0.9816286779;1.83811583;0.98;30.82409337;796.1099888;790.3756365;2908.39137;0.202754466;0.03345525508;3.149;1.2;0.0260287838;0.0005551166399;4.037837368e-05;1.691155362e-05;0.00084;0.0002;
0.7127325473;0.7128599136;0;takeoff;1.99801561;0.005871387175;288.15;101325;-1.310077167;1.838137854;0.98;30.8249226;796.1119851;790.3775154;2908.461827;0.202755288;0.03345487344;3.149;1.2;0.02602915692;0.0005551143428;4.037827446e-05;1.691235375e-05;0.00084;0.0002;
0.8917565465;1.115264252;0;takeoff;2.497519513;0.007339233969;288.15;101325;-1.6391519;1.83815988;0.98;30.82575183;796.1139814;790.3793942;2908.532283;0.20275611;0.0334544918;3.149;1.2;0.02602953003;0.0005551120458;4.037817524e-05;1.691315387e-05;0.00084;0.0002;
1.071121326;1.608027993;0;takeoff;2.997023416;0.008807080763;288.15;101325;-1.968856993;1.838181907;0.98;30.82658107;796.1159776;790.3812731;2908.60274;0.202756932;0.03345411016;3.149;1.2;0.02602990314;0.000555109749;4.037807603e-05;1.6913954e-05;0.00084;0.0002;
1.250829136;2.191498883;0;takeoff;3.496527318;0.01027492756;288.15;101325;-2.299196597;1.838203936;0.98;30.8274103;796.1179739;790.3831519;2908.673197;0.202757754;0.03345372852;3.149;1.2;0.02603027625;0.0005551074523;4.037797682e-05;1.691475413e-05;0.00084;0.0002;
1.430882244;2.866028108;0;takeoff;3.996031221;0.01174277435;288.15;101325;-2.630174895;1.838225967;0.98;30.82823953;796.1199702;790.3850308;2908.743653;0.202758576;0.03345334688;3.149;1.2;0.02603064936;0.0005551051559;4.037787761e-05;1.691555425e-05;0.00084;0.0002;
1.611282935;3.631970329;0;takeoff;4.495535123;0.01321062114;288.15;101325;-2.961796105;1.838247999;0.98;30.82906877;796.1219664;790.3869096;2908.81411;0.2027593979;0.03345296524;3.149;1.2;0.02603102247;0.0005551028595;4.037777841e-05;1.691635437e-05;0.00084;0.0002;
1.792033517;4.489683725;0;takeoff;4.995039026;0.01467846794;288.15;101325;-3.294064482;1.838270033;0.98;30.829898;796.1239627;790.3887884;2908.884566;0.2027602199;0.0334525836;3.149;1.2;0.02603139558;0.0005551005634;4.037767921e-05;1.69171545e-05;0.00084;0.0002;
1.973136311;5.439530029;0;takeoff;5.494542929;0.01614631473;288.15;101325;-3.626984313;1.838292069;0.98;30.83072723;796.125959;790.3906673;2908.955023;0.2027610419;0.03345220196;3.149;1.2;0.02603176868;0.0005550982674;4.037758002e-05;1.691795461e-05;0.00084;0.0002;
2.154593663;6.481874567;0;takeoff;5.994046831;0.01761416153;288.15;101325;-3.960559923;1.838314107;0.98;30.83155647;796.1279553;790.3925461;2909.02548;0.2027618639;0.03345182032;3.149;1.2;0.02603214179;0.0005550959716;4.037748082e-05;1.691875473e-05;0.00084;0.0002;
2.336407935;7.617086297;0;takeoff;6.493550734;0.01908200832;288.15;101325;-4.294795671;1.838336146;0.98;30.8323857;796.1299515;790.394425;2909.095936;0.2027626859;0.03345143868;3.149;1.2;0.02603251489;0.000555093676;4.037738164e-05;1.691955485e-05;0.00084;0.0002;
2.51858151;8.845537854;0;takeoff;6.993054636;0.02054985511;288.15;101325;-4.629695954;1.838358187;0.98;30.83321493;796.1319478;790.3963038;2909.166393;0.2027635079;0.03345105704;3.149;1.2;0.02603288799;0.0005550913805;4.037728245e-05;1.692035497e-05;0.00084;0.0002;
2.701116791;10.16760559;0;takeoff;7.492558539;0.02201770191;288.15;101325;-4.965265205;1.83838023;0.98;30.83404417;796.1339441;790.3981827;2909.23685;0.2027643299;0.0334506754;3.149;1.2;0.02603326109;0.0005550890852;4.037718327e-05;1.692115508e-05;0.00084;0.0002;
2.8840162;11.5836696;0;takeoff;7.992062442;0.0234855487;288.15;101325;-5.301507894;1.838402274;0.98;30.8348734;796.1359403;790.4000615;2909.307306;0.2027651519;0.03345029376;3.149;1.2;0.02603363419;0.0005550867901;4.03770841e-05;1.69219552e-05;0.00084;0.0002;
3.06728218;13.09411379;0;takeoff;8.491566344;0.02495339549;288.15;101325;-5.63842853;1.83842432;0.98;30.83570263;796.1379366;790.4019403;2909.377763;0.2027659739;0.03344991212;3.149;1.2;0.02603400729;0.0005550844952;4.037698492e-05;1.692275531e-05;0.00084;0.0002;
3.250917196;14.69932592;0;takeoff;8.991070247;0.02642124229;288.15;101325;-5.976031658;1.838446368;0.98;30.83653187;796.1399329;790.4038192;2909.44822;0.2027667959;0.03344953048;3.149;1.2;0.02603438039;0.0005550822004;4.037688575e-05;1.692355542e-05;0.00084;0.0002;
3.434923733;16.39969761;0;takeoff;9.490574149;0.02788908908;288.15;101325;-6.314321865;1.838468418;0.98;30.8373611;796.1419292;790.405698;2909.518676;0.2027676179;0.03344914884;3.149;1.2;0.02603475348;0.0005550799058;4.037678659e-05;1.692435553e-05;0.00084;0.0002;
3.619304296;18.19562442;0;takeoff;9.990078052;0.02935693588;288.15;101325;-6.653303773;1.83849047;0.98;30.83819033;796.1439254;790.4075769;2909.589133;0.2027684399;0.0334487672;3.149;1.2;0.02603512657;0.0005550776113;4.037668743e-05;1.692515563e-05;0.00084;0.0002;
3.804061413;20.08750589;0;takeoff;10.48958195;0.03082478267;288.15;101325;-6.992982047;1.838512523;0.98;30.83901957;796.1459217;790.4094557;2909.65959;0.2027692619;0.03344838556;3.149;1.2;0.02603549967;0.000555075317;4.037658827e-05;1.692595574e-05;0.00084;0.0002;
3.989197633;22.07574558;0;takeoff;10.98908586;0.03229262946;288.15;101325;-7.333361389;1.838534579;0.98;30.8398488;796.147918;790.4113346;2909.730046;0.2027700839;0.03344800392;3.149;1.2;0.02603587276;0.0005550730229;4.037648912e-05;1.692675584e-05;0.00084;0.0002;
4.174715528;24.16075111;0;takeoff;11.48858976;0.03376047626;288.15;101325;-7.674446545;1.838556636;0.98;30.84067803;796.1499142;790.4132134;2909.800503;0.2027709059;0.03344762228;3.149;1.2;0.02603624585;0.0005550707289;4.037638997e-05;1.692755594e-05;0.00084;0.0002;
4.36061769;26.34293421;0;takeoff;11.98809366;0.03522832305;288.15;101325;-8.016242299;1.838578695;0.98;30.84150727;796.1519105;790.4150923;2909.87096;0.2027717279;0.03344724064;3.149;1.2;0.02603661893;0.0005550684352;4.037629082e-05;1.692835603e-05;0.00084;0.0002;
4.546906735;28.62271078;0;takeoff;12.48759756;0.03669616984;288.15;101325;-8.358753478;1.838600755;0.98;30.8423365;796.1539068;790.4169711;2909.941416;0.2027725499;0.033446859;3.149;1.2;0.02603699202;0.0005550661416;4.037619168e-05;1.692915614e-05;0.00084;0.0002;
4.733585302;31.00050093;0;takeoff;12.98710147;0.03816401664;288.15;101325;-8.701984951;1.838622818;0.98;30.84316573;796.1559031;790.4188499;2910.011873;0.2027733718;0.03344647736;3.149;1.2;0.02603736511;0.0005550638481;4.037609254e-05;1.692995623e-05;0.00084;0.0002;
4.920656052;33.47672903;0;takeoff;13.48660537;0.03963186343;288.15;101325;-9.045941628;1.838644882;0.98;30.84399497;796.1578993;790.4207288;2910.082329;0.2027741938;0.03344609572;3.149;1.2;0.02603773819;0.0005550615548;4.037599341e-05;1.693075632e-05;0.00084;0.0002;
5.10812167;36.05182375;0;takeoff;13.98610927;0.04109971023;288.15;101325;-9.390628465;1.838666949;0.98;30.8448242;796.1598956;790.4226076;2910.152786;0.2027750158;0.03344571408;3.149;1.2;0.02603811127;0.0005550592617;4.037589428e-05;1.69315564e-05;0.00084;0.0002;
5.295984865;38.72621812;0;takeoff;14.48561318;0.04256755702;288.15;101325;-9.736050458;1.838689017;0.98;30.84565343;796.1618919;790.4244865;2910.223243;0.2027758378;0.03344533244;3.149;1.2;0.02603848435;0.0005550569688;4.037579515e-05;1.693235649e-05;0.00084;0.0002;
5.484248368;41.50034958;0;takeoff;14.98511708;0.04403540381;288.15;101325;-10.08221265;1.838711087;0.98;30.84648267;796.1638881;790.4263653;2910.293699;0.2027766598;0.0334449508;3.149;1.2;0.02603885743;0.000555054676;4.037569603e-05;1.693315657e-05;0.00084;0.0002;
5.672914937;44.37466005;0;takeoff;15.48462098;0.04550325061;288.15;101325;-10.42912013;1.83873316;0.98;30.8473119;796.1658844;790.4282442;2910.364156;0.2027774818;0.03344456915;3.149;1.2;0.02603923051;0.0005550523834;4.037559691e-05;1.693395664e-05;0.00084;0.0002;
5.861987352;47.34959594;0;takeoff;15.98412488;0.0469710974;288.15;101325;-10.77677802;1.838755234;0.98;30.84814113;796.1678807;790.430123;2910.434613;0.2027783038;0.03344418751;3.149;1.2;0.02603960359;0.000555050091;4.037549779e-05;1.693475672e-05;0.00084;0.0002;
6.05146842;50.42560825;0;takeoff;16.48362879;0.0484389442;288.15;101325;-11.12519151;1.83877731;0.98;30.84897037;796.169877;790.4320018;2910.505069;0.2027791258;0.03344380587;3.149;1.2;0.02603997666;0.0005550477987;4.037539868e-05;1.693555679e-05;0.00084;0.0002;
6.24136097;53.60315259;0;takeoff;16.98313269;0.04990679099;288.15;101325;-11.47436581;1.838799388;0.98;30.8497996;796.1718732;790.4338807;2910.575526;0.2027799478;0.03344342423;3.149;1.2;0.02604034974;0.0005550455066;4.037529958e-05;1.693635686e-05;0.00084;0.0002;
6.4316505;56.88239011;0;takeoff;17.48263659;0.05137463778;288.15;101325;-11.82427807;1.838841372;0.98;30.85207261;796.1769487;790.4387837;2910.765301;0.2027825293;0.03344220681;3.149;1.2;0.02604134318;0.0005550395361;4.03750414e-05;1.693869226e-05;0.00084;0.0002;
6.622321133;60.26343587;0;takeoff;17.98214049;0.05284248458;288.15;101325;-12.17490318;1.838904612;0.98;30.85444352;796.1822329;790.4438918;2910.963167;0.2027852302;0.03344093272;3.149;1.2;0.02604237868;0.0005550333174;4.037477247e-05;1.694094854e-05;0.00084;0.0002;
6.813374286;63.7466964;0;takeoff;18.4816444;0.05431033137;288.15;101325;-12.52624404;1.838969203;0.98;30.85681442;796.1875172;790.449;2911.161033;0.202787931;0.03343965863;3.149;1.2;0.02604341417;0.0005550270999;4.037450356e-05;1.694319248e-05;0.00084;0.0002;
7.004812575;67.33260286;0;takeoff;18.9811483;0.05577817816;288.15;101325;-12.87830552;1.839033795;0.98;30.85918533;796.1928014;790.4541081;2911.358898;0.2027906318;0.03343838454;3.149;1.2;0.02604444964;0.0005550208836;4.037423469e-05;1.694543652e-05;0.00084;0.0002;
7.196638638;71.02159074;0;takeoff;19.4806522;0.05724602496;288.15;101325;-13.23109253;1.839098388;0.98;30.86155624;796.1980857;790.4592162;2911.556764;0.2027933327;0.03343711045;3.149;1.2;0.0260454851;0.0005550146685;4.037396584e-05;1.694768067e-05;0.00084;0.0002;
7.388855136;74.81409993;0;takeoff;19.9801561;0.05871387175;288.15;101325;-13.58461;1.839162983;0.98;30.86392714;796.2033699;790.4643243;2911.75463;0.2027960335;0.03343583636;3.149;1.2;0.02604652056;0.0005550084547;4.037369702e-05;1.694992491e-05;0.00084;0.0002;
7.581464753;78.71057478;0;takeoff;20.47966001;0.06018171855;288.15;101325;-13.93886292;1.83922758;0.98;30.86629805;796.2086542;790.4694324;2911.952496;0.2027987344;0.03343456227;3.149;1.2;0.026047556;0.0005550022422;4.037342822e-05;1.695216924e-05;0.00084;0.0002;
7.774470197;82.71146414;0;takeoff;20.97916391;0.06164956534;288.15;101325;-14.29385632;1.839292178;0.98;30.86866896;796.2139384;790.4745405;2912.150361;0.2028014352;0.03343328818;3.149;1.2;0.02604859143;0.0005549960308;4.037315946e-05;1.695441368e-05;0.00084;0.0002;
7.967874198;86.8172214;0;takeoff;21.47866781;0.06311741213;288.15;101325;-14.64959528;1.839356777;0.98;30.87103986;796.2192227;790.4796486;2912.348227;0.202804136;0.03343201409;3.149;1.2;0.02604962684;0.0005549898207;4.037289072e-05;1.695665822e-05;0.00084;0.0002;
8.16167951;91.02830458;0;takeoff;21.97817171;0.06458525893;288.15;101325;-15.00608491;1.839421378;0.98;30.87341077;796.2245069;790.4847567;2912.546093;0.2028068369;0.03343074;3.149;1.2;0.02605066225;0.0005549836118;4.037262201e-05;1.695890285e-05;0.00084;0.0002;
8.355888913;95.34517635;0;takeoff;22.47767562;0.06605310572;288.15;101325;-15.36333039;1.83948598;0.98;30.87578167;796.2297912;790.4898648;2912.743959;0.2028095377;0.0334294659;3.149;1.2;0.02605169764;0.0005549774042;4.037235333e-05;1.696114758e-05;0.00084;0.0002;
8.550505208;99.76830412;0;takeoff;22.97717952;0.06752095251;288.15;101325;-15.72133691;1.839550584;0.98;30.87815258;796.2350754;790.4949729;2912.941824;0.2028122386;0.03342819181;3.149;1.2;0.02605273303;0.0005549711978;4.037208467e-05;1.696339241e-05;0.00084;0.0002;
8.745531225;104.29816;0;takeoff;23.47668342;0.06898879931;288.15;101325;-16.08010973;1.839615189;0.98;30.88052349;796.2403597;790.500081;2913.13969;0.2028149394;0.03342691772;3.149;1.2;0.0260537684;0.0005549649926;4.037181605e-05;1.696563735e-05;0.00084;0.0002;
8.940969814;108.9352211;0;takeoff;23.97618732;0.0704566461;288.15;101325;-16.43965415;1.839679796;0.98;30.88289439;796.2456439;790.5051891;2913.337556;0.2028176402;0.03342564363;3.149;1.2;0.02605480376;0.0005549587887;4.037154745e-05;1.696788237e-05;0.00084;0.0002;
9.136823855;113.6799692;0;takeoff;24.47569123;0.0719244929;288.15;101325;-16.79997553;1.839744404;0.98;30.8852653;796.2509282;790.5102972;2913.535422;0.2028203411;0.03342436954;3.149;1.2;0.02605583911;0.000554952586;4.037127888e-05;1.69701275e-05;0.00084;0.0002;
9.33309625;118.5328912;0;takeoff;24.97519513;0.07339233969;288.15;101325;-17.16107925;1.839809014;0.98;30.88763621;796.2562124;790.5154053;2913.733287;0.2028230419;0.03342309545;3.149;1.2;0.02605687444;0.0005549463845;4.037101034e-05;1.697237272e-05;0.00084;0.0002;
9.529789929;123.4944788;0;takeoff;25.47469903;0.07486018648;288.15;101325;-17.52297076;1.839873625;0.98;30.89000711;796.2614967;790.5205134;2913.931153;0.2028257427;0.03342182136;3.149;1.2;0.02605790977;0.0005549401843;4.037074182e-05;1.697461805e-05;0.00084;0.0002;
9.726907848;128.565229;0;takeoff;25.97420294;0.07632803328;288.15;101325;-17.88565556;1.839938237;0.98;30.89237802;796.2667809;790.5256216;2914.129019;0.2028284436;0.03342054727;3.149;1.2;0.02605894508;0.0005549339852;4.037047334e-05;1.697686348e-05;0.00084;0.0002;
9.924452989;133.7456439;0;takeoff;26.47370684;0.07779588007;288.15;101325;-18.24913918;1.840002852;0.98;30.89474893;796.2720652;790.5307297;2914.326885;0.2028311444;0.03341927318;3.149;1.2;0.02605998039;0.0005549277874;4.037020488e-05;1.697910899e-05;0.00084;0.0002;
10.12242836;139.0362306;0;takeoff;26.97321074;0.07926372687;288.15;101325;-18.61342722;1.840067467;0.98;30.89711983;796.2773494;790.5358378;2914.52475;0.2028338453;0.03341799909;3.149;1.2;0.02606101568;0.0005549215909;4.036993645e-05;1.698135462e-05;0.00084;0.0002;
10.320837;144.4375015;0;takeoff;27.47271464;0.08073157366;288.15;101325;-18.97852532;1.840132085;0.98;30.89949074;796.2826337;790.5409459;2914.722616;0.2028365461;0.03341672499;3.149;1.2;0.02606205096;0.0005549153956;4.036966804e-05;1.698360032e-05;0.00084;0.0002;
10.51968197;149.9499746;0;takeoff;27.97221855;0.08219942045;288.15;101325;-19.34443918;1.840196704;0.98;30.90186165;796.2879179;790.546054;2914.920482;0.2028392469;0.0334154509;3.149;1.2;0.02606308623;0.0005549092015;4.036939967e-05;1.698584614e-05;0.00084;0.0002;
10.71896636;155.5741728;0;takeoff;28.47172245;0.08366726725;288.15;101325;-19.71117454;1.840261324;0.98;30.90423255;796.2932022;790.5511621;2915.118348;0.2028419478;0.03341417681;3.149;1.2;0.02606412148;0.0005549030086;4.036913132e-05;1.698809205e-05;0.00084;0.0002;
10.9186933;161.3106249;0;takeoff;28.97122635;0.08513511404;288.15;101325;-20.0787372;1.840325946;0.98;30.90660346;796.2984864;790.5562702;2915.316213;0.2028446486;0.03341290272;3.149;1.2;0.02606515673;0.000554896817;4.0368863e-05;1.699033806e-05;0.00084;0.0002;
11.11886593;167.159865;0;takeoff;29.47073025;0.08660296083;288.15;101325;-20.44713302;1.84039057;0.98;30.90897437;796.3037707;790.5613783;2915.514079;0.2028473494;0.03341162863;3.149;1.2;0.02606619196;0.0005548906266;4.036859471e-05;1.699258416e-05;0.00084;0.0002;
11.31948743;173.1224326;0;takeoff;29.97023416;0.08807080763;288.15;101325;-20.8163679;1.840455195;0.98;30.91134527;796.3090549;790.5664864;2915.711945;0.2028500503;0.03341035454;3.149;1.2;0.02606722718;0.0005548844374;4.036832645e-05;1.699483037e-05;0.00084;0.0002;
11.520561;179.1988733;0;takeoff;30.46973806;0.08953865442;288.15;101325;-21.18644781;1.840519822;0.98;30.91371618;796.3143392;790.5715945;2915.909811;0.2028527511;0.03340908045;3.149;1.2;0.0260682624;0.0005548782494;4.036805821e-05;1.699707666e-05;0.00084;0.0002;
11.72208989;185.3897381;0;takeoff;30.96924196;0.09100650122;288.15;101325;-21.55737875;1.840584451;0.98;30.91608709;796.3196234;790.5767026;2916.107676;0.202855452;0.03340780636;3.149;1.2;0.0260692976;0.0005548720627;4.036779e-05;1.699932305e-05;0.00084;0.0002;
11.92407736;191.6955837;0;takeoff;31.46874586;0.09247434801;288.15;101325;-21.9291668;1.840649081;0.98;30.91845799;796.3249077;790.5818107;2916.305542;0.2028581528;0.03340653227;3.149;1.2;0.02607033278;0.0005548658772;4.036752182e-05;1.700156955e-05;0.00084;0.0002;
12.12652672;198.1169731;0;takeoff;31.96824977;0.0939421948;288.15;101325;-22.3018181;1.840713713;0.98;30.9208289;796.3301919;790.5869188;2916.503408;0.2028608536;0.03340525817;3.149;1.2;0.02607136796;0.0005548596929;4.036725367e-05;1.700381614e-05;0.00084;0.0002;
12.32944128;204.6544748;0;takeoff;32.46775367;0.0954100416;288.15;101325;-22.67533883;1.840778346;0.98;30.92319981;796.3354761;790.5920269;2916.701274;0.2028635545;0.03340398408;3.149;1.2;0.02607240313;0.0005548535099;4.036698555e-05;1.700606283e-05;0.00084;0.0002;
12.53282441;211.3086635;0;takeoff;32.96725757;0.09687788839;288.15;101325;-23.04973524;1.840842981;0.98;30.92557071;796.3407604;790.5971351;2916.899139;0.2028662553;0.03340270999;3.149;1.2;0.02607343828;0.0005548473281;4.036671745e-05;1.700830961e-05;0.00084;0.0002;
12.7366795;218.0801199;0;takeoff;33.46676147;0.09834573518;288.15;101325;-23.42501363;1.840907618;0.98;30.92794162;796.3460446;790.6022432;2917.097005;0.2028689562;0.0334014359;3.149;1.2;0.02607447342;0.0005548411475;4.036644938e-05;1.701055649e-05;0.00084;0.0002;
12.94100997;224.9694312;0;takeoff;33.96626538;0.09981358198;288.15;101325;-23.80118037;1.840972257;0.98;30.93031253;796.3513289;790.6073513;2917.294871;0.202871657;0.03340016181;3.149;1.2;0.02607550855;0.0005548349681;4.036618134e-05;1.701280346e-05;0.00084;0.0002;
13.14580251;231.976616;0;takeoff;34.46576928;0.1012814288;288.15;101325;-24.17821553;1.841059158;0.98;30.9340548;796.360765;790.6162524;2917.608578;0.2028756905;0.03339824701;3.149;1.2;0.02607720314;0.0005548248358;4.036574178e-05;1.70165026e-05;0.00084;0.0002;
13.35104112;239.1015815;0;takeoff;34.96527318;0.1027492756;288.15;101325;-24.55609503;1.841171559;0.98;30.93799658;796.370805;790.6257053;2917.939137;0.2028799179;0.03339623899;3.149;1.2;0.02607899364;0.0005548141317;4.036527733e-05;1.702020754e-05;0.00084;0.0002;
13.55672655;246.3447989;0;takeoff;35.46477708;0.1042171224;288.15;101325;-24.93482098;1.841287201;0.98;30.94193836;796.3808451;790.6351583;2918.269696;0.2028841453;0.03339423098;3.149;1.2;0.02608078411;0.0005548034313;4.036481297e-05;1.702388281e-05;0.00084;0.0002;
13.76286199;253.706829;0;takeoff;35.96428099;0.1056849692;288.15;101325;-25.31439936;1.841402844;0.98;30.94588014;796.3908852;790.6446112;2918.600255;0.2028883727;0.03339222296;3.149;1.2;0.02608257456;0.0005547927345;4.03643487e-05;1.702755836e-05;0.00084;0.0002;
13.96945067;261.1882383;0;takeoff;36.46378489;0.1071528159;288.15;101325;-25.69483623;1.841518488;0.98;30.94982192;796.4009253;790.6540641;2918.930814;0.2028926001;0.03339021495;3.149;1.2;0.02608436498;0.0005547820413;4.03638845e-05;1.703123419e-05;0.00084;0.0002;
14.17649585;268.7895992;0;takeoff;36.96328879;0.1086206627;288.15;101325;-26.0761377;1.841634134;0.98;30.95376369;796.4109653;790.6635171;2919.261373;0.2028968275;0.03338820693;3.149;1.2;0.02608615537;0.0005547713518;4.036342038e-05;1.703491029e-05;0.00084;0.0002;
14.38400082;276.5114901;0;takeoff;37.46279269;0.1100885095;288.15;101325;-26.45830994;1.841749782;0.98;30.95770547;796.4210054;790.67297;2919.591932;0.2029010549;0.03338619892;3.149;1.2;0.02608794574;0.0005547606659;4.036295635e-05;1.703858666e-05;0.00084;0.0002;
14.5919689;284.3544957;0;takeoff;37.9622966;0.1115563563;288.15;101325;-26.84135916;1.84186543;0.98;30.96164725;796.4310455;790.6824229;2919.922491;0.2029052823;0.0333841909;3.149;1.2;0.02608973608;0.0005547499836;4.03624924e-05;1.704226332e-05;0.00084;0.0002;
14.80040344;292.3192065;0;takeoff;38.4618005;0.1130242031;288.15;101325;-27.22529164;1.841981081;0.98;30.96558903;796.4410855;790.6918759;2920.253051;0.2029095097;0.03338218289;3.149;1.2;0.0260915264;0.000554739305;4.036202853e-05;1.704594024e-05;0.00084;0.0002;
15.00930783;300.4062196;0;takeoff;38.9613044;0.1144920499;288.15;101325;-27.61011373;1.842096733;0.98;30.96953081;796.4511256;790.7013288;2920.58361;0.2029137371;0.03338017488;3.149;1.2;0.02609331669;0.0005547286301;4.036156474e-05;1.704961744e-05;0.00084;0.0002;
15.21868547;308.6161381;0;takeoff;39.46080831;0.1159598967;288.15;101325;-27.99583181;1.842212386;0.98;30.97347259;796.4611657;790.7107817;2920.914169;0.2029179645;0.03337816686;3.149;1.2;0.02609510695;0.0005547179587;4.036110104e-05;1.705329492e-05;0.00084;0.0002;
15.42853981;316.9495716;0;takeoff;39.96031221;0.1174277435;288.15;101325;-28.38245235;1.842328041;0.98;30.97741436;796.4712058;790.7202347;2921.244728;0.2029221919;0.03337615885;3.149;1.2;0.02609689718;0.000554707291;4.036063741e-05;1.705697267e-05;0.00084;0.0002;
15.63887433;325.4071362;0;takeoff;40.45981611;0.1188955903;288.15;101325;-28.76998187;1.842443697;0.98;30.98135614;796.4812458;790.7296876;2921.575287;0.2029264193;0.03337415083;3.149;1.2;0.02609868739;0.0005546966269;4.036017387e-05;1.70606507e-05;0.00084;0.0002;
15.84969254;333.9894546;0;takeoff;40.95932001;0.1203634371;288.15;101325;-29.15842694;1.842559355;0.98;30.98529792;796.4912859;790.7391405;2921.905846;0.2029306467;0.03337214282;3.149;1.2;0.02610047758;0.0005546859665;4.035971041e-05;1.7064329e-05;0.00084;0.0002;
16.06099799;342.6971559;0;takeoff;41.45882392;0.1218312839;288.15;101325;-29.5477942;1.842675015;0.98;30.9892397;796.501326;790.7485935;2922.236405;0.2029348741;0.0333701348;3.149;1.2;0.02610226773;0.0005546753096;4.035924703e-05;1.706800757e-05;0.00084;0.0002;
16.27279425;351.5308763;0;takeoff;41.95832782;0.1232991307;288.15;101325;-29.93809037;1.842790676;0.98;30.99318148;796.5113661;790.7580464;2922.566964;0.2029391015;0.03336812679;3.149;1.2;0.02610405786;0.0005546646564;4.035878373e-05;1.707168642e-05;0.00084;0.0002;
16.48508493;360.4912584;0;takeoff;42.45783172;0.1247669775;288.15;101325;-30.32932222;1.842906339;0.98;30.99712326;796.5214061;790.7674993;2922.897523;0.2029433289;0.03336611877;3.149;1.2;0.02610584797;0.0005546540069;4.035832052e-05;1.707536553e-05;0.00084;0.0002;
16.69787369;369.578952;0;takeoff;42.95733562;0.1262348243;288.15;101325;-30.72149658;1.843022003;0.98;31.00106503;796.5314462;790.7769523;2923.228082;0.2029475563;0.03336411076;3.149;1.2;0.02610763805;0.0005546433609;4.035785738e-05;1.707904493e-05;0.00084;0.0002;
16.9111642;378.7946136;0;takeoff;43.45683953;0.1277026711;288.15;101325;-31.11462035;1.843137669;0.98;31.00500681;796.5414863;790.7864052;2923.558642;0.2029517837;0.03336210275;3.149;1.2;0.0261094281;0.0005546327186;4.035739433e-05;1.70827246e-05;0.00084;0.0002;
17.12496018;388.1389071;0;takeoff;43.95634343;0.1291705179;288.15;101325;-31.5087005;1.843253337;0.98;31.00894859;796.5515263;790.7958581;2923.889201;0.2029560111;0.03336009473;3.149;1.2;0.02611121812;0.0005546220799;4.035693136e-05;1.708640454e-05;0.00084;0.0002;
17.33926538;397.6125034;0;takeoff;44.45584733;0.1306383646;288.15;101325;-31.90374407;1.843369006;0.98;31.01289037;796.5615664;790.8053111;2924.21976;0.2029602385;0.03335808672;3.149;1.2;0.02611300812;0.0005546114448;4.035646847e-05;1.709008476e-05;0.00084;0.0002;
17.5540836;407.2160806;0;takeoff;44.95535123;0.1321062114;288.15;101325;-32.29975816;1.843484677;0.98;31.01683215;796.5716065;790.814764;2924.550319;0.2029644659;0.0333560787;3.149;1.2;0.02611479809;0.0005546008133;4.035600566e-05;1.709376524e-05;0.00084;0.0002;
17.76941866;416.9503241;0;takeoff;45.45485514;0.1335740582;288.15;101325;-32.69674995;1.843600349;0.98;31.02077393;796.5816466;790.8242169;2924.880878;0.2029686933;0.03335407069;3.149;1.2;0.02611658804;0.0005545901855;4.035554293e-05;1.709744601e-05;0.00084;0.0002;
17.98527442;426.8159271;0;takeoff;45.95435904;0.135041905;288.15;101325;-33.09472669;1.843716024;0.98;31.0247157;796.5916866;790.8336699;2925.211437;0.2029729207;0.03335206267;3.149;1.2;0.02611837796;0.0005545795612;4.035508029e-05;1.710112704e-05;0.00084;0.0002;
18.2016548;436.81359;0;takeoff;46.45386294;0.1365097518;288.15;101325;-33.49369568;1.8438317;0.98;31.02865748;796.6017267;790.8431228;2925.541996;0.2029771481;0.03335005466;3.149;1.2;0.02612016786;0.0005545689406;4.035461773e-05;1.710480834e-05;0.00084;0.0002;
18.41856372;446.9440209;0;takeoff;46.95336684;0.1379775986;288.15;101325;-33.89366433;1.843947377;0.98;31.03259926;796.6117668;790.8525757;2925.872555;0.2029813755;0.03334804665;3.149;1.2;0.02612195772;0.0005545583236;4.035415524e-05;1.710848993e-05;0.00084;0.0002;
