Time [s]; Range [m]; Altitude [m]; FL [100 ft]; Mode name [-]; Total mass [kg]; Energy carrier (ID); Thrust [N]; Fuelflow [kg/s]; Fuel consumed (kerosene | ID = 0) [kg]; Energy consumed (kerosene | ID = 0) [J]; Mach [-]; CAS [m/s]; TAS [m/s]; TAS [kts]; ROC [fpm]; SAR [m/kg]; Aero Config [-]; C_L [-]; L over D [-]; Air Brake Factor [-]; Reynolds Number [-]; Engine Rating [-]; Engine N1 (PW1127G-JM | ID = 0) [-]; Engine N1 (PW1127G-JM | ID = 1) [-]; Shaft power offtake [W]; Bleed [kg/s]; Angle of attack [deg]; Glidepath angle [deg]; Incidence angle (stabilizer) [deg]
0; 0; 0; 0; takeoff; 63664.70193; kerosene (ID = 0); 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; takeoff; 0; 0; 1; 0; takeoff; 0; 0; 0; 0; 0; 0; 0
0.1451364524; 0.0362691298; 0; 0; takeoff; 63664.43516; kerosene (ID = 0); 237765.4731; 1.838072685; -0.2667713487; -11497845.13; 0.00146869789; 0.4997935283; 0.4997935282; 0.971520896; 0; 0; takeoff; 0.4; 9.289083237; 1; 144194.3812; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
0.2905395019; 0.1452763845; 0; 0; takeoff; 63664.1679; kerosene (ID = 0); 237363.6312; 1.838094717; -0.534035926; -23016948.41; 0.002937395781; 0.9995870565; 0.9995870565; 1.943041792; 0; 0; takeoff; 0.4; 9.289083237; 1; 288388.7624; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
0.4362108813; 0.3272904162; 0; 0; takeoff; 63663.90014; kerosene (ID = 0); 236961.7892; 1.838116751; -0.8017969285; -34557447.62; 0.004406093671; 1.499380585; 1.499380585; 2.914562688; 0; 0; takeoff; 0.4; 9.289083237; 1; 432583.1436; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
0.5821523368; 0.5825824985; 0; 0; takeoff; 63663.63188; kerosene (ID = 0); 236559.9469; 1.838138787; -1.070057579; -46119481.63; 0.005874791561; 1.999174113; 1.999174113; 3.886083584; 0; 0; takeoff; 0.4; 9.289083237; 1; 576777.5248; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
0.7283656288; 0.9114265554; 0; 0; takeoff; 63663.36311; kerosene (ID = 0); 236158.1045; 1.838160824; -1.338821124; -57703190.44; 0.007343489452; 2.498967641; 2.498967641; 4.85760448; 0; 0; takeoff; 0.4; 9.289083237; 1; 720971.9059; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
0.8748525317; 1.314099189; 0; 0; takeoff; 63663.09384; kerosene (ID = 0); 235756.2618; 1.838182863; -1.608090838; -69308715.13; 0.008812187342; 2.998761169; 2.998761169; 5.829125376; 0; 0; takeoff; 0.4; 9.289083237; 1; 865166.2871; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.021614834; 1.790879707; 0; 0; takeoff; 63662.82406; kerosene (ID = 0); 235354.4189; 1.838204904; -1.877870022; -80936197.96; 0.01028088523; 3.498554698; 3.498554698; 6.800646272; 0; 0; takeoff; 0.4; 9.289083237; 1; 1009360.668; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.168654339; 2.342050154; 0; 0; takeoff; 63662.55377; kerosene (ID = 0); 234952.5758; 1.838226946; -2.148162003; -92585782.32; 0.01174958312; 3.998348226; 3.998348226; 7.772167168; 0; 0; takeoff; 0.4; 9.289083237; 1; 1153555.05; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.315972865; 2.967895342; 0; 0; takeoff; 63662.28296; kerosene (ID = 0); 234550.7324; 1.83824899; -2.418970133; -104257612.7; 0.01321828101; 4.498141754; 4.498141754; 8.743688064; 0; 0; takeoff; 0.4; 9.289083237; 1; 1297749.431; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.463572243; 3.668702874; 0; 0; takeoff; 63662.01164; kerosene (ID = 0); 234148.8889; 1.838271035; -2.690297795; -115951834.9; 0.0146869789; 4.997935282; 4.997935282; 9.71520896; 0; 0; takeoff; 0.4; 9.289083237; 1; 1441943.812; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.611454321; 4.444763182; 0; 0; takeoff; 63661.73978; kerosene (ID = 0); 233747.0452; 1.838293083; -2.962148396; -127668595.9; 0.01615567679; 5.49772881; 5.49772881; 10.68672986; 0; 0; takeoff; 0.4; 9.289083237; 1; 1586138.193; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.759620961; 5.296369555; 0; 0; takeoff; 63661.46741; kerosene (ID = 0); 233345.2012; 1.838315132; -3.234525373; -139408043.6; 0.01762437468; 5.997522339; 5.997522339; 11.65825075; 0; 0; takeoff; 0.4; 9.289083237; 1; 1730332.574; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
1.908074042; 6.223818167; 0; 0; takeoff; 63661.1945; kerosene (ID = 0); 232943.357; 1.838337183; -3.507432191; -151170327.4; 0.01909307257; 6.497315867; 6.497315867; 12.62977165; 0; 0; takeoff; 0.4; 9.289083237; 1; 1874526.955; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.056815456; 7.227408114; 0; 0; takeoff; 63660.92106; kerosene (ID = 0); 232541.5127; 1.838359235; -3.780872343; -162955598; 0.02056177046; 6.997109395; 6.997109395; 13.60129254; 0; 0; takeoff; 0.4; 9.289083237; 1; 2018721.337; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.205847112; 8.307441443; 0; 0; takeoff; 63660.64708; kerosene (ID = 0); 232139.6681; 1.83838129; -4.054849351; -174764007; 0.02203046836; 7.496902923; 7.496902923; 14.57281344; 0; 0; takeoff; 0.4; 9.289083237; 1; 2162915.718; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.355170935; 9.464223186; 0; 0; takeoff; 63660.37257; kerosene (ID = 0); 231737.8233; 1.838403346; -4.329366766; -186595707.6; 0.02349916625; 7.996696452; 7.996696452; 15.54433434; 0; 0; takeoff; 0.4; 9.289083237; 1; 2307110.099; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.504788864; 10.69806139; 0; 0; takeoff; 63660.0975; kerosene (ID = 0); 231335.9783; 1.838425404; -4.604428169; -198450854.1; 0.02496786414; 8.49648998; 8.49648998; 16.51585523; 0; 0; takeoff; 0.4; 9.289083237; 1; 2451304.48; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.654702858; 12.00926716; 0; 0; takeoff; 63659.8219; kerosene (ID = 0); 230934.133; 1.838447463; -4.880037171; -210329602.1; 0.02643656203; 8.996283508; 8.996283508; 17.48737613; 0; 0; takeoff; 0.4; 9.289083237; 1; 2595498.861; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.804914889; 13.39815467; 0; 0; takeoff; 63659.54574; kerosene (ID = 0); 230532.2876; 1.838469525; -5.156197412; -222232108.5; 0.02790525992; 9.496077036; 9.496077036; 18.45889702; 0; 0; takeoff; 0.4; 9.289083237; 1; 2739693.243; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
2.955426947; 14.86504124; 0; 0; takeoff; 63659.26902; kerosene (ID = 0); 230130.442; 1.838491588; -5.432912564; -234158531.5; 0.02937395781; 9.995870565; 9.995870565; 19.43041792; 0; 0; takeoff; 0.4; 9.289083237; 1; 2883887.624; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.106241037; 16.41024733; 0; 0; takeoff; 63658.99175; kerosene (ID = 0); 229728.5961; 1.838513653; -5.710186329; -246109030.8; 0.0308426557; 10.49566409; 10.49566409; 20.40193882; 0; 0; takeoff; 0.4; 9.289083237; 1; 3028082.005; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.257359185; 18.03409658; 0; 0; takeoff; 63658.71391; kerosene (ID = 0); 229326.75; 1.83853572; -5.988022441; -258083767.2; 0.03231135359; 10.99545762; 10.99545762; 21.37345971; 0; 0; takeoff; 0.4; 9.289083237; 1; 3172276.386; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.408783429; 19.73691587; 0; 0; takeoff; 63658.43551; kerosene (ID = 0); 228924.9038; 1.838557789; -6.266424665; -270082903.1; 0.03378005148; 11.49525115; 11.49525115; 22.34498061; 0; 0; takeoff; 0.4; 9.289083237; 1; 3316470.767; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.560515829; 21.51903535; 0; 0; takeoff; 63658.15654; kerosene (ID = 0); 228523.0573; 1.838579859; -6.545396799; -282106602; 0.03524874937; 11.99504468; 11.99504468; 23.3165015; 0; 0; takeoff; 0.4; 9.289083237; 1; 3460665.149; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.71255846; 23.38078846; 0; 0; takeoff; 63657.87699; kerosene (ID = 0); 228121.2106; 1.838601932; -6.824942673; -294155029.2; 0.03671744726; 12.49483821; 12.49483821; 24.2880224; 0; 0; takeoff; 0.4; 9.289083237; 1; 3604859.53; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
3.864913414; 25.32251197; 0; 0; takeoff; 63657.59687; kerosene (ID = 0); 227719.3637; 1.838624006; -7.10506615; -306228351.1; 0.03818614515; 12.99463173; 12.99463173; 25.2595433; 0; 0; takeoff; 0.4; 9.289083237; 1; 3749053.911; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.017582804; 27.34454606; 0; 0; takeoff; 63657.31616; kerosene (ID = 0); 227317.5165; 1.838646082; -7.385771125; -318326735.5; 0.03965484304; 13.49442526; 13.49442526; 26.23106419; 0; 0; takeoff; 0.4; 9.289083237; 1; 3893248.292; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.170568758; 29.44723428; 0; 0; takeoff; 63657.03487; kerosene (ID = 0); 226915.6692; 1.83866816; -7.667061529; -330450351.9; 0.04112354093; 13.99421879; 13.99421879; 27.20258509; 0; 0; takeoff; 0.4; 9.289083237; 1; 4037442.673; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.323873426; 31.63092368; 0; 0; takeoff; 63656.75299; kerosene (ID = 0); 226513.8217; 1.83869024; -7.948941324; -342599371.1; 0.04259223882; 14.49401232; 14.49401232; 28.17410598; 0; 0; takeoff; 0.4; 9.289083237; 1; 4181637.054; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.477498972; 33.89596477; 0; 0; takeoff; 63656.47052; kerosene (ID = 0); 226111.9739; 1.838712322; -8.23141451; -354773965.4; 0.04406093671; 14.99380585; 14.99380585; 29.14562688; 0; 0; takeoff; 0.4; 9.289083237; 1; 4325831.436; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.631447584; 36.24271163; 0; 0; takeoff; 63656.18745; kerosene (ID = 0); 225710.126; 1.838734406; -8.514485119; -366974308.6; 0.0455296346; 15.49359937; 15.49359937; 30.11714778; 0; 0; takeoff; 0.4; 9.289083237; 1; 4470025.817; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.785721466; 38.67152188; 0; 0; takeoff; 63655.90378; kerosene (ID = 0); 225308.2778; 1.838756492; -8.79815722; -379200576.2; 0.04699833249; 15.9933929; 15.9933929; 31.08866867; 0; 0; takeoff; 0.4; 9.289083237; 1; 4614220.198; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
4.940322841; 41.1827568; 0; 0; takeoff; 63655.6195; kerosene (ID = 0); 224906.4294; 1.838778579; -9.082434917; -391452944.9; 0.04846703038; 16.49318643; 16.49318643; 32.06018957; 0; 0; takeoff; 0.4; 9.289083237; 1; 4758414.579; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.095253953; 43.7767813; 0; 0; takeoff; 63655.33461; kerosene (ID = 0); 224504.5808; 1.838800669; -9.36732235; -403731593.3; 0.04993572827; 16.99297996; 16.99297996; 33.03171046; 0; 0; takeoff; 0.4; 9.289083237; 1; 4902608.96; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.250502865; 46.45371916; 0; 0; takeoff; 63655.04913; kerosene (ID = 0); 224140.2175; 1.838843096; -9.65280074; -416035711.9; 0.05140442616; 17.49277349; 17.49277349; 34.00323136; 0; 0; takeoff; 0.4; 9.289083237; 1; 5046803.342; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.406056833; 49.21366191; 0; 0; takeoff; 63654.76308; kerosene (ID = 0); 223777.569; 1.838906791; -9.938849987; -428364434.5; 0.05287312405; 17.99256702; 17.99256702; 34.97475226; 0; 0; takeoff; 0.4; 9.289083237; 1; 5190997.723; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.561917262; 52.05694015; 0; 0; takeoff; 63654.47646; kerosene (ID = 0); 223414.92; 1.838971418; -10.22547286; -440717880.4; 0.05434182194; 18.49236054; 18.49236054; 35.94627315; 0; 0; takeoff; 0.4; 9.289083237; 1; 5335192.104; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.718086227; 54.98389908; 0; 0; takeoff; 63654.18926; kerosene (ID = 0); 223052.2703; 1.839036046; -10.51267322; -453096215.7; 0.05581051983; 18.99215407; 18.99215407; 36.91779405; 0; 0; takeoff; 0.4; 9.289083237; 1; 5479386.485; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
5.87456582; 57.99488735; 0; 0; takeoff; 63653.90148; kerosene (ID = 0); 222689.6201; 1.839100676; -10.80045494; -465499608.1; 0.05727921772; 19.4919476; 19.4919476; 37.88931494; 0; 0; takeoff; 0.4; 9.289083237; 1; 5623580.866; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.031358149; 61.09025711; 0; 0; takeoff; 63653.61311; kerosene (ID = 0); 222326.9692; 1.839165307; -11.08882196; -477928226.3; 0.05874791561; 19.99174113; 19.99174113; 38.86083584; 0; 0; takeoff; 0.4; 9.289083237; 1; 5767775.248; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.188465342; 64.27036402; 0; 0; takeoff; 63653.32415; kerosene (ID = 0); 221964.3177; 1.83922994; -11.37777821; -490382240.8; 0.0602166135; 20.49153466; 20.49153466; 39.83235674; 0; 0; takeoff; 0.4; 9.289083237; 1; 5911969.629; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.345889544; 67.53556731; 0; 0; takeoff; 63653.03461; kerosene (ID = 0); 221601.6656; 1.839294574; -11.66732769; -502861823.4; 0.06168531139; 20.99132819; 20.99132819; 40.80387763; 0; 0; takeoff; 0.4; 9.289083237; 1; 6056164.01; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.503632918; 70.8862298; 0; 0; takeoff; 63652.74446; kerosene (ID = 0); 221239.0129; 1.83935921; -11.95747442; -515367147.4; 0.06315400929; 21.49112171; 21.49112171; 41.77539853; 0; 0; takeoff; 0.4; 9.289083237; 1; 6200358.391; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.661697647; 74.32271799; 0; 0; takeoff; 63652.45371; kerosene (ID = 0); 220876.3597; 1.839423847; -12.24822245; -527898387.5; 0.06462270718; 21.99091524; 21.99091524; 42.74691942; 0; 0; takeoff; 0.4; 9.289083237; 1; 6344552.772; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.820085931; 77.84540204; 0; 0; takeoff; 63652.16236; kerosene (ID = 0); 220513.7058; 1.839488485; -12.53957587; -540455720.1; 0.06609140507; 22.49070877; 22.49070877; 43.71844032; 0; 0; takeoff; 0.4; 9.289083237; 1; 6488747.153; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
6.97879999; 81.45465586; 0; 0; takeoff; 63651.87039; kerosene (ID = 0); 220151.0513; 1.839553125; -12.83153882; -553039323; 0.06756010296; 22.9905023; 22.9905023; 44.68996122; 0; 0; takeoff; 0.4; 9.289083237; 1; 6632941.535; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.137842064; 85.15085712; 0; 0; takeoff; 63651.57782; kerosene (ID = 0); 219788.3961; 1.839617766; -13.12411544; -565649375.5; 0.06902880085; 23.49029583; 23.49029583; 45.66148211; 0; 0; takeoff; 0.4; 9.289083237; 1; 6777135.916; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.297214411; 88.93438733; 0; 0; takeoff; 63651.28462; kerosene (ID = 0); 219425.7404; 1.839682409; -13.41730994; -578286058.6; 0.07049749874; 23.99008935; 23.99008935; 46.63300301; 0; 0; takeoff; 0.4; 9.289083237; 1; 6921330.297; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.456919309; 92.80563184; 0; 0; takeoff; 63650.99081; kerosene (ID = 0); 219063.0841; 1.839747054; -13.71112656; -590949554.7; 0.07196619663; 24.48988288; 24.48988288; 47.6045239; 0; 0; takeoff; 0.4; 9.289083237; 1; 7065524.678; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.616959057; 96.76497994; 0; 0; takeoff; 63650.69636; kerosene (ID = 0); 218700.4272; 1.8398117; -14.00556956; -603640048.1; 0.07343489452; 24.98967641; 24.98967641; 48.5760448; 0; 0; takeoff; 0.4; 9.289083237; 1; 7209719.059; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.777335973; 100.8128249; 0; 0; takeoff; 63650.40129; kerosene (ID = 0); 218337.7697; 1.839876347; -14.30064326; -616357724.3; 0.07490359241; 25.48946994; 25.48946994; 49.54756569; 0; 0; takeoff; 0.4; 9.289083237; 1; 7353913.441; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
7.938052396; 104.9495638; 0; 0; takeoff; 63650.10558; kerosene (ID = 0); 217975.1115; 1.839940996; -14.59635199; -629102770.8; 0.0763722903; 25.98926347; 25.98926347; 50.51908659; 0; 0; takeoff; 0.4; 9.289083237; 1; 7498107.822; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.099110686; 109.1755981; 0; 0; takeoff; 63649.80923; kerosene (ID = 0); 217612.4528; 1.840005646; -14.89270015; -641875376.6; 0.07784098819; 26.489057; 26.489057; 51.49060749; 0; 0; takeoff; 0.4; 9.289083237; 1; 7642302.203; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.260513223; 113.4913331; 0; 0; takeoff; 63649.51224; kerosene (ID = 0); 217249.7935; 1.840070298; -15.18969217; -654675732.5; 0.07930968608; 26.98885052; 26.98885052; 52.46212838; 0; 0; takeoff; 0.4; 9.289083237; 1; 7786496.584; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.42226241; 117.8971783; 0; 0; takeoff; 63649.2146; kerosene (ID = 0); 216887.1335; 1.840134952; -15.4873325; -667504030.8; 0.08077838397; 27.48864405; 27.48864405; 53.43364928; 0; 0; takeoff; 0.4; 9.289083237; 1; 7930690.965; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.58436067; 122.3935475; 0; 0; takeoff; 63648.91631; kerosene (ID = 0); 216524.473; 1.840199607; -15.78562565; -680360465.7; 0.08224708186; 27.98843758; 27.98843758; 54.40517017; 0; 0; takeoff; 0.4; 9.289083237; 1; 8074885.347; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.746810447; 126.9808586; 0; 0; takeoff; 63648.61736; kerosene (ID = 0); 216161.8119; 1.840264264; -16.08457617; -693245233.1; 0.08371577975; 28.48823111; 28.48823111; 55.37669107; 0; 0; takeoff; 0.4; 9.289083237; 1; 8219079.728; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
8.909614209; 131.6595339; 0; 0; takeoff; 63648.31774; kerosene (ID = 0); 215799.1501; 1.840328922; -16.38418865; -706158530.6; 0.08518447764; 28.98802464; 28.98802464; 56.34821197; 0; 0; takeoff; 0.4; 9.289083237; 1; 8363274.109; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.072774445; 136.4300001; 0; 0; takeoff; 63648.01747; kerosene (ID = 0); 215436.4878; 1.840393582; -16.6844677; -719100557.8; 0.08665317553; 29.48781817; 29.48781817; 57.31973286; 0; 0; takeoff; 0.4; 9.289083237; 1; 8507468.49; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.236293668; 141.2926881; 0; 0; takeoff; 63647.71652; kerosene (ID = 0); 215073.8248; 1.840458243; -16.985418; -732071515.8; 0.08812187342; 29.98761169; 29.98761169; 58.29125376; 0; 0; takeoff; 0.4; 9.289083237; 1; 8651662.871; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.400174412; 146.2480335; 0; 0; takeoff; 63647.41489; kerosene (ID = 0); 214711.1613; 1.840522907; -17.28704426; -745071607.7; 0.08959057131; 30.48740522; 30.48740522; 59.26277465; 0; 0; takeoff; 0.4; 9.289083237; 1; 8795857.253; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.564419236; 151.2964763; 0; 0; takeoff; 63647.11258; kerosene (ID = 0); 214348.4971; 1.840587571; -17.58935124; -758101038.6; 0.0910592692; 30.98719875; 30.98719875; 60.23429555; 0; 0; takeoff; 0.4; 9.289083237; 1; 8940051.634; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.729030721; 156.4384609; 0; 0; takeoff; 63646.80959; kerosene (ID = 0); 213985.8324; 1.840652238; -17.89234374; -771160015.3; 0.09252796709; 31.48699228; 31.48699228; 61.20581645; 0; 0; takeoff; 0.4; 9.289083237; 1; 9084246.015; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
9.894011472; 161.6744367; 0; 0; takeoff; 63646.50591; kerosene (ID = 0); 213623.1671; 1.840716906; -18.1960266; -784248746.5; 0.09399666498; 31.98678581; 31.98678581; 62.17733734; 0; 0; takeoff; 0.4; 9.289083237; 1; 9228440.396; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.05936412; 167.0048576; 0; 0; takeoff; 63646.20153; kerosene (ID = 0); 213260.5011; 1.840781576; -18.50040471; -797367442.9; 0.09546536287; 32.48657933; 32.48657933; 63.14885824; 0; 0; takeoff; 0.4; 9.289083237; 1; 9372634.777; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.22509132; 172.430182; 0; 0; takeoff; 63645.89645; kerosene (ID = 0); 212897.8346; 1.840846247; -18.805483; -810516317.1; 0.09693406076; 32.98637286; 32.98637286; 64.12037913; 0; 0; takeoff; 0.4; 9.289083237; 1; 9516829.158; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.39119574; 177.9508735; 0; 0; takeoff; 63645.59067; kerosene (ID = 0); 212535.1674; 1.84091092; -19.11126645; -823695583.9; 0.09840275865; 33.48616639; 33.48616639; 65.09190003; 0; 0; takeoff; 0.4; 9.289083237; 1; 9661023.54; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.5576801; 183.5674002; 0; 0; takeoff; 63645.28417; kerosene (ID = 0); 212172.4997; 1.840975595; -19.41776009; -836905459.7; 0.09987145654; 33.98595992; 33.98595992; 66.06342093; 0; 0; takeoff; 0.4; 9.289083237; 1; 9805217.921; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.7245331; 189.2797557; 0; 0; takeoff; 63644.97699; kerosene (ID = 0); 211841.8594; 1.841063552; -19.72494707; -850145218.5; 0.1013401544; 34.48575345; 34.48575345; 67.03494182; 0; 0; takeoff; 0.4; 9.289083237; 1; 9949412.302; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
10.89174195; 195.0878637; 0; 0; takeoff; 63644.66912; kerosene (ID = 0); 211514.2902; 1.841177025; -20.03280815; -863414031.3; 0.1028088523; 34.98554698; 34.98554698; 68.00646272; 0; 0; takeoff; 0.4; 9.289083237; 1; 10093606.68; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.0593078; 200.9921208; 0; 0; takeoff; 63644.36059; kerosene (ID = 0); 211186.7201; 1.841292732; -20.34134593; -876712009.7; 0.1042775502; 35.4853405; 35.4853405; 68.97798361; 0; 0; takeoff; 0.4; 9.289083237; 1; 10237801.06; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.22723318; 206.9929741; 0; 0; takeoff; 63644.05137; kerosene (ID = 0); 210859.149; 1.841408441; -20.65056515; -890039358; 0.1057462481; 35.98513403; 35.98513403; 69.94950451; 0; 0; takeoff; 0.4; 9.289083237; 1; 10381995.45; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.39552064; 213.0908756; 0; 0; takeoff; 63643.74146; kerosene (ID = 0); 210531.5769; 1.841524151; -20.96047058; -903396282; 0.107214946; 36.48492756; 36.48492756; 70.92102541; 0; 0; takeoff; 0.4; 9.289083237; 1; 10526189.83; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.56417277; 219.2862816; 0; 0; takeoff; 63643.43087; kerosene (ID = 0); 210204.0039; 1.841639863; -21.27106705; -916782989.8; 0.1086836439; 36.98472109; 36.98472109; 71.8925463; 0; 0; takeoff; 0.4; 9.289083237; 1; 10670384.21; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.73319214; 225.5796534; 0; 0; takeoff; 63643.11957; kerosene (ID = 0); 209876.43; 1.841755576; -21.58235942; -930199691; 0.1101523418; 37.48451462; 37.48451462; 72.8640672; 0; 0; takeoff; 0.4; 9.289083237; 1; 10814578.59; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
11.90258138; 231.9714568; 0; 0; takeoff; 63642.80758; kerosene (ID = 0); 209548.8551; 1.84187129; -21.89435261; -943646597.4; 0.1116210397; 37.98430815; 37.98430815; 73.83558809; 0; 0; takeoff; 0.4; 9.289083237; 1; 10958772.97; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
12.07234314; 238.4621628; 0; 0; takeoff; 63642.49488; kerosene (ID = 0); 209221.2793; 1.841987006; -22.20705156; -957123922.4; 0.1130897376; 38.48410167; 38.48410167; 74.80710899; 0; 0; takeoff; 0.4; 9.289083237; 1; 11102967.35; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
12.24248009; 245.0522469; 0; 0; takeoff; 63642.18147; kerosene (ID = 0); 208893.7025; 1.842102724; -22.52046129; -970631881.8; 0.1145584354; 38.9838952; 38.9838952; 75.77862989; 0; 0; takeoff; 0.4; 9.289083237; 1; 11247161.73; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
12.41299491; 251.74219; 0; 0; takeoff; 63641.86735; kerosene (ID = 0); 208566.1247; 1.842218443; -22.83458684; -984170693; 0.1160271333; 39.48368873; 39.48368873; 76.75015078; 0; 0; takeoff; 0.4; 9.289083237; 1; 11391356.11; takeoff; 0.98; 0.98; 90619.15007; 2.197380386; 0; 0; 0
