Time [s];Range [m];Altitude [m];mode_name;TAS m/s];Mach [-];Ambient Temperature [K];Ambient Pressure [N/m^2];(8) Consumed Fuel [kg];Fuel Flow [kg/s];N_1 [-];St3_mass_flow [kg/s];St3_total_temperature [K];St3_static_temperature [K];St3_total_pressure [kPa];St3_mach [-];St4_fuel_air [-];EI CO2 [kg/kg];EI H2O [kg/kg];EI NOx [kg/kg];EI CO [kg/kg];EI HC [kg/kg];EI soot [kg/kg];EI SO2 [kg/kg];EI SO4 [kg/kg]
0.1451364524;0.0362691298;0;takeoff;0.4997935282;0.00146869789;288.15;101325;-0.2667713487;1.838072685;0.98;30.82243538;796.1059974;790.3718799;2908.250497;0.2027528225;0.03345601814;3.149;1.2;0.02602803778;0.0005551212334;4.037857208e-05;1.690994569e-05;0.00084;0.0002;
0.2905395019;0.1452763845;0;takeoff;0.9995870565;0.002937395781;288.15;101325;-0.534035926;1.838094717;0.98;30.82326509;796.1079949;790.3737599;2908.320995;0.2027536449;0.03345563628;3.149;1.2;0.02602841112;0.0005551189346;4.03784728e-05;1.691074629e-05;0.00084;0.0002;
0.4362108813;0.3272904162;0;takeoff;1.499380585;0.004406093671;288.15;101325;-0.8017969285;1.838116751;0.98;30.82409481;796.1099923;790.3756398;2908.391492;0.2027544674;0.03345525442;3.149;1.2;0.02602878445;0.0005551166359;4.037837351e-05;1.691154689e-05;0.00084;0.0002;
0.5821523368;0.5825824985;0;takeoff;1.999174113;0.005874791561;288.15;101325;-1.070057579;1.838138787;0.98;30.82492452;796.1119897;790.3775197;2908.46199;0.2027552899;0.03345487255;3.149;1.2;0.02602915778;0.0005551143374;4.037827423e-05;1.691234749e-05;0.00084;0.0002;
0.7283656288;0.9114265554;0;takeoff;2.498967641;0.007343489452;288.15;101325;-1.338821124;1.838160824;0.98;30.82575424;796.1139871;790.3793997;2908.532487;0.2027561124;0.03345449069;3.149;1.2;0.02602953111;0.0005551120391;4.037817496e-05;1.691314809e-05;0.00084;0.0002;
0.8748525317;1.314099189;0;takeoff;2.998761169;0.008812187342;288.15;101325;-1.608090838;1.838182863;0.98;30.82658395;796.1159846;790.3812796;2908.602985;0.2027569348;0.03345410883;3.149;1.2;0.02602990444;0.000555109741;4.037807568e-05;1.691394869e-05;0.00084;0.0002;
1.021614834;1.790879707;0;takeoff;3.498554698;0.01028088523;288.15;101325;-1.877870022;1.838204904;0.98;30.82741366;796.117982;790.3831595;2908.673482;0.2027577573;0.03345372697;3.149;1.2;0.02603027777;0.000555107443;4.037797642e-05;1.691474929e-05;0.00084;0.0002;
1.168654339;2.342050154;0;takeoff;3.998348226;0.01174958312;288.15;101325;-2.148162003;1.838226946;0.98;30.82824338;796.1199794;790.3850395;2908.74398;0.2027585798;0.03345334511;3.149;1.2;0.02603065109;0.0005551051452;4.037787715e-05;1.691554989e-05;0.00084;0.0002;
1.315972865;2.967895342;0;takeoff;4.498141754;0.01321828101;288.15;101325;-2.418970133;1.83824899;0.98;30.82907309;796.1219769;790.3869194;2908.814477;0.2027594022;0.03345296325;3.149;1.2;0.02603102442;0.0005551028476;4.037777789e-05;1.691635049e-05;0.00084;0.0002;
1.463572243;3.668702874;0;takeoff;4.997935282;0.0146869789;288.15;101325;-2.690297795;1.838271035;0.98;30.82990281;796.1239743;790.3887993;2908.884975;0.2027602247;0.03345258139;3.149;1.2;0.02603139774;0.0005551005501;4.037767864e-05;1.691715109e-05;0.00084;0.0002;
1.611454321;4.444763182;0;takeoff;5.49772881;0.01615567679;288.15;101325;-2.962148396;1.838293083;0.98;30.83073252;796.1259717;790.3906793;2908.955472;0.2027610472;0.03345219952;3.149;1.2;0.02603177106;0.0005550982528;4.037757938e-05;1.691795168e-05;0.00084;0.0002;
1.759620961;5.296369555;0;takeoff;5.997522339;0.01762437468;288.15;101325;-3.234525373;1.838315132;0.98;30.83156224;796.1279691;790.3925592;2909.02597;0.2027618696;0.03345181766;3.149;1.2;0.02603214439;0.0005550959557;4.037748013e-05;1.691875227e-05;0.00084;0.0002;
1.908074042;6.223818167;0;takeoff;6.497315867;0.01909307257;288.15;101325;-3.507432191;1.838337183;0.98;30.83239195;796.1299666;790.3944391;2909.096467;0.2027626921;0.0334514358;3.149;1.2;0.0260325177;0.0005550936587;4.037738089e-05;1.691955287e-05;0.00084;0.0002;
2.056815456;7.227408114;0;takeoff;6.997109395;0.02056177046;288.15;101325;-3.780872343;1.838359235;0.98;30.83322166;796.131964;790.3963191;2909.166965;0.2027635146;0.03345105394;3.149;1.2;0.02603289102;0.0005550913619;4.037728165e-05;1.692035346e-05;0.00084;0.0002;
2.205847112;8.307441443;0;takeoff;7.496902923;0.02203046836;288.15;101325;-4.054849351;1.83838129;0.98;30.83405138;796.1339614;790.398199;2909.237462;0.2027643371;0.03345067208;3.149;1.2;0.02603326434;0.0005550890653;4.037718241e-05;1.692115405e-05;0.00084;0.0002;
2.355170935;9.464223186;0;takeoff;7.996696452;0.02349916625;288.15;101325;-4.329366766;1.838403346;0.98;30.83488109;796.1359589;790.4000789;2909.30796;0.2027651595;0.03345029022;3.149;1.2;0.02603363765;0.0005550867688;4.037708318e-05;1.692195464e-05;0.00084;0.0002;
2.504788864;10.69806139;0;takeoff;8.49648998;0.02496786414;288.15;101325;-4.604428169;1.838425404;0.98;30.83571081;796.1379563;790.4019589;2909.378457;0.202765982;0.03344990836;3.149;1.2;0.02603401097;0.0005550844725;4.037698395e-05;1.692275522e-05;0.00084;0.0002;
2.654702858;12.00926716;0;takeoff;8.996283508;0.02643656203;288.15;101325;-4.880037171;1.838447463;0.98;30.83654052;796.1399537;790.4038388;2909.448955;0.2027668045;0.03344952649;3.149;1.2;0.02603438428;0.0005550821764;4.037688472e-05;1.692355581e-05;0.00084;0.0002;
2.804914889;13.39815467;0;takeoff;9.496077036;0.02790525992;288.15;101325;-5.156197412;1.838469525;0.98;30.83737023;796.1419512;790.4057187;2909.519452;0.2027676269;0.03344914463;3.149;1.2;0.02603475759;0.0005550798805;4.03767855e-05;1.692435639e-05;0.00084;0.0002;
2.955426947;14.86504124;0;takeoff;9.995870565;0.02937395781;288.15;101325;-5.432912564;1.838491588;0.98;30.83819995;796.1439486;790.4075987;2909.58995;0.2027684494;0.03344876277;3.149;1.2;0.0260351309;0.0005550775847;4.037668628e-05;1.692515697e-05;0.00084;0.0002;
3.106241037;16.41024733;0;takeoff;10.49566409;0.0308426557;288.15;101325;-5.710186329;1.838513653;0.98;30.83902966;796.145946;790.4094786;2909.660447;0.2027692719;0.03344838091;3.149;1.2;0.02603550421;0.0005550752891;4.037658706e-05;1.692595755e-05;0.00084;0.0002;
3.257359185;18.03409658;0;takeoff;10.99545762;0.03231135359;288.15;101325;-5.988022441;1.83853572;0.98;30.83985938;796.1479434;790.4113585;2909.730945;0.2027700944;0.03344799905;3.149;1.2;0.02603587752;0.0005550729936;4.037648785e-05;1.692675813e-05;0.00084;0.0002;
3.408783429;19.73691587;0;takeoff;11.49525115;0.03378005148;288.15;101325;-6.266424665;1.838557789;0.98;30.84068909;796.1499409;790.4132385;2909.801442;0.2027709168;0.03344761719;3.149;1.2;0.02603625082;0.0005550706984;4.037638865e-05;1.69275587e-05;0.00084;0.0002;
3.560515829;21.51903535;0;takeoff;11.99504468;0.03524874937;288.15;101325;-6.545396799;1.838579859;0.98;30.84151881;796.1519383;790.4151184;2909.87194;0.2027717393;0.03344723533;3.149;1.2;0.02603662413;0.0005550684032;4.037628944e-05;1.692835928e-05;0.00084;0.0002;
3.71255846;23.38078846;0;takeoff;12.49483821;0.03671744726;288.15;101325;-6.824942673;1.838601932;0.98;30.84234852;796.1539357;790.4169983;2909.942437;0.2027725618;0.03344685346;3.149;1.2;0.02603699743;0.0005550661083;4.037619024e-05;1.692915984e-05;0.00084;0.0002;
3.864913414;25.32251197;0;takeoff;12.99463173;0.03818614515;288.15;101325;-7.10506615;1.838624006;0.98;30.84317823;796.1559332;790.4188783;2910.012935;0.2027733842;0.0334464716;3.149;1.2;0.02603737073;0.0005550638135;4.037609105e-05;1.692996041e-05;0.00084;0.0002;
4.017582804;27.34454606;0;takeoff;13.49442526;0.03965484304;288.15;101325;-7.385771125;1.838646082;0.98;30.84400795;796.1579306;790.4207582;2910.083432;0.2027742067;0.03344608974;3.149;1.2;0.02603774403;0.0005550615189;4.037599186e-05;1.693076098e-05;0.00084;0.0002;
4.170568758;29.44723428;0;takeoff;13.99421879;0.04112354093;288.15;101325;-7.667061529;1.83866816;0.98;30.84483766;796.159928;790.4226381;2910.15393;0.2027750292;0.03344570788;3.149;1.2;0.02603811733;0.0005550592245;4.037589267e-05;1.693156154e-05;0.00084;0.0002;
4.323873426;31.63092368;0;takeoff;14.49401232;0.04259223882;288.15;101325;-7.948941324;1.83869024;0.98;30.84566738;796.1619254;790.4245181;2910.224427;0.2027758517;0.03344532602;3.149;1.2;0.02603849063;0.0005550569302;4.037579348e-05;1.69323621e-05;0.00084;0.0002;
4.477498972;33.89596477;0;takeoff;14.99380585;0.04406093671;288.15;101325;-8.23141451;1.838712322;0.98;30.84649709;796.1639229;790.426398;2910.294925;0.2027766741;0.03344494416;3.149;1.2;0.02603886392;0.0005550546361;4.03756943e-05;1.693316265e-05;0.00084;0.0002;
4.631447584;36.24271163;0;takeoff;15.49359937;0.0455296346;288.15;101325;-8.514485119;1.838734406;0.98;30.8473268;796.1659203;790.4282779;2910.365422;0.2027774966;0.0334445623;3.149;1.2;0.02603923722;0.0005550523422;4.037559513e-05;1.69339632e-05;0.00084;0.0002;
4.785721466;38.67152188;0;takeoff;15.9933929;0.04699833249;288.15;101325;-8.79815722;1.838756492;0.98;30.84815652;796.1679177;790.4301579;2910.43592;0.2027783191;0.03344418043;3.149;1.2;0.02603961051;0.0005550500484;4.037549596e-05;1.693476375e-05;0.00084;0.0002;
4.940322841;41.1827568;0;takeoff;16.49318643;0.04846703038;288.15;101325;-9.082434917;1.838778579;0.98;30.84898623;796.1699152;790.4320378;2910.506417;0.2027791415;0.03344379857;3.149;1.2;0.0260399838;0.0005550477549;4.037539679e-05;1.69355643e-05;0.00084;0.0002;
5.095253953;43.7767813;0;takeoff;16.99297996;0.04993572827;288.15;101325;-9.36732235;1.838800669;0.98;30.84981595;796.1719126;790.4339177;2910.576915;0.202779964;0.03344341671;3.149;1.2;0.02604035709;0.0005550454614;4.037529762e-05;1.693636484e-05;0.00084;0.0002;
5.250502865;46.45371916;0;takeoff;17.49277349;0.05140442616;288.15;101325;-9.65280074;1.838843096;0.98;30.85212072;796.1770559;790.4388874;2910.769317;0.2027825841;0.03344218096;3.149;1.2;0.0260413642;0.0005550394099;4.037503594e-05;1.693873399e-05;0.00084;0.0002;
5.406056833;49.21366191;0;takeoff;17.99256702;0.05287312405;288.15;101325;-9.938849987;1.838906791;0.98;30.85449301;796.1823432;790.4439985;2910.967297;0.2027852865;0.03344090613;3.149;1.2;0.02604240029;0.0005550331876;4.037476686e-05;1.694098772e-05;0.00084;0.0002;
5.561917262;52.05694015;0;takeoff;18.49236054;0.05434182194;288.15;101325;-10.22547286;1.838971418;0.98;30.85686529;796.1876306;790.4491095;2911.165278;0.202787989;0.0334396313;3.149;1.2;0.02604343638;0.0005550269665;4.037449779e-05;1.694323298e-05;0.00084;0.0002;
5.718086227;54.98389908;0;takeoff;18.99215407;0.05581051983;288.15;101325;-10.51267322;1.839036046;0.98;30.85923757;796.1929179;790.4542206;2911.363258;0.2027906914;0.03343835647;3.149;1.2;0.02604447246;0.0005550207466;4.037422876e-05;1.694547834e-05;0.00084;0.0002;
5.87456582;57.99488735;0;takeoff;19.4919476;0.05727921772;288.15;101325;-10.80045494;1.839100676;0.98;30.86160985;796.1982052;790.4593317;2911.561239;0.2027933938;0.03343708164;3.149;1.2;0.02604550852;0.000555014528;4.037395976e-05;1.694772379e-05;0.00084;0.0002;
6.031358149;61.09025711;0;takeoff;19.99174113;0.05874791561;288.15;101325;-11.08882196;1.839165307;0.98;30.86398213;796.2034925;790.4644427;2911.759219;0.2027960962;0.03343580681;3.149;1.2;0.02604654457;0.0005550083106;4.037369078e-05;1.694996935e-05;0.00084;0.0002;
6.188465342;64.27036402;0;takeoff;20.49153466;0.0602166135;288.15;101325;-11.37777821;1.83922994;0.98;30.86635441;796.2087798;790.4695538;2911.957199;0.2027987986;0.03343453198;3.149;1.2;0.02604758061;0.0005550020945;4.037342183e-05;1.6952215e-05;0.00084;0.0002;
6.345889544;67.53556731;0;takeoff;20.99132819;0.06168531139;288.15;101325;-11.66732769;1.839294574;0.98;30.86872669;796.2140671;790.4746649;2912.15518;0.202801501;0.03343325715;3.149;1.2;0.02604861664;0.0005549958796;4.037315291e-05;1.695446075e-05;0.00084;0.0002;
6.503632918;70.8862298;0;takeoff;21.49112171;0.06315400929;288.15;101325;-11.95747442;1.83935921;0.98;30.87109897;796.2193544;790.479776;2912.35316;0.2028042034;0.03343198232;3.149;1.2;0.02604965266;0.0005549896659;4.037288402e-05;1.69567066e-05;0.00084;0.0002;
6.661697647;74.32271799;0;takeoff;21.99091524;0.06462270718;288.15;101325;-12.24822245;1.839423847;0.98;30.87347126;796.2246417;790.484887;2912.551141;0.2028069058;0.03343070749;3.149;1.2;0.02605068866;0.0005549834535;4.037261515e-05;1.695895255e-05;0.00084;0.0002;
6.820085931;77.84540204;0;takeoff;22.49070877;0.06609140507;288.15;101325;-12.53957587;1.839488485;0.98;30.87584354;796.2299291;790.4899981;2912.749121;0.2028096082;0.03342943266;3.149;1.2;0.02605172466;0.0005549772423;4.037234632e-05;1.69611986e-05;0.00084;0.0002;
6.97879999;81.45465586;0;takeoff;22.9905023;0.06756010296;288.15;101325;-12.83153882;1.839553125;0.98;30.87821582;796.2352164;790.4951092;2912.947102;0.2028123106;0.03342815783;3.149;1.2;0.02605276064;0.0005549710323;4.037207751e-05;1.696344475e-05;0.00084;0.0002;
7.137842064;85.15085712;0;takeoff;23.49029583;0.06902880085;288.15;101325;-13.12411544;1.839617766;0.98;30.8805881;796.2405037;790.5002202;2913.145082;0.202815013;0.033426883;3.149;1.2;0.02605379661;0.0005549648235;4.037180873e-05;1.6965691e-05;0.00084;0.0002;
7.297214411;88.93438733;0;takeoff;23.99008935;0.07049749874;288.15;101325;-13.41730994;1.839682409;0.98;30.88296038;796.245791;790.5053313;2913.343063;0.2028177154;0.03342560817;3.149;1.2;0.02605483257;0.000554958616;4.037153997e-05;1.696793734e-05;0.00084;0.0002;
7.456919309;92.80563184;0;takeoff;24.48988288;0.07196619663;288.15;101325;-13.71112656;1.839747054;0.98;30.88533266;796.2510783;790.5104424;2913.541043;0.2028204178;0.03342433334;3.149;1.2;0.02605586852;0.0005549524098;4.037127125e-05;1.697018378e-05;0.00084;0.0002;
7.616959057;96.76497994;0;takeoff;24.98967641;0.07343489452;288.15;101325;-14.00556956;1.8398117;0.98;30.88770494;796.2563656;790.5155534;2913.739024;0.2028231202;0.03342305851;3.149;1.2;0.02605690446;0.0005549462047;4.037100255e-05;1.697243032e-05;0.00084;0.0002;
7.777335973;100.8128249;0;takeoff;25.48946994;0.07490359241;288.15;101325;-14.30064326;1.839876347;0.98;30.89007723;796.2616529;790.5206645;2913.937004;0.2028258226;0.03342178368;3.149;1.2;0.02605794039;0.0005549400009;4.037073388e-05;1.697467696e-05;0.00084;0.0002;
7.938052396;104.9495638;0;takeoff;25.98926347;0.0763722903;288.15;101325;-14.59635199;1.839940996;0.98;30.89244951;796.2669402;790.5257756;2914.134985;0.202828525;0.03342050885;3.149;1.2;0.0260589763;0.0005549337983;4.037046524e-05;1.69769237e-05;0.00084;0.0002;
8.099110686;109.1755981;0;takeoff;26.489057;0.07784098819;288.15;101325;-14.89270015;1.840005646;0.98;30.89482179;796.2722276;790.5308866;2914.332965;0.2028312274;0.03341923402;3.149;1.2;0.0260600122;0.000554927597;4.037019663e-05;1.697917054e-05;0.00084;0.0002;
8.260513223;113.4913331;0;takeoff;26.98885052;0.07930968608;288.15;101325;-15.18969217;1.840070298;0.98;30.89719407;796.2775149;790.5359977;2914.530946;0.2028339298;0.03341795919;3.149;1.2;0.02606104809;0.0005549213969;4.036992804e-05;1.698141747e-05;0.00084;0.0002;
8.42226241;117.8971783;0;takeoff;27.48864405;0.08077838397;288.15;101325;-15.4873325;1.840134952;0.98;30.89956635;796.2828022;790.5411088;2914.728926;0.2028366322;0.03341668436;3.149;1.2;0.02606208397;0.000554915198;4.036965949e-05;1.69836645e-05;0.00084;0.0002;
8.58436067;122.3935475;0;takeoff;27.98843758;0.08224708186;288.15;101325;-15.78562565;1.840199607;0.98;30.90193863;796.2880895;790.5462198;2914.926907;0.2028393346;0.03341540953;3.149;1.2;0.02606311984;0.0005549090004;4.036939096e-05;1.698591163e-05;0.00084;0.0002;
8.746810447;126.9808586;0;takeoff;28.48823111;0.08371577975;288.15;101325;-16.08457617;1.840264264;0.98;30.90431091;796.2933768;790.5513309;2915.124887;0.202842037;0.0334141347;3.149;1.2;0.0260641557;0.0005549028039;4.036912245e-05;1.698815886e-05;0.00084;0.0002;
8.909614209;131.6595339;0;takeoff;28.98802464;0.08518447764;288.15;101325;-16.38418865;1.840328922;0.98;30.90668319;796.2986641;790.556442;2915.322868;0.2028447394;0.03341285987;3.149;1.2;0.02606519154;0.0005548966088;4.036885398e-05;1.699040618e-05;0.00084;0.0002;
9.072774445;136.4300001;0;takeoff;29.48781817;0.08665317553;288.15;101325;-16.6844677;1.840393582;0.98;30.90905548;796.3039514;790.5615531;2915.520848;0.2028474418;0.03341158504;3.149;1.2;0.02606622738;0.0005548904148;4.036858553e-05;1.69926536e-05;0.00084;0.0002;
9.236293668;141.2926881;0;takeoff;29.98761169;0.08812187342;288.15;101325;-16.985418;1.840458243;0.98;30.91142776;796.3092387;790.5666641;2915.718829;0.2028501442;0.03341031021;3.149;1.2;0.0260672632;0.0005548842221;4.036831711e-05;1.699490113e-05;0.00084;0.0002;
9.400174412;146.2480335;0;takeoff;30.48740522;0.08959057131;288.15;101325;-17.28704426;1.840522907;0.98;30.91380004;796.3145261;790.5717752;2915.916809;0.2028528467;0.03340903538;3.149;1.2;0.02606829901;0.0005548780306;4.036804872e-05;1.699714874e-05;0.00084;0.0002;
9.564419236;151.2964763;0;takeoff;30.98719875;0.0910592692;288.15;101325;-17.58935124;1.840587571;0.98;30.91617232;796.3198134;790.5768863;2916.114789;0.2028555491;0.03340776055;3.149;1.2;0.02606933481;0.0005548718403;4.036778036e-05;1.699939646e-05;0.00084;0.0002;
9.729030721;156.4384609;0;takeoff;31.48699228;0.09252796709;288.15;101325;-17.89234374;1.840652238;0.98;30.9185446;796.3251007;790.5819973;2916.31277;0.2028582515;0.03340648572;3.149;1.2;0.0260703706;0.0005548656513;4.036751203e-05;1.700164426e-05;0.00084;0.0002;
9.894011472;161.6744367;0;takeoff;31.98678581;0.09399666498;288.15;101325;-18.1960266;1.840716906;0.98;30.92091688;796.330388;790.5871084;2916.51075;0.2028609539;0.03340521089;3.149;1.2;0.02607140637;0.0005548594635;4.036724372e-05;1.700389217e-05;0.00084;0.0002;
10.05936412;167.0048576;0;takeoff;32.48657933;0.09546536287;288.15;101325;-18.50040471;1.840781576;0.98;30.92328916;796.3356753;790.5922195;2916.708731;0.2028636563;0.03340393607;3.149;1.2;0.02607244214;0.0005548532769;4.036697544e-05;1.700614017e-05;0.00084;0.0002;
10.22509132;172.430182;0;takeoff;32.98637286;0.09693406076;288.15;101325;-18.805483;1.840846247;0.98;30.92566145;796.3409626;790.5973305;2916.906711;0.2028663587;0.03340266124;3.149;1.2;0.02607347789;0.0005548470915;4.036670719e-05;1.700838827e-05;0.00084;0.0002;
10.39119574;177.9508735;0;takeoff;33.48616639;0.09840275865;288.15;101325;-19.11126645;1.84091092;0.98;30.92803373;796.3462499;790.6024416;2917.104692;0.2028690611;0.03340138641;3.149;1.2;0.02607451363;0.0005548409074;4.036643897e-05;1.701063647e-05;0.00084;0.0002;
10.5576801;183.5674002;0;takeoff;33.98595992;0.09987145654;288.15;101325;-19.41776009;1.840975595;0.98;30.93040601;796.3515372;790.6075527;2917.302672;0.2028717635;0.03340011158;3.149;1.2;0.02607554937;0.0005548347245;4.036617077e-05;1.701288476e-05;0.00084;0.0002;
10.7245331;189.2797557;0;takeoff;34.48575345;0.1013401544;288.15;101325;-19.72494707;1.841063552;0.98;30.93421251;796.3611667;790.6166306;2917.621803;0.2028758596;0.03339816667;3.149;1.2;0.02607727477;0.0005548244075;4.036572319e-05;1.701665177e-05;0.00084;0.0002;
10.89174195;195.0878637;0;takeoff;34.98554698;0.1028088523;288.15;101325;-20.03280815;1.841177025;0.98;30.93815657;796.3712125;790.626089;2917.952554;0.2028800895;0.03339615749;3.149;1.2;0.02607906631;0.0005548136973;4.036525848e-05;1.702034956e-05;0.00084;0.0002;
11.0593078;200.9921208;0;takeoff;35.4853405;0.1042775502;288.15;101325;-20.34134593;1.841292732;0.98;30.94210063;796.3812584;790.6355474;2918.283304;0.2028843193;0.03339414831;3.149;1.2;0.02608085782;0.0005548029908;4.036479386e-05;1.702402699e-05;0.00084;0.0002;
11.22723318;206.9929741;0;takeoff;35.98513403;0.1057462481;288.15;101325;-20.65056515;1.841408441;0.98;30.9460447;796.3913043;790.6450058;2918.614055;0.2028885492;0.03339213913;3.149;1.2;0.02608264931;0.000554792288;4.036432931e-05;1.702770469e-05;0.00084;0.0002;
11.39552064;213.0908756;0;takeoff;36.48492756;0.107214946;288.15;101325;-20.96047058;1.841524151;0.98;30.94998876;796.4013502;790.6544643;2918.944806;0.202892779;0.03339012995;3.149;1.2;0.02608444076;0.0005547815888;4.036386485e-05;1.703138268e-05;0.00084;0.0002;
11.56417277;219.2862816;0;takeoff;36.98472109;0.1086836439;288.15;101325;-21.27106705;1.841639863;0.98;30.95393283;796.4113961;790.6639227;2919.275557;0.2028970089;0.03338812078;3.149;1.2;0.02608623219;0.0005547708932;4.036340047e-05;1.703506093e-05;0.00084;0.0002;
11.73319214;225.5796534;0;takeoff;37.48451462;0.1101523418;288.15;101325;-21.58235942;1.841755576;0.98;30.95787689;796.421442;790.6733811;2919.606307;0.2029012387;0.0333861116;3.149;1.2;0.0260880236;0.0005547602013;4.036293617e-05;1.703873946e-05;0.00084;0.0002;
11.90258138;231.9714568;0;takeoff;37.98430815;0.1116210397;288.15;101325;-21.89435261;1.84187129;0.98;30.96182095;796.4314879;790.6828395;2919.937058;0.2029054686;0.03338410242;3.149;1.2;0.02608981498;0.000554749513;4.036247196e-05;1.704241828e-05;0.00084;0.0002;
12.07234314;238.4621628;0;takeoff;38.48410167;0.1130897376;288.15;101325;-22.20705156;1.841987006;0.98;30.96576502;796.4415338;790.6922979;2920.267809;0.2029096984;0.03338209324;3.149;1.2;0.02609160633;0.0005547388283;4.036200782e-05;1.704609736e-05;0.00084;0.0002;
12.24248009;245.0522469;0;takeoff;38.9838952;0.1145584354;288.15;101325;-22.52046129;1.842102724;0.98;30.96970908;796.4515797;790.7017563;2920.59856;0.2029139283;0.03338008406;3.149;1.2;0.02609339765;0.0005547281473;4.036154377e-05;1.704977671e-05;0.00084;0.0002;
12.41299491;251.74219;0;takeoff;39.48368873;0.1160271333;288.15;101325;-22.83458684;1.842218443;0.98;30.97365314;796.4616256;790.7112147;2920.92931;0.2029181581;0.03337807488;3.149;1.2;0.02609518895;0.00055471747;4.03610798e-05;1.705345635e-05;0.00084;0.0002;
12.58389033;258.5324777;0;takeoff;39.98348226;0.1174958312;288.15;101325;-23.14943331;1.842334164;0.98;30.97759721;796.4716715;790.7206732;2921.260061;0.202922388;0.0333760657;3.149;1.2;0.02609698023;0.0005547067962;4.036061591e-05;1.705713625e-05;0.00084;0.0002;
12.75516908;265.4236007;0;takeoff;40.48327579;0.1189645291;288.15;101325;-23.46500583;1.842449886;0.98;30.98154127;796.4817174;790.7301316;2921.590812;0.2029266178;0.03337405652;3.149;1.2;0.02609877147;0.0005546961262;4.03601521e-05;1.706081644e-05;0.00084;0.0002;
12.92683394;272.4160551;0;takeoff;40.98306931;0.120433227;288.15;101325;-23.7813096;1.84256561;0.98;30.98548534;796.4917633;790.73959;2921.921563;0.2029308477;0.03337204735;3.149;1.2;0.02610056269;0.0005546854597;4.035968838e-05;1.706449689e-05;0.00084;0.0002;
13.0988877;279.510342;0;takeoff;41.48286284;0.1219019249;288.15;101325;-24.09834986;1.842681335;0.98;30.9894294;796.5018092;790.7490484;2922.252313;0.2029350775;0.03337003817;3.149;1.2;0.02610235388;0.0005546747969;4.035922473e-05;1.706817763e-05;0.00084;0.0002;
13.27133319;286.7069679;0;takeoff;41.98265637;0.1233706228;288.15;101325;-24.41613188;1.842797062;0.98;30.99337346;796.5118551;790.7585068;2922.583064;0.2029393074;0.03336802899;3.149;1.2;0.02610414505;0.0005546641377;4.035876117e-05;1.707185863e-05;0.00084;0.0002;
13.44417324;294.0064444;0;takeoff;42.4824499;0.1248393207;288.15;101325;-24.73466102;1.84291279;0.98;30.99731753;796.521901;790.7679652;2922.913815;0.2029435372;0.03336601981;3.149;1.2;0.02610593619;0.0005546534821;4.035829769e-05;1.707553991e-05;0.00084;0.0002;
13.61741073;301.409289;0;takeoff;42.98224343;0.1263080186;288.15;101325;-25.05394266;1.84302852;0.98;31.00126159;796.5319468;790.7774236;2923.244566;0.2029477671;0.03336401063;3.149;1.2;0.02610772731;0.0005546428301;4.035783429e-05;1.707922147e-05;0.00084;0.0002;
13.79104856;308.9160241;0;takeoff;43.48203696;0.1277767165;288.15;101325;-25.37398223;1.843144252;0.98;31.00520566;796.5419927;790.7868821;2923.575317;0.2029519969;0.03336200145;3.149;1.2;0.0261095184;0.0005546321818;4.035737097e-05;1.708290329e-05;0.00084;0.0002;
13.96508966;316.5271781;0;takeoff;43.98183048;0.1292454144;288.15;101325;-25.69478524;1.843259986;0.98;31.00914972;796.5520386;790.7963405;2923.906067;0.2029562268;0.03335999227;3.149;1.2;0.02611130946;0.0005546215371;4.035690774e-05;1.708658539e-05;0.00084;0.0002;
14.139537;324.2432849;0;takeoff;44.48162401;0.1307141122;288.15;101325;-26.01635721;1.843375721;0.98;31.01309378;796.5620845;790.8057989;2924.236818;0.2029604566;0.03335798309;3.149;1.2;0.02611310049;0.0005546108961;4.035644458e-05;1.709026776e-05;0.00084;0.0002;
14.31439354;332.0648841;0;takeoff;44.98141754;0.1321828101;288.15;101325;-26.33870376;1.843491457;0.98;31.01703785;796.5721304;790.8152573;2924.567569;0.2029646865;0.03335597392;3.149;1.2;0.0261148915;0.0005546002586;4.035598151e-05;1.709395042e-05;0.00084;0.0002;
14.48966231;339.9925209;0;takeoff;45.48121107;0.133651508;288.15;101325;-26.66183052;1.843607195;0.98;31.02098191;796.5821763;790.8247157;2924.89832;0.2029689163;0.03335396474;3.149;1.2;0.02611668249;0.0005545896248;4.035551852e-05;1.709763334e-05;0.00084;0.0002;
14.66534635;348.0267467;0;takeoff;45.9810046;0.1351202059;288.15;101325;-26.98574322;1.843722935;0.98;31.02492597;796.5922222;790.8341741;2925.22907;0.2029731462;0.03335195556;3.149;1.2;0.02611847344;0.0005545789946;4.035505561e-05;1.710131654e-05;0.00084;0.0002;
14.84144873;356.1681184;0;takeoff;46.48079812;0.1365889038;288.15;101325;-27.31044759;1.843838677;0.98;31.02887004;796.6022681;790.8436325;2925.559821;0.202977376;0.03334994638;3.149;1.2;0.02612026437;0.000554568368;4.035459278e-05;1.7105e-05;0.00084;0.0002;
15.01797255;364.4171993;0;takeoff;46.98059165;0.1380576017;288.15;101325;-27.63594948;1.843954421;0.98;31.0328141;796.612314;790.853091;2925.890572;0.2029816059;0.0333479372;3.149;1.2;0.02612205528;0.000554557745;4.035413004e-05;1.710868374e-05;0.00084;0.0002;
